,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Connection Type,Diameter,Material Type,Range,Warranty,Hazardous,Approvals,Equal / Unequal,Angle,End Connection A size,End Connection C size,Material,Size,Connection Type 1,Connection Type 2,Supplier Product Code,Type,WEEE Compliant,Feature 1,Weight,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Colour,End Connection B size,Connection Size,Pack Quantity,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Attachment 5,Gender,Wall Thickness (mm),Operating Temperature Range (C),Standards,Depth (mm),Attachment 6,Attachment 7,Body Material,Handle Type,Seal Material,Feature 14,Drainage Product Type,Minimum Operating Temperature,Resistance Features,Maximum Operating Temperature,Paintable,Application,Length (M),Pressure,Length (mm),Height (mm),Width (mm),Attachment 8,Attachment 9,Attachment 10,Attachment 11
104,P517735,JG Speedfit tank connector 28mm,JG Speedfit,15.17,"Designed specifically for connecting plastic or copper pipes to a cold water tank, this John Guest Speedfit 28mm push-fit tank connector is easy to use, requiring no specialist tools and no need for hot works in a potentially high risk space. To fit, the connecter is simply pushed on to the pipe and hand tightened while to demount, the collet is pushed towards the body of the fitting and the pipe pulled to effortlessly release.","Pipe, Valves and Fittings/Plastic Pipe Fittings/Plastic Pipe Fittings.csv -> JG Speedfit tank connector 28mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/77/35/NW-517735_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/JG_Speedfit_SystmConnections_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/JG_Speedfit_Push-Fit_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/JG_Speedfit_Plumbing_Heating_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/JG_Speedfit_CI_CM_Range_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,P517092,Polypipe Polyplumb socket reducer 28 x 22mm,Polypipe,12.12,PolyPlumb Enhanced is a range of reliable push-fit fittings for professional installers - newly enhanced and available for the first time in white.,"Pipe, Valves and Fittings/Plastic Pipe Fittings/Plastic Pipe Fittings.csv -> Polypipe Polyplumb socket reducer 28 x 22mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/92/NW-517090_517092_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Polypipe_Plumbing_Heating_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,P523296,Polypipe Polyplumb Enhanced incert pipe stiffener 50 15 mm,Polypipe,0.78,"This Polypipe PolyPlumb Enhanced 15mm pipe stiffener offers complete compatibility with a wide range of pipe types. PolyPlumb Enhanced is a varied range of professional push-fit fittings. These slimline, sleekly designed parts incorporate patented In-Cert haptic click feedback technology for jointing confidence and high performance grab rings for joint integrity you can rely on.","Pipe, Valves and Fittings/Plastic Pipe Fittings/Plastic Pipe Fittings.csv -> Polypipe Polyplumb Enhanced incert pipe stiffener 50 15 mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/96/523296_wm.jpg,,,,,,,,Polyplumb Enhanced,,N,BSI  BS7291 Class S Parts 1 & 2: 2010 BBA  00/3699 Reg4 1710012,Equal,,15mm,15mm,Polybutylene,15 mm,Push-Fit,,INCERT15,Pipe Stiffener,N,Slimline design,,Patented In-Cert technology provides haptic click feedback for confidence the joint has been made,Compatible with Polypipe plumbing and heating pipe and copper pipe,Pre-lubricated EPDM O-ring for joint integrity,High performance stainless steel grab ring,Suitable for most hot and cold water applications,Meets BSI  BS7291 Class S Parts 1 & 2: 2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,P518020,JG Speedfit service valve 15mm,JG Speedfit,7.11,"This John Guest Speedfit 15 x 15mm service valve is designed for the connection of plastic and copper pipe. The valve is designed to stop the flow of water to a fixture in case of an emergency or for repair, operating via a quarter-turn screw. The valve is pushed fully on to the pipe for installation while demounting is as simple as pushing the collet towards the body of the fitting and pulling the pipe to release. Installation time is reduced by around 40% compared to traditional fixing methods.","Pipe, Valves and Fittings/Plastic Pipe Fittings/Plastic Pipe Fittings.csv -> JG Speedfit service valve 15mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/20/NW-518020_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/JG_Speedfit_SystmConnections_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/JG_Speedfit_Push-Fit_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/JG_Speedfit_Plumbing_Heating_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,P517058,Polypipe Polyplumb equal tee 28mm,Polypipe,28.66,PolyPlumb Enhanced is a range of reliable push-fit fittings for professional installers - newly enhanced and available for the first time in white.,"Pipe, Valves and Fittings/Plastic Pipe Fittings/Plastic Pipe Fittings.csv -> Polypipe Polyplumb equal tee 28mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/58/NW-517056_517058_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Polypipe_Polyplumb-Polyfit_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Polypipe_Plumbing_Heating_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PP65702,Philmac 3G universal transition coupler 27-34 x 27-34mm,Philmac,29.82,"This Philmac 3G joiner with 27 to 34 x 27 to 34mm metric end connections is made of high performance polypropylene (PP) for good impact resistance and resistance to UV, chemicals and corrosion. Non-toxic and taint-free, this Philmac compression fitting is suitable for a wide range of plumbing, commercial, agricultural, industrial and residential applications.","Pipe, Valves and Fittings/Plastic Pipe Fittings/Plastic Pipe Fittings.csv -> Philmac 3G universal transition coupler 27-34 x 27-34mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/57/02/NW-P65702_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Philmac_Fittings_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Philmac_PipeFittings_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,P517740,JG Speedfit 4 way manifold 22 x 10mm,JG Speedfit,10.95,"This John Guest Speedfit 2x 22mm, 4x 10mm four way manifold has push-fit in-line connections suitable for central heating applications.","Pipe, Valves and Fittings/Plastic Pipe Fittings/Plastic Pipe Fittings.csv -> JG Speedfit 4 way manifold 22 x 10mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/77/40/NW-517740_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/JG_Speedfit_Push-Fit_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/JG_Speedfit_SystmConnections_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/JG_Speedfit_Plumbing_Heating_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PP91200,Uponor Uni-X compression adaptor 20 x 22mm Brass,Uponor,5.55,This Uponor Uni-C 20 x 22mm adapter is made of brass and incorporates compression fittings. It is suitable for the connection of MLC pipes to compression fitting bodies.,"Pipe, Valves and Fittings/Plastic Pipe Fittings/Plastic Pipe Fittings.csv -> Uponor Uni-X compression adaptor 20 x 22mm Brass",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/12/01/NW-P91200_P91201_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/14/Uponor_MLC_Brochure_2014.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PP38341,Uponor S-Press Plus stop end 25 mm,Uponor,5.29,"Made of dezincification resistant brass, this Uponor S-Press Plus 25mm stop end has a stainless steel press sleeve colour-coded for easy size recognition.","Pipe, Valves and Fittings/Plastic Pipe Fittings/Plastic Pipe Fittings.csv -> Uponor S-Press Plus stop end 25 mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/21/1070621_wm.jpg,,,,,,,,S-Press Plus,,N,WRAS,Unequal,,25 mm,N/A,DZR Brass,25 mm,Press fit,,1070623,Stop End,N,Unique press indicator,,Fast 3 step press without bevel installation,QR code for immediate digital access,Suitable for hot and cold and heating systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,P517202,Polypipe Polyplumb 2 port manifold 22 x 10mm,Polypipe,23.12,PolyPlumb Enhanced is a range of reliable push-fit fittings for professional installers - newly enhanced and available for the first time in white.,"Pipe, Valves and Fittings/Plastic Pipe Fittings/Plastic Pipe Fittings.csv -> Polypipe Polyplumb 2 port manifold 22 x 10mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/03/NW-517202_517203_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Polypipe_Polyplumb-Polyfit_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Polypipe_Plumbing_Heating_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PP65183,Philmac 3G 78004 liner MDPE 32mm,Philmac,0.85,"This Philmac 32 x 32mm 3G liner is made of corrosion-resistant MDPE and offers slide and tighten technology with no need for pipe preparation and no force required to push the pipe past the seal, making installation fast and hassle-free.","Pipe, Valves and Fittings/Plastic Pipe Fittings/Plastic Pipe Fittings.csv -> Philmac 3G 78004 liner MDPE 32mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/86/NW-P65181_P65186_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Philmac_Fittings_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Philmac_Product_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,P523297,Polypipe Polyplumb Enhanced incert pipe stiffener 50 22 mm,Polypipe,0.97,"This Polypipe PolyPlumb Enhanced 22mm pipe stiffener offers complete compatibility with a wide range of pipe types. PolyPlumb Enhanced is a varied range of professional push-fit fittings. These slimline, sleekly designed parts incorporate patented In-Cert haptic click feedback technology for jointing confidence and high performance grab rings for joint integrity you can rely on.","Pipe, Valves and Fittings/Plastic Pipe Fittings/Plastic Pipe Fittings.csv -> Polypipe Polyplumb Enhanced incert pipe stiffener 50 22 mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/97/523297_wm.jpg,,,,,,,,Polyplumb Enhanced,,N,BSI  BS7291 Class S Parts 1 & 2: 2010 BBA  00/3699 Reg4 1710051,Equal,,22mm,22mmØ,Polybutylene,22 mm,Push-Fit,,INCERT22,Pipe Stiffener,N,Slimline design,,Patented In-Cert technology provides haptic click feedback for confidence the joint has been made,Compatible with Polypipe plumbing and heating pipe and copper pipe,Pre-lubricated EPDM O-ring for joint integrity,High performance stainless steel grab ring,Suitable for most hot and cold water applications,Meets BSI  BS7291 Class S Parts 1 & 2: 2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PP45959,"Philmac 3G end connector Pol  x  FI 50mm - 1.1/2"" x 2""",Philmac,37.55,"This Philmac 3G connector with 50mm/1 1/2"" x 2"" POL x FI BSP end connections is made of high performance polypropylene (PP) for good impact resistance and resistance to UV, chemicals and corrosion. Non-toxic and taint-free, this Philmac compression fitting is suitable for a wide range of plumbing, commercial, agricultural, industrial and residential applications.","Pipe, Valves and Fittings/Plastic Pipe Fittings/Plastic Pipe Fittings.csv -> Philmac 3G end connector Pol  x  FI 50mm - 1.1/2"" x 2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/60/NW-P45958_P45960_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Philmac_Fittings_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Philmac_PipeFittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Philmac_PipeFittings_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PP45844,Philmac 3G metric/imperial stopcock 32mm x 1 (2),Philmac,69.44,"This Philmac 3G stopcock with 32mm x 1"" POL x POL end connections is made of high performance polypropylene (PP) for good impact resistance and resistance to UV, chemicals and corrosion. Non-toxic and taint-free, this Philmac compression fitting is suitable for a wide range of plumbing, commercial, agricultural, industrial and residential applications.","Pipe, Valves and Fittings/Plastic Pipe Fittings/Plastic Pipe Fittings.csv -> Philmac 3G metric/imperial stopcock 32mm x 1 (2)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/58/44/NW-P45842_P45844_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Philmac_Fittings_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Philmac_PipeFittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Philmac_PipeFittings_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PP58972,Uponor Q&E PEX PEX one end and branch reduced tee 25 x 16 x 16mm,Uponor,5.34,"Fitted with shrink-fit connections, this Uponor Q&E PEX 25 x 25 x 16mm one end branch reduced tee is manufactured in polyphenylsulfone, otherwise known as PPSU.","Pipe, Valves and Fittings/Plastic Pipe Fittings/Plastic Pipe Fittings.csv -> Uponor Q&E PEX PEX one end and branch reduced tee 25 x 16 x 16mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/72/NW-P58972_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/le/QE_Shrink_Fit_Article.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,P517043,Polypipe Polyplumb straight coupling 28mm,Polypipe,16.9,PolyPlumb Enhanced is a range of reliable push-fit fittings for professional installers - newly enhanced and available for the first time in white.,"Pipe, Valves and Fittings/Plastic Pipe Fittings/Plastic Pipe Fittings.csv -> Polypipe Polyplumb straight coupling 28mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/43/NW-517040_517043_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Polypipe_Polyplumb-Polyfit_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Polypipe_Plumbing_Heating_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PP65716,Philmac 3G universal transition elbow 21-27 x 25mm,Philmac,25.09,"This Philmac 3G elbow with 21 to 27mm x 25mm/3/4"" UTC x POL end connections is made of high performance polypropylene (PP) for good impact resistance and resistance to UV, chemicals and corrosion. Non-toxic and taint-free, this Philmac compression fitting is suitable for a wide range of plumbing, commercial, agricultural, industrial and residential applications.","Pipe, Valves and Fittings/Plastic Pipe Fittings/Plastic Pipe Fittings.csv -> Philmac 3G universal transition elbow 21-27 x 25mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/57/16/NW-P65715_P65716_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Philmac_Fittings_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Philmac_PipeFittings_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,P518029,"JG Speedfit WFLX elbow hose 15mm x 1/2"" - 300mm",JG Speedfit,7.57,"Used for the connection of plastic or copper piping onto a male thread appliance, this JG Speedfit WFLX elbow pattern flexi hose with 15mm x 1/2"" connections is made of PVC, significantly reducing the risk of kinking and making cleaning easier. While on one end the hose has a push-fit connection for a supply pipe, the other offers a 90° bent nut which can be tightened on to a side entry tap, toilet or male thread. Easy to install in confined spots, this fitting removes the need for hot works. Where demounting is required, the collet is pushed towards the body of the fitting and the pipe pulled to release.","Pipe, Valves and Fittings/Plastic Pipe Fittings/Plastic Pipe Fittings.csv -> JG Speedfit WFLX elbow hose 15mm x 1/2"" - 300mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/29/NW-518029_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/JG_Speedfit_PipeConnection_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/s_/01/JG_Speedfit_MSDS_01.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/JG_Speedfit_Plumbing_Product_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PP55058,"Durapipe 45degree upvc elbow 1""",Durapipe,2.93,"Suitable for pressurised irrigation, this Durapipe PVC 1"" 45° elbow can also be used in water treatment and chemical installations as well as in drinking water systems, thanks to its WRAS approval.","Pipe, Valves and Fittings/Plastic Pipe Fittings/Plastic Pipe Fittings.csv -> Durapipe 45degree upvc elbow 1""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/Astore PVC 45d Elbow image_wm.jpg,,,,,Solvent weld,1,,,,N,WRAS,Equal,45,1,1,Unplasticized Polyvinyl Chloride (PVC-U),1,Solvent Weld,,RGY40320,Elbow,N,Lightweight uPVC construction,0.27231,Excellent chemical resistance,Solvent weld connections,No hot works permit required,WRAS approved,50 year design life,,,,1 in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PP45974,"Philmac 3G metric/imperial joiner 20mm - 1/2"" x 15mm Copper/Pex",Philmac,11.79,"This Philmac 3G joiner with 20mm/1/2"" x 15mm PE x copper/PEX push-fit end connections is made of high performance polypropylene (PP) for good impact resistance and resistance to UV, chemicals and corrosion. Non-toxic and taint-free, this Philmac compression fitting is suitable for a wide range of plumbing, commercial, agricultural, industrial and residential applications.","Pipe, Valves and Fittings/Plastic Pipe Fittings/Plastic Pipe Fittings.csv -> Philmac 3G metric/imperial joiner 20mm - 1/2"" x 15mm Copper/Pex",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/76/NW-P45974_P45976_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Philmac_Fittings_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Philmac_PipeFittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Philmac_PipeFittings_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PP38340,Uponor S-Press Plus stop end 20 mm,Uponor,4.49,"Made of dezincification resistant brass, this Uponor S-Press Plus 20mm stop end has a stainless steel press sleeve colour-coded for easy size recognition.","Pipe, Valves and Fittings/Plastic Pipe Fittings/Plastic Pipe Fittings.csv -> Uponor S-Press Plus stop end 20 mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/83/40/NW-P38340_wm.jpg,,,,,,,,S-Press Plus,,N,WRAS,Unequal,,20 mm,N/A,DZR Brass,20 mm,Press fit,,1070622,Stop End,N,Unique press indicator,,Fast 3 step press without bevel installation,QR code for immediate digital access,Suitable for hot and cold and heating systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,P517665,JG Speedfit drain cock 15mm,JG Speedfit,8.39,"Manufactured in robust DZR brass, this John Guest Speedfit 15mm drain cock has plain end x barbed connections and offers suitability for use in central heating systems.","Pipe, Valves and Fittings/Plastic Pipe Fittings/Plastic Pipe Fittings.csv -> JG Speedfit drain cock 15mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/76/65/NW-517665_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/JG_Speedfit_Push-Fit_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/JG_Speedfit_SystmConnections_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/JG_Speedfit_Plumbing_Heating_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,P517650,JG Speedfit emergency shut off tap 15mm,JG Speedfit,6.7,This John Guest Speedfit 15 x 15mm push-fit emergency shut-off valve is designed for the connection of plastic and copper pipe. The valve allows isolation of appliances like washing machines or dishwashers for maintenance or installation. The valve is simply pushed fully onto the pipe and the appliance hose threaded on to the valve.,"Pipe, Valves and Fittings/Plastic Pipe Fittings/Plastic Pipe Fittings.csv -> JG Speedfit emergency shut off tap 15mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/76/50/NW-517650_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/JG_Speedfit_SystmConnections_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/JG_Speedfit_Push-Fit_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/JG_Speedfit_Plumbing_Heating_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
