,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Colour,Diameter,Range,Thickness,Warranty,Hazardous,Material,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Depth (mm),Max Sound Pressure,Max Airflow (m/min),Min Air Flow (m/min),Max External Static Pressure,Duct Connection Diameter,Min Sound Pressure,Temp Exchange Efficiency,Min External Static Pressure,Attachment 6,Attachment 7,Attachment 8,Pack Quantity,Hardness,Outer Diameter
246,P621389,Armaflex Evo AC coil 5/8OD X 3/8WT (09015) 40M,Armaflex,43.64,"Offering flexible and reliable condensation control, AF/ArmaFlex Evo 5/8"" OD x 3/8"" WT pipe insulation is designed with a unique microcell structure for easy installation with no need for an additional vapour barrier. Supplied in a 15M coil, this insulation has very low thermal conductivity alongside high levels of resistance to water vapour transmission, helping to reduce energy losses during the long term while also minimising moisture ingress and reducing the risk of corrosion under insulation (CUI). Suitable for installation in public buildings and for use in process industries, AF Evo has inbuilt antimicrobial protection and high levels of fire performance make it a reliable choice for even the most challenging of situations. In addition to insulation, the AF/Armaflex range includes fire sleeves, pipe supports and adhesives for a comprehensive single-brand solution.",Air Conditioning/Air Conditioning Installation/Air Conditioning Installation.csv -> Armaflex Evo AC coil 5/8OD X 3/8WT (09015) 40M,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/99/621374_621399_wm.jpg,,,,,,Black,15 mm,Evo,1.5 mm,5 Years,N,Closed cell flexible elastomeric foam insulation,IAFEU09015299,Pipe Insulation,N,Black colour,Made using a closed cell material,Built-in water vapour barrier reduces corrosion under insulation (CUI) risk,Built-in Microban® antimicrobial protection for reduced risk of mould and bacteria growth,Low thermal conductivity value of 0.033 W/m K at 0°C),Highest system reliability if installed with ArmaFix pipe supports and ArmaFlex adhesives,Self-seal tube format speeds up installation,FM approved,"Meets Euroclass B/BL-s2, d0",BRE Green Guide A rating,CE marked,Meets EN 14304,5 year warranty,,,,,,,,,,,,,,,
247,P667860,Big Foot support set 450mm,Big Foot,344.1,"This Big Foot 450 x 450mm H-Frame Set creates an on-site fabricated strut based frame for supporting ancillaries such as ducts, pipes and cable trays. The H-frame is able to accommodate industry standard 41 x 41, 40 x 38 or 41 x 21 strut channels and the boxed kit includes a pair of feet with strut insert, angled brackets, fixing bolts and channel nuts to mechanically fix to the strut. Strut is not included.",Air Conditioning/Air Conditioning Installation/Air Conditioning Installation.csv -> Big Foot support set 450mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/78/60/NW-667860_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Big_Foot_H_Frame_305_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Big_Foot_H_Frame_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Aspen_Pumps_APG_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,P621324,Armaflex Evo technical insulation 1/4in OD x 1/4in WT - 2mtr,Armaflex,1.64,"Offering flexible and reliable condensation control, AF/ArmaFlex Evo technical pipe insulation has a closed-cell insulation material structure and built-in Microban antimicrobial protection. Supplied in a 2M coil, this insulation has very low thermal conductivity alongside high levels of resistance to water vapour transmission, helping to reduce energy losses during the long term while also minimising moisture ingress and reducing the risk of corrosion under insulation (CUI). Suitable for installation in public buildings and for use in process industries, AF Evo has inbuilt antimicrobial protection and high levels of fire performance make it a reliable choice for even the most challenging of situations. In addition to insulation, the AF/Armaflex range includes fire sleeves, pipe supports and adhesives for a comprehensive single-brand solution.",Air Conditioning/Air Conditioning Installation/Air Conditioning Installation.csv -> Armaflex Evo technical insulation 1/4in OD x 1/4in WT - 2mtr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/68/621324_621368_wm.jpg,,,,,,Black,6 mm,Evo,6mm,5 Years,N,Closed cell flexible elastomeric foam insulation,IAFEU06006000,Pipe Insulation,N,Black colour,Made using a closed cell material,Built-in water vapour barrier reduces corrosion under insulation (CUI) risk,Built-in Microban® antimicrobial protection for reduced risk of mould and bacteria growth,Low thermal conductivity value of 0.033 W/m K at 0°C),Highest system reliability if installed with ArmaFix pipe supports and ArmaFlex adhesives,FM approved,"Meets Euroclass B/BL-s2, d0",BRE Green Guide A rating,CE marked,Meets EN 14304,5 year warranty,,,,,,,,,,,,,,,,
249,P605957,Daikin VAM-J VAM1000J8 Heat Exchanger,Daikin,2080.82,"Highly efficient, Daikin VAM-J series heat recovery ventilation systems deliver fresh air into a room while reducing the load on heating and cooling systems by up to 73%. Suitable for use in the majority of commercial applications with fresh air requirements up to 2000M³/h, systems in the VAM-J series feature DC fan motors and a specially designed heat exchange element with no requirement for condensate drainage.",Air Conditioning/Air Conditioning Installation/Air Conditioning Installation.csv -> Daikin VAM-J VAM1000J8 Heat Exchanger,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/57/NW-605957_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ro/hs/Daikin_VAM_RoHS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Daikin_VRV_Product_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Daikin_VAM-J_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Daikin_Heat_Reclaim_Venti_User_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/de/cl/Daikin_650_800_1000_2000_EU_Decl.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Daikin_VAM_J_Data_Sheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Daikin_Heat_Reclaim_Venti_Install.pdf,,,,
250,P667012,Big Foot multi frame base 1000x1200mm,Big Foot,873.35,"The Big Foot multi-frame allows extension from any side using the extension kit, providing the flexibility to create a frame configuration to suit even the most awkward installation requirements. This lightweight frame is suitable for a wide range of units and offers easy assembly with moveable drop-on cross bars. It has been developed to resist tipping and sliding in winds up to 100mph.",Air Conditioning/Air Conditioning Installation/Air Conditioning Installation.csv -> Big Foot multi frame base 1000x1200mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/12/NW-667012_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Big_Foot_Multi_Frame_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Aspen_Pumps_APG_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,P667851,Aspen Pumps Economy hot water economy pump,Aspen Pumps,438.32,"Made of heat-resistant Cycoloy, this Aspen Pumps 900LPM, 1.2kW economy condensate removal pump is designed to withstand high water temperatures.",Air Conditioning/Air Conditioning Installation/Air Conditioning Installation.csv -> Aspen Pumps Economy hot water economy pump,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/78/51/NW-667851_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ec/hn/Aspen_Pumps_HotWaterEconomy_Techn.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Aspen_Pumps_HotWaterEconomy_Manual.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,P622605,Sauermann Delta Pack DP10CE05UN23 delta pack Cream,Sauermann,166.22,"The Sauermann 80 x 60 Delta Pack condensate removal system piston pump offers fast, easy installation and effortless maintenance thanks in part to a new elbow design, easily opened with a simple finger push, no tools required. With a streamlined design, this system is ideal for wall-mounted air conditioning units and includes the Si-10 UNIVERSAL pump, offering the latest in piston pump technology.",Air Conditioning/Air Conditioning Installation/Air Conditioning Installation.csv -> Sauermann Delta Pack DP10CE05UN23 delta pack Cream,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/26/05/NW-622605_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Sauermann_Delta_Pack_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Sauermann_Delta_Pack_User_Manual.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,P667506,Aspen Pumps Micro V condensate pump,Aspen Pumps,126.14,"Designed to fit into even the smallest of spaces, this Aspen Pumps Micro-v intelligent condensate removal pump without breather tube delivers on-demand operation and floatless technology. With a maximum flow rate of 14.5L/hr, this pump works silently and offers a longer pump life for reduced maintenance and replacement costs.",Air Conditioning/Air Conditioning Installation/Air Conditioning Installation.csv -> Aspen Pumps Micro V condensate pump,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/06/NW-667506_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Aspen_Pumps_Micro_v_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Aspen_Pumps_Micro_v_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/667506_Micro_v_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Aspen_667506_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,P621366,Armaflex Evo technical insulation 1-5/8in OD x 1in WT - 2mtr,Armaflex,13.57,"Offering flexible and reliable condensation control, AF/ArmaFlex Evo technical pipe insulation has a closed-cell insulation material structure and built-in Microban antimicrobial protection. Supplied in a 2M coil, this insulation has very low thermal conductivity alongside high levels of resistance to water vapour transmission, helping to reduce energy losses during the long term while also minimising moisture ingress and reducing the risk of corrosion under insulation (CUI). Suitable for installation in public buildings and for use in process industries, AF Evo has inbuilt antimicrobial protection and high levels of fire performance make it a reliable choice for even the most challenging of situations. In addition to insulation, the AF/Armaflex range includes fire sleeves, pipe supports and adhesives for a comprehensive single-brand solution.",Air Conditioning/Air Conditioning Installation/Air Conditioning Installation.csv -> Armaflex Evo technical insulation 1-5/8in OD x 1in WT - 2mtr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/68/621324_621368_wm.jpg,,,,,,Black,42 mm,Evo,42mm,5 Years,N,Closed cell flexible elastomeric foam insulation,IAFEU25042000,Pipe Insulation,N,Black colour,Made using a closed cell material,Built-in water vapour barrier reduces corrosion under insulation (CUI) risk,Built-in Microban® antimicrobial protection for reduced risk of mould and bacteria growth,Low thermal conductivity value of 0.033 W/m K at 0°C),Highest system reliability if installed with ArmaFix pipe supports and ArmaFlex adhesives,FM approved,"Meets Euroclass B/BL-s2, d0",BRE Green Guide A rating,CE marked,Meets EN 14304,5 year warranty,,,,,,,,,,,,,,,,
255,P644090,"Lawton Tube ACR female x copper reducing fitting 3/8 x 1/4""",Lawton Tube,0.93,"Made of copper, this 3/8 x 1/4"" Lawton Tubes ACR fitting reducer includes plain end x compression connections and has a seamless, one-piece design for easier use and greater strength.","Air Conditioning/Air Conditioning Installation/Air Conditioning Installation.csv -> Lawton Tube ACR female x copper reducing fitting 3/8 x 1/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/93/NW-644090_644093_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Lawton_Tube_ACR_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Lawton_Tube_ACR_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Lawton_Tube_ACR_Fittings_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,P605954,Daikin VAM-J VAM500J8 Heat Exchanger,Daikin,1260.24,"Highly efficient, Daikin VAM-J series heat recovery ventilation systems deliver fresh air into a room while reducing the load on heating and cooling systems by up to 73%. Suitable for use in the majority of commercial applications with fresh air requirements up to 2000M³/h, systems in the VAM-J series feature DC fan motors and a specially designed heat exchange element with no requirement for condensate drainage.",Air Conditioning/Air Conditioning Installation/Air Conditioning Installation.csv -> Daikin VAM-J VAM500J8 Heat Exchanger,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/56/NW-605953_605956_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Daikin_VRV_Product_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ro/hs/Daikin_VAM_RoHS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Daikin_VAM-J_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Daikin_Heat_Reclaim_Venti_User_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Daikin_VAM_J_Data_Sheet.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/de/cl/Daikin_650_800_1000_2000_EU_Decl.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Daikin_Heat_Reclaim_Venti_Install.pdf,,,,
257,P688211,"Armaflex Class 0 sheet insulation 3/4"" Black",Armaflex,25.57,"This Armaflex Class 0 19mm insulation sheet is made of an elastomeric foam based on synthetic rubber and supplied in a 2000 x 500mm length. A flexible, closed-cell nitrile rubber insulation material, Class 0 has high water vapour diffusion resistance and low thermal conductivity, prevents condensation and reduces energy loss while protecting pipes, air ducts, and vessels from frost. ArmaFlex Class 0 is suitable for use on hot and cold water services, chilled water lines, heating systems, air conditioning ductwork, refrigerated pipework, process and industrial pipework and equipment.","Air Conditioning/Air Conditioning Installation/Air Conditioning Installation.csv -> Armaflex Class 0 sheet insulation 3/4"" Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/82/12/NW-688210_688212_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Armacell_Armaflex_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Armacell_Class-O_Armaflex_Datasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Armacell_Class-O_Armaflex_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Armacell_ClassO_Armaflex_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Armacell_Application_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,P605956,Daikin VAM-J VAM800J8 Heat Exchanger,Daikin,1815.6,"Highly efficient, Daikin VAM-J series heat recovery ventilation systems deliver fresh air into a room while reducing the load on heating and cooling systems by up to 73%. Suitable for use in the majority of commercial applications with fresh air requirements up to 2000M³/h, systems in the VAM-J series feature DC fan motors and a specially designed heat exchange element with no requirement for condensate drainage.",Air Conditioning/Air Conditioning Installation/Air Conditioning Installation.csv -> Daikin VAM-J VAM800J8 Heat Exchanger,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/56/NW-605953_605956_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Daikin_VRV_Product_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ro/hs/Daikin_VAM_RoHS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Daikin_Heat_Reclaim_Venti_User_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Daikin_VAM-J_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Daikin_VAM_J_Data_Sheet.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/de/cl/Daikin_650_800_1000_2000_EU_Decl.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Daikin_Heat_Reclaim_Venti_Install.pdf,,,,
