,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Colour,Hazardous,Depth (mm),Waste Supplied,Fitting / Mounting Type,Material,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Projection Depth,Number of Tap Holes,Feature 4,Feature 5,Feature 6,Finish,Material Type,Range,Warranty,Tap Holes,Projection,Anti Slip,Pre-Drilled Waste Hole,Pre-Drilled Overflow,Grips/Handles,Feature 7
0,PB61019,Center CB Centresuite basin with two tap holes 550mm White,Center CB,34.76,This Center CB two tap hole 550mm wall-mounted basin is made of tough vitreous china with a high gloss white finish.,Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Center CB Centresuite basin with two tap holes 550mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/19/NW-B61019_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/12/B61019 - Center 2012.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Center_B61019_Line Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/8_/18/Care_Instructions_22_08_18.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/er/ic/Installation_Ins_Basins_Generic.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,PT41934,Tradefix complete basin and pedestal 1th,Tradefix,52.51,"A sensible economy buy, the Tradefix 440mm complete basin and pedestal is a ready-to-install pairing designed for ease of specification. Wall-mounted, this sink is supplied with a single taphole for one mixer tap and a pedestal for a neat finish.",Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Tradefix complete basin and pedestal 1th,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/19/34/T41934_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/T41934_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,PB61020,Center CB Centresuite B61020 full pedestal in gloss white,Center CB,28.0,"Helping to conceal unsightly pipework, this Center CB Centresuite 215 x 215mm full pedestal is made of vitreous china finished in a high gloss white. It has a simple design that's perfect for a modern bathroom.",Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Center CB Centresuite B61020 full pedestal in gloss white,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/20/NW-B61020_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/12/B61020 Center 2012.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/er/ic/Installation_Ins_Basins_Generic.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Basin_and_pedestal_fitting_instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,PB61018,Center CB Centresuite basin with one tap hole 550mm White,Center CB,34.5,This Center CB single tap hole 550mm basin is made of tough vitreous china with a high gloss white finish.,Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Center CB Centresuite basin with one tap hole 550mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/18/NW-B61018_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/B61018LineDrawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/8_/18/Care_Instructions_22_08_18.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/er/ic/Installation_Ins_Basins_Generic.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/h_/ld/B61018_Center_2012_550mm_1TH_LD.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PD00721,Roca Laura semi-pedestal for basin 450mm White,Roca,82.41,"This Roca Laura semi pedestal is designed to conceal unsightly pipework for easier cleaning and a neat, elegant bathroom finish.",Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Roca Laura semi-pedestal for basin 450mm White,,semi pedestal;Fixing kit,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/21/NW-D00721_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Roca_Discovery_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Roca_Care_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Roca_Basins_Generic_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D00721_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,PP07563,Geberit Selnova Square washbasin 1 tap 550 x 440mm,Geberit,98.66,"With its geometric shape, the Geberit Selnova Square 550mm washbasin is the perfect choice for a contemporary bathroom. Made of vitreous china with a high gloss white coating, the Selnova Square is designed for pedestal installation. A single pre-drilled tap hole allows the owner to select their ideal mixer tap.",Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Geberit Selnova Square washbasin 1 tap 550 x 440mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/63/NW-P07563_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Geberit_The_Select_Series_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Geberit_SelnovaSquare_Washbasin_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,PP65669,Geberit Selnova Compact round corner washbasin 1 tap 320mm,Geberit,91.21,"Ideal for a cloakroom or en-suite bathroom, this smaller size Geberit Selnova Compact 450 x 395mm corner handrinse basin is made of vitreous china with a white finish. Suitable for countertop installation, this corner basin is a real space-saver.",Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Geberit Selnova Compact round corner washbasin 1 tap 320mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/56/70/NW-P65669_P65670_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Geberit_Selnova_Compact_C_Basin_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,PD10571,Roca Maxi 1-taphole basin 450mm,Roca,72.29,"Designed with small bathrooms in mind, the Roca Maxi 450mm cloakroom wall hung basin has a compact design with a single right hand tap hole.",Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Roca Maxi 1-taphole basin 450mm,,Cloakroom wall hung basin;Fixing kit,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/05/71/NW-D10571_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D10571_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Roca_Care_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Roca_Discovery_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Roca_Basins_Generic_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,PC22616,Nabis Deco ceramic basin 500mm,Nabis,163.08,Nabis Deco ceramic basin is designed specifically to complement the washbasin furniture. Stylish range of ceramic basin designed to complement the beautiful Deco range of bathroom furniture.,Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Nabis Deco ceramic basin 500mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/26/16/NW-C22616_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_Deco_Ceramic_Basins_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_C22615-C22618_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,PP71209,Geberit Selnova Square 501.476.00.6 square full pedestal,Geberit,66.18,"A modern design that will breathe new life into an old bathroom, the Geberit Selnova Square 165 x 150mm full pedestal has a smart square profile.  Made of hardwearing vitreous china, this pedestal is finished in bright, clean white to complement almost every bathroom suite. Combine with Geberit Selnova Square & Smyle Square Handrinse and Washbasins 360mm-1200mm",Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Geberit Selnova Square 501.476.00.6 square full pedestal,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/P71209_Primary_Image_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Geberit_SelnovaSquare_FPedestal_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/P71209_Dimensions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,PN68976,Ideal Standard i. Life S pedestal,Ideal Standard,58.96,"A robust, simple design, this Ideal Standard i.Life S 700mm basin pedestal is suitable for use with basins in the brand's space saving i.Life S range.",Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Ideal Standard i. Life S pedestal,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/76/N68976_wm.jpg,,,,,White,N,700,No,Floor,Fine Fireclay,E337201,Full-Pedestal,N,For use with i.Life basins,Fine fireclay construction,White colour,,,,,,,,,,,,,,,,
11,PC04163,Ideal Standard Concept Cube 1 tap hole short semi-counter top basin 500mm White,Ideal Standard,195.27,"The sleek, modern Ideal Standard Concept Cube 500mm countertop washbasin with single right hand tap hole offers compatibility with a range of design-matched bathroom furniture units for a smart combination of functionality and style.",Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Ideal Standard Concept Cube 1 tap hole short semi-counter top basin 500mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/41/63/NW-C04163_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/e_/16/IS_Bathroom_Brochure_16.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/C04163_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,PD04641,Ideal Standard Tempo one tap hole basin 550mm white,Ideal Standard,70.52,"The softly streamlined Ideal Standard Tempo 550mm washbasin with a single tap hole is designed for use with full or semi pedestals. This basin is made of neat, long lasting vitreous china.",Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Ideal Standard Tempo one tap hole basin 550mm white,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/46/41/NW-D04641_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D04641_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Bathrooms_Brchr_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,PD00633,Roca Laura A325315000 2 tap hole basin 450mm White,Roca,78.93,"Elegantly curved, this Roca Laura 450mm basin with two tap holes looks great in any bathroom. Functional and robust, this vitreous china basin is designed for wall mounting",Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Roca Laura A325315000 2 tap hole basin 450mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/33/NW-D00633_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Roca_Everyday_Collection_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Roca_Care_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D00633_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Roca_Basins_Generic_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,PB61633,Nabis Lamone One tap hole basin 500mm,Nabis,55.17,"Made of a tough china, this smart Nabis Lamone 500mm washbasin with single tap hole is part of a bathroom range designed to blend effortless style with improved water economy.",Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Nabis Lamone One tap hole basin 500mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/16/33/B61633_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Nabis_Bathroom_Edi1_Brochure_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,PD00707,Roca Laura semi-pedestal White,Roca,115.72,"This Roca Laura semi pedestal is designed to conceal unsightly pipework for easier cleaning and a neat, elegant bathroom finish.",Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Roca Laura semi-pedestal White,,semi pedestal;Fixing kit,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/07/NW-D00707_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Roca_Care_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Roca_Discovery_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D00707_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Roca_Basins_Generic_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,PD02380,Ideal Standard Sandringham 21 1 tap hole semi-countertop basin 500mm White,Ideal Standard,128.28,"Stylish yet cost-effective, the Ideal Standard Sandringham 21 490mm semi-countertop washbasin with single tap hole is made of hardwearing vitreous china.",Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Ideal Standard Sandringham 21 1 tap hole semi-countertop basin 500mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/80/NW-D02380_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/IS_Sandringham21_Brchr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D02380_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,PN68975,Ideal Standard i.Life B HWB 45 white basin,Ideal Standard,81.5,"A smart designer-look fitting, the Ideal Standard i.Life B 450mm basin is suitable for mounting on a pedestal or wall. Finished in glossy white, this bathroom handwash basin is manufactured in a robust vitreous china.",Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Ideal Standard i.Life B HWB 45 white basin,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/75/N68975_wm.jpg,,,,,White,N,380,No,Wall/Pedestal,Vitresou China,E336901,Hand Rinse Basin,N,Designed by Palomba Serafini Associati,Pedestal or semi-pedestal options,Vitreous china construction,380,1,White colour,Single taphole,Without waste,,,,,,,,,,,
18,PE14793,Atlanta Breeze sit on basin 610mm,Atlanta,151.46,"Easy to install, the Atlanta Breeze 610mm sit-on basin is designed to sit neatly on top of a washbasin vanity unit. Compatible with a variety of units, including those in Atlanta's own ranges, this elegant gel cast basin is supplied with a single tap hole suitable for your choice of mixer tap.",Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Atlanta Breeze sit on basin 610mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/47/93/NW-E14793_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/9-/20/Atlanta_BathFurniture_Brchr_2019-20.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,PB61026,Nabis Pride one tap hole basin 600mm White,Nabis,64.27,"Coolly modern, the Nabis Pride 600mm basin with a single tap hole provides a bright, light look for a contemporary bathroom. This basin is suitable for wall or pedestal mounting.",Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Nabis Pride one tap hole basin 600mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/26/NW-B61026_wm.jpg,,,,,White/Gloss,N,490,No,Wall/Pedestal,Vitreous China,H8142720001241,Washbasin,N,Contemporary design,White vitreous china,With 1x tap hole,490,1,Lifetime warranty,,,Gloss,Vitreous China,Pride,25 Years,One,,,,,,
20,PB09503,Ideal Standard Create 1 tap hole square semi-counter top basin 500 x 450mm White,Ideal Standard,277.27,"The Ideal Standard Create 500mm semi-countertop washbasin is supplied with a single pre-drilled tap hole and overflow. Made of high-gloss white ceramic, this basin can be matched with your preferred monobloc mixer tap.",Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Ideal Standard Create 1 tap hole square semi-counter top basin 500 x 450mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/95/03/NW-B09503_wm.jpg,,,,,White/Gloss,N,450,No,Semi-Countertop,Ceramic,E312701,Washbasin,N,Sleek design,Gloss finish,Single tap hole,450,1,For semi-countertop mounting,Meets BS EN 14688 and BS EN 31,,,,Create,,One,450,,,,,
21,PN68974,Ideal Standard i.Life B 55cm basin,Ideal Standard,95.8,"A smart designer-look fitting, the Ideal Standard i.Life B 550mm basin is suitable for mounting on a pedestal or wall. Finished in glossy white, this bathroom handwash basin is manufactured in a robust fine fireclay.",Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Ideal Standard i.Life B 55cm basin,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/74/N68974_wm.jpg,,,,,White,N,440,No,Wall/Pedestal,Fine Fireclay,E336801,Washbasin,N,Designed by Palomba Serafini Associati,Pedestal or semi-pedestal options,Fine fireclay construction,440,0,White colour,Without tapholes,Without waste,,,,,,,,,,,
22,PP71206,Geberit Selnova 501.449.00.6 full pedestal,Geberit,63.02,"A suitable addition to a wide variety of handwash basins, this Geberit Selnova 190 x 170mm full pedestal has a clean and simple design that will blend into most bathroom schemes.  Made of vitreous china, this high-quality pedestal is finished in crisp, clean white. Combine with Geberit Selnova & Smyle Handrinse and Washbasins 415mm-700mm",Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Geberit Selnova 501.449.00.6 full pedestal,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/P71206_Primary_Image_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/P71206_Dimensions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/P71206_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,PN66482,Ideal Standard iLife E245901 basin 1 tap hole 50cm,Ideal Standard,76.06,"An elegant modern design to suit any bathroom, the Ideal Standard i.Life 500mm single taphole basin is part of a broad range of contemporary bathroom fittings that can help to create a sense of space and light in a room. Suitable for wall-mounting, this basin can be paired with a pedestal for a neat finish.",Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Ideal Standard iLife E245901 basin 1 tap hole 50cm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/64/82/NW-N66482_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/IS_iLife_50cm_Washbasin_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,PD02369,Ideal Standard Sandringham 21 full pedestal White,Ideal Standard,29.13,This Ideal Standard Sandringham 21 full pedestal conceals pipework for a smarter bathroom finish.,Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Ideal Standard Sandringham 21 full pedestal White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/69/D02369_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/IS_Sandringham21_Brchr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,PB47410,Twyford Alcona two tap hole basin 550mm White,Twyford,49.93,"The modern Twyford Alcona 550mm washbasin with two tap holes is built in robust vitreous china. Suitable for wall or pedestal installation, this basin brings a touch of luxury to any bathroom.",Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Twyford Alcona two tap hole basin 550mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/10/NW-B47410_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Twyford_Alcona_500_600_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Twyford_Collection_Brochure_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,PB61032,Nabis Pride full pedestal White,Nabis,68.31,This Nabis Pride full pedestal conceals pipework for a smarter finish in a modern bathroom.,Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Nabis Pride full pedestal White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/_a/B61032_A_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/B61032_Nabis_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,PD74699,Ideal Standard i.Life S guest basin 1 tap hole (right-hand) 45cm,Ideal Standard,98.52,"Part of a range of contemporary bathroom furniture pieces designed to streamline your interior, the Ideal Standard i.Life 450mm guest bathroom washbasin offers flexibility of installation with optional mounting on a wall, a pedestal or on a vanity. Helping to maximise space in awkwardly shaped rooms, the i.Life range blends compact dimensions with functionality and style.",Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Ideal Standard i.Life S guest basin 1 tap hole (right-hand) 45cm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/46/99/D74699_wm.jpg,,,,,White,N,250,No,"Wall, pedestal or furniture mounting",Fine Fireclay,T518601,Guest washbasin,N,Designed by Palomba Serafini Associati,"Suitable for wall, pedestal or furniture mounting",Space-saving design for small bathrooms,250,1,With 1x right-hand taphole,Fine fireclay construction,White finish,,,i.Life S,,,,,,,,
