,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Colour,Hazardous,Depth (mm),Waste Supplied,Fitting / Mounting Type,Material,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Projection Depth,Number of Tap Holes,Feature 4,Feature 5,Feature 6,Finish,Material Type,Range,Warranty,Tap Holes,Projection,Anti Slip,Pre-Drilled Waste Hole,Pre-Drilled Overflow,Grips/Handles,Feature 7
151,PB60000,Armitage Shanks Sandringham 2 tap hole basin 510mm White,Armitage Shanks,121.79,"Suitable for use at home or in public bathrooms, this Ideal Standard Sandringham 510mm washbasin with two corner-sited tap holes is made of tough vitreous china and has a vandal-resistant design for hardwearing long term use.",Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Armitage Shanks Sandringham 2 tap hole basin 510mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/00/NW-B60000_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/IS_Sandringham21_Brchr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/B60000_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PC21029,Ideal Standard Concept Sphere 1 tap hole sphere shaped countertop basin 380mm White,Ideal Standard,151.48,"Modern and practical, the Ideal Standard Concept Space Sphere 380mm countertop washbasin with single tap hole is made of tough vitreous china. Designed to maximise your bathroom space, this luxury basin sits on a countertop for a smart contemporary look.",Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Ideal Standard Concept Sphere 1 tap hole sphere shaped countertop basin 380mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/29/NW-C21029_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/C21029_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/IS_Concept_Sphere_38cm_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/e_/16/IS_Bathroom_Brochure_16.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PD02379,Ideal Standard Sandringham 21 2 tap hole countertop basin without chain hole 500mm White,Ideal Standard,109.76,"Stylish and cost-effective, the Ideal Standard Sandringham 21 500mm countertop washbasin with two tap holes is made of durable vitreous china with a smart, contemporary design.",Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Ideal Standard Sandringham 21 2 tap hole countertop basin without chain hole 500mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/79/NW-D02379_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/IS_Sandringham21_Brchr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D02379_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PD00631,Roca Laura 2 tap hole basin 560mm White,Roca,82.03,"Elegantly curved, this Roca Laura 560mm basin with two tap holes looks great in any bathroom. Functional and robust, this vitreous china basin is designed for wall mounting.",Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Roca Laura 2 tap hole basin 560mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/31/NW-D00631_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Roca_Everyday_Collection_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Roca_Care_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D00631_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Roca_Basins_Generic_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PP64401,Geberit Selnova Compact handrinse basin 1 tap 450 x 340mm,Geberit,88.31,"With its smaller overall size, the Geberit Selnova Compact 450 x 340mm handrinse basin is an ideal choice for small bathrooms, en-suites or cloakrooms. Made of vitreous china with a classic white finish, this basin is suitable for pedestal mounting.",Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Geberit Selnova Compact handrinse basin 1 tap 450 x 340mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/44/02/NW-P64401_P64402_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Geberit_Selnova_Compact_HBasin_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PA67213,Ideal Standard Connect Air semiped for hwb s/wrp White,Ideal Standard,94.68,"Made of fine fireclay with a smart white finish, the Ideal Standard Concept Air 170 x 258mm small semi pedestal is a contemporary choice for your bathroom. Blending well into ceramic tile walls, this versatile pedestal is a light, understated choice with a wide variety of matched products available from the same range.",Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Ideal Standard Connect Air semiped for hwb s/wrp White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/13/NW-A67213_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/IStandard_Bathroom_Collection_2017.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IStandard_Concept_Air_SPedestal_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PD00658,Roca Laura 2 tap hole basin 520mm White,Roca,82.03,"Elegantly curved, this Roca Laura 520mm basin with two tap holes looks great in any bathroom. Functional and robust, this vitreous china basin is designed for wall mounting.",Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Roca Laura 2 tap hole basin 520mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/58/NW-D00658_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Roca_Everyday_Collection_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Roca_Care_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Roca_Basins_Generic_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D00658_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PD45062,Roca Debba semi pedestal to suit 450mm basin,Roca,148.08,The modern Roca Debba semi pedestal conceals pipework for a smart finish in the bathroom.,Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Roca Debba semi pedestal to suit 450mm basin,,semi pedestal;Fixing kit,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/62/NW-D45062_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Roca_Discovery_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Roca_Care_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D45062_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Roca_Basins_Generic_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PD45054,Roca Debba one tap hole semi recessed basin 520mm x 400mm,Roca,283.72,The Roca Debba 520mm semi-recessed basin with single tap hole has a softly rounded contemporary design ideal for minimalist en suite bathrooms and cloakrooms.,Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Roca Debba one tap hole semi recessed basin 520mm x 400mm,,Semi-recessed basin;Fixing kit,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/54/NW-D45054_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Roca_Care_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Roca_Discovery_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Roca_Basins_Generic_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D45054_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PC08082,TWYFORD ALCONA SEMI PEDESTAL,Twyford,37.87,"The Twyford Alcona wall-mounted semi-pedestal is designed to complement any Alcona round basin, providing a neat finish to your bathroom installation.",Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> TWYFORD ALCONA SEMI PEDESTAL,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/82/NW-C08082_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Twyford_Specification_Manual.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PP71192,Geberit Selnova Square handrinse basin 1 tap 450 x 350mm,Geberit,77.31,"Modern yet understated, the design of the Geberit Selnova Square 450 x 350mm handrinse basin makes it the ideal choice for a bathroom refit. This smart and high-quality basin is made of vitreous china with a timeless white finish and is designed for mounting on a pedestal.",Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Geberit Selnova Square handrinse basin 1 tap 450 x 350mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/93/NW-P71192_P71193_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Geberit_SelnovaSquare_Handrinse_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PD00642,Roca Nexo Basin 550mm white,Roca,111.76,"Innovatively designed, this Roca Nexo 550mm wall hung basin with single tap hole has a softly curved finish and tough vitreous china build to suit modern and traditional bathrooms alike.",Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Roca Nexo Basin 550mm white,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/42/NW-D00642_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D00642_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Roca_Everyday_Collection_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Roca_Care_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Roca_Basins_Generic_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT02621,Ideal Standard Tesi semi pedestal,Ideal Standard,58.27,This Ideal Standard Tesi semi pedestal conceals pipework for a smart finish in any bathroom.,Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Ideal Standard Tesi semi pedestal,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/26/21/NW-T02621_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Bathrooms_Brchr_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PC21378,Ideal Standard Concept Arc one tap hole corner basin 450mm White,Ideal Standard,98.0,"The gracefully designed and compact Ideal Standard Concept Arc 475mm corner washbasin with single tap hole is compatible with a full pedestal or design-matched corner furniture units, providing space-saving corner installation options perfect for smaller bathrooms and en suites.",Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Ideal Standard Concept Arc one tap hole corner basin 450mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/78/NW-C21378_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/C21378_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/e_/16/IS_Bathroom_Brochure_16.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PA67207,Ideal Standard Concept Air cube basin 550 x 460mm white,Ideal Standard,142.02,"Perfect for contemporary bathrooms, the Ideal Standard Concept Air 550mm wall-mounted or pedestal washbasin with single tap hole has thin ceramic walls for a lighter, slimmer, more modern look. Part of a wide range of bathroom fittings and furniture, this white fireclay basin can help you to achieve a seamless bathroom design.",Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Ideal Standard Concept Air cube basin 550 x 460mm white,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/07/NW-A67207_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/IS_Concept_Air_Brchr_2017.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/A67207_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PP71194,Geberit Selnova Square washbasin 1 tap 500 x 420mm,Geberit,89.11,"With its geometric shape, the Geberit Selnova Square 500mm washbasin is the perfect choice for a contemporary bathroom. Made of vitreous china with a high gloss white coating, the Selnova Square is designed for pedestal installation. A single pre-drilled tap hole allows the owner to select their ideal mixer tap.",Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Geberit Selnova Square washbasin 1 tap 500 x 420mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/94/NW-P71194_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Geberit_The_Select_Series_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Geberit_SelnovaSquare_Handrinse_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PA67208,Ideal Standard Concept Air cube basin 500 x 450mm White,Ideal Standard,142.02,"Perfect for contemporary bathrooms, the Ideal Standard Concept Air 500mm wall-mounted or pedestal washbasin with single tap hole has thin ceramic walls for a lighter, slimmer, more modern look. Part of a wide range of bathroom fittings and furniture, this white fireclay basin can help you to achieve a seamless bathroom design.",Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Ideal Standard Concept Air cube basin 500 x 450mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/08/NW-A67208_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/IS_Concept_Air_Brchr_2017.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/A67208_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PC21346,Ideal Standard Concept small pedestal White,Ideal Standard,72.02,The contemporary Ideal Standard Concept semi pedestal provides a smart finishing touch for luxury bathrooms.,Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Ideal Standard Concept small pedestal White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/46/NW-C21345_C21346_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/C21346_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/e_/16/IS_Bathroom_Brochure_16.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PN68979,Ideal Standard i.Life S Hand rinse basin 370 x 210mm,Ideal Standard,97.79,"The Ideal Standard i.Life S handrinse basin is suitable for wall or vanity top mounting, providing the installer with a range of possibilities. A compact design ideal for bathrooms short on floor space, this ceramic handwash basin has a modern silhouette and blends seamlessly with other products in the space saving i.Life S range.",Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Ideal Standard i.Life S Hand rinse basin 370 x 210mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/79/N68979_wm.jpg,,,,,White/Gloss,N,210,No,Wall or Vanity,Ceramic,E211201,Handrinse Washbasin,N,Designed by Palomba Serafini Associati,Space saving design,With right-hand taphole,210,1,Ceramic construction,White gloss finish,,,,i.Life S,,,,,,,,
170,PD00671,Roca Polo 2 tap hole basin 560mm White,Roca,49.16,"Ideal for period bathrooms, the traditional Roca Polo 560mm two tap hole washbasin is suitable for wall or pedestal mounting.",Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Roca Polo 2 tap hole basin 560mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/71/D00671_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Roca_Care_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Roca_Polo_56_Basin_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Roca_Basins_Generic_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PD81424,Ideal Standard iLife semi countertop washbasin 1 taphole 50cm,Ideal Standard,136.82,"A simple, stylish design suitable for any contemporary bathroom, the Ideal Standard iLife 500mm semi-countertop washbasin is intended for installation into a countertop or vanity unit. Finished in smart white, this handwash basin includes one pre-drilled taphole for your choice of mixer tap.",Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Ideal Standard iLife semi countertop washbasin 1 taphole 50cm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/_a/D81424_A_wm.jpg,,,,,White,N,440,No,Surface Mounted,Vitreous China,E246701,Countertop Basin,N,Designed by Palomba Serafini Associati,Suitable for in-furniture or countertop installation,Vitreous china manufacture,440,1,White finish,With single taphole,,,,iLIFE,,,,,,,,
172,PC21371,Ideal Standard Concept Cube one tap hole short basin 550mm White,Ideal Standard,108.83,"The sleek, modern Ideal Standard Concept Cube 550mm short projection washbasin with single tap hole is suitable for wall or pedestal mounting and offers compatibility with a range of design-matched bathroom furniture for a smart combination of functionality and style.",Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Ideal Standard Concept Cube one tap hole short basin 550mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/71/NW-C21371_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/e_/16/IS_Bathroom_Brochure_16.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/C21371_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PC21359,Ideal Standard Concept Arc one tap hole handrinse basin 450mm White,Ideal Standard,83.58,The gracefully designed Ideal Standard Concept Arc 450mm handrinse washbasin with single tap hole is suitable for wall or pedestal mounting and offers compatibility with a range of design-matched bathroom furniture units for a smart combination of functionality and style.,Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Ideal Standard Concept Arc one tap hole handrinse basin 450mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/59/NW-C21359_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/e_/16/IS_Bathroom_Brochure_16.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/C21359_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT02624,Ideal Standard Tesi small semi pedestal,Ideal Standard,58.27,This Ideal Standard Tesi small semi pedestal conceals pipework for a smart finish in any bathroom.,Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Ideal Standard Tesi small semi pedestal,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/26/24/NW-T02624_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Bathrooms_Brchr_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PD04655,Ideal Standard Tempo one right hand tap hole handrinse basin 350mm White,Ideal Standard,55.17,"Designed for wall or full pedestal mounting, this Ideal Standard Tempo 350mm handrinse washbasin with single right hand tap hole is made of durable vitreous china material for a longer life in home or commercial bathrooms.",Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Ideal Standard Tempo one right hand tap hole handrinse basin 350mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/46/55/NW-D04655_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D04655_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Bathrooms_Brchr_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PC21369,Ideal Standard Concept Cube one tap hole basin 550mm White,Ideal Standard,113.16,"The sleek, modern Ideal Standard Concept Cube 550mm washbasin is suitable for wall or pedestal mounting and offers compatibility with a range of design-matched bathroom furniture for a smart combination of functionality and style.",Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Ideal Standard Concept Cube one tap hole basin 550mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/69/NW-C21369_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/e_/16/IS_Bathroom_Brochure_16.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/C21369_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PB10900,Ideal Standard Alto/Studio cloakroom pedestal White,Ideal Standard,44.27,"Made of white vitreous china, this Ideal Standard Alto/Studio handrinse pedestal helps to conceal basin pipework for a smarter finish in your bathroom.",Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Ideal Standard Alto/Studio cloakroom pedestal White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/09/00/NW-B10900_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/e_/16/IS_Bathroom_Brochure_16.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/B10900_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
