,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Attachment 7,Colour,Warranty,Hazardous,Sector,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Material Type,Range,Depth (mm),Material,Position,Shower Tray Shape,Style,Anti Slip Surface,Thickness,Frame Colour,Feature 11,Feature 12
13,PD59722,Rada cartridge assembly,Rada,215.19,A Mira Rada 915 shower cartridge assembly for Mira 915 mixer showers.,Showering/Commercial Showering/Commercial Showering.csv -> Rada cartridge assembly,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/97/22/NW-D59722_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Rada_ProductRange_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,PB97393,Ideal Standard Contour 21 Doc-M shower rails Charcoal,Ideal Standard,2669.71,"Designed for ambulant disabled users, this Armitage Shanks Doc M shower room pack in charcoal is also suitable for walking impaired and infirm people. Creating a slip-resistant shower area, this handy all-in-one pack includes a hinged seat for seated showering, a lever-operated shower mixer and adjustable shower head as well as a shower curtain and grab rails. TMV3 approved, the included thermostatic shower valve, best-suited to duct installation, provides safe showering at a constant temperature.",Showering/Commercial Showering/Commercial Showering.csv -> Ideal Standard Contour 21 Doc-M shower rails Charcoal,,"2 x hinged support arms, shower seat, mixer, handspray, divertor, handset holder, shower curtain, backrest, shower rail, coat hook, shower head, hose, wall elbow, 3 x 60cm grabrail ;2 x 45cm grabrail",https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/93/NW-B97393_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/IS_S6960_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,PC16328,PREMIX ELECT SHWR PNL RND AVH B/E 1/2BSP,Delabie,880.69,"The Delabie 1/2"" premix rounded thermostatic shower panel with concealed flexible inlets has a smart chrome finish to suit most commercial bathrooms. Suitable for surface mouting, this thermostatic shower panel incorporates an adjustable temperature control operating from cold and limiters set at two temperature intervals for more comfortable, safer showering.",Showering/Commercial Showering/Commercial Showering.csv -> PREMIX ELECT SHWR PNL RND AVH B/E 1/2BSP,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/10/792410_wm.jpg,,,,,,,,Chrome,30-year warranty,N,Sport/Fitness;Education;Hotels/Leisure,792410UK,Shower Panel,N,Aluminium epoxy-coated,Chrome finish,For surface mounting,"With concealed inlet, M 1/2"" via inline stopcocksflexibles",With Securitherm thermostatic mixer,Adjustable temperature control from cold water up to 38°C,"First limiter set at 38°C, second limiter set at 41°C",Instant shut-off if cold water supply fails reducing scald risk,Thermal shocks are possible,30 year warranty,,,,,,,,,,,,
16,PC16342,TEMPOMATIC SGL SHWR CTRL/CONC DETECTOR,Delabie,391.57,"The Delabie Tempomatic single shower control with concealed detector allows for automatic shower activation with the simple wave of a hand. This sensor-operated valve uses presence detection for water saving, convenient showering in commercial premises. Finished in chrome, the Tempomatic is designed to blend seamlessly into most bathroom schemes.",Showering/Commercial Showering/Commercial Showering.csv -> TEMPOMATIC SGL SHWR CTRL/CONC DETECTOR,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/65/452565_wm.jpg,,,,,,,,Chrome,30-year warranty,N,Sport/Fitness;Education;Hotels/Leisure,452565,Shower Control,N,For mixed water supply,"Electronic unit with solenoid valve 1/2""",23/12V transformer,With 2x operation modes,Automatic activation using presence detection,Voluntary on/off activation by passing hand in front of sensor ~10mm,Chrome finish,30 year warranty,,,Brass,Tempomatic,78,Brass,,,,,,,,
17,PD61017,"Rada 095.02 push-button flow control for duct mounting 1/2""",Rada,362.26,Duct mounted control valve - 142-182mm rod extension,"Showering/Commercial Showering/Commercial Showering.csv -> Rada 095.02 push-button flow control for duct mounting 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/17/D61017_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Rada_ProductRange_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,PB97428,Armitage Shanks Contour 21 exposed shower Charcoal,Armitage Shanks,2493.92,"This Armitage Shanks Contour 21 shower room pack is designed for use by ambulant disabled, walking impaired and the infirm, providing a safe bathroom environment designed to meet regulations. The pack includes a folding shower seat and back support in charcoal, three 60cm grabrails, a 45cm grab rail and 80cm hinged arm alongside a lever-operated exposed shower valve, dual head shower kit, shower curtain and rails.",Showering/Commercial Showering/Commercial Showering.csv -> Armitage Shanks Contour 21 exposed shower Charcoal,,Hinged shower seat;Back support;Grab rails;Hinged arm;Exposed shower valve;Dual head shower kit;Shower curtain;Rails,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/28/NW-B97427_B97428_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Armitage_Shanks_S0755_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,PB97426,Armitage Shanks Contour 21 exposed shower Grey,Armitage Shanks,2493.92,"Designed to comply with Building Regs, this Armitage Shanks Contour 21 exposed shower pack in grey provides safe use for users in need of additional support and security. This all-in-one pack includes a complete shower system, shower seat with back support, a shower curtain and rail as well as a clothes hook and shower hose retainer. Three 600mm and one 450mm grab rail are also provided alongside an additional hinged safety rail.",Showering/Commercial Showering/Commercial Showering.csv -> Armitage Shanks Contour 21 exposed shower Grey,,"Shower valve;shower system;shower seat;backsupport;3 x 60cm grabrails;45cm grabrail;hinged support rail;shower curtain;curtain rail;clothes hook, hose retainer",https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/26/B97426_wm.jpg,,,,,,,,Grey,1 year,N,,S0755LJ,Doc M Shower Room Pack,N,Safe,Secure,Available in 6 Finishes,,,,,,,,,Contour 21,1200,,,,,,,,,
20,PD06545,Impey Level-Dec EasyFit easy-fit level dec and utv1 1000 x 1000mm,Impey,468.17,"Straightforward to install, the Impey Level-Dec EasyFit 1000 x 1000mm wetroom floor former is a strongly durable 22mm thick GRP floorboard replacement with four pre-formed drainage gradients designed to offer a level access wetroom floor ideal for a vinyl finish. Manufactured in high glass content SMC, the Level-Dec EasyFit helps to save on installation time and cost, withstanding up to 300kg (47 stone) with no requirement for under-boarding, while the included rotating drain plate adjusts through 360° to avoid any underfloor obstructions.",Showering/Commercial Showering/Commercial Showering.csv -> Impey Level-Dec EasyFit easy-fit level dec and utv1 1000 x 1000mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/49/NW-D06544_D06549_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Impey_Brochure_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,PD61034,Rada stainless steel riser pipe for vandal-resistant shower heads 700mm,Rada,19.63,This Rada 700mm stainless steel riser pipe is a suitable supply pipe for VR125/145.,Showering/Commercial Showering/Commercial Showering.csv -> Rada stainless steel riser pipe for vandal-resistant shower heads 700mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/34/NW-D61034_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Rada_Controls_VR_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Rada_VR105_Fitting_Dimensions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Rada_ProductRange_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,PC90747,AKW Tuff Form tuff former and gravity waste 1135 x 770mm,AKW,230.37,"Create a safe, stylish multi-user wet room with the AKW Tuff Form 1135 x 770mm wet floor former tray with gravity waste. Tuff Form makes good use of available space and is suitable for wooden and solid floors, helping you to create an accessible, level access wet room in almost any space. Formed from compressed GRP which allows for trimming and cutting to length to within 150mm of the waste without losing any strength integrity, Tuff Form is adaptable for easy, fast installation.",Showering/Commercial Showering/Commercial Showering.csv -> AKW Tuff Form tuff former and gravity waste 1135 x 770mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/47/NW-C90747_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/AKW_Level_Best_Spec95_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/AKW_Tuff_Form_2_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,PC90391,AKW MED 21008 TUFF FORM 1000X1000 FORMER,AKW,191.97,"Create a safe, stylish multi-user wet room with the AKW Tuff Form 1000 x 1000mm medium wet floor former tray. Tuff Form makes good use of available space and is suitable for wooden and solid floors, helping you to create an accessible, level access wet room in almost any space. Formed from compressed GRP which allows for trimming and cutting to length to within 150mm of the waste without losing any strength integrity, Tuff Form is adaptable for easy, fast installation.",Showering/Commercial Showering/Commercial Showering.csv -> AKW MED 21008 TUFF FORM 1000X1000 FORMER,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/91/NW-C90391_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/AKW_Level_Best_Spec95_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/AKW_Tuff_Form_2_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,PD98058,Rada shower panel assembly with thermostatic timeflow control Stainless Steel,Rada,869.65,"Ready to install, the Rada PA-V8VR2 shower panel assembly includes hot and cold water pipe entry to a Rada Meynell V8/3 and a Rada VR2. With easy to use, accessible independent flow and temperature controls and a Rada VR2 vandal-resistant, chrome-plated showerhead, this is an ideal choice for mixed public use.",Showering/Commercial Showering/Commercial Showering.csv -> Rada shower panel assembly with thermostatic timeflow control Stainless Steel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/58/NW-D98058_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Rada_ProductRange_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Rada_PA_V8VR2_Dimensions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Rada_PA_V8VR2_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Rada_Shower_Panels_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,PD61417,Rada shower panel assembly with timeflow control Satin,Rada,720.57,"The ready to install Rada PA-15TF shower panel assembly has hot and cold water pipe entry connecting to a concealed Rada Meynell 15/3 TMV3 approved thermostatic mixing valve. This feeds the Rada TF503 push button timed flow control and Rada VR105 vandal-resistant chrome-plated showerhead with integral strainer, flow regulator and adjustable spray.",Showering/Commercial Showering/Commercial Showering.csv -> Rada shower panel assembly with timeflow control Satin,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/17/NW-D61417_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Rada_PA_15TF_TFW_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Rada_ProductRange_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Rada_Shower_Panels_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Rada_PA_TF_Dimensions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,PD02633,Saracen wall hinged shower seat White,Saracen,114.24,The wall mounted hinged shower seat is available in white and designed for enclosures with limited space.,Showering/Commercial Showering/Commercial Showering.csv -> Saracen wall hinged shower seat White,,Shower seat only,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/26/33/NW-D02633_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/t_/ld/Saracen_Shower_Seat_LD.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Nabis_Accessories_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Saracen_D02633_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D02633_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,PC90825,AKW tuff former and gravity waste 1500 x 1200mm,AKW,383.94,"Ideal for multi-user bathrooms, the AKW Tuff Form 1500 x 1200mm shower tray former with gravity waste is easy to cut-to size on site for ease of fitting in any bathroom. A range of convenient features, including a ribbed underside and an offset waste position, help to make the installer's life simple.",Showering/Commercial Showering/Commercial Showering.csv -> AKW tuff former and gravity waste 1500 x 1200mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/25/C90825_wm.jpg,,,,,,,,Blue,Lifetime (Ts&Cs apply),N,Healthcare;Assisted Living;,21046,Wet Floor Former,N,Suitable for wooden or solid floors,Formed from compressed GRP,Can be be cut to length or trimmed to within 150mm of the waste,Ribbed underside eliminates slippage or float during installation,Offset waste position avoids joists,Pre-formed fixing holes,Lifetime warranty subjects to T&Cs,,,,,,1200,SMC,N/A,Rectangular,Modern,N/A,,,,
28,PD61992,Bristan OPAC OPAC thermostatic exposed mini shower valve,Bristan,330.75,"This Bristan OPAC thermostatic TMV3 mini shower valve includes a single chrome lever for temperature and flow control, and adjustable elbows.",Showering/Commercial Showering/Commercial Showering.csv -> Bristan OPAC OPAC thermostatic exposed mini shower valve,,Shower valve;2x long elbows;2x covers;2x filters;Green flow regulator;Yellow flow regulator;Hexagonal key;2x Backplate fixing,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/19/92/NW-D61992_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Bristan_MINI2TS1203ELC_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Bristan_MINI2TS1203ELC_instruction.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Bristan_MINI2TS1203ELC_drawing.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,PD12144,Rada shower control with isolating elbows and compression fittings 320mm,Rada,772.88,"The Rada 320 IC thermostatic mixing valve shower control incorporates the patented Radatherm temperature sensor, isolating ball valves, check valves, integral isolators, test points and filters and is easy to install using the supplied 28mm compression fittings.",Showering/Commercial Showering/Commercial Showering.csv -> Rada shower control with isolating elbows and compression fittings 320mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/44/NW-D12144_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Rada_320_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Rada_320_IC_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,PD78325,Mira check valve assembly,Mira,32.41,This Mira check valve assembly is compatible with Mira Fino/Verve B and Fino/Verve EV models.,Showering/Commercial Showering/Commercial Showering.csv -> Mira check valve assembly,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/83/25/D78325_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Mira_Showers_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,PE70143,Armitage Shanks Contour 21 straight grab rail 600mm Stainless Steel,Armitage Shanks,229.72,"Highly durable, this Armitage Shanks Contour 21 600mm contemporary white grab rail is made of robust stainless steel. Providing safety and confidence for bathroom users of all ages, from children to the elderly, this grab rail is also a sensible addition to a bathroom used by those with mobility issues.",Showering/Commercial Showering/Commercial Showering.csv -> Armitage Shanks Contour 21 straight grab rail 600mm Stainless Steel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/43/E70143_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/E70143_Armitage Shanks_Data Sheet.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,PD61421,Rada thermostatic shower panel assembly and flexible kit Stainless Steel,Rada,910.2,"Designed for safety, the satin finish Rada PA-V8F shower panel assembly with hot and cold water pipe entry connection to a Rada Meynell V8/3 TMV3 approved thermostatic mixing valve has independent flow and temperature control. It is supplied with an easy-clean single spray handset, flexible hose and robust slide bar.",Showering/Commercial Showering/Commercial Showering.csv -> Rada thermostatic shower panel assembly and flexible kit Stainless Steel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/21/NW-D61421_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Rada_PA_V8F_FW_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Rada_ShowerPanels_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Rada_PA_V8TF_TFW_Dimensions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/D61421_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Rada_ProductRange_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Rada_PA_V8F_V8FW_Shower_Panels_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Rada_Shower_Panels_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,PC90758,AKW Tuff former and gravity waste 1500 x 820mm,AKW,230.37,"Create a safe, stylish multi-user wet room with the AKW Tuff Form 1500 x 820mm wet floor former tray with gravity waste. Tuff Form makes good use of available space and is suitable for wooden and solid floors, helping you to create an accessible, level access wet room in almost any space. Formed from compressed GRP which allows for trimming and cutting to length to within 150mm of the waste without losing any strength integrity, Tuff Form is adaptable for easy, fast installation.",Showering/Commercial Showering/Commercial Showering.csv -> AKW Tuff former and gravity waste 1500 x 820mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/58/NW-C90758_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/AKW_Level_Best_Spec95_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/AKW_Tuff_Form_2_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,PC92775,AKW OPT EW 900 HIGH SCRN SET 1200 X 1200,AKW,631.34,"Designed to meet the needs of domestic mobility users, the AKW Option EW 1200mm shower screen set in white has a 900mm high shower screen to protect carers from splashing, along with unique 360° two-way opening doors and a curtain for additional privacy. Included in this pack is an L-shaped curtain rail with 600mm trimmable ceiling support, gliders and fixings, making installation simple.",Showering/Commercial Showering/Commercial Showering.csv -> AKW OPT EW 900 HIGH SCRN SET 1200 X 1200,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/27/75/C92775_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/AKW_Multiple Screen_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/AKW_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/AKW_ShowerScreens_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,PB97291,Ideal Standard Contour 21 electronic spout and bottom inlet sensor with multi-box,Ideal Standard,921.3,The Ideal Standard Contour 21 built-in thermostatic sequential shower mixer offers simple lever operation and an adjustable maximum blend temperature feature.,Showering/Commercial Showering/Commercial Showering.csv -> Ideal Standard Contour 21 electronic spout and bottom inlet sensor with multi-box,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/91/NW-B97291_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/IS_A4129_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,PD12154,Rada contract pack,Rada,374.02,"Easy to use, this Rada V10 exposed single sequential thermostatic shower valve is designed for built-in installation and is supplied with integral strainers and optional flow regulators as well as the VR145 vandal-resistant showerhead and rigid riser.",Showering/Commercial Showering/Commercial Showering.csv -> Rada contract pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/54/NW-D12154_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Rada_V10_Contract_Pack_Dimensions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Rada_V10_Exposed_Shower_Valve_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Rada_V10_Shower_Range_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Rada_ProductRange_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,PD02041,Rada standard exposed valve slide shower rail kit Chrome,Rada,88.94,"The contemporary chrome Rada EV shower rail kit is suitable for connection to surface-mounted shower controls. It is supplied with an adjustable five function handset, flexible hose, clamp bracket assembly, slide bar, end supports, soap dish and hose retaining ring.",Showering/Commercial Showering/Commercial Showering.csv -> Rada standard exposed valve slide shower rail kit Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/41/NW-D02041_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Rada_Shower_Fittings_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Rada_EV_Shower_Fittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Rada_ProductRange_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
