,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Attachment 7,Colour,Warranty,Hazardous,Sector,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Material Type,Range,Depth (mm),Material,Position,Shower Tray Shape,Style,Anti Slip Surface,Thickness,Frame Colour,Feature 11,Feature 12
38,PC92772,AKW OPT EW 900 HIGH SCRN SET 1000 X 1000,AKW,631.34,"Designed to meet the needs of domestic mobility users, the AKW Option EW 1000mm shower screen set in white has a 900mm high shower screen to protect carers from splashing, along with unique 360° two-way opening doors and a curtain for additional privacy. Included in this pack is an L-shaped curtain rail with 600mm trimmable ceiling support, gliders and fixings, making installation simple.",Showering/Commercial Showering/Commercial Showering.csv -> AKW OPT EW 900 HIGH SCRN SET 1000 X 1000,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/27/72/C92772_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/AKW_Multiple Screen_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/AKW_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/AKW_ShowerScreens_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,PB97301,Ideal Standard Avon 21 self closing bottom inlet non-mix shower,Ideal Standard,196.99,"The Ideal Standard Avon 21 built-in self closing, non-mixing shower has an anti-vandal design and water saving push button operation with adjustable time delay for automatic shut off. Non-concussive action avoids water hammer.",Showering/Commercial Showering/Commercial Showering.csv -> Ideal Standard Avon 21 self closing bottom inlet non-mix shower,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/01/NW-B97301_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/IS_B8266_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/14/IS_Brassware_Brochur_2014.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,PC92782,AKW OPTN EW 900 HIGH SCRN SET 900 X 900,AKW,631.34,"Designed to meet the needs of domestic mobility users, the AKW Option EW 900mm shower screen set in white has a 900mm high shower screen to protect carers from splashing, along with unique 360° two-way opening doors and a curtain for additional privacy. Included in this pack is an L-shaped curtain rail with gliders and fixings, making installation simple.",Showering/Commercial Showering/Commercial Showering.csv -> AKW OPTN EW 900 HIGH SCRN SET 900 X 900,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/27/82/C92782_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/AKW_Multiple Screen_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/AKW_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/AKW_ShowerScreens_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,PB78923,VANDAL PROOF SHOWER VALVE COVER  S/STEEL,Armitage Shanks,777.12,"This small, lever-operated Ideal Standard CTV concentric control thermostatic shower valve is pre-plumbed into stainless steel box complete with cover plate. Supplied with isolating valves and filters, the valve is suitable for first-fix installation before walls are finished.",Showering/Commercial Showering/Commercial Showering.csv -> VANDAL PROOF SHOWER VALVE COVER  S/STEEL,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/23/NW-B78923_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/IS_S6933_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,PC17360,"Delabie male vandal proof round shower head 1/2""",Delabie,129.84,"The Delabie 1/2"" vandal-resistant round showerhead is ideal for municipal or commercial facilities, offering a range of security features including a ligature-resistant design and automatic flow regulation. Finished in a simple chrome-plating to suit all interiors, this basic shower resists scale for easier maintenance and reliable delivery.","Showering/Commercial Showering/Commercial Showering.csv -> Delabie male vandal proof round shower head 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/10/709010_wm.jpg,,,,,,,,Chrome,30-year warranty,N,Sport/Fitness;Education;Hotels/Leisure;Office/Retail/Washrooms,709010,Showerhead,N,Brass construction,Chrome finish,With automatic flow regulation,Scale-resistant nozzle,Adjustable spray can be locked in place,Ligature-resistant design,Invisible blocking screw,Automatic drain after use to reduce stale water and scale buildup,Flow rate of 6LPM at 3 bar,30 year warranty,,,,,,,,,,,,
43,PD61157,Rada Exact-3 built-in shower valve Chrome,Rada,461.64,The Rada Exact-3 exposed thermostatic shower control offers separate temperature and flow control for precise use. It incorporates the unique Radatherm cartridge.,Showering/Commercial Showering/Commercial Showering.csv -> Rada Exact-3 built-in shower valve Chrome,,Thermostatic shower control;Valve body;Building-in shroud;Foam seal;2x countersunk fixing screws;2x wall plugs;Concealing plate;2x countersunk long bolts;4x countersunk short bolts;3x compression nuts;3x olives;3x flat-faced inserts;Product manual,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/57/NW-D61157_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Rada_Exact_3_B_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Rada_Exact_3_B_Dimensions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Rada_ProductRange_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Rada_Exact3B_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/cs/Rada_Exact_3B_300_V2_App_Schematics.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,PD72429,Triton Elina bar mixer & grab riser kit,Triton,280.6,"The inclusive Triton Elina bar mixer and grab riser kit includes a thermostatic bar mixer shower with easy to use, tamper-proof looped lever controls and clear flow and temperature markings for intuitive use by all abilities and dexterities.",Showering/Commercial Showering/Commercial Showering.csv -> Triton Elina bar mixer & grab riser kit,,Bar mixer shower;Dual purpose grab riser rail;Push fit fixings,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/29/NW-D72429_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/Triton_MixerShowers-Taps_Brchr_2017.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Triton_Elina_Riser_Rail_Kit_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Triton_Elina_Mixer_Shower_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Triton_Bar_Mixer_Bracket_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Triton_Elina_TNV3_ShowerMixer_Instal.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,PC17431,SECURITHERM THERMOSTATIC SEQUENTIAL,Delabie,385.12,"Ideal for use in healthcare facilities, this Douglas Delabie Securitherm thermostatic sequential shower mixer provides safety and accessibility features suitable for care homes, hospitals and clinics. The shower's thermostatic sequential mixer opens and closes with cold water posing no risk of cross flow between hot and cold. Meanwhile, an anti-scalding failsafe shuts off automatically if the cold supply fails and Securitouch thermal insulation prevents surface burns.",Showering/Commercial Showering/Commercial Showering.csv -> SECURITHERM THERMOSTATIC SEQUENTIAL,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/31/NW-C17431_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/DouglasDelabie_H9630_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/tf/ct/DouglasDelabie_16ACCLY702_Crtfct.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Delabie_NTH9610_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/tf/ct/DouglasDelabie_H9630_WRAS_Crtfct.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,PC00347,AKW OPTION EW750 HGH SCRN SET 900X900 NH,AKW,602.06,"Designed to meet the needs of domestic mobility users, the AKW Option EW 750 x 1524mm shower screen set in white has a high level shower screen to protect carers from splashing, along with unique 360° two-way opening doors and a curtain for additional privacy. Included in this pack is an L-shaped curtain rail with 600mm trimmable ceiling support, gliders and fixings, making installation simple.",Showering/Commercial Showering/Commercial Showering.csv -> AKW OPTION EW750 HGH SCRN SET 900X900 NH,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/47/C00347_wm.jpg,,,,,,,,,,N,Healthcare;Assisted Living;,91171N,Shower Screen,N,2x bifold doors,With white permeable weighted curtains,Either side adjustment of 14.5mm for uneven walls,Screen offers splash protection for carers,Tough nylon 6 hinges and caps,Robust high grade aluminium frames,Strong magnetic strip and profiled floor seals for water retention,Lightweight frosted shatterproof PET glazed panels,Smooth latches and ergonomic D handles,Trimmable corner blocks accommodate any radius to coved slip-resistant flooring,,Option EW,,,,,,,24 mm,White,High quality elastomeric gaskets for watertight seal,
47,PD61700,"Rada Meynell exposed single sequential thermostatic mixing valve 1/2""",Rada,328.26,"This Buildcert approved Rada Meynell V8/3 1/2"" exposed single sequential thermostatic mixing valve is supplied with integral strainers.","Showering/Commercial Showering/Commercial Showering.csv -> Rada Meynell exposed single sequential thermostatic mixing valve 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/17/00/NW-D61700_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Rada_Meynell_V8_3_Dimensions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/cs/Rada_V8_3_ER_S310_App_Schematics.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Rada_Meynell_V83_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Rada_ProductRange_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Rada_Meynell_V8_3_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,PC90756,AKW Tuff former and gravity waste 1300 x 820mm,AKW,230.37,"Create a safe, stylish multi-user wet room with the AKW Tuff Form 1300 x 820mm wet floor former tray with gravity waste. Tuff Form makes good use of available space and is suitable for wooden and solid floors, helping you to create an accessible, level access wet room in almost any space. Formed from compressed GRP which allows for trimming and cutting to length to within 150mm of the waste without losing any strength integrity, Tuff Form is adaptable for easy, fast installation.",Showering/Commercial Showering/Commercial Showering.csv -> AKW Tuff former and gravity waste 1300 x 820mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/56/NW-C90756_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/AKW_Level_Best_Spec95_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/AKW_Tuff_Form_2_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,PC90746,AKW Tuff former shower tray  and gravity waste 900 x 900mm,AKW,230.37,"Create a safe, stylish multi-user wet room with the AKW Tuff Form 900 x 900mm wet floor former tray with gravity waste. Tuff Form makes good use of available space and is suitable for wooden and solid floors, helping you to create an accessible, level access wet room in almost any space. Formed from compressed GRP which allows for trimming and cutting to length to within 150mm of the waste without losing any strength integrity, Tuff Form is adaptable for easy, fast installation.",Showering/Commercial Showering/Commercial Showering.csv -> AKW Tuff former shower tray  and gravity waste 900 x 900mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/46/NW-C90746_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/AKW_Level_Best_Spec95_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/AKW_Tuff_Form_2_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PD74637,Triton Elina inclusive concentric built in mixer valve only,Triton,324.98,"Designed for care homes, hospitals and similar applications, this Triton Elina built-in valve is safe and functional with no compromise on style.",Showering/Commercial Showering/Commercial Showering.csv -> Triton Elina inclusive concentric built in mixer valve only,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/46/37/NW-D74637_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/Triton_MixerShowers-Taps_Brchr_2017.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Triton_Elina_Mixer_Shower_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Triton_Elina_Built_In_Valve_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PD02042,Rada heavy duty exposed-valve shower rail kit 1.25m hose Chrome,Rada,134.71,"The chrome Rada EV heavy-duty shower rail kit is suitable for connection to surface-mounted shower controls. It is supplied with an adjustable five function handset, flexible hose, clamp bracket assembly and a hose retaining ring.",Showering/Commercial Showering/Commercial Showering.csv -> Rada heavy duty exposed-valve shower rail kit 1.25m hose Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/42/NW-D02042_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/in/gs/Rada_EV_HD_Shower_Fittings_Drawings.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Rada_Shower_Fittings_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Rada_EV_Shower_Fittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Rada_ProductRange_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PD98104,Rada slimline shower panel Silver,Rada,452.48,"Save water and comply to standards with the Rada S.PA 1 silver finish shower panel. This ready to install slimline panel is manufactured from a stain-resistant acrylic resin stone and offers single pipe entry for connection to a pre-blended supply, giving users programmable shower times, automatic duty flushing and duty flush run times for efficient, practical and water-saving use.",Showering/Commercial Showering/Commercial Showering.csv -> Rada slimline shower panel Silver,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/04/NW-D98104_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Rada_Shower_Panel_Dimensions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Rada_W2_F_Shower_Panel_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Rada_S_PA_1_Shower_Panels_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PD63643,Intatec knee operated exposed valve Chrome,Intatec,169.82,"The hygienic Intatec knee operated valve delivers hot, cold and mixed temperature water in a controlled and hygienic way with a push of the knee. The controls are easy to install, simple to use and offer durable vandal-resistance.",Showering/Commercial Showering/Commercial Showering.csv -> Intatec knee operated exposed valve Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/36/43/NW-D63643_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Inta_LO810CP_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PC90380,AKW Tuff Form tuff former 1800 x 820mm,AKW,245.72,"Create a safe, stylish multi-user wet room with the AKW Tuff Form 1800 x 820mm medium wet floor former tray. Tuff Form makes good use of available space and is suitable for wooden and solid floors, helping you to create an accessible, level access wet room in almost any space. Formed from compressed GRP which allows for trimming and cutting to length to within 150mm of the waste without losing any strength integrity, Tuff Form is adaptable for easy, fast installation.",Showering/Commercial Showering/Commercial Showering.csv -> AKW Tuff Form tuff former 1800 x 820mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/80/NW-C90380_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/AKW_Level_Best_Spec95_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/AKW_Tuff_Form_2_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PD61075,Rada Exact-3 exposed thermostatic shower control Chrome Plated,Rada,461.64,The Rada Exact-3 concealed thermostatic shower control offers separate temperature and flow control for precise use. It incorporates the unique Radatherm cartridge.,Showering/Commercial Showering/Commercial Showering.csv -> Rada Exact-3 exposed thermostatic shower control Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/75/NW-D61075_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Rada_Exact3_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/cs/Rada_Exact_3_App_Schematics.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Rada_ProductRange_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Rada_Exact3_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Rada_Exact_3_Dimensions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PD64309,Intatec Intamix Pro thermostatic mixing valve 28mm Chrome,Intatec,753.06,"The Intatec Intamix Pro mixing valve is used in shower blocks, centralised mixing or anywhere a high volume of temperature stable water is required at the outlet.",Showering/Commercial Showering/Commercial Showering.csv -> Intatec Intamix Pro thermostatic mixing valve 28mm Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/43/09/NW-D64309_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Intatec_61028CPB_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Intatec_61028CPB_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PC90355,AKW Tuff former 900 x 900mm,AKW,191.97,"Create a safe, stylish multi-user wet room with the AKW Tuff Form medium 900 x 900mm wet floor former tray. Tuff Form makes good use of available space and is suitable for wooden and solid floors, helping you to create an accessible, level access wet room in almost any space. Formed from compressed GRP which allows for trimming and cutting to length to within 150mm of the waste without losing any strength integrity, Tuff Form is adaptable for easy, fast installation.",Showering/Commercial Showering/Commercial Showering.csv -> AKW Tuff former 900 x 900mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/55/NW-C90355_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/AKW_Level_Best_Spec95_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/AKW_Tuff_Form_2_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PD04046,Recoup Pipe HEX Installation Pack R-HEX-01 & R-PA-02 heat exchanger and WWHR installation pack,Recoup,637.8,"Offering waste water heat recovery for showers, the Recoup Pipe HEX heat exchanger and WWHR installation pack recovers heat energy from your shower water, using it to heat mains cold for pre-heated water. This water is used by the shower and water heater, reducing hot water energy demand. With efficiency of up to 68.5%, the pipe HEX boosts SAP points and is easy to install, with no end-user interaction required. Designed for installation on the floor below the shower, this system is recommended for new build homes, hotels and student accommodation.",Showering/Commercial Showering/Commercial Showering.csv -> Recoup Pipe HEX Installation Pack R-HEX-01 & R-PA-02 heat exchanger and WWHR installation pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/46/NW-D04046_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Recoup_Pipe_HEX-Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PN24030,"Delabie Sporting 2 top entry shower panel 1/2""",Delabie,183.89,This Douglas Delabie pre-assembled anodized aluminium shower panel is supplied with a vandal-proof fixed showerhead and automatic thirty second shut off time delay.,"Showering/Commercial Showering/Commercial Showering.csv -> Delabie Sporting 2 top entry shower panel 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/30/NW-N24030_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/tf/ct/DouglasDelabie_714700_WRAS_Crtfct.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/tf/ct/DDelabie_PZH_TOUSACS_Crtfct.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/tf/ct/DouglasDelabie_17ACCLY223_Crtfct.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/DouglasDelabie_714700_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/DouglasDelabie_714700_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/tf/ct/DDelabie_714700_DoP_Sporting_Crtfct.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
