,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Hazardous,Model For Use With,Power Supply,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Range,Weight,Dimensions (L x W x D),By Model Number,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Diameter,Nominal Running Current (A),Speed RPM,Phase
10,P667298,Pump House multi fit fan motor 5w,Pump House,48.11,This Pump House 5kW universal multi-fit fan motor is a suitable replacement part for use in most industrial and commercial refrigeration and ventilation equipment.,Refrigeration/Refrigeration Electrical Components/Refrigeration Electrical Components.csv -> Pump House multi fit fan motor 5w,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/99/NW-667293_667299_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Pump_House_Fan-Motor_Datasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Pump_House_Catalogue_2016.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
11,P677878,Kelvion 2 speed fan motor 25w,Kelvion,154.44,"A Kelvion Searle two speed 220 - 240V, 25W fan motor for use with KG/DSR.",Refrigeration/Refrigeration Electrical Components/Refrigeration Electrical Components.csv -> Kelvion 2 speed fan motor 25w,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/78/78/NW-677878_wm.jpg,,,,,,N,KG/DSR,"220 to 240 V, 25 W",100654290,fan motor,N,2 speed,,,,,,,,,,,,,,,
12,P681702,Kelvion fan motor,Kelvion,154.33,"This Kelvion Searle 230V, 70W fan motor is compatible with KS10, KS15, KS20, KS20, KS35, KS40, KS45, KS55, KS70, BME 100, CME 100 and BMC100.",Refrigeration/Refrigeration Electrical Components/Refrigeration Electrical Components.csv -> Kelvion fan motor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/17/02/NW-681702_wm.jpg,,,,,,N,KS10KS15KS20KS20KS35KS40KS45KS55KS70BME 100CME 100BMC100,"230 V, 70 W",100461089,fan motor,N,"For use with KS, BME and CME units",230V power,,,,,,,,,,,,,,
13,P678664,Tecumseh Parts A9 30 01 contactor,Tecumseh,79.74,This Tecumseh A9 30 01 contactor is a suitable replacement part for use in Tecumseh brand units.,Refrigeration/Refrigeration Electrical Components/Refrigeration Electrical Components.csv -> Tecumseh Parts A9 30 01 contactor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/86/64/678664_wm.jpg,,,,,,N,,N/A,8527047,Parts,N,Replacement part,Suitable for Tecumseh units,Parts,0.32500,200 x 200 x 50,SILAE9450Z-(1);SILAE9460Z-(1);SILAG2516Z-(3);SILAG2522Z-(3);SILAG4546Z-(3);SILAG4553Z-(3);SILAGD4610ZTZ-(3);SILAJ2446Z-(1);SILAJ2464Z-(1);SILAJ2464Z-(3);SILAJ4517Z-(1);SILAJ4517Z-(3);SILAJ4519Z-(3);SILAJ9480Z-(1);SILAJ9480Z-(3);SILAJ9510Z-(1);SILAJ9510Z-,,,,,,,,,,
14,P683981,"Danfoss Spare Parts 118U3481 fan blade 18"" Black",Danfoss,67.83,"This Danfoss 18"" black fan blade is compatible with the brand's Optyma Slim and Plus models.","Refrigeration/Refrigeration Electrical Components/Refrigeration Electrical Components.csv -> Danfoss Spare Parts 118U3481 fan blade 18"" Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/81/NW-683981_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Danfoss_Optyma_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
15,P678385,Eurogel W1G200 energy saving axial fan,Eurogel,429.52,"Made of polypropylene (PP), the EBM Papst W1G200 AC axial fan incorporates ground-breaking EC technology for impressive motor efficiency compared to conventional AC fans. Reliable and efficient, this fan reduces the need for maintenance and costly downtime.",Refrigeration/Refrigeration Electrical Components/Refrigeration Electrical Components.csv -> Eurogel W1G200 energy saving axial fan,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/83/85/NW-678385_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/ts/Eurocell_W1G200EC8720_Instrcts.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Eurocell_W1G200EC8720_Datasheet.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
16,PP83791,Danfoss Optyma AK-RC205C controller,Danfoss,217.45,This Danfoss Optyma AK-RC205C controller is designed to be used in the management of smaller-sized commercial cold rooms.,Refrigeration/Refrigeration Electrical Components/Refrigeration Electrical Components.csv -> Danfoss Optyma AK-RC205C controller,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/91/P83791_wm.jpg,,,,,,N,,,080Z5002,Cold Storage Room Controller,N,Single phase,TXV valve output type,Optyma,,,,IP65 rated enclosure,,,,,,,,,
17,P670803,Flexelec FSO 20 FSO/20-2,Flexelec,7.48,"Protecting against freezing, this Flexelec FSO/20-2 self regulating cable can also be used to maintain moderate temperatures. Cuttable on site, these heating elements should be used with a control device to ensure longevity.",Refrigeration/Refrigeration Electrical Components/Refrigeration Electrical Components.csv -> Flexelec FSO 20 FSO/20-2,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/03/670803_wm.jpg,,,,,,N,,,FSO/20-2,Self-regulating cables,N,Suitable for cutting to length onsite,No risk of self-destruct by overheating,,,,,Power supply 230 V,"Available as 10, 20, 30 or 40 W/m at + 10°C",With thermoplastic insulation,,,,,,,
18,P670804,Flexelec FSO 30 FSO/30-2,Flexelec,8.58,"Protecting against freezing, this Flexelec FSO/30-2 self regulating cable can also be used to maintain moderate temperatures. Cuttable on site, these heating elements should be used with a control device to ensure longevity.",Refrigeration/Refrigeration Electrical Components/Refrigeration Electrical Components.csv -> Flexelec FSO 30 FSO/30-2,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/04/670804_wm.jpg,,,,,,N,,,FSO/30-2,Self-regulating cables,N,Suitable for cutting to length onsite,No risk of self-destruct by overheating,,,,,Power supply 230 V,"Available as 10, 20, 30 or 40 W/m at + 10°C",With thermoplastic insulation,,,,,,,
19,P671402,"Castel 3082 138C portable electronic device fusible plug 3/8""",Castel,9.54,"This Castel 3082 138C 3/8"" NPT fusible plug contains material designed to melt at a predetermined temperature in order to relieve pressure. With an NPT threaded plug drilled with a through-hole filled with fusible alloy plus a tapered end, the fusible plug protects components in a refrigerating system or heat pump from the effects of overpressure caused by an excessive external heat source, such as fire.","Refrigeration/Refrigeration Electrical Components/Refrigeration Electrical Components.csv -> Castel 3082 138C portable electronic device fusible plug 3/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/02/NW-671401_671402_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bo/ok/Castel_Fusible-Plug_Handbook.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
20,P667299,Pump House multi fit fan motor 7w,Pump House,55.12,This Pump House 7kW universal multi-fit fan motor is a suitable replacement part for use in most industrial and commercial refrigeration and ventilation equipment.,Refrigeration/Refrigeration Electrical Components/Refrigeration Electrical Components.csv -> Pump House multi fit fan motor 7w,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/99/NW-667293_667299_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Pump_House_Fan-Motor_Datasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Pump_House_Catalogue_2016.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
21,P677999,Kelvion fan motor and terminal block (for TEC range of evaporators),Kelvion,208.86,This Kelvion Searle fan motor and terminal block is for evaporators in the TEC range.,Refrigeration/Refrigeration Electrical Components/Refrigeration Electrical Components.csv -> Kelvion fan motor and terminal block (for TEC range of evaporators),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/99/NW-677999_wm.jpg,,,,,,N,TEC,230V,100513585,fan motor,N,For TEC range of evaporators,,,,230MM (Dia),,,,,,,,,,,
22,P671401,"Castel 3082 138C portable electronic device fusible plug 1/4""",Castel,8.38,"This Castel 3082 138C 1/4"" NPT fusible plug contains material designed to melt at a predetermined temperature in order to relieve pressure. With an NPT threaded plug drilled with a through-hole filled with fusible alloy plus a tapered end, the fusible plug protects components in a refrigerating system or heat pump from the effects of overpressure caused by an excessive external heat source, such as fire.","Refrigeration/Refrigeration Electrical Components/Refrigeration Electrical Components.csv -> Castel 3082 138C portable electronic device fusible plug 1/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/02/NW-671401_671402_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bo/ok/Castel_Fusible-Plug_Handbook.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
23,P678877,Flexelec CSC2 drain line heater 6m/240w/230v,Flexelec,32.05,"The Flexelec CSC2 230V, 240W drain line heater is designed to be laid inside pipes and used for draining water from thawing refrigeration equipment in cold rooms, operating only during thawing cycles.",Refrigeration/Refrigeration Electrical Components/Refrigeration Electrical Components.csv -> Flexelec CSC2 drain line heater 6m/240w/230v,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/77/NW-678872_678877_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Flexelec_CSC2_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Flexelec_CSC2_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Flexelec_CSC2_RoHS_Certification.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Flexelec_CSC2_CE_Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Flexelec_CSC2_REACH_Certification.pdf,,,,,,,,,,,,,,,,,,,,,,
24,P678876,Flexelec CSC2 drain line heater5m/200w/230v,Flexelec,28.68,"The Flexelec CSC2 230V, 200W drain line heater is designed to be laid inside pipes and used for draining water from thawing refrigeration equipment in cold rooms, operating only during thawing cycles.",Refrigeration/Refrigeration Electrical Components/Refrigeration Electrical Components.csv -> Flexelec CSC2 drain line heater5m/200w/230v,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/77/NW-678872_678877_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Flexelec_CSC2_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Flexelec_CSC2_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Flexelec_CSC2_RoHS_Certification.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Flexelec_CSC2_CE_Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Flexelec_CSC2_REACH_Certification.pdf,,,,,,,,,,,,,,,,,,,,,,
25,P678875,Flexelec CSC2 drain line heater 4m/160w/230v,Flexelec,25.22,"The Flexelec CSC2 230V, 160W drain line heater is designed to be laid inside pipes and used for draining water from thawing refrigeration equipment in cold rooms, operating only during thawing cycles.",Refrigeration/Refrigeration Electrical Components/Refrigeration Electrical Components.csv -> Flexelec CSC2 drain line heater 4m/160w/230v,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/77/NW-678872_678877_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Flexelec_CSC2_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Flexelec_CSC2_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Flexelec_CSC2_RoHS_Certification.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Flexelec_CSC2_REACH_Certification.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Flexelec_CSC2_CE_Declaration.pdf,,,,,,,,,,,,,,,,,,,,,,
26,P676047,Tecumseh fan 230V 50/60Hz 300mm,Tecumseh,276.95,"This Tecumseh 230V, 50/60Hz, 30W fan blade with 300mm diameter with a wide range of TAJN and CAJN models.",Refrigeration/Refrigeration Electrical Components/Refrigeration Electrical Components.csv -> Tecumseh fan 230V 50/60Hz 300mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/48/NW-676047_676048_wm.jpg,,,,,,N,CAJN4476YHRCAJN4492YHRCAJN4511YHRTAJN4492YHRTAJN4511YHRCAJN2446ZBRTAJN2446ZBRCAJN2464ZBRTAJN2464ZBRCAJN9480ZMHRTAJN9480ZMHRCAJN9510ZMHRTAJN9510ZMHRCAJN9513ZMHRTAJN9513ZMHR,"230 VAC at 50/60 Hz, 30 W",8551137,Fan,N,30w fan,300mm fan blade,,,300 mm (Dia),,,,,,,,,,,
27,P684010,Danfoss Spare Parts 118U4025 press transducer -1 to 12 bar,Danfoss,155.41,This Danfoss -1 to 12 bar pressure transmitter is suitable for use in the brand's Optyma Plus and Inverter.,Refrigeration/Refrigeration Electrical Components/Refrigeration Electrical Components.csv -> Danfoss Spare Parts 118U4025 press transducer -1 to 12 bar,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/11/NW-684010_684011_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_Optyma_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
28,P679521,Pole Star multi-fit motor output 25w,Pole Star,87.45,"This Pole Star 25W multi-fit fan motor has an 84mm body diameter and two aluminium end shields with sleeve or ball bearing operating at -40 to +60. IP42 or IP44 protected, this motor is rated continuously air over motor with an insulation rating of class B.",Refrigeration/Refrigeration Electrical Components/Refrigeration Electrical Components.csv -> Pole Star multi-fit motor output 25w,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/95/21/NW-679521_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/Pole-Star_PS25BM-1_DWG.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
29,P678469,Pump House tangential fan motor 300mm 30w,Pump House,231.89,This Pump House tangential single impeller fan motor with aluminium blade is a suitable replacement part for use in most industrial and commercial refrigeration and ventilation equipment.,Refrigeration/Refrigeration Electrical Components/Refrigeration Electrical Components.csv -> Pump House tangential fan motor 300mm 30w,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/84/69/NW-678469_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Pump_House_Catalogue_2016.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Pump_House_Tangential-FM_Data-Sheet.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
30,P698760,Tecumseh 24deg fan assembly 356mm 380V 90W,Tecumseh,420.53,"This Tecumseh 380V, 90W fan motor assembly has a 24° pitch, 356mm diameter and 200mm shaft. It is suitable for use with TAJ4517THR ZHR, TAJ4519THR ZHR, TFH4518YHR, TAH4524THR ZHR, TFH4525YHR, TFH2511ZBR, TAH2511KBR, TAH4531THR ZHR, TAH4540THR ZHR and TAH2480RAHBG24.",Refrigeration/Refrigeration Electrical Components/Refrigeration Electrical Components.csv -> Tecumseh 24deg fan assembly 356mm 380V 90W,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/87/60/NW-698760_wm.jpg,,,,,,N,TAJ4517THR ZHRTAJ4519THR ZHRTFH4518YHRTAH4524THR ZHRTFH4525YHRTFH2511ZBRTAH2511KBRTAH4531THR ZHRTAH4540THR ZHRTAH2480RAHBG24,"380 VAC at 50/60 Hz, 90 W",8668553,Fan Assembly,N,Shaft height: 200mm,24° Pitch,,,356 mm (Dia),,,,,,,,,,,
31,P659908,Pump House sucking fan blade 230 x 25mm,Pump House,6.95,"Designed for use in multi-fit fan motors and refrigeration systems, this Pump House 230mm sucking fan blade is made of robust aluminium.",Refrigeration/Refrigeration Electrical Components/Refrigeration Electrical Components.csv -> Pump House sucking fan blade 230 x 25mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/99/08/NW-659908_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Pump_House_Fan-Assemblies_Datasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Pump_House_Catalogue_2016.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
32,P691054,Eurogel Alfa 45 timer,Eurogel,145.82,"Made of a self-extinguishing ABS, this Eurogel Alfa 45M fixed compressor delay timer automatically prevents the short restart of a compressor should a power failure occur.",Refrigeration/Refrigeration Electrical Components/Refrigeration Electrical Components.csv -> Eurogel Alfa 45 timer,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/54/691054_wm.jpg,,,,,,N,,,4628300,Timer,N,"Supply: 230VAC +/- 10%, 50/60Hz",Power consumption: 100ma Max,,0.19500,105 x 85 x 43 mm,,On Delay: 45 sec =/- 10%,"Relay Output: 25A @ 230V (Cos=1), 2hp @ 230VAC",Operating Temp: (-) 25°C to 65°C,Storage Temp: (-0 40°C to 90°C,Box material: self-extinguish ABS (white),Dimensions: 105 x 85 x 43mm,,,,
33,P866998,Tecumseh Parts T0861-P9 overload protector,Tecumseh,19.88,This Tecumseh T0861-P9 overload protector is a suitable replacement part for use in Tecumseh brand units.,Refrigeration/Refrigeration Electrical Components/Refrigeration Electrical Components.csv -> Tecumseh Parts T0861-P9 overload protector,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/69/98/866998_wm.jpg,,,,,,N,,N/A,8571327,Parts,N,Replacement part,Suitable for Tecumseh units,Parts,,200 x 200 x 50,,,,,,,,,,,
34,P866988,Tecumseh Parts T0610-P9 overload protector,Tecumseh,19.88,This Tecumseh T0610-P9 overload protector is a suitable replacement part for use in Tecumseh brand units.,Refrigeration/Refrigeration Electrical Components/Refrigeration Electrical Components.csv -> Tecumseh Parts T0610-P9 overload protector,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/69/88/866988_wm.jpg,,,,,,N,,N/A,8571320,Parts,N,Replacement part,Suitable for Tecumseh units,Parts,,200 x 200 x 50,,,,,,,,,,,
35,P679519,Pole Star multi-fit motor output 16w,Pole Star,68.27,"This Pole Star 16W multi-fit fan motor has an 84mm body diameter and two aluminium end shields with sleeve or ball bearing operating at -40 to +60. IP42 or IP44 protected, this motor is rated continuously air over motor with an insulation rating of class B.",Refrigeration/Refrigeration Electrical Components/Refrigeration Electrical Components.csv -> Pole Star multi-fit motor output 16w,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/95/19/NW-679518_679519_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/Pole-Star_PS16BM-1_DWG.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
36,P866979,Tecumseh Parts T0615-P9 overload protector,Tecumseh,19.88,This Tecumseh T0615-P9 overload protector is a suitable replacement part for use in Tecumseh brand units.,Refrigeration/Refrigeration Electrical Components/Refrigeration Electrical Components.csv -> Tecumseh Parts T0615-P9 overload protector,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/69/79/866979_wm.jpg,,,,,,N,,N/A,8571300,Parts,N,Replacement part,Suitable for Tecumseh units,Parts,,200 x 200 x 50,,,,,,,,,,,
37,P694907,Pole Star compact axial fan leads 92 x 92 x 25mm 230v,Pole Star,112.41,"A Pole Star 230V, 1P, 16W compact axial fan motor with ball bearings.",Refrigeration/Refrigeration Electrical Components/Refrigeration Electrical Components.csv -> Pole Star compact axial fan leads 92 x 92 x 25mm 230v,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/07/NW-694907_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Pole-Star_Fans_Catalogue-2015.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/Pole-Star_PS0925BL-1_DWG.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
38,P679520,Pole Star multi-fit motor output 18w,Pole Star,73.77,"This Pole Star 18W multi-fit fan motor has an 84mm body diameter and two aluminium end shields with sleeve or ball bearing operating at -40 to +60. IP42 or IP44 protected, this motor is rated continuously air over motor with an insulation rating of class B.",Refrigeration/Refrigeration Electrical Components/Refrigeration Electrical Components.csv -> Pole Star multi-fit motor output 18w,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/95/20/NW-679520_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/Pole-Star_PS18BM-1_DWG.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
39,P614792,Pole Star ring mounted sucking fan 200mm 5w,Pole Star,241.61,"Suitable for use in industrial and commercial refrigeration, this Pole Star 200mm ring-mounted fan has four shaded poles, is single phase and runs at a nominal tension of 230VAC at 50/60Hz with an output power ranging from 5W.",Refrigeration/Refrigeration Electrical Components/Refrigeration Electrical Components.csv -> Pole Star ring mounted sucking fan 200mm 5w,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/47/92/NW-614792_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Pole-Star_Fans_Catalogue-2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
40,P678665,Tecumseh Parts OT16 ET3 isolator,Tecumseh,59.12,This Tecumseh OT16 ET3 isolator is a suitable replacement part for use in Tecumseh brand units.,Refrigeration/Refrigeration Electrical Components/Refrigeration Electrical Components.csv -> Tecumseh Parts OT16 ET3 isolator,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/86/65/678665_wm.jpg,,,,,,N,,N/A,8527108,Parts,N,Replacement part,Suitable for Tecumseh units,Parts,,200 x 200 x 50,SILAE9450Z-(1);SILAE9460Z-(1);SILAJ2446Z-(1);SILAJ2464Z-(1);SILAJ4517Z-(1);SILAJ4517Z-(3);SILAJ4519Z-(1);SILAJ4519Z-(3);SILAJ9480Z-(1);SILAJ9510Z-(1);SILAJ9510Z-(3);SILAJ9513Z-(1);SILFH2480Z-(1);SILFH2480Z-(3);SILFH2511Z-(1);SILFH2511Z-(3);SILFH4524Z-(1),,,,,,,,,,
