,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Hazardous,Model For Use With,Power Supply,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Range,Weight,Dimensions (L x W x D),By Model Number,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Diameter,Nominal Running Current (A),Speed RPM,Phase
41,P677126,Tecumseh Lunite 8685301 run capacitor 7.5mfd 400v,Tecumseh,45.99,A Tecumseh Lunite 7.5mfd 400V run capacitor.,Refrigeration/Refrigeration Electrical Components/Refrigeration Electrical Components.csv -> Tecumseh Lunite 8685301 run capacitor 7.5mfd 400v,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/26/677126_wm.jpg,,,,,,N,,400 V,8685301,Tecumseh Parts,N,run capacitor 7.5mfd 400v,,Lunite,,85 x 35 dia,SILAE9450Z-(1);SILAE9460Z-(1),,,,,,,,,,
42,P659910,Pump House sucking fan blade 254 x 25mm,Pump House,8.48,"Designed for use in multi-fit fan motors and refrigeration systems, this Pump House 254mm sucking fan blade is made of robust aluminium.",Refrigeration/Refrigeration Electrical Components/Refrigeration Electrical Components.csv -> Pump House sucking fan blade 254 x 25mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/99/10/NW-659910_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Pump_House_Fan-Assemblies_Datasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Pump_House_Catalogue_2016.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
43,P691057,Eurogel W1G200 3-wire power lead to suit W1G200 range motors 1.5mtr Black,Eurogel,79.72,This EBM Papst W1G200 three wire lead power cord is designed for use with a 115/230V energy saving motor (ESM).,Refrigeration/Refrigeration Electrical Components/Refrigeration Electrical Components.csv -> Eurogel W1G200 3-wire power lead to suit W1G200 range motors 1.5mtr Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/57/NW-691057_wm.jpg,,,,,,N,W1G ESM,115/230 V,210-HAR-11830,Power Lead,N,With sealed plug,Conforms to UL standards,,,1500 mm (L),,,,,,,,,,,
44,P614791,Pole Star ring mounted sucking fan 172mm 5w,Pole Star,240.72,"Suitable for use in industrial and commercial refrigeration, this Pole Star 172mm ring-mounted fan has four shaded poles, is single phase and runs at a nominal tension of 230VAC at 50/60Hz with an output power ranging from 5W.",Refrigeration/Refrigeration Electrical Components/Refrigeration Electrical Components.csv -> Pole Star ring mounted sucking fan 172mm 5w,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/47/91/NW-614790_614791_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Pole-Star_Fans_Catalogue-2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
45,P677118,Tecumseh MLR 25L4015035103 run capacitor 17.5mfd 370v,Tecumseh,39.3,A Tecumseh 370V 17.5mfd run capacitor for use with CAJ4517/AJ4513.,Refrigeration/Refrigeration Electrical Components/Refrigeration Electrical Components.csv -> Tecumseh MLR 25L4015035103 run capacitor 17.5mfd 370v,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/18/677118_wm.jpg,,,,,,N,,370 V,8545103,Run Capacitor,N,Capacity: 17.5mfd,,MLR,,103 x 40mm,,,,,,,,,,,
46,P697019,Copeland 271 fan assembly complete 270W,Copeland,831.04,"A Copeland 271 230V, 270W, 1P complete fan assembly with 6.3F capacitor.",Refrigeration/Refrigeration Electrical Components/Refrigeration Electrical Components.csv -> Copeland 271 fan assembly complete 270W,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/19/NW-697019_wm.jpg,,,,,,N,,"230 VAC at 50 Hz, 1.15 A, 1P, 270 W",3276928,Fan Assembly,N,6.3 F capacitor,,,,450 x 450 x 150 mm,,,,,,,,,,,
47,P677938,Kelvion 3 phase fan motor,Kelvion,225.39,"This Kelvion Searle 3P, 200W fan motor is suitable for all KM models.",Refrigeration/Refrigeration Electrical Components/Refrigeration Electrical Components.csv -> Kelvion 3 phase fan motor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/38/NW-677938_wm.jpg,,,,,,N,KM,"3P, 200 W",100461016,fan motor,N,To fit all models,,,,,,,,,,,,,,,
48,P659906,Pump House sucking fan blade 200 x 25mm,Pump House,5.23,"Designed for use in multi-fit fan motors and refrigeration systems, this Pump House 200mm sucking fan blade is made of robust aluminium.",Refrigeration/Refrigeration Electrical Components/Refrigeration Electrical Components.csv -> Pump House sucking fan blade 200 x 25mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/99/06/NW-659906_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Pump_House_Fan-Assemblies_Datasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Pump_House_Catalogue_2016.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
49,P680621,Pole Star P-star fan motor,Pole Star,329.54,"This Pole Star split capacitor blower motor mounts on four bolts on the non-drive end and includes sealed-for-life ball bearings and class B insulation. Continuously duty air over motor, this fitting is compatible with BME100, CME100, BMC100, KS10, KS20, KS25, KS35, KS40, KS45, KS55 and KS70.",Refrigeration/Refrigeration Electrical Components/Refrigeration Electrical Components.csv -> Pole Star P-star fan motor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/21/NW-680621_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/Pole-Star_105FS70_DWG.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
50,P614794,Pole Star ring mounted sucking fan 200mm 10w,Pole Star,260.27,"Suitable for use in industrial and commercial refrigeration, this Pole Star 200mm ring-mounted fan has four shaded poles, is single phase and runs at a nominal tension of 230VAC at 50/60Hz with an output power ranging from 10W.",Refrigeration/Refrigeration Electrical Components/Refrigeration Electrical Components.csv -> Pole Star ring mounted sucking fan 200mm 10w,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/47/94/NW-614793_614794_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Pole-Star_Fans_Catalogue-2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
51,P684011,Danfoss Spare Parts 118U4021 press transducer 0 to 32 bar,Danfoss,152.16,This Danfoss 0 to 32 bar pressure transmitter is suitable for use in the brand's Optyma Plus and Inverter.,Refrigeration/Refrigeration Electrical Components/Refrigeration Electrical Components.csv -> Danfoss Spare Parts 118U4021 press transducer 0 to 32 bar,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/11/NW-684010_684011_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_Optyma_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
52,P678294,Kelvion 3 phase 6 pole fan motor 400v 50/60hz,Kelvion,1289.81,"A Kelvion Searle 400V, 3P, six pole fan motor.",Refrigeration/Refrigeration Electrical Components/Refrigeration Electrical Components.csv -> Kelvion 3 phase 6 pole fan motor 400v 50/60hz,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/82/94/NW-678294_wm.jpg,,,,,,N,,"400 VAC at 50/60Hz, 3P",100461479,fan motor,N,Number of poles: 6,,,,,,,,,,,,,,,
53,P683979,Danfoss Optyma Slim and Plus fan motor 68w Black,Danfoss,189.21,"Easy and quick to install and maintain, the Danfoss Optyma Slim and Plus 68W fan motor offers low noise levels suitable for use in residential areas. It is compatible with OP-LPHC048NTP00G, OP-LPHC048NTP00E, OP-LPHC068NTP00G, OP-LPHC068NTP00E, OP-MPHC026GSP00G, OP-MPZC030MTP00G, OP-MPZC030MTP00E, OP-MPHC034GSP00G, OP-MPZC048MTP00G, OP-MPZC048MTP00E, OP-MPZC060MTP00G, OP-MPZC060MTP00E, OP-MPUC034MLP00G, OP-MPUC034MLP00E, OP-MPUC046MLP00G, OP-MPUC046MLP00E, OP-LPHM026GSP00G, OP-LPHM048NTP00G, OP-LPHM048NTP00E, OP-LPHM068NTP00G, OP-LPHM068NTP00E, OP-MPHM026GSP00G, OP-MPHM034GSP00G, OP-MPUM034MLP00G, OP-MPUM034MLP00E, OP-MPUM046MLP00G, OP-MPUM046MLP00E, OP-MPUM057MLP00G, OP-MPUM057MLP00E and OP-MPGM034GSP00G.",Refrigeration/Refrigeration Electrical Components/Refrigeration Electrical Components.csv -> Danfoss Optyma Slim and Plus fan motor 68w Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/79/NW-683979_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Danfoss_Optyma-Plus_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_c/at/Danfoss_Optyma_Pack_Cond_Unit_Cat.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
54,P667392,Pump House axail fan motor ball 80 x 80 x 38mm,Pump House,68.81,"Compact in design, this Pump House 80 x 80 x 38mm axial mini shaded fan motor is made of a lightweight reinforced plastic. Promising low operational noise, the fan motor is suitable for use on refrigeration equipment, bottle coolers, vending machines and similar ventilating and cooling equipment.",Refrigeration/Refrigeration Electrical Components/Refrigeration Electrical Components.csv -> Pump House axail fan motor ball 80 x 80 x 38mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/95/NW-667392_667395_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Pump_House_Catalogue_2016.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Pump_House_Axial-FM_Datasheet.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
55,P867000,Tecumseh Parts RVA403D relay,Tecumseh,69.49,This Tecumseh RVA403D relay is a suitable replacement part for use in Tecumseh brand units.,Refrigeration/Refrigeration Electrical Components/Refrigeration Electrical Components.csv -> Tecumseh Parts RVA403D relay,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/00/867000_wm.jpg,,,,,,N,,N/A,8565443,Parts,N,Replacement part,Suitable for Tecumseh units,Parts,100.00000,200 x 200 x 50,,,,,,,,,,,
56,P679230,Tecumseh MTRP 0030/31 current relay,Tecumseh,18.87,This Tecumseh 230V current relay is for use with AE4456.,Refrigeration/Refrigeration Electrical Components/Refrigeration Electrical Components.csv -> Tecumseh MTRP 0030/31 current relay,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/92/30/679230_wm.jpg,,,,,,N,,230V,8662676,Relay,N,current relay,,MTRP,,34 x 28 x 31,,,,,,,,,,,
57,P694861,Pole Star GMA 1 phase 4 pole mounted axial sucking fan 400mm,Pole Star,432.53,"Hardwearing, reliable and quiet in operation, this Pole Star GMA 400mm axial fan is suitable for use in a range of settings and applications, from gymnasiums to warehouses, agricultural extract and supply to lift shaft ventilation. Powered by an external rotor motor and fitted with a sickle blade, this fan offers a fixed airflow direction and degree of pitch and is supplied with a basket guard, although flat guards, wall mounting plates and cased tubes are all separately available.",Refrigeration/Refrigeration Electrical Components/Refrigeration Electrical Components.csv -> Pole Star GMA 1 phase 4 pole mounted axial sucking fan 400mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/63/NW-694861_694863_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/Pole-Star_GMA1-400S-1_DWG.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Pole-Star_Fans_Catalogue-2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
58,P679518,Pole Star multi-fit motor output 10w,Pole Star,64.85,"This Pole Star 10W multi-fit fan motor has an 84mm body diameter and two aluminium end shields with sleeve or ball bearing operating at -40 to +60. IP42 or IP44 protected, this motor is rated continuously air over motor with an insulation rating of class B.",Refrigeration/Refrigeration Electrical Components/Refrigeration Electrical Components.csv -> Pole Star multi-fit motor output 10w,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/95/19/NW-679518_679519_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/Pole-Star_PS10BM-1_DWG.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
59,P694862,Pole Star GMA 1 phase 4 pole mounted axial sucking fan 450mm,Pole Star,533.06,"Hardwearing, reliable and quiet in operation, this Pole Star GMA 450mm axial fan is suitable for use in a range of settings and applications, from gymnasiums to warehouses, agricultural extract and supply to lift shaft ventilation. Powered by an external rotor motor and fitted with a sickle blade, this fan offers a fixed airflow direction and degree of pitch and is supplied with a basket guard, although flat guards, wall mounting plates and cased tubes are all separately available.",Refrigeration/Refrigeration Electrical Components/Refrigeration Electrical Components.csv -> Pole Star GMA 1 phase 4 pole mounted axial sucking fan 450mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/63/NW-694861_694863_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Pole-Star_Fans_Catalogue-2015.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/Pole-Star_GMA1-450S-1_DWG.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
60,P671398,"Castel 3080 79C portable electronic device fusible plug 1/4""",Castel,13.9,"This Castel 3080 79C 1/4"" NPT fusible plug contains material designed to melt at a predetermined temperature in order to relieve pressure. With an NPT threaded plug drilled with a through-hole filled with fusible alloy plus a tapered end, the fusible plug protects components in a refrigerating system or heat pump from the effects of overpressure caused by an excessive external heat source, such as fire.","Refrigeration/Refrigeration Electrical Components/Refrigeration Electrical Components.csv -> Castel 3080 79C portable electronic device fusible plug 1/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/99/NW-671398_671399_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bo/ok/Castel_Fusible-Plug_Handbook.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
