,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Hazardous,Model For Use With,Boiler Section,Boiler Range,Part Gas Council number,By Model Number,Supplier Product Code,Type,WEEE Compliant,Attachment 1,Attachment 2,Colour,Range,Warranty,Output,Range For Use With,Feature 1,Attachment 3,Attachment 4,Feature 2,Pack Quantity,Feature 3,Feature 4,For Use With
20,P423987,Baxi condensate trap kit - spares,Baxi,68.99,"This Baxi brand condensate trap is for use in 100 He, Solo HE and HE A, Main HE A, Main Heat ErP, Gold, Gold ErP, Precision, Promax, Promax SL and Promax SL ErP boilers. The condensate trap holds discharge that accumulates in the primary heating or cooling system caused by changes in pressure and temperature. A usually plastic discharge pipe connected to the condensate trap sends held water out of the property because it can contain low levels of acid due to CO2 from the combustion process dissolving in the water. As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Baxi Boiler Parts/Baxi Boiler Parts.csv -> Baxi condensate trap kit - spares,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/87/423987_wm.jpg,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Main_HE_A_Installation.pdf,,,,,,,,,,,,,,
21,P797052,Baxi pressure differential assembly kit,Baxi,104.0,"This Baxi branded diverter valve assembly kit is suitable for use in Combi, Performa and Main Combi boilers.  A directional water device in combi boilers, a diverter valve directs hot water into either a heating system or a hot water system. This feature means that combis are able to provide both heating and hot water without the need for a storage cylinder.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Baxi Boiler Parts/Baxi Boiler Parts.csv -> Baxi pressure differential assembly kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/52/797052_wm.jpg,N,"Combi 105E, Combi 105HE, Performa 24 ECO HE, Performa 28, Combi 80 Maxflue, Combi Instant 105E HE, Combi 80E, Combi 80ECO, Combi 80 Maxflue, Combi 80HE Plus, Main Combi 24, Main Combi 24HE, Main Combi 30HE",Diverter Valve,CombiPerformaCombi MaxflueCombi InstantMain Combi,743183,,7224342,Assembly Kit,N,,,,,,,,,,,,,,,
22,P423897,Baxi flow switch - spares,Baxi,55.0,"A safety device, this Baxi flow switch is for use in Baxi 100 He, 50 He, 80 He, Barcelona, Combi (Condensing), Platinum, Solo HE and HE A, Main HE A, Main Heat ErP, Gold, Gold ErP, Precision, Promax, Promax SL and Promax SL ErP boilers. The flow switch has an inbuilt sensor that sits inside the pipework of domestic hot water and central heating systems. The flow switch senses the activation of the pump and feeds that information back to the system's PCB, allowing the ignition sequence to take place. If the flow switch senses that the system is low on water or dry it will ensure operation is stopped. To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Baxi Boiler Parts/Baxi Boiler Parts.csv -> Baxi flow switch - spares,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/97/423897_wm.jpg,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Baxi_Combi_133-80_HE_Plus_Installation.pdf,,,,,,,,,,,,,,
23,P446975,Baxi pressure switch,Baxi,24.6,"This Baxi pressure switch is suitable for boilers in the Baxi 600, Baxi 800, Duo-tec, Duo-tec ErP, Megaflo, Megaflo ErP, Platinum, Platinum + and Platinum ErP ranges. It can also be used in Main Eco, Main Eco Compact, Main Eco Elite, Main Eco Elite ErP, Assure, Gold, Gold ErP, Heatmax, Promax, Promax ErP, Titanium and Titanium ErP boilers.  This switch manipulates internal boiler pressure to restrict or allow the flow of water, gas or air depending on system requirements.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Baxi Boiler Parts/Baxi Boiler Parts.csv -> Baxi pressure switch,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/69/75/446975_wm.jpg,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Baxi_Duo-tec_Combi_ErP_Installation.pdf,,,,,,,,,,,,,,
24,P797384,Baxi condensate plug assembly,Baxi,15.41,"This Baxi brand condensate trap plug assembly is for use in Duo-tec, Duo-tec ErP, Megaflo, Megaflo ErP, Platinum, Platinum +, Platinum ErP, System IE, Main Eco Elite ErP, Gold, Gold ErP, Heatmax, Promax, Promax ErP, Titanium and Titanium ErP boilers. The condensate trap holds discharge that accumulates in the primary heating or cooling system caused by changes in pressure and temperature. A usually plastic discharge pipe connected to the condensate trap sends held water out of the property because it can contain low levels of acid due to CO2 from the combustion process dissolving in the water. As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Baxi Boiler Parts/Baxi Boiler Parts.csv -> Baxi condensate plug assembly,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/84/797384_wm.jpg,N,"24 HE, 24 HE A, 24 HE LPG, 28 HE, 28 HE A, 28 HE LPG, 33 HE, 33 HE A, 33 HE LPG, 40 HE, 40 HE A, Duo-tec 24 Combi ErP, Duo-tec 28 Combi ErP, Duo-tec 28 LPG Combi ErP, Duo-tec 33 Combi ErP, Duo-tec 40 Combi ErP, 15 HE A System, 15 HE System, 18 HE A Syste",Fan Combustion Chamber,"Duo-tec, Duo-tec ErP, Megaflo, Megaflo ErP, Platinum, Platinum +, Platinum ErP, System IE, Main Eco Elite ErP, Gold, Gold ErP, Heatmax, Promax, Promax ErP, Titanium, Titanium ErP",H43522,"40HE,24 HE,Megaflo System ErP 15,24 HE LPG,28 HE LPG,32 HE System,28 HE A System,Combi 24 HE,18 HE A System,32 HE A System,Platinum 40 Combi ErP,Combi 40 HE,28 HE,Megaflo System ErP 32,24HE A,28 HE A,33 HE A,24 HE System,Duo-tec 28 Combi ErP,33 HE LPG",5118972,Trap Plug Assembly,N,,,,,,,,,,,,,,,
25,P439538,Baxi isolation return tap,Baxi,46.0,"A genuine Baxi spare, this isolation valve is suitable for Combi, Duo-tec, Megaflo, Platinum, Platinum +, System IE, Gold, Gold ErP, Heatmax, Performa, Promax, Titanium, Duo-tec ErP, Megaflo ErP, Platinum ErP, System, Main Eco, Main Eco Elite, Apollo, Titanium ErP, Main Combi/Combi HE, Promax ErP, Megaflo IE ErP, Main Eco Elite ErP and Main HE boilers.  Usually situated underneath heating appliances, the isolation valve lets the user regulate the flow of gas and water into a central heating system. It also allows the user to stop the flow in case of a leak or emergency.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Baxi Boiler Parts/Baxi Boiler Parts.csv -> Baxi isolation return tap,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/95/38/439538_wm.jpg,N,"Combi 80E, 24 HE LPG, 15 HE A System, 32 HE A System, Combi 24 HE, Platinum + 40 Combi, 28 HE Megaflo System IE, 28 HE, 28 HE A, 33 HE, 33 HE A, Gold Combi ErP 33, Combi 28 HE, Performa 24 ECO HE 2 Composite Block, Performa System 12HE, Performa System 1",Hydraulics,"Combi, Duo-tec, Megaflo, Platinum, Platinum +, System IE, Gold, Gold ErP, Heatmax, Performa, Promax, Titanium, Duo-tec ErP, Megaflo ErP, Platinum ErP, System, Main Eco, Main Eco Elite, Apollo, Titanium ErP, Main Combi/ Combi HE, Promax E",E66467,"40HE,Combi 105 HE,Combi 80 Eco,Duo-tec 33 Combi ErP,Combi Instant 105E,Combi 105E,18 HE A System,Duo-tec 24 Combi ErP,28 HE,1,15 HE System,Duo-tec 28 LPG Combi ErP,33 HE A,Combi Instant 80 HE,33 HE,Combi 80 Maxflue,Combi Instant 105 HE,Combi Instant 80E",248225,Tap,N,,,,,,,,,,,,,,,
26,P795791,Baxi Spark Electrode,Baxi,36.41,"This Baxi spark electrode is a spare part for Baxi Duo-tec 2, EcoBlue, Megaflo 2, Ultra System, EcoBlue ErP, Neta-tec, Promax Ultra ErP, Baxi 100 and Platinum 2 boilers.  An ignition (spark) electrode causes the spark that begins combustion within the burner.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Baxi Boiler Parts/Baxi Boiler Parts.csv -> Baxi Spark Electrode,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/57/91/795791_wm.jpg,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Baxi_Duo-tec_Combi_GA_Installation.pdf,,,,,,,,,,,,,,
27,P795790,Baxi Flame Sensing Electrode,Baxi,40.46,"A Baxi brand replacement part, this flame sensing electrode can be used in 100 range, Duo-tec 2, Megaflo 2, Neta-tec, Platinum 2 and Promax Ultra ErP boilers.  An ignition (spark) electrode causes the spark that begins combustion within the burner while flame sensing electrodes are responsible for checking if there is a flame present in the burner to make sure that the boiler doesn't keep supplying gas without a flame.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Baxi Boiler Parts/Baxi Boiler Parts.csv -> Baxi Flame Sensing Electrode,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/57/90/795790_wm.jpg,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Baxi_Duo-tec_Combi_GA_Installation.pdf,,,,,,,,,,,,,,
28,P788178,Baxi combination box door seal - spares,Baxi,11.73,"This Baxi door seal is for use with the brand's 100 He, 50 He, 80 He, Barcelona, Combi (Condensing), Platinum, Solo HE and HE A, Main HE A, Main Heat ErP, Gold, Gold ErP, Precision, Promax, Promax SL and Promax SL ErP boilers.  A boiler's casing will vary depending on the appliance with manufacturers attempting to make them as user-friendly and as robust as possible. As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Baxi Boiler Parts/Baxi Boiler Parts.csv -> Baxi combination box door seal - spares,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/78/788178_wm.jpg,N,"100 He, 100/2 He Plus, System 100 He Plus, 50 He Plus, 80 He Plus, Barcelona, Barcelona System, Combi 100 He Plus, Combi 130 He, Combi 133 He Plus, Combi 80 He Plus, 15 HE, 24 HE, 12HE, 12HE A, 15HE, 15HE A, 18HE, 18HE A, 24HE, 24HE A, 30HE, 30HE A, 12HE",Casing,"100 He, 50 He, 80 He, Barcelona, Combi (Condensing), Platinum, Solo HE & HE A, Main HE A, Main Heat ErP, Gold, Gold ErP, Precision, Promax, Promax SL, Promax SL ErP",E06090,"12HE A,Main 12 Heat ErP,Combi 130 He,15HE IE,24 HE,12HE IE,Combi 80 He Plus,Barcelona,15HE A,50 He Plus,30 FSB,24/2 He Plus,Gold Heat ErP 18,Main 30 Heat ErP,Gold Heat ErP 15,18HE IE,24HE A,18HE A,100 HE,30 FS,15HE,24 ErP IE,Barcelona System,H 18",242489,Door Seal,N,,,,,,,,,,,,,,,
29,P424031,Baxi 247429 O ring,Baxi,3.94,"A genuine Baxi part, this seal is for installation in the hydraulics of Combi, Duo-tec, Duo-tec 2, Duo-tec ErP, Megaflo, Megaflo ErP, Platinum, Platinum ErP, System IE, Main Eco, Gold, Performa, Promax, Promax ErP, Platinum +, System, Main Eco Elite ErP, Gold ErP, Main Combi/Combi HE, Heatmax, Baxi 400, Megaflo IE ErP, Main Eco Elite, Baxi 200, Titanium and Titanium ErP units.  Seals are used in many different areas of the boiler to join parts to pipework. Among others sections, heat exchangers and gas valves require these parts to prevent gas and water leaks.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Baxi Boiler Parts/Baxi Boiler Parts.csv -> Baxi 247429 O ring,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/31/424031_wm.jpg,N,"Combi Instant 80E, 33 HE, Duo-tec 2 Combi 33 GA, Duo-tec 28 Combi ErP, Duo-tec 40 Combi ErP, 18 HE System, 24 HE A System, Megaflo System ErP 28, Combi 28 HE, Combi 40 HE, Combi 40 HE A, Platinum 28 Combi ErP, Platinum 33 Combi ErP, 15 HE Megaflo System",Hydraulics,"Combi, Duo-tec, Duo-tec 2, Duo-tec ErP, Megaflo, Megaflo ErP, Platinum, Platinum ErP, System IE, Main Eco, Gold, Performa, Promax, Promax ErP, Platinum +, System, Main Eco Elite ErP, Gold ErP, Main Combi/ Combi HE, Heatmax, Baxi 400 Rang",343782,"Maxflow Combi Fs,40HE,24 HE,Combi 105 HE,Combi 80 Eco,Combi Instant 105E,Baxi Combi 428 LPG,Combi 105E,Baxi Combi 228,Duo-tec 2 Co,Baxi Combi 428,24HE A,40 HE A,Baxi Combi 424,Duo-tec 2 Combi 24 GA,33 HE,33 HE LPG,Combi Instant 105 HE,Combi Instant 80E",247429,Seal,N,,,,,,,,,,,,,,,
30,P424034,Baxi 248021 O ring,Baxi,3.94,"A genuine Baxi part, this seal is for installation in the control panel of Combi, Duo-tec, Platinum, Platinum +, Platinum ErP, System, System IE, Main HE, Gold, Performa, Promax, Titanium, Ultra System, Ecogen, Megaflo, Megaflo 2, Megaflo ErP, Megaflo IE ErP, Gold ErP, Promax ErP, Duo-tec ErP, Neta-tec, Main Combi/Combi HE, Titanium ErP, Sirius 3 FS, Baxi 400, Sirius 2 WH, Duo-tec 2, Heatmax, Sirius SAT, Baxi 200 and Sirius 3 WH units.  Seals are used in many different areas of the boiler to join parts to pipework. Among others sections, heat exchangers and gas valves require these parts to prevent gas and water leaks.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Baxi Boiler Parts/Baxi Boiler Parts.csv -> Baxi 248021 O ring,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/34/424034_wm.jpg,N,"Combi Instant 80 HE, Combi Instant 80E, 28 HE, 33 HE A, Combi 24 HE, Platinum + 32 System, Platinum 28 Combi ErP, System 60/100, 28 HE Megaflo System IE, Main System 24 HE, 24 HE, 33 HE, Performa System 12HE, Performa System 18E, Promax 24 HE Plus A Syst",Control Panel,"Combi, Duo-tec, Platinum, Platinum +, Platinum ErP, System, System IE, Main HE, Gold, Performa, Promax, Titanium, Ultra System, Ecogen, Megaflo, Megaflo 2, Megaflo ErP, Megaflo IE ErP, Gold ErP, Promax ErP, Duo-tec ErP, Neta-tec, Main Co",343586,"40HE,Combi 80 Eco,Duo-tec 33 Combi ErP,Combi Instant 105E,Baxi Combi 228,Combi 105E,18 HE A System,28 HE,Combi 80E,1,Baxi Combi 224,Duo-tec 28 LPG Combi ErP,15 HE System,33 HE A,Baxi Combi 424,Combi Instant 80 HE,33 HE,Combi 80 Maxflue,Combi Instant 80E",248021,Seal,N,,,,,,,,,,,,,,,
