,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Hazardous,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Model For Use With,Attachment 4,Attachment 5,For Use With
10,P605936,Daikin BRP069B45 Wi-Fi Adaptor For Ftk-K Series,Daikin,65.7,This Daikin Wi-Fi adapter allows for app control of the FTK-K.,Parts and Spares/Cooling Parts/Air Conditioning Parts/Daikin Air Conditioning Spare Parts/Daikin Air Conditioning Spare Parts.csv -> Daikin BRP069B45 Wi-Fi Adaptor For Ftk-K Series,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/37/NW-605936_605937_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Daikin_BRP069B45_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Daikin_BRP069B45_RoHS_Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Daikin_BRP069B45_Datasheet.pdf,,,,,,,,,,
11,P609902,Daikin 300735P Fan Motor 566V 750W,Daikin,515.97,"A Daikin DMSB18P80DK4 556V, 750W fan motor for use in air conditioning systems.",Parts and Spares/Cooling Parts/Air Conditioning Parts/Daikin Air Conditioning Spare Parts/Daikin Air Conditioning Spare Parts.csv -> Daikin 300735P Fan Motor 566V 750W,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/99/02/NW-609902_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Daikin_Brochure.pdf,,,,,,,,,,,,
12,P684920,Daikin BYCQ140D Round Flow Cassette Decorative Panel,Daikin,195.3,"A Daikin white round flow decoration panel for FCQG35F, FCQG50F, FCQG60F, FCQG71F, FCQG100F, FCQG125F and FCQG140F units.",Parts and Spares/Cooling Parts/Air Conditioning Parts/Daikin Air Conditioning Spare Parts/Daikin Air Conditioning Spare Parts.csv -> Daikin BYCQ140D Round Flow Cassette Decorative Panel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/20/NW-684920_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/14/Daikin_VRV_Catalogue_2014.pdf,,,,,,,,,,,,
13,P609915,Daikin 301399P Fan Motor 280V,Daikin,255.82,This Daikin 280V fan motor is a replacement part suitable for use in Daikin units.,Parts and Spares/Cooling Parts/Air Conditioning Parts/Daikin Air Conditioning Spare Parts/Daikin Air Conditioning Spare Parts.csv -> Daikin 301399P Fan Motor 280V,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/99/15/609915_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Daikin_Brochure.pdf,,,,,,,,,,,,
14,P604940,Daikin 5014170 Pcb Assembly (Ec0641G),Daikin,1371.13,This Daikin EC0641G PCB assembly is a replacement part for use in air conditioning units.,Parts and Spares/Cooling Parts/Air Conditioning Parts/Daikin Air Conditioning Spare Parts/Daikin Air Conditioning Spare Parts.csv -> Daikin 5014170 Pcb Assembly (Ec0641G),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/40/604940_wm.jpg,,,,N,5014170,PCB,N,,,PCB,,,
15,P605934,Daikin BRP069B42 Wi-Fi Adaptor For Splits,Daikin,81.0,"The Daikin Wi-Fi adapter for FTXZ-N and FVXM-F allows for app-based remote control of your air conditioning from any location, improving comfort.",Parts and Spares/Cooling Parts/Air Conditioning Parts/Daikin Air Conditioning Spare Parts/Daikin Air Conditioning Spare Parts.csv -> Daikin BRP069B42 Wi-Fi Adaptor For Splits,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/34/NW-605934_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/on/_2/Daikin_BRP069B42_Installation_2.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/on/_1/Daikin_BRP069B42_Installation_1.pdf,,,,,,,,,,,
16,P688208,Daikin BYFQ60CW Vrv Fully Flat Decoration Panel White,Daikin,273.6,A Daikin white fully flat decoration panel for FXZA-A and FXZQ-A.,Parts and Spares/Cooling Parts/Air Conditioning Parts/Daikin Air Conditioning Spare Parts/Daikin Air Conditioning Spare Parts.csv -> Daikin BYFQ60CW Vrv Fully Flat Decoration Panel White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/82/08/NW-688208_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Daikin_Decoration_Panel_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Daikin_VRV_Interactive_Catalogue.pdf,,,,,,,,,,,
17,P604949,Daikin 5013740 Pcb Assembly (Ec070331F),Daikin,764.51,This Daikin EC07033-1F PCB assembly is a replacement part for use in air conditioning units.,Parts and Spares/Cooling Parts/Air Conditioning Parts/Daikin Air Conditioning Spare Parts/Daikin Air Conditioning Spare Parts.csv -> Daikin 5013740 Pcb Assembly (Ec070331F),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/49/604949_wm.jpg,,,,N,5013740,PCB,N,,,,,,
18,P691022,Daikin BS1Q10A Single Boxes For Vrv/Iv,Daikin,454.96,"This compact Daikin VRV IV branch selector is connectable to VRV IV, REYQ-T, RQCEQ-P3 and RWEYQ-T8 heat recovery units.",Parts and Spares/Cooling Parts/Air Conditioning Parts/Daikin Air Conditioning Spare Parts/Daikin Air Conditioning Spare Parts.csv -> Daikin BS1Q10A Single Boxes For Vrv/Iv,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/22/NW-691022_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Daikin_Brochure.pdf,,,,,,,,,,,,
19,P604938,Daikin 4014853 Dc Fan Motor (Kfd-280-40-8K) 40W,Daikin,156.0,This Daikin KFD-280-40-8K DC 40W fan motor is a replacement part for use in air conditioning units.,Parts and Spares/Cooling Parts/Air Conditioning Parts/Daikin Air Conditioning Spare Parts/Daikin Air Conditioning Spare Parts.csv -> Daikin 4014853 Dc Fan Motor (Kfd-280-40-8K) 40W,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/38/604938_wm.jpg,,,,N,4014853,fan motor,N,DC fan motor,40W power rating,air conditioning units,,,
20,P606919,Daikin BRC073 Hard-Wired Remote (For Split Systems),Daikin,107.1,"With a modern design, this Daikin wired remote control fits in well with contemporary home décor. This user-friendly remote is compatible with a variety of units.",Parts and Spares/Cooling Parts/Air Conditioning Parts/Daikin Air Conditioning Spare Parts/Daikin Air Conditioning Spare Parts.csv -> Daikin BRC073 Hard-Wired Remote (For Split Systems),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/69/19/NW-606919_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/on/_2/Daikin_BRC073_Installation_2.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/on/_1/Daikin_BRC073_Installation_1.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Daikin_BRC073_User_Guide.pdf,,,,,,,,,,
21,P604648,Daikin 1693900 Printed Circuit Boardreyq10M,Daikin,785.55,This Daikin EB0350R PCB is a suitable control board for the brand's REYQ10M.,Parts and Spares/Cooling Parts/Air Conditioning Parts/Daikin Air Conditioning Spare Parts/Daikin Air Conditioning Spare Parts.csv -> Daikin 1693900 Printed Circuit Boardreyq10M,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/46/48/NW-604648_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Daikin_Brochure.pdf,,,,,,,,,,,,
22,P604628,Daikin 110644J Air Filter 1016 X 202,Daikin,94.05,A Daikin 1016 x 202mm air filter for VAM1000FJ.,Parts and Spares/Cooling Parts/Air Conditioning Parts/Daikin Air Conditioning Spare Parts/Daikin Air Conditioning Spare Parts.csv -> Daikin 110644J Air Filter 1016 X 202,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/46/28/604628_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Daikin_Brochure.pdf,,,,,,,,,,,,
23,P604958,Daikin 301317P Dc Fan Motor (8Pugbtef12Mdk536908) 350W,Daikin,342.69,This Daikin UGBTEF-12MDK536-908 350W DC fan motor is a replacement part for use in air conditioning units.,Parts and Spares/Cooling Parts/Air Conditioning Parts/Daikin Air Conditioning Spare Parts/Daikin Air Conditioning Spare Parts.csv -> Daikin 301317P Dc Fan Motor (8Pugbtef12Mdk536908) 350W,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/58/604958_wm.jpg,,,,N,301317P,fan motor,N,DC fan motor,350W power rating,,,,
24,P606922,Daikin FXNQ32A R410A Low Level Indoor Vrv Chassis Unit 32 Class,Daikin,902.0,"Designed for concealed installation inside walls, the Daikin VRV indoor floor-standing air conditioning unit blends discreetly into its surrounding with only its suction and discharge grilles on show, ideal for those settings where space is limited.",Parts and Spares/Cooling Parts/Air Conditioning Parts/Daikin Air Conditioning Spare Parts/Daikin Air Conditioning Spare Parts.csv -> Daikin FXNQ32A R410A Low Level Indoor Vrv Chassis Unit 32 Class,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/69/24/NW-606920_606924_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Daikin_FXNQ-A_4PEN323720-1E_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Daikin_FXNQ_A_RoHS_Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Daikin_FXNQ-A_4PEN393318-1C_Install.pdf,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Daikin_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Daikin_FXNQ_Technical.pdf,
25,P611294,Daikin 5006319 Compressor 2.2KW,Daikin,2148.56,A Daikin JT1G-VDYR@B2 2.2kW compressor for use in air conditioning systems.,Parts and Spares/Cooling Parts/Air Conditioning Parts/Daikin Air Conditioning Spare Parts/Daikin Air Conditioning Spare Parts.csv -> Daikin 5006319 Compressor 2.2KW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/12/94/NW-611294_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Daikin_Brochure.pdf,,,,,,,,,,,,
26,P604942,Daikin 5014090 Propeller Fan (P47N11F),Daikin,79.82,This Daikin P47N11F propeller fan is a replacement part for use in air conditioning units.,Parts and Spares/Cooling Parts/Air Conditioning Parts/Daikin Air Conditioning Spare Parts/Daikin Air Conditioning Spare Parts.csv -> Daikin 5014090 Propeller Fan (P47N11F),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/42/NW-604942_wm.jpg,,,,N,5014090,Fan Propeller,N,,,,,,
27,P604954,Daikin 5015522 One Phase Ac Fan Motor (4P5B2231061) 55W,Daikin,436.39,"This Daikin 4P5B2231061 one phase, 55W AC fan motor is a replacement part for use in air conditioning units.",Parts and Spares/Cooling Parts/Air Conditioning Parts/Daikin Air Conditioning Spare Parts/Daikin Air Conditioning Spare Parts.csv -> Daikin 5015522 One Phase Ac Fan Motor (4P5B2231061) 55W,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/54/604954_wm.jpg,,,,N,5015522,fan motor,N,1PH AC fan motor,55W power rating,,,,
28,P604956,Daikin 2013437 Drain Pump (Pmd12D13Dm1),Daikin,201.01,A Daikin PMD-12D13DM-1 drain pump compatible with the VRV range.,Parts and Spares/Cooling Parts/Air Conditioning Parts/Daikin Air Conditioning Spare Parts/Daikin Air Conditioning Spare Parts.csv -> Daikin 2013437 Drain Pump (Pmd12D13Dm1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/56/604956_wm.jpg,,,,N,2013437,Drain Pump,N,Replacement drain pump only,For use with VRV units,VRV,,,
29,P604665,Daikin 142430J Compressor 4.5KW,Daikin,3557.13,"With a 4.5kW power rating, the Daikin JT170CKYE compressor is compatible with many Daikin AC units, including those in the REYQ and RXQ ranges.",Parts and Spares/Cooling Parts/Air Conditioning Parts/Daikin Air Conditioning Spare Parts/Daikin Air Conditioning Spare Parts.csv -> Daikin 142430J Compressor 4.5KW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/46/65/NW-604665_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Daikin_Brochure.pdf,,,,,,,,,,,,
30,P606923,Daikin FXNQ40A R410A Low Level Indoor Vrv Chassis Unit 40 Class,Daikin,933.68,"Designed for concealed installation inside walls, the Daikin VRV indoor floor-standing air conditioning unit blends discreetly into its surrounding with only its suction and discharge grilles on show, ideal for those settings where space is limited.",Parts and Spares/Cooling Parts/Air Conditioning Parts/Daikin Air Conditioning Spare Parts/Daikin Air Conditioning Spare Parts.csv -> Daikin FXNQ40A R410A Low Level Indoor Vrv Chassis Unit 40 Class,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/69/24/NW-606920_606924_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Daikin_FXNQ_A_RoHS_Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Daikin_FXNQ-A_4PEN323720-1E_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Daikin_FXNQ-A_4PEN393318-1C_Install.pdf,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Daikin_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Daikin_FXNQ_Technical.pdf,
31,P609895,Daikin 300581P Compressor Noise Filter,Daikin,512.32,A Daikin compound noise filter for RZQ250C7Y1B and VRV units.,Parts and Spares/Cooling Parts/Air Conditioning Parts/Daikin Air Conditioning Spare Parts/Daikin Air Conditioning Spare Parts.csv -> Daikin 300581P Compressor Noise Filter,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/98/95/NW-609895_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Daikin_Brochure.pdf,,,,,,,,,,,,
32,P611945,Daikin 5010287 Fan Motor,Daikin,205.37,A Daikin KFD-280-23-8C fan motor for use in air conditioning systems.,Parts and Spares/Cooling Parts/Air Conditioning Parts/Daikin Air Conditioning Spare Parts/Daikin Air Conditioning Spare Parts.csv -> Daikin 5010287 Fan Motor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/19/45/NW-611945_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Daikin_Brochure.pdf,,,,,,,,,,,,
33,P664593,Daikin UK.SAF5 Supply Air Flange,Daikin,87.3,"Designed to fit onto the open face of an air conditioning unit return, this Daikin air conditioning supply air plenum 2 x 150mm spigot outlet is suitable for the FDXS25+FDXS35 ducted unit.",Parts and Spares/Cooling Parts/Air Conditioning Parts/Daikin Air Conditioning Spare Parts/Daikin Air Conditioning Spare Parts.csv -> Daikin UK.SAF5 Supply Air Flange,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/45/93/NW-664593_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Daikin_FDXM-F9RZAG-A_Datasheet.pdf,,,,,,,,,,,,
34,P604619,Daikin 110643J Air Filter 757 X 202Mm,Daikin,79.01,A Daikin 757 x 202mm air filter for VAM650/800FJ.,Parts and Spares/Cooling Parts/Air Conditioning Parts/Daikin Air Conditioning Spare Parts/Daikin Air Conditioning Spare Parts.csv -> Daikin 110643J Air Filter 757 X 202Mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/46/19/604619_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Daikin_Brochure.pdf,,,,,,,,,,,,
35,P660593,Daikin BRCW901A08 Connection Cable 8Mtr,Daikin,27.0,This Daikin 4-wire sheathed vinyl connection cable is suitable for use with a variety of AC units.,Parts and Spares/Cooling Parts/Air Conditioning Parts/Daikin Air Conditioning Spare Parts/Daikin Air Conditioning Spare Parts.csv -> Daikin BRCW901A08 Connection Cable 8Mtr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/05/93/NW-660593_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/on/_1/Daikin_BRC073_Installation_1.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Daikin_Brochure.pdf,,,,,,,,,,,
36,P688398,Daikin DCM601A51 Intelligent Touch Manager,Daikin,2891.7,"This Daikin touch screen controller incorporates a number of smart energy management tools for FXCQ 20 to 40A, FXCQ 50 to 63A, FXCQ 80 to 125A, FXFA-A/FXFQ-B, FXHQ 32A/63A, FXHQ 71 to 100A, FXMQ 50 to 80, FXMQ 100 to 125, FXMQ 200 to 250 and FXZA-A/FXZQ-A units.",Parts and Spares/Cooling Parts/Air Conditioning Parts/Daikin Air Conditioning Spare Parts/Daikin Air Conditioning Spare Parts.csv -> Daikin DCM601A51 Intelligent Touch Manager,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/83/98/NW-688398_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Daikin_DCM601A51_Operation_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bo/ok/Daikin_DCM601A51_Databook.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Daikin_VRV_Catalogue_2021.pdf,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Daikin_DCM601A51_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/77/86/87786.pdf,
37,P611248,Daikin 1696707 Printed Circuit Board,Daikin,1373.15,"The Daikin PC0208-1 PCB is an inverter compressor board offering compatibility  with a range of Daikin models, including those in the REYQ and RXQ ranges.",Parts and Spares/Cooling Parts/Air Conditioning Parts/Daikin Air Conditioning Spare Parts/Daikin Air Conditioning Spare Parts.csv -> Daikin 1696707 Printed Circuit Board,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/12/48/NW-611248_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Daikin_Brochure.pdf,,,,,,,,,,,,
38,P616415,Daikin Madoka BRC1H52K Wired Remote Black,Daikin,120.6,"Easy to use, the highly intuitive Daikin Madoka wired remote control offers an enlarged display and simple touch buttons. This handy remote provides complete control over your indoor climate.",Parts and Spares/Cooling Parts/Air Conditioning Parts/Daikin Air Conditioning Spare Parts/Daikin Air Conditioning Spare Parts.csv -> Daikin Madoka BRC1H52K Wired Remote Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/64/15/NW-616415_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Daikin_BRC1H52_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/on/_2/Daikin_BRC1H52_Installation_2.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/on/_1/Daikin_BRC1H52_Installation_1.pdf,,,,,,,,,,
39,P634217,Daikin KRP928A2S Pcb Adaptor Split Inverter 2 Diii Condensing System,Daikin,181.8,"A Daikin brand part, this PCB split inverter interface adapter is designed for use with DIII-net.",Parts and Spares/Cooling Parts/Air Conditioning Parts/Daikin Air Conditioning Spare Parts/Daikin Air Conditioning Spare Parts.csv -> Daikin KRP928A2S Pcb Adaptor Split Inverter 2 Diii Condensing System,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/17/634217_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Daikin_Brochure.pdf,,,,,,,,,,,,
40,P604908,Daikin 5014675 Pcb Inverter Assembly,Daikin,910.45,"This Daikin PC1135-1(B) PCB is a suitable inverter board for a wide range of Daikin units, including RXHQ and RXYQ models.",Parts and Spares/Cooling Parts/Air Conditioning Parts/Daikin Air Conditioning Spare Parts/Daikin Air Conditioning Spare Parts.csv -> Daikin 5014675 Pcb Inverter Assembly,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/08/NW-604908_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Daikin_Brochure.pdf,,,,,,,,,,,,
