,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Colour,Shower Tray Shape,Warranty,Hazardous,Depth (mm),Anti Slip Surface,Material,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Position,Range,Style,Waste Kit Included
10,PD66789,Mira Flight SPR waste assembly,Mira,16.78,"This Mira Flight replacement shower tray waste trap is compatible with all Mira Flight standard, Low and Safe trays, excluding Flight Level.",Showering/Shower Trays and Bases/Shower Tray Accessories/Shower Tray Accessories.csv -> Mira Flight SPR waste assembly,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/67/89/NW-D66789_wm.jpg,,,,,White,N/A,1 year,N,N/A,N/A,Acrylic,1.1783.230.2,Waste Trap,N,Compatible with Mira Flight trays,Should be fitted by a tradesperson,,,,,N/A,Flight,Modern,Y
11,PD08501,Classic Marble ClassiSeal flexible self adhesive upstand 2mtr,Classic Marble,20.85,"A professional waterproofing system, the patented Classic Marble ClassiSeal 2M flexible self-adhesive waterproof upstand is suitable for shower installation but can also be used elsewhere in the home, including the kitchen. Accommodating 15mm of movement, this EPDM upstand is applied by hand to the sides of a shower tray or bath ahead of installation for reliable sealing with less effort. It can be used in new build installations as well as being suitable for renovation and refit jobs.",Showering/Shower Trays and Bases/Shower Tray Accessories/Shower Tray Accessories.csv -> Classic Marble ClassiSeal flexible self adhesive upstand 2mtr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/85/04/NW-D08501_D08504_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Classic_Marble_ClassiSeal_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,
12,PD56820,Mira Flight square riser conversion kit 760mm,Mira,52.29,"This Mira Flight 760mm square riser conversion kit includes corner and end pieces along with clip-on fixings to give a neat, seamless finish.",Showering/Shower Trays and Bases/Shower Tray Accessories/Shower Tray Accessories.csv -> Mira Flight square riser conversion kit 760mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/68/21/NW-D56815_D56821_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Mira_FlightLLShowerTray_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Mira_1192074_W2_B_Flight_Tray_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Mira_Shower_Trays_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Mira_UKConsumerShowers_Brochure_2018.pdf,,,,,,,,,,,,,,,,,,,,
13,PD56821,Mira Flight square riser conversion kit 900mm,Mira,58.2,"This Mira Flight 900mm square riser conversion kit includes corner and end pieces along with clip-on fixings to give a neat, seamless finish.",Showering/Shower Trays and Bases/Shower Tray Accessories/Shower Tray Accessories.csv -> Mira Flight square riser conversion kit 900mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/68/21/NW-D56815_D56821_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Mira_FlightLLShowerTray_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Mira_1192074_W2_B_Flight_Tray_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Mira_Shower_Trays_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Mira_UKConsumerShowers_Brochure_2018.pdf,,,,,,,,,,,,,,,,,,,,
14,PD07366,* NAB 1200X900 PANEL KIT 3,Just Trays,37.18,"This Just Trays 1200 x 900mm Panel Kit 3 riser kit maintains and protects a shower tray for long lasting durability, preventing floods, splashes, and unexpected damage. Constructed from ABS acrylic, this riser kit contains all required fittings.",Showering/Shower Trays and Bases/Shower Tray Accessories/Shower Tray Accessories.csv -> * NAB 1200X900 PANEL KIT 3,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/68/NW-D07364_D07368_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/JustTrays_D07366_KIT3_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,
15,PA00302,Nabis flexible upstands for shower trays 3.2mtr,Nabis,29.02,This Nabis 3.2M flexible shower tray upstand is made of a butyl adhesive bonded to an elastomeric thermoplastic.,Showering/Shower Trays and Bases/Shower Tray Accessories/Shower Tray Accessories.csv -> Nabis flexible upstands for shower trays 3.2mtr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/02/NW-A00302_wm.jpg,,,,,Green,,10 Years,N,,,A butyl adhesive bonded to an elastomeric thermoplastic,NAB_FLX_UPSTD_3.2M,Flexible Upstands,N,For use with shower trays,3.2M length,,,,,,,,
16,PD33532,Just Trays Fusion square / rectangle panel kit 3 1200mm,Just Trays,135.67,"Suitable for square or rectangular shower trays, this Just Trays Fusion panel kit is a riser kit includes one 1200mm and one 900mm panel, each of which can be cut to size. Fixings are also included for stress-free installation.",Showering/Shower Trays and Bases/Shower Tray Accessories/Shower Tray Accessories.csv -> Just Trays Fusion square / rectangle panel kit 3 1200mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/32/NW-D33532_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/JustTrays_Fusion_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/JustTrays_JT40Fusion_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/JustTrays_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/Fusion_Spec_Sheet_2017.pdf,,,,,,,,,,,,,,,,,,,,
17,PD52525,Mira Flight Low vortex waste 90mm,Mira,39.03,"The Mira Flight Low vortex waste is designed for use with the brand's own lightweight, tough Flight Low shower trays.",Showering/Shower Trays and Bases/Shower Tray Accessories/Shower Tray Accessories.csv -> Mira Flight Low vortex waste 90mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/25/NW-D52525_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Mira_FlightLowLevelST_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Mira_FlightLLShowerTray_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Mira_UKConsumerShowers_Brochure_2018.pdf,,,,,,,,,,,,,,,,,,,,,
18,PF49920,McAlpine shower trap with MRCDS grid 90mm,McAlpine,33.33,"A McAlpine 1 1/2"" shallow shower trap with chrome-plated plastic flange and stainless steel clamping ring.",Showering/Shower Trays and Bases/Shower Tray Accessories/Shower Tray Accessories.csv -> McAlpine shower trap with MRCDS grid 90mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/99/20/NW-F49920_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/McAlpine_Traps_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/McAlpine_Plumbing_Products_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/McAlpine_Traps_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/McAlpine_Plumbing_Products_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,
19,PD33531,Just Trays Fusion off set quadrant panel kit 2,Just Trays,135.67,This Just Trays Fusion 1200mm panel kit is a riser kit for the raised fitting of a JT40 Fusion quadrant tray onto legs.,Showering/Shower Trays and Bases/Shower Tray Accessories/Shower Tray Accessories.csv -> Just Trays Fusion off set quadrant panel kit 2,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/31/NW-D33530_D33531_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/JustTrays_Fusion_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/JustTrays_JT40Fusion_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/JustTrays_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/Fusion_Spec_Sheet_2017.pdf,,,,,,,,,,,,,,,,,,,,
20,PE03116,JT FLOW 50MM WASTE AND TRAP,Just Trays,22.96,A Just Trays Flow 50mm waste and trap for shower tray installation.,Showering/Shower Trays and Bases/Shower Tray Accessories/Shower Tray Accessories.csv -> JT FLOW 50MM WASTE AND TRAP,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/16/NW-E03116_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/JustTrays_Accessories_Spec_Sheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/JustTrays_Brochure_2018.pdf,,,,,,,,,,,,,,,,,,,,,,
21,PD02733,Ideal Standard Idealite riser kit 1200mm White,Ideal Standard,93.53,"A universal choice, this Ideal Standard Idealite 1200 x 200mm shower tray riser kit is suitable for the installation or repair of square and rectangular Idealite shower trays.",Showering/Shower Trays and Bases/Shower Tray Accessories/Shower Tray Accessories.csv -> Ideal Standard Idealite riser kit 1200mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/27/33/NW-D02733_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/IStandard_Bathroom_Collection_Brcr.pdf,,,,,,,,,,,,,,,,,,,,,,,
22,PD07592,Twyford shower trays up to 1200mm leg and panel kit,Twyford,66.18,"Suitable for shower trays of up to 1200mm, this Twyford tray standard leg set and panel kit converts a Twyford tray to a raised installation.  It uses circular base plates and feet for quick levelling while ensuring reliable stress support across the entire tray.",Showering/Shower Trays and Bases/Shower Tray Accessories/Shower Tray Accessories.csv -> Twyford shower trays up to 1200mm leg and panel kit,,Standard leg set ;panel kit,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/D07592_Primary_Image_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Twyford_Trays_Accessories_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Twyford_Panel_Riser_Pack_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Twyford_Showering_Brochure_2019.pdf,,,,,,,,,,,,,,,,,,,,,
23,PD52548,Mira Flight Low quadrant riser converter kit 1000mm,Mira,71.53,"The Mira Flight Low 1000mm quadrant riser conversion kit is designed for use on uneven floor surfaces, creating a level finish. The kit includes corner and end pieces, along with clip-on fixings for a seamless, neat look.",Showering/Shower Trays and Bases/Shower Tray Accessories/Shower Tray Accessories.csv -> Mira Flight Low quadrant riser converter kit 1000mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/48/NW-D52548_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Mira_1192074_W2_B_Flight_Tray_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Mira_Shower_Trays_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Mira_UKConsumerShowers_Brochure_2018.pdf,,,,,,,,,,,,,,,,,,,,,
24,PD08502,Classic Marble ClassiSeal flexible self adhesive upstand 2.5mtr,Classic Marble,25.87,"A professional waterproofing system, the patented Classic Marble ClassiSeal 2.5M flexible self-adhesive waterproof upstand is suitable for shower installation but can also be used elsewhere in the home, including the kitchen. Accommodating 15mm of movement, this EPDM upstand is applied by hand to the sides of a shower tray or bath ahead of installation for reliable sealing with less effort. It can be used in new build installations as well as being suitable for renovation and refit jobs.",Showering/Shower Trays and Bases/Shower Tray Accessories/Shower Tray Accessories.csv -> Classic Marble ClassiSeal flexible self adhesive upstand 2.5mtr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/85/04/NW-D08501_D08504_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Classic_Marble_ClassiSeal_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,
25,PE28298,JT FLEXI FIX 3.2M,Just Trays,63.8,"Flexible and easy to use, Just Trays Flexi-Fix tiling upstand tape is self-adhesive, wraps around corners in a single piece and creates a watertight seal accommodating vertical movement of 15mm minimum.",Showering/Shower Trays and Bases/Shower Tray Accessories/Shower Tray Accessories.csv -> JT FLEXI FIX 3.2M,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/82/98/NW-E28298_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/JustTrays_Accessories_Spec_Sheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/JustTrays_Brochure_2018.pdf,,,,,,,,,,,,,,,,,,,,,,
26,PD85773,Coram shower tray waste 90mm Chrome Cover,Coram,42.34,This Coram 90mm shower tray waste offers horizontal fitting and gravity-type operation. Its chrome cover ensures compatibility with most bathroom design schemes.,Showering/Shower Trays and Bases/Shower Tray Accessories/Shower Tray Accessories.csv -> Coram shower tray waste 90mm Chrome Cover,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/57/73/D85773_wm.jpg,,,,,Black/Chrome,,,N,,,,STA90TRAP,,N,Plastic construction,Chrome cover finish,10 year warranty,,,,,,,
27,PD52579,Mira Flight Low pentangle riser kit,Mira,90.21,"The Mira Flight Low pentagonal riser conversion kit is designed for use on uneven floor surfaces, creating a level finish. The kit includes corner and end pieces, along with clip-on fixings for a seamless, neat look.",Showering/Shower Trays and Bases/Shower Tray Accessories/Shower Tray Accessories.csv -> Mira Flight Low pentangle riser kit,,Corner;End pieces;Simple clip-on fixings,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/80/NW-D52579_D52580_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Mira_Flight_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Mira_FlightLLShowerTray_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Mira_Shower_Trays_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Mira_UKConsumerShowers_Brochure_2018.pdf,,,,,,,,,,,,,,,,,,,,
