,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Hazardous,Spray Angle,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2
0,P733095,Danfoss OD-S 02.50 x 60 s nozzle,Danfoss,7.82,"Suitable for domestic and commercial use, this Danfoss OD-S oil nozzle is designed for use in high-pressure oil burners using light or heavy fuel. This brass nozzle offers a 60° spray angle.",Heating/Burner Parts/Nozzles/Nozzles.csv -> Danfoss OD-S 02.50 x 60 s nozzle,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/95/NW-733095_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_Burner_Component_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_OD_Technical.pdf,,,,,,,
1,P732956,Danfoss EH H04944T 00.75 x 80 eh nozzle kerosene,Danfoss,7.82,"Suitable for domestic high-pressure oil burners, this Danfoss EH oil nozzle is designed to operate with kerosene. Fitted with sintered bronze filters, this brass nozzle offers a spray angle of 80°.",Heating/Burner Parts/Nozzles/Nozzles.csv -> Danfoss EH H04944T 00.75 x 80 eh nozzle kerosene,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/56/NW-732956_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_Burner_Component_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_EH_ES_Technical.pdf,,,,,,,
2,P732980,Danfoss OD-S 01.00 x 60 s nozzle,Danfoss,7.82,"Suitable for domestic and commercial use, this Danfoss OD-S oil nozzle is designed for use in high-pressure oil burners using light or heavy fuel. This brass nozzle offers a 60° spray angle.",Heating/Burner Parts/Nozzles/Nozzles.csv -> Danfoss OD-S 01.00 x 60 s nozzle,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/80/NW-732980_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_Burner_Component_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_OD_Technical.pdf,,,,,,,
3,P732992,Danfoss OD-S 01.10 x 60 s nozzle,Danfoss,7.82,"Suitable for domestic and commercial use, this Danfoss OD-S oil nozzle is designed for use in high-pressure oil burners using light or heavy fuel. This brass nozzle offers a 60° spray angle.",Heating/Burner Parts/Nozzles/Nozzles.csv -> Danfoss OD-S 01.10 x 60 s nozzle,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/92/NW-732992_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_Burner_Component_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_OD_Technical.pdf,,,,,,,
4,P733074,Danfoss OD-S 02.00 x 60 s nozzle,Danfoss,7.82,"Suitable for domestic and commercial use, this Danfoss OD-S oil nozzle is designed for use in high-pressure oil burners using light or heavy fuel. This brass nozzle offers a 60° spray angle.",Heating/Burner Parts/Nozzles/Nozzles.csv -> Danfoss OD-S 02.00 x 60 s nozzle,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/74/NW-733074_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_Burner_Component_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_OD_Technical.pdf,,,,,,,
5,P732930,Danfoss EH H04942Z 00.60 x 80 eh nozzle kerosene,Danfoss,7.82,"Suitable for domestic high-pressure oil burners, this Danfoss EH oil nozzle is designed to operate with kerosene. Fitted with sintered bronze filters, this brass nozzle offers a spray angle of 80°.",Heating/Burner Parts/Nozzles/Nozzles.csv -> Danfoss EH H04942Z 00.60 x 80 eh nozzle kerosene,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/30/NW-732930_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_Burner_Component_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_EH_ES_Technical.pdf,,,,,,,
6,P733113,Danfoss OD-S 03.00 x 60 s nozzle,Danfoss,7.82,"Suitable for domestic and commercial use, this Danfoss OD-S oil nozzle is designed for use in high-pressure oil burners using light or heavy fuel. This brass nozzle offers a 60° spray angle.",Heating/Burner Parts/Nozzles/Nozzles.csv -> Danfoss OD-S 03.00 x 60 s nozzle,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/13/NW-733113_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_Burner_Component_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_OD_Technical.pdf,,,,,,,
7,P732969,Danfoss EH H04945U 00.85 x 80 eh nozzle kerosene,Danfoss,7.82,"Suitable for domestic high-pressure oil burners, this Danfoss EH oil nozzle is designed to operate with kerosene. Fitted with sintered bronze filters, this brass nozzle offers a spray angle of 80°.",Heating/Burner Parts/Nozzles/Nozzles.csv -> Danfoss EH H04945U 00.85 x 80 eh nozzle kerosene,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/69/NW-732969_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_Burner_Component_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_EH_ES_Technical.pdf,,,,,,,
8,P732918,Danfoss EH H04941Y 00.55 x 80 eh nozzle kerosene,Danfoss,7.82,"Suitable for domestic high-pressure oil burners, this Danfoss EH oil nozzle is designed to operate with kerosene. Fitted with sintered bronze filters, this brass nozzle offers a spray angle of 80°.",Heating/Burner Parts/Nozzles/Nozzles.csv -> Danfoss EH H04941Y 00.55 x 80 eh nozzle kerosene,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/18/NW-732918_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_Burner_Component_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_EH_ES_Technical.pdf,,,,,,,
9,P732898,Danfoss ES 00.45 x 60 es nozzle kerosene,Danfoss,7.82,"Suitable for domestic high-pressure oil burners, this Danfoss ES oil nozzle is designed to operate with kerosene. Fitted with sintered bronze filters, this brass nozzle offers a spray angle of 60°.",Heating/Burner Parts/Nozzles/Nozzles.csv -> Danfoss ES 00.45 x 60 es nozzle kerosene,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/28/98/NW-732898_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_Burner_Component_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_EH_ES_Technical.pdf,,,,,,,
10,P732926,Danfoss ES H04912K 00.60 x 60 es nozzle kerosene,Danfoss,7.82,"Suitable for domestic high-pressure oil burners, this Danfoss ES oil nozzle is designed to operate with kerosene. Fitted with sintered bronze filters, this brass nozzle offers a spray angle of 60°.",Heating/Burner Parts/Nozzles/Nozzles.csv -> Danfoss ES H04912K 00.60 x 60 es nozzle kerosene,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/26/NW-732926_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_Burner_Component_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_EH_ES_Technical.pdf,,,,,,,
11,P732893,Danfoss EH H04938V 00.40 x 80 eh nozzle kerosene,Danfoss,7.82,"Suitable for domestic high-pressure oil burners, this Danfoss EH oil nozzle is designed to operate with kerosene. Fitted with sintered bronze filters, this brass nozzle offers a spray angle of 80°.",Heating/Burner Parts/Nozzles/Nozzles.csv -> Danfoss EH H04938V 00.40 x 80 eh nozzle kerosene,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/28/93/NW-732893_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_Burner_Component_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_EH_ES_Technical.pdf,,,,,,,
12,P436142,Danfoss 030-0058 plastic box for oil nozzles,Danfoss,32.3,This Danfoss plastic box is for use with oil nozzles.,Heating/Burner Parts/Nozzles/Nozzles.csv -> Danfoss 030-0058 plastic box for oil nozzles,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/42/436142_wm.jpg,,,N,N/A,H04999T,Oil Nozzle Box,N,Contains 5x pieces,For oil nozzle use
13,P732957,Danfoss ES 00.75 x 80 es nozzle kerosene,Danfoss,7.82,"Suitable for domestic high-pressure oil burners, this Danfoss ES oil nozzle is designed to operate with kerosene. Fitted with sintered bronze filters, this brass nozzle offers a spray angle of 80°.",Heating/Burner Parts/Nozzles/Nozzles.csv -> Danfoss ES 00.75 x 80 es nozzle kerosene,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/57/NW-732957_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_Burner_Component_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_EH_ES_Technical.pdf,,,,,,,
14,P446582,Monarch Water PLP-Type nozzle 06.50 x 60mm,Monarch Water,7.93,"Designed for large capacities, this Monarch type PLP oil nozzle with 60° spray angle offers fine atomization and a solid spray pattern up to about 3.50 USGPH, becoming increasingly hollow in larger sizes.",Heating/Burner Parts/Nozzles/Nozzles.csv -> Monarch Water PLP-Type nozzle 06.50 x 60mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/82/NW-446582_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Monarch_Nozzles_Technical.pdf,,,,,,,,
15,P732943,Danfoss EH H04943S 00.65 x 80 eh nozzle kerosene,Danfoss,7.82,"Suitable for domestic high-pressure oil burners, this Danfoss EH oil nozzle is designed to operate with kerosene. Fitted with sintered bronze filters, this brass nozzle offers a spray angle of 80°.",Heating/Burner Parts/Nozzles/Nozzles.csv -> Danfoss EH H04943S 00.65 x 80 eh nozzle kerosene,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/43/NW-732943_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_Burner_Component_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_EH_ES_Technical.pdf,,,,,,,
16,P436258,Delavan type W oil nozzle 00.75 x 60,Delavan,10.11,"Ordinarily used in oil appliances, this Delavan W type all-purpose nozzle has a 60° spray angle and, though offering neither a truly hollow or solid spray pattern, at lower flow rates tends towards a hollow pattern. In use, oil is forced through a tube at high speed creating a cloud of microscopic droplets on contact with the nozzle orifice.",Heating/Burner Parts/Nozzles/Nozzles.csv -> Delavan type W oil nozzle 00.75 x 60,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/64/NW-436256_436264_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Delavan_Oil_Burner_Nozzles_Brochure.pdf,,,,,,,,
17,P733061,Danfoss OD-S 01.75 x 60 s nozzle,Danfoss,7.82,"Suitable for domestic and commercial use, this Danfoss OD-S oil nozzle is designed for use in high-pressure oil burners using light or heavy fuel. This brass nozzle offers a 60° spray angle.",Heating/Burner Parts/Nozzles/Nozzles.csv -> Danfoss OD-S 01.75 x 60 s nozzle,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/61/NW-733061_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_Burner_Component_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_OD_Technical.pdf,,,,,,,
18,P733055,Danfoss OD-S 01.65 x 80 s nozzle,Danfoss,7.82,"Suitable for domestic and commercial use, this Danfoss OD-S oil nozzle is designed for use in high-pressure oil burners using light or heavy fuel. This brass nozzle offers an 80° spray angle.",Heating/Burner Parts/Nozzles/Nozzles.csv -> Danfoss OD-S 01.65 x 80 s nozzle,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/55/NW-733055_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_Burner_Component_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_OD_Technical.pdf,,,,,,,
19,P732951,Danfoss EH 00.75 x 60 eh nozzle kerosene,Danfoss,7.82,"Suitable for domestic high-pressure oil burners, this Danfoss EH oil nozzle is designed to operate with kerosene. Fitted with sintered bronze filters, this brass nozzle offers a spray angle of 60°.",Heating/Burner Parts/Nozzles/Nozzles.csv -> Danfoss EH 00.75 x 60 eh nozzle kerosene,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/51/NW-732951_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_Burner_Component_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_EH_ES_Technical.pdf,,,,,,,
20,P733040,Danfoss OD-S 01.50 x 60 s nozzle,Danfoss,7.82,"Suitable for domestic and commercial use, this Danfoss OD-S oil nozzle is designed for use in high-pressure oil burners using light or heavy fuel. This brass nozzle offers a 60° spray angle.",Heating/Burner Parts/Nozzles/Nozzles.csv -> Danfoss OD-S 01.50 x 60 s nozzle,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/40/NW-733040_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_Burner_Component_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_OD_Technical.pdf,,,,,,,
21,P733118,Danfoss OD-S 03.50 x 60 s nozzle,Danfoss,7.82,"Suitable for domestic and commercial use, this Danfoss OD-S oil nozzle is designed for use in high-pressure oil burners using light or heavy fuel. This brass nozzle offers a 60° spray angle.",Heating/Burner Parts/Nozzles/Nozzles.csv -> Danfoss OD-S 03.50 x 60 s nozzle,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/18/NW-733118_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_Burner_Component_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_OD_Technical.pdf,,,,,,,
22,P732919,Danfoss ES H04921L 00.55 x 80 es nozzle kerosene,Danfoss,7.82,"Suitable for domestic high-pressure oil burners, this Danfoss ES oil nozzle is designed to operate with kerosene. Fitted with sintered bronze filters, this brass nozzle offers a spray angle of 80°.",Heating/Burner Parts/Nozzles/Nozzles.csv -> Danfoss ES H04921L 00.55 x 80 es nozzle kerosene,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/19/NW-732919_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_Burner_Component_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_EH_ES_Technical.pdf,,,,,,,
23,P732908,Danfoss EH H04940B 00.50 x 80 eh nozzle kerosene,Danfoss,7.82,"Suitable for domestic high-pressure oil burners, this Danfoss EH oil nozzle is designed to operate with kerosene. Fitted with sintered bronze filters, this brass nozzle offers a spray angle of 80°.",Heating/Burner Parts/Nozzles/Nozzles.csv -> Danfoss EH H04940B 00.50 x 80 eh nozzle kerosene,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/08/NW-732908_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_Burner_Component_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_EH_ES_Technical.pdf,,,,,,,
24,P733086,Danfoss OD-S 02.25 x 60 s nozzle,Danfoss,7.82,"Suitable for domestic and commercial use, this Danfoss OD-S oil nozzle is designed for use in high-pressure oil burners using light or heavy fuel. This brass nozzle offers a 60° spray angle.",Heating/Burner Parts/Nozzles/Nozzles.csv -> Danfoss OD-S 02.25 x 60 s nozzle,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/86/NW-733086_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_Burner_Component_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_OD_Technical.pdf,,,,,,,
25,P732933,Danfoss OD-S 00.60 x 80 s nozzle,Danfoss,7.82,"Suitable for domestic and commercial use, this Danfoss OD-S oil nozzle is designed for use in high-pressure oil burners using light or heavy fuel. This brass nozzle offers an 80° spray angle.",Heating/Burner Parts/Nozzles/Nozzles.csv -> Danfoss OD-S 00.60 x 80 s nozzle,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/33/NW-732933_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_Burner_Component_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_OD_Technical.pdf,,,,,,,
26,P732952,Danfoss ES H04914M 00.75 x 60 es nozzle kerosene,Danfoss,7.82,"Suitable for domestic high-pressure oil burners, this Danfoss ES oil nozzle is designed to operate with kerosene. Fitted with sintered bronze filters, this brass nozzle offers a spray angle of 60°.",Heating/Burner Parts/Nozzles/Nozzles.csv -> Danfoss ES H04914M 00.75 x 60 es nozzle kerosene,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/52/NW-732952_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_Burner_Component_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_EH_ES_Technical.pdf,,,,,,,
27,P733057,Danfoss OD-S 01.75 x 45 s nozzle,Danfoss,7.82,"Suitable for domestic and commercial use, this Danfoss OD-S oil nozzle is designed for use in high-pressure oil burners using light or heavy fuel. This brass nozzle offers a 45° spray angle.",Heating/Burner Parts/Nozzles/Nozzles.csv -> Danfoss OD-S 01.75 x 45 s nozzle,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/57/NW-733057_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_Burner_Component_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_OD_Technical.pdf,,,,,,,
28,P733005,Danfoss OD-S H04311Y 01.20 x 80 s nozzle,Danfoss,7.82,"Suitable for domestic and commercial use, this Danfoss OD-S oil nozzle is designed for use in high-pressure oil burners using light or heavy fuel. This brass nozzle offers an 80° spray angle.",Heating/Burner Parts/Nozzles/Nozzles.csv -> Danfoss OD-S H04311Y 01.20 x 80 s nozzle,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/05/NW-733005_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_Burner_Component_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_OD_Technical.pdf,,,,,,,
29,P732905,Danfoss ES H04910V 00.50 x 60 es nozzle kerosene,Danfoss,7.82,"Suitable for domestic high-pressure oil burners, this Danfoss ES oil nozzle is designed to operate with kerosene. Fitted with sintered bronze filters, this brass nozzle offers a spray angle of 60°.",Heating/Burner Parts/Nozzles/Nozzles.csv -> Danfoss ES H04910V 00.50 x 60 es nozzle kerosene,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/05/NW-732905_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_Burner_Component_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_EH_ES_Technical.pdf,,,,,,,
30,P732970,Danfoss ES 00.85 x 80 es nozzle kerosene,Danfoss,7.82,"Suitable for domestic high-pressure oil burners, this Danfoss ES oil nozzle is designed to operate with kerosene. Fitted with sintered bronze filters, this brass nozzle offers a spray angle of 80°.",Heating/Burner Parts/Nozzles/Nozzles.csv -> Danfoss ES 00.85 x 80 es nozzle kerosene,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/70/NW-732970_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_Burner_Component_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_EH_ES_Technical.pdf,,,,,,,
