,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Colour,Range,Thickness,Weight,Hazardous,Material,Size,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Dimensions (L x W x D),Power Supply,Feature 6,Feature 7,Feature 8
0,P127701,Center CB insulation tape 15mtr x 50mm x 3mm Black,Center CB,19.98,"Supplied in a 15M length, this Center CB 50mm black elastomeric pipe insulation tape is made of closed cell insulation material with inbuilt Microban antimicrobial protection. The tape's pressure-sensitive adhesive coating is based on modified acylate with a mesh structure and is covered with a polyethylene film. Designed to insulate and control condensation, reducing energy losses and protecting against frost on pipes, air ducts, vessels and their fittings, this tape is suitable for use on hot and cold water services, chilled water lines, heating systems, air conditioning ductwork and refrigerated pipework.","Pipe, Valves and Fittings/Pipe Support System Accessories/Pipe Support System Accessories.csv -> Center CB insulation tape 15mtr x 50mm x 3mm Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/77/01/NW-127701_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Center_CB_Nitrile_Tape_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,
1,P637147,Lawton Tube MUN male cast backplate M10 Brass,Lawton Tube,0.58,"Made of brass, this Lawton Tube MUN 10mm male back plate is a seamless, one piece fitting, making it strong and easy to work with. This fitting is compatible with the entire Lawton copper plumbing and heating range.","Pipe, Valves and Fittings/Pipe Support System Accessories/Pipe Support System Accessories.csv -> Lawton Tube MUN male cast backplate M10 Brass",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/47/637147_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Lawton_Tube_Plumbing_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,
2,P688148,Armaflex Armafinish 99 Armafinish insulation paint 2.5ltr Black,Armaflex,79.29,"Armaflex ArmaFinish 99 UV protective black paint is designed for use on AF/Armaflex Class O and NH/Armaflex insulation materials, providing hardwearing protection for outdoor installations. Reliably maintaining its elasticity, this paint is resistant to cracks, weathering and aging. This non-drip paint can also be employed for marking purposes indoors.","Pipe, Valves and Fittings/Pipe Support System Accessories/Pipe Support System Accessories.csv -> Armaflex Armafinish 99 Armafinish insulation paint 2.5ltr Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/48/NW-688148_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Armacell_ArmaflexApplication_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_h/&s/Armaflex_Armafinish99_H&S.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Armaflex_ArmaFinish99_Adhesive_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Armaflex_Armafinish99_635710_MSDS.pdf,,,,,,,,,,,,,,,,,,,,
3,P637145,Lawton Tube MUN female cast backplate M10 Brass,Lawton Tube,0.73,"Made of brass, this Lawton Tube MUN 10mm female back plate is a seamless, one piece fitting, making it strong and easy to work with. This fitting is compatible with the entire Lawton copper plumbing and heating range.","Pipe, Valves and Fittings/Pipe Support System Accessories/Pipe Support System Accessories.csv -> Lawton Tube MUN female cast backplate M10 Brass",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/46/NW-637145_637146_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Lawton_Tube_Plumbing_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,
4,P688139,Armaflex Adhesive 520 520 Adhesive standard adhesive 250mm,Armaflex,12.52,"This Armaflex 520 beige adhesive is specially formulated for installation of all Armaflex insulation materials, with the exception of HT/Armaflex. A contact adhesive based on polychloroprene, Armaflex 520 is free of aromatic solvent.","Pipe, Valves and Fittings/Pipe Support System Accessories/Pipe Support System Accessories.csv -> Armaflex Adhesive 520 520 Adhesive standard adhesive 250mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/39/NW-688139_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Armacell_ArmaflexApplication_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Armaflex_Adhesive520_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Armaflex_520_636618_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_h/&s/Armaflex_Adhesive520_SDS_H&S.pdf,,,,,,,,,,,,,,,,,,,,
5,PT83833,M Greenaway And Son SZ zinc plated studding 3mtr (m10),M Greenaway And Son,15.06,This M Greenaway And Son SZ M10 x 3M studding is made of steel with a BZP finish.,"Pipe, Valves and Fittings/Pipe Support System Accessories/Pipe Support System Accessories.csv -> M Greenaway And Son SZ zinc plated studding 3mtr (m10)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/35/NW-T83831_T83835_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/MGreenawaySons_Fixings_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/MGreenawaySons_T83833_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/iz/es/MGreenawaySons_Fixing_Range_Sizes.pdf,,,,,,,,,,,,,,,,,,,,,
6,P617137,"Javac expander head 1.5/8""",Javac,112.78,"This Javac 1 5/8"" expander head includes six blade heads for consistent precision. It is designed for edge expanders or swagers.","Pipe, Valves and Fittings/Pipe Support System Accessories/Pipe Support System Accessories.csv -> Javac expander head 1.5/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/37/NW-617136_617137_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Javac_Tube_Expander_Set_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Javac_Product_Guide_UK_2021.pdf,,,,,,,,,,,,,,,,,,,,,,
7,P192871,Armaflex tape 15m x 50mm,Armaflex,108.83,"Supplied in a 15M length, this Armaflex 3mm thick EPDM insulation tape is for use with HT/Armaflex.","Pipe, Valves and Fittings/Pipe Support System Accessories/Pipe Support System Accessories.csv -> Armaflex tape 15m x 50mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/28/71/NW-192871_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Armacell_Armaflex_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Armacell_ArmaflexApplication_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Armaflex_HT_Technical.pdf,,,,,,,,,,,,,,,,,,,,,
8,PM98961,M Greenaway And Son MG galvanised metric backing plate (m10),M Greenaway And Son,2.61,"Made of blackheart malleable iron, this M Greenaway And Son galvanised metric backplate has been designed to support BS EN 10255 steel pipework, formerly BS 1387, and is produced in accordance with the prior BS 1494 specification in relation to dimensions and material.","Pipe, Valves and Fittings/Pipe Support System Accessories/Pipe Support System Accessories.csv -> M Greenaway And Son MG galvanised metric backing plate (m10)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/62/NW-M98961_M98962_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/MGreenawaySons_Malleable_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/si/ze/MGreenawaySons_Malleable_Range_Size.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/MGreenawaySons_MG1004M_MS1004M_Tech.pdf,,,,,,,,,,,,,,,,,,,,,
9,P688144,Armaflex AF-TAPE-MC insulation tape 15mtr (12),Armaflex,46.3,"Supplied in a 15M length, this Armaflex 3mm thick elastomeric foam insulation tape is for use with AF/Armaflex class O.","Pipe, Valves and Fittings/Pipe Support System Accessories/Pipe Support System Accessories.csv -> Armaflex AF-TAPE-MC insulation tape 15mtr (12)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/44/NW-688144_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Armacell_ArmaflexApplication_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Armacell_Armaflex_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Armaflex_Class0_Technical.pdf,,,,,,,,,,,,,,,,,,,,,
10,PM92321,M Greenaway And Son SZ lightweight dual bossed backplate (M8/10),M Greenaway And Son,1.06,This M Greenaway And Son SZ M8/M10 female backplate is made of steel with a BZP finish.,"Pipe, Valves and Fittings/Pipe Support System Accessories/Pipe Support System Accessories.csv -> M Greenaway And Son SZ lightweight dual bossed backplate (M8/10)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/21/M92321_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/MGreenawaySons_Steel_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,
11,P693179,"Javac bending spring 1/2""",Javac,4.43,"Made of steel, this Javac bending spring with 1/2"" outer diameter allows for the hand bending of soft tubing into any shape with no risk of collapsing walls.","Pipe, Valves and Fittings/Pipe Support System Accessories/Pipe Support System Accessories.csv -> Javac bending spring 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/80/NW-693177_693180_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Javac_Tube-Benders_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Javac_Refrigeration-Auto_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,
12,PT83843,M Greenaway And Son SZ zinc plated studding 1mtr (m10),M Greenaway And Son,15.06,This M Greenaway And Son SZ M10 x 1M studding is made of steel with a BZP finish.,"Pipe, Valves and Fittings/Pipe Support System Accessories/Pipe Support System Accessories.csv -> M Greenaway And Son SZ zinc plated studding 1mtr (m10)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/46/NW-T83841_T83846_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/MGreenawaySons_Fixings_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/MGreenawaySons_T83843_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/iz/es/MGreenawaySons_Fixing_Range_Sizes.pdf,,,,,,,,,,,,,,,,,,,,,
13,P637148,Lawton Tube MUN male backplate M10 Chrome Plated,Lawton Tube,3.78,"Made of brass with a chrome finish, this Lawton Tube MUN 10mm male back plate is a seamless, one piece fitting, making it strong and easy to work with. This fitting is compatible with the entire Lawton copper plumbing and heating range.","Pipe, Valves and Fittings/Pipe Support System Accessories/Pipe Support System Accessories.csv -> Lawton Tube MUN male backplate M10 Chrome Plated",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/48/637148_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Lawton_Tube_Plumbing_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,
14,P511594,Talon Pipe Collar pipe collar 110mm White,Talon,3.65,"Designed for soil and vent pipes, this Talon 110mm white pipe collar conceals messy installation holes through floors and walls for a neater, professional finish. Made of high grade polypropylene, this collar is suitable for new or retrofit use.","Pipe, Valves and Fittings/Pipe Support System Accessories/Pipe Support System Accessories.csv -> Talon Pipe Collar pipe collar 110mm White",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/94/NW-511594_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Talon_Pipe_Collars_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,
15,P670039,Aspen Pumps Xtra grip lock (Size-4) 80 x 46mm (Pack of 10),Aspen Pumps,43.82,"Ideal for air conditioning line sets, this Aspen Pumps Xtra size 4 grip lock is made of zinc passivated mild steel and is designed to mount to any surface.","Pipe, Valves and Fittings/Pipe Support System Accessories/Pipe Support System Accessories.csv -> Aspen Pumps Xtra grip lock (Size-4) 80 x 46mm (Pack of 10)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/39/NW-670036_670039_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Aspen_Pumps_Grip_Lock_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Aspen_Pumps_APG_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,
16,P693177,"Javac bending spring 1/4""",Javac,2.6,"Made of steel, this Javac bending spring with 1/4"" outer diameter allows for the hand bending of soft tubing into any shape with no risk of collapsing walls.","Pipe, Valves and Fittings/Pipe Support System Accessories/Pipe Support System Accessories.csv -> Javac bending spring 1/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/80/NW-693177_693180_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Javac_Tube-Benders_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Javac_Refrigeration-Auto_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,
17,P691659,"Javac Edge tube straightening tool for copper 3/8""",Javac,86.99,"The clever, heavy duty Javac Edge 3/8"" tube straightener is designed to accurately straighten light wall tube from a coil.","Pipe, Valves and Fittings/Pipe Support System Accessories/Pipe Support System Accessories.csv -> Javac Edge tube straightening tool for copper 3/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/16/59/NW-691658_691659_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Javac_Tube-Straightener_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Javac_Product_Guide_2021.pdf,,,,,,,,,,,,,,,,,,,,,,
18,P691658,"Javac Edge tube straightening tool for copper 1/4""",Javac,86.99,"The clever, heavy duty Javac Edge 1/4"" tube straightener is designed to accurately straighten light wall tube from a coil.","Pipe, Valves and Fittings/Pipe Support System Accessories/Pipe Support System Accessories.csv -> Javac Edge tube straightening tool for copper 1/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/16/59/NW-691658_691659_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Javac_Tube-Straightener_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Javac_Product_Guide_2021.pdf,,,,,,,,,,,,,,,,,,,,,,
19,P617115,Javac tube cutter blade 19.8mm,Javac,17.22,This pair of Javac 19.8mm titanium-plated replacement blades are for use in JAV-1013 tube cutters. These blades adjust to a tube's shape ensuring a smooth cut.,"Pipe, Valves and Fittings/Pipe Support System Accessories/Pipe Support System Accessories.csv -> Javac tube cutter blade 19.8mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/17/NW-617113_617117_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Javac_Tube_Cutters_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Javac_Product_Guide_UK_2021.pdf,,,,,,,,,,,,,,,,,,,,,,
20,PM92176,M Greenaway And Son G68 2 hole flat plate cantilever arm 750mm,M Greenaway And Son,128.38,"Made of 6mm thick mild steel, this M Greenaway And Son 750mm cantilever arm with galvanised finish has been designed to support and fix together Channel (strut) lengths in metal framework. The majority of Channel accessories and bracketry are pre-drilled with 14mm fixing holes, allowing the use of bolts and threaded rod for fixings.","Pipe, Valves and Fittings/Pipe Support System Accessories/Pipe Support System Accessories.csv -> M Greenaway And Son G68 2 hole flat plate cantilever arm 750mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/76/NW-M92172_M92176_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/MGreenawaySons_G68750_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/MGreenawaySons_ChannelAccssrs_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/si/ze/MGreenawaySons_ChannelAccssrs_Size.pdf,,,,,,,,,,,,,,,,,,,,,
21,P688145,Armaflex 520 adhesive 0.5ltr,Armaflex,21.57,"This Armaflex 520 adhesive is specially formulated for installation of all Armaflex insulation materials, with the exception of HT/Armaflex. A contact adhesive based on polychloroprene, Armaflex 520 is free of aromatic solvent.","Pipe, Valves and Fittings/Pipe Support System Accessories/Pipe Support System Accessories.csv -> Armaflex 520 adhesive 0.5ltr",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/45/NW-688145_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Armacell_ArmaflexApplication_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Armaflex_Adhesive520_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Armaflex_520_636618_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_h/&s/Armaflex_Adhesive520_SDS_H&S.pdf,,,,,,,,,,,,,,,,,,,,
22,PM92320,M Greenaway And Son lightweight backplate (M10),M Greenaway And Son,1.77,"This M Greenaway And Son M10 steel pipe support back plate and associated products are designed and manufactured to support BS EN 10255 steel pipework, (formerly BS1387) while rubber lined and unlined pipe supports support BS EN 10255 steel pipework, formerly BS1387, BS EN 1057 copper tube, formerly BS2871 part 1: 1971, and a variety of plastic and stainless steel pipework. An EPDM rubber lining provides cushioning between the pipe and bracket alongside a limited amount of noise suppression.","Pipe, Valves and Fittings/Pipe Support System Accessories/Pipe Support System Accessories.csv -> M Greenaway And Son lightweight backplate (M10)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/20/NW-M92320_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/iz/es/MGreenawaySons_Steel_Range_Sizes.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/MGreenawaySons_G4410_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,
23,P693180,"Javac bending spring 5/8""",Javac,5.15,"Made of steel, this Javac bending spring with 5/8"" outer diameter allows for the hand bending of soft tubing into any shape with no risk of collapsing walls.","Pipe, Valves and Fittings/Pipe Support System Accessories/Pipe Support System Accessories.csv -> Javac bending spring 5/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/80/NW-693177_693180_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Javac_Tube-Benders_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Javac_Refrigeration-Auto_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,
24,P511596,BAG OF 100 15MM PIPE COLLAR - PRICE EACH,Talon,0.31,Talon offer a range of styles to ensure that customers are able to choose the most suitable option for the environment in which the pipe sits to conceal pipework in a way that remains aesthetically suitable.,"Pipe, Valves and Fittings/Pipe Support System Accessories/Pipe Support System Accessories.csv -> BAG OF 100 15MM PIPE COLLAR - PRICE EACH",,Pipe Collars,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/it/e)/Pipe Collar (White)_wm.jpg,,,,,White,Pipe Collars,11mm,0.40000,N,Polypropylene,54 x 11 (LxW),PC15/100,Pipe Collar,N,Avoids the need to make good around pipework,Can be fitted onto existing pipework,Manufactured from high grade polypropylene,Simple click together system,,,,,,
25,P693178,"Javac bending spring 3/8""",Javac,3.32,"Made of steel, this Javac bending spring with 3/8"" outer diameter allows for the hand bending of soft tubing into any shape with no risk of collapsing walls.","Pipe, Valves and Fittings/Pipe Support System Accessories/Pipe Support System Accessories.csv -> Javac bending spring 3/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/80/NW-693177_693180_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Javac_Tube-Benders_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Javac_Refrigeration-Auto_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,
26,PT83842,M Greenaway And Son SZ zinc plated studding 1mtr (m8),M Greenaway And Son,10.04,This M Greenaway And Son SZ M8 x 1M studding is made of steel with a BZP finish.,"Pipe, Valves and Fittings/Pipe Support System Accessories/Pipe Support System Accessories.csv -> M Greenaway And Son SZ zinc plated studding 1mtr (m8)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/46/NW-T83841_T83846_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/MGreenawaySons_Fixings_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/MGreenawaySons_T83842_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/iz/es/MGreenawaySons_Fixing_Range_Sizes.pdf,,,,,,,,,,,,,,,,,,,,,
