,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Colour,Range,Thickness,Weight,Hazardous,Material,Size,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Dimensions (L x W x D),Power Supply,Feature 6,Feature 7,Feature 8
27,PM98915,M Greenaway And Son MS metric backing plate 515mm (m10) Black,M Greenaway And Son,1.76,"Made of blackheart malleable iron, this M Greenaway And Son self-colour metric backplate has been designed to support BS EN 10255 steel pipework, formerly BS 1387, and is produced in accordance with the prior BS 1494 specification in relation to dimensions and material.","Pipe, Valves and Fittings/Pipe Support System Accessories/Pipe Support System Accessories.csv -> M Greenaway And Son MS metric backing plate 515mm (m10) Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/16/NW-M98915_M98916_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/MGreenawaySons_Malleable_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/si/ze/MGreenawaySons_Malleable_Range_Size.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/MGreenawaySons_MG1004M_MS1004M_Tech.pdf,,,,,,,,,,,,,,,,,,,,,
28,P672043,Armaflex insulation tape 3mm x 50mm x 15mtr,Armaflex,44.91,"Supplied in a 15M length, this Armaflex 3mm thick elastomeric foam insulation tape is for use with NH/Armaflex.","Pipe, Valves and Fittings/Pipe Support System Accessories/Pipe Support System Accessories.csv -> Armaflex insulation tape 3mm x 50mm x 15mtr",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/43/NW-672043_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Armacell_Armaflex_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Armacell_ArmaflexApplication_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Armaflex_NH_Technical.pdf,,,,,,,,,,,,,,,,,,,,,
29,PM92434,M Greenaway And Son SZ swivel ball hanger (m10),M Greenaway And Son,2.29,This M Greenaway And Son SZ M10 swivel hanger is made of steel with a BZP finish.,"Pipe, Valves and Fittings/Pipe Support System Accessories/Pipe Support System Accessories.csv -> M Greenaway And Son SZ swivel ball hanger (m10)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/34/NW-M92434_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/MGreenawaySons_SZ1044M_15_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/MGreenawaySons_Fixings_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/iz/es/MGreenawaySons_Fixing_Range_Sizes.pdf,,,,,,,,,,,,,,,,,,,,,
30,PT83832,M Greenaway And Son SZ zinc plated studding 3mtr (m8),M Greenaway And Son,10.04,This M Greenaway And Son SZ M8 x 3M studding is made of steel with a BZP finish.,"Pipe, Valves and Fittings/Pipe Support System Accessories/Pipe Support System Accessories.csv -> M Greenaway And Son SZ zinc plated studding 3mtr (m8)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/35/NW-T83831_T83835_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/MGreenawaySons_T83832_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/MGreenawaySons_Fixings_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/iz/es/MGreenawaySons_Fixing_Range_Sizes.pdf,,,,,,,,,,,,,,,,,,,,,
31,P511613,15MM CHROME PIPE COLLARS - 100,Talon,0.68,"Concealing untidy incisions, the Talon 15mm pipe collar in chrome effect provides a neat finish in walls or floors where pipework has been installed. Suitable for new or retrofit applications, this pipe collar reduces your workload, eliminating the need to make good at the end of a job.","Pipe, Valves and Fittings/Pipe Support System Accessories/Pipe Support System Accessories.csv -> 15MM CHROME PIPE COLLARS - 100",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/it/e)/Pipe Collar (White)_wm.jpg,,,,,Chrome Effect,,11mm,0.40000,N,Polypropylene,15 mm,PCC15/100,Pipe Collar,N,Polypropylene construction,Chrome effect finish,No need to make good around pipework,,,,,,,
32,PM92464,M Greenaway And Son SZ zinc plated studding connector (m10),M Greenaway And Son,0.71,This M Greenaway And Son SZ M10 hexagon studding connector is made of steel with a BZP finish.,"Pipe, Valves and Fittings/Pipe Support System Accessories/Pipe Support System Accessories.csv -> M Greenaway And Son SZ zinc plated studding connector (m10)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/64/NW-M92464_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/MGreenawaySons_SZ1013M_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/MGreenawaySons_Fixings_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/iz/es/MGreenawaySons_Fixing_Range_Sizes.pdf,,,,,,,,,,,,,,,,,,,,,
33,PP95439,Geberit Mepla heavy mounting plate 10mm,Geberit,2.59,"This Geberit Mepla angular two hole mounting plate is made of steel with a galvanised and blue passivated finish. It includes a socket and nipple and 1/2"" threaded connection.","Pipe, Valves and Fittings/Pipe Support System Accessories/Pipe Support System Accessories.csv -> Geberit Mepla heavy mounting plate 10mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/39/NW-P95439_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Geberit_Drainage_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,
34,P617129,"Javac expander head 3/8""",Javac,72.1,"This Javac 3/8"" expander head includes six blade heads for consistent precision. It is designed for edge expanders or swagers.","Pipe, Valves and Fittings/Pipe Support System Accessories/Pipe Support System Accessories.csv -> Javac expander head 3/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/29/NW-617129_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Javac_Tube_Expander_Set_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Javac_Product_Guide_UK_2021.pdf,,,,,,,,,,,,,,,,,,,,,,
35,PM96036,RAPID RAIL END CAP               6566000,Walraven,0.64,A Walraven Rapid 30 x 20mm rail end cap.,"Pipe, Valves and Fittings/Pipe Support System Accessories/Pipe Support System Accessories.csv -> RAPID RAIL END CAP               6566000",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/36/M96036_wm.jpg,,,,,Green,Rapid Rail,,,N,PE (polyethylene),30 x 20mm,6566000,Rail End Cap,N,Polyethylene construction,Green colour,For clean finishing of a rail end,Covers all burrs,"Easy, secure fixing",,,,,
36,PM92110,M Greenaway And Son GB galvanised 2 hole plate,M Greenaway And Son,6.25,"Made of 6mm thick mild steel, this M Greenaway And Son two hole plate bracket with galvanised finish has been designed to support and fix together Channel (strut) lengths in metal framework. The majority of Channel accessories and bracketry are pre-drilled with 14mm fixing holes, allowing the use of bolts and threaded rod for fixings.","Pipe, Valves and Fittings/Pipe Support System Accessories/Pipe Support System Accessories.csv -> M Greenaway And Son GB galvanised 2 hole plate",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/10/NW-M92110_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/MGreenawaySons_GB02_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/si/ze/MGreenawaySons_ChannelAccssrs_Size.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/MGreenawaySons_ChannelAccssrs_Guide.pdf,,,,,,,,,,,,,,,,,,,,,
37,PM92082,M Greenaway And Son MZ0814 wedge nuts (m8),M Greenaway And Son,2.85,This M Greenaway And Son M8 wedge nut is made of steel with a BZP finish.,"Pipe, Valves and Fittings/Pipe Support System Accessories/Pipe Support System Accessories.csv -> M Greenaway And Son MZ0814 wedge nuts (m8)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/84/M92082 M92084_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/MGreenawaySons_Fixings_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/MGreenawaySons_MZ0814_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/iz/es/MGreenawaySons_Fixing_Range_Sizes.pdf,,,,,,,,,,,,,,,,,,,,,
38,PM92113,M Greenaway And Son GB galvanised 4 hole plate,M Greenaway And Son,12.93,"Made of 6mm thick mild steel, this M Greenaway And Son four hole plate bracket with galvanised finish has been designed to support and fix together Channel (strut) lengths in metal framework. The majority of Channel accessories and bracketry are pre-drilled with 14mm fixing holes, allowing the use of bolts and threaded rod for fixings.","Pipe, Valves and Fittings/Pipe Support System Accessories/Pipe Support System Accessories.csv -> M Greenaway And Son GB galvanised 4 hole plate",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/13/NW-M92113_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/si/ze/MGreenawaySons_ChannelAccssrs_Size.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/MGreenawaySons_ChannelAccssrs_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/MGreenawaySons_GB04_Technical.pdf,,,,,,,,,,,,,,,,,,,,,
39,PT83845,M Greenaway And Son SZ zinc plated studding 1mtr (m16),M Greenaway And Son,59.79,This M Greenaway And Son SZ M16 x 1M studding is made of steel with a BZP finish.,"Pipe, Valves and Fittings/Pipe Support System Accessories/Pipe Support System Accessories.csv -> M Greenaway And Son SZ zinc plated studding 1mtr (m16)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/46/NW-T83841_T83846_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/MGreenawaySons_T83845_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/MGreenawaySons_Fixings_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/iz/es/MGreenawaySons_Fixing_Range_Sizes.pdf,,,,,,,,,,,,,,,,,,,,,
40,PM98962,M Greenaway And Son MG galvanised metric backing plate (m12),M Greenaway And Son,2.68,"Made of blackheart malleable iron, this M Greenaway And Son galvanised metric backplate has been designed to support BS EN 10255 steel pipework, formerly BS 1387, and is produced in accordance with the prior BS 1494 specification in relation to dimensions and material.","Pipe, Valves and Fittings/Pipe Support System Accessories/Pipe Support System Accessories.csv -> M Greenaway And Son MG galvanised metric backing plate (m12)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/62/NW-M98961_M98962_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/si/ze/MGreenawaySons_Malleable_Range_Size.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/MGreenawaySons_Malleable_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/MGreenawaySons_MG1204M_MS1204M_Tech.pdf,,,,,,,,,,,,,,,,,,,,,
41,PM98916,M Greenaway And Son MS metric backing plate 515mm (m12) Black,M Greenaway And Son,1.82,"Made of blackheart malleable iron, this M Greenaway And Son self-colour metric backplate has been designed to support BS EN 10255 steel pipework, formerly BS 1387, and is produced in accordance with the prior BS 1494 specification in relation to dimensions and material.","Pipe, Valves and Fittings/Pipe Support System Accessories/Pipe Support System Accessories.csv -> M Greenaway And Son MS metric backing plate 515mm (m12) Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/16/NW-M98915_M98916_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/MGreenawaySons_Malleable_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/si/ze/MGreenawaySons_Malleable_Range_Size.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/MGreenawaySons_MG1204M_MS1204M_Tech.pdf,,,,,,,,,,,,,,,,,,,,,
42,P691660,"Javac tube straightening tool for copper 1/2""",Javac,86.99,"This smart Javac 1/2"" tube straightener is a robust tool designed to accurately straighten coiled light wall tube. It minimises material wastage while creating accelerated flow from the resulting straightened pipe.","Pipe, Valves and Fittings/Pipe Support System Accessories/Pipe Support System Accessories.csv -> Javac tube straightening tool for copper 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/16/61/NW-691660_691661_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Javac_Tube_Straightener_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Javac_Product_Guide_UK_2021.pdf,,,,,,,,,,,,,,,,,,,,,,
43,P686615,Rothenberger Romax Compact 3.0 w 8 Maxi Pro Jaws 2 batteries,Rothenberger,2516.08,This Rothenberger Romax press tool set includes a set of seven jaws for use on copper pipes.,"Pipe, Valves and Fittings/Pipe Support System Accessories/Pipe Support System Accessories.csv -> Rothenberger Romax Compact 3.0 w 8 Maxi Pro Jaws 2 batteries",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/15/686615_wm.jpg,,,,,,Romax,,,N,,,1000003018,Press Tool Set,N,Set of 7 jaws,With 2x batteries,For copper tube,,,390x390x280,2 amp CAS battery,,,
44,P511612,15MM CHROME PIPE COLLARS - 10,Talon,0.64,Talon offer a range of styles to ensure that customers are able to choose the most suitable option for the environment in which the pipe sits to conceal pipework in a way that remains aesthetically suitable.,"Pipe, Valves and Fittings/Pipe Support System Accessories/Pipe Support System Accessories.csv -> 15MM CHROME PIPE COLLARS - 10",,Pipe Collars,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ro/me/Chrome_wm.jpg,,,,,Chrome Effect,Pipe Collars,11mm,,N,Polypropylene,54 x 11 (LxW),PCC15/10,Pipe Collar,N,Avoids the need to make good around pipework,Can be fitted onto existing pipework,Manufactured from high grade polypropylene,Simple click together system,,,,,,
45,PM92111,M Greenaway And Son GB galvanised 3 hole plate,M Greenaway And Son,11.17,"Made of 6mm thick mild steel, this M Greenaway And Son three hole plate bracket with galvanised finish has been designed to support and fix together Channel (strut) lengths in metal framework. The majority of Channel accessories and bracketry are pre-drilled with 14mm fixing holes, allowing the use of bolts and threaded rod for fixings.","Pipe, Valves and Fittings/Pipe Support System Accessories/Pipe Support System Accessories.csv -> M Greenaway And Son GB galvanised 3 hole plate",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/11/NW-M92111_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/MGreenawaySons_ChannelAccssrs_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/si/ze/MGreenawaySons_ChannelAccssrs_Size.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/MGreenawaySons_GB03_Technical.pdf,,,,,,,,,,,,,,,,,,,,,
46,PM92318,M Greenaway And Son lightweight backplate (M8),M Greenaway And Son,1.77,"This M Greenaway And Son M8 steel pipe support back plate and associated products are designed and manufactured to support BS EN 10255 steel pipework, (formerly BS1387) while rubber lined and unlined pipe supports support BS EN 10255 steel pipework, formerly BS1387, BS EN 1057 copper tube, formerly BS2871 part 1: 1971, and a variety of plastic and stainless steel pipework. An EPDM rubber lining provides cushioning between the pipe and bracket alongside a limited amount of noise suppression.","Pipe, Valves and Fittings/Pipe Support System Accessories/Pipe Support System Accessories.csv -> M Greenaway And Son lightweight backplate (M8)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/18/NW-M92318_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/iz/es/MGreenawaySons_Steel_Range_Sizes.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/MGreenawaySons_G4408_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,
47,P617136,"Javac expander head 1.3/8""",Javac,112.78,"This Javac 1 3/8"" expander head includes six blade heads for consistent precision. It is designed for edge expanders or swagers.","Pipe, Valves and Fittings/Pipe Support System Accessories/Pipe Support System Accessories.csv -> Javac expander head 1.3/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/37/NW-617136_617137_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Javac_Tube_Expander_Set_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Javac_Product_Guide_UK_2021.pdf,,,,,,,,,,,,,,,,,,,,,,
48,PM92466,M Greenaway And Son SZ zinc plated studding connector (m12),M Greenaway And Son,1.23,This M Greenaway And Son SZ M12 hexagon studding connector is made of steel with a BZP finish.,"Pipe, Valves and Fittings/Pipe Support System Accessories/Pipe Support System Accessories.csv -> M Greenaway And Son SZ zinc plated studding connector (m12)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/66/NW-M92466_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/MGreenawaySons_Fixings_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/MGreenawaySons_SZ1213M_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/iz/es/MGreenawaySons_Fixing_Range_Sizes.pdf,,,,,,,,,,,,,,,,,,,,,
49,PM92179,M Greenaway And Son GB pvc end cap 41mm Black,M Greenaway And Son,1.58,This M Greenaway And Son GB 41 x 41mm channel end cap is made of black PVC.,"Pipe, Valves and Fittings/Pipe Support System Accessories/Pipe Support System Accessories.csv -> M Greenaway And Son GB pvc end cap 41mm Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/79/NW-M92179_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/MGreenawaySons_ChannelAccssrs_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,
50,PT83844,M Greenaway And Son SZ zinc plated studding 1mtr (m12),M Greenaway And Son,22.55,This M Greenaway And Son SZ M12 x 1M studding is made of steel with a BZP finish.,"Pipe, Valves and Fittings/Pipe Support System Accessories/Pipe Support System Accessories.csv -> M Greenaway And Son SZ zinc plated studding 1mtr (m12)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/46/NW-T83841_T83846_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/MGreenawaySons_Fixings_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/iz/es/MGreenawaySons_Fixing_Range_Sizes.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/MGreenawaySons_T83844_Technical.pdf,,,,,,,,,,,,,,,,,,,,,
51,PM92185,M Greenaway And Son GB pvc end cap 21mm White,M Greenaway And Son,1.15,This M Greenaway And Son GB 21 x 41mm channel end cap is made of white PVC.,"Pipe, Valves and Fittings/Pipe Support System Accessories/Pipe Support System Accessories.csv -> M Greenaway And Son GB pvc end cap 21mm White",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/85/NW-M92185_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/MGreenawaySons_ChannelAccssrs_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,
