,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Hazardous,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Colour,Range,Material,Feature 7,Feature 8,Feature 9,Diameter,Thickness,Warranty,Connection Size,Length (M),Size,Attachment 4,Attachment 5,Dimensions (L x W x D),Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Depth (mm),Pack Quantity,Dimensions mm (H x W x D)
149,P670042,"Aspen Pumps Xtra quick positioning clip 1/2"" (Pack of 10)",Aspen Pumps,25.07,"Made of black nylon, these Aspen Pumps Xtra 1/2"" quick positioning clips can be fitted into standard unistrut channels with a simple twist. Ideal for smaller installations, these QPCs are suitable to be used both externally and internally, giving a neat, professional finish to any installation while the thickness of the pipe clip is manufactured to be equal to the wall thickness of an insulation in order to maintain the vapour barrier.","Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Aspen Pumps Xtra quick positioning clip 1/2"" (Pack of 10)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/45/NW-670042_670045_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Aspen_Pumps_QPC_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Aspen_Pumps_APG_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,P675873,Aspen Pumps Condenser Support Bracket wall mount support bracket 250kg,Aspen Pumps,106.48,"Constructed in tough galvanised steel, this Aspen Pumps 250kg condenser support bracket is designed for reliable wall mounting of a pump unit. Supplied with all fittings, this bracket includes an inbuilt spirit level to ensure straight and true installation.",Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Aspen Pumps Condenser Support Bracket wall mount support bracket 250kg,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/58/73/675873_wm.jpg,,,,N,B2093,Wall Support Bracket,N,Integrated spirit level provided (not B2093),Adjustable unit fixing feet positions (not B2093),With pre-assembled arms,Supplied with arm levelling fixing bolt,Wall fixing kit included,With unit fixing feet kit,White / Steel,Condenser Support Bracket,Polyester powder coated galvanised steel construction,Manufactured in galvanised steel,White polyester powder-coated finish (approx 100m thickness),M8 8.8 zinc passivated carbon steel high strength fixings included,,,,,,,,,,,,,,,,,
151,P693426,Danfoss SGP SGP16N sight glass male 36mm,Danfoss,49.1,"Made of brass, this Danfoss SGP16N sight glass with 5/8"" flare connections is for installation after the filter drier in the liquid line of a refrigerating system and in the compressor, using socket type. The sight glass allows users to observe property changes in liquid or vapour refrigerant and uses colour to indicate moisture level.",Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Danfoss SGP SGP16N sight glass male 36mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/34/26/NW-693423_693426_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_SG-SGP_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Danfoss_SG-SGP_Installation_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Danfoss_SG-SGP_Safety_Certificate.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,P670043,"Aspen Pumps Xtra quick positioning clip 1/4"" (Pack of 10)",Aspen Pumps,23.6,"Made of black nylon, these Aspen Pumps Xtra 1/4"" quick positioning clips can be fitted into standard unistrut channels with a simple twist. Ideal for smaller installations, these QPCs are suitable to be used both externally and internally, giving a neat, professional finish to any installation while the thickness of the pipe clip is manufactured to be equal to the wall thickness of an insulation in order to maintain the vapour barrier.","Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Aspen Pumps Xtra quick positioning clip 1/4"" (Pack of 10)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/45/NW-670042_670045_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Aspen_Pumps_QPC_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Aspen_Pumps_APG_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,P690844,"Javac low pressure male auto coupler 1/4 "" flared",Javac,66.95,"This Javac low pressure automotive coupler with 1/4"" flare male connection is compatible with R1234YF refrigerant.","Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Javac low pressure male auto coupler 1/4 "" flared",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/44/NW-690844_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Javac_Product_Guide_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,P695444,Pump House Klo-Shure insulation wall clamp 2-1/8 inner diameter 1,Pump House,21.66,"There's no need to double-wrap, glue and tape insulation onto strut-mounted clamps with the Pump House Klo-Shure  2 1/8"" diameter insulation wall clamp. A patented solution designed to reduce installation time and improve the appearance of your insulation, Klo-Shure secures closed-cell insulation at fixing points without the need for additional accessories.",Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Pump House Klo-Shure insulation wall clamp 2-1/8 inner diameter 1,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/12/695412_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Pumphouse_Klo-Shure_LineDrawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Kloshure_Series_7DataSheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Pumphouse_Klo-Shure_Instalation.pdf,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/KloShure_Brochure.pdf,,,,,,,,,,
155,P617118,"Javac Edge quick tube bender 3/8""",Javac,73.49,"With its unique dual hinge design, the Javac Edge 3/8"" OD quick tube bender allows for the reset of its handle position to provide additional leverage, making the second bend to 180° as simple as possible. This bender includes handles with an ergonomic design for comfortable and slip-free use.","Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Javac Edge quick tube bender 3/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/22/NW-617118_617122_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Javac_Tube-Benders_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Javac_Product_Guide_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,P668193,Pump House Type 2 type-2 load condensing unit bracket 600kg,Pump House,52.29,"This Pump House Type 2 small steel bracket offers a 60kg safe working load. This flat-packed, self assembly bracket gives a professional finish to any installation of wall-mounted outdoor condensing units and air source heat pumps, with a crossbar for precise upright spacing and wall spacers to help level the unit on uneven walls. All components have a scratch-resistant, textured powder-coating finish designed to match in with most brands of condensing units and domestic air source heat pumps.",Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Pump House Type 2 type-2 load condensing unit bracket 600kg,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/93/NW-668193_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Pump_House_Type_2_CBR2_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Pump_House_Type_2_Brackets_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Pump_House_Type_2_Brackets_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,P670048,"Aspen Pumps Xtra quick positioning clip 7/8"" (Pack of 10)",Aspen Pumps,27.26,"Made of black nylon, these Aspen Pumps Xtra 7/8"" quick positioning clips can be fitted into standard unistrut channels with a simple twist. Ideal for smaller installations, these QPCs are suitable to be used both externally and internally, giving a neat, professional finish to any installation while the thickness of the pipe clip is manufactured to be equal to the wall thickness of an insulation in order to maintain the vapour barrier.","Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Aspen Pumps Xtra quick positioning clip 7/8"" (Pack of 10)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/49/NW-670047_670049_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Aspen_Pumps_QPC_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Aspen_Pumps_APG_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,P670047,"Aspen Pumps Xtra quick positioning clip 5/8"" (Pack of 10)",Aspen Pumps,25.63,"Made of black nylon, these Aspen Pumps Xtra 5/8"" quick positioning clips can be fitted into standard unistrut channels with a simple twist. Ideal for smaller installations, these QPCs are suitable to be used both externally and internally, giving a neat, professional finish to any installation while the thickness of the pipe clip is manufactured to be equal to the wall thickness of an insulation in order to maintain the vapour barrier.","Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Aspen Pumps Xtra quick positioning clip 5/8"" (Pack of 10)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/49/NW-670047_670049_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Aspen_Pumps_QPC_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Aspen_Pumps_APG_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,P671578,"Aspen Pumps Xtra stud clip M8 x 1.5/8"" 41mm (Pack of 10)",Aspen Pumps,21.52,"Made of nylon, this Aspen Pumps Xtra 1 5/8"" stud clip, suitable for 8 or 10mm studding incorporates a unique ratchet design for fast, easy installation and adjustment.","Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Aspen Pumps Xtra stud clip M8 x 1.5/8"" 41mm (Pack of 10)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/78/NW-671578_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Aspen_Pumps_Stud_Clip_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Aspen_Pumps_APG_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,P697262,Inaba Denko Slimduct ID-SD-100-K slim trunk 100mm x 2mtr Black,Inaba Denko,34.42,"Supplied in a 2M length, this Inaba Denko Slimduct 100mm duct is  suitable for use with any split air condition system, concealing and protecting exposed line sets for a neat finish. Slimduct is made using a high grade PVC for UV and weather resistance, providing long term protection from the elements as well as vandalism and pest damage",Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Inaba Denko Slimduct ID-SD-100-K slim trunk 100mm x 2mtr Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/62/NW-697262_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Inaba_Denko_Datasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/al/og/Inaba_Denko_Catalog.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,P617126,Javac Edge flare size gauge,Javac,13.05,This Javac Edge flare size gauge measures all flares for 100% seal tightness against all flare fittings.,Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Javac Edge flare size gauge,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/26/NW-617126_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Javac_Eccentric-Flaring_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Javac_Product_Guide_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,P667690,Pump House Easy-Fit XL extra large condensing unit guard,Pump House,965.05,"Made of weather-resistant steel, this Pump House Easy-Fit 1800mm condensing mesh guard offers safe and reliable protection from vandalism and accidental damage. This guard is compatible with air conditioning and air source heat pumps from brands including  Daikin, Fujitsu, Hitachi, LG, Mitsubishi, Panasonic and Toshiba.",Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Pump House Easy-Fit XL extra large condensing unit guard,,Guard;Wall frame;Front panel;Top panel;2x side panels;4x support arms;Bag of fixings,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/76/90/NW-667690_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/Pump_House_Easy_Fit_Cdnsg_Guard_DWG.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Pump_House_Easy_Fit_Cdnsg_Guard_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,P686626,Aspen Pumps Smartlock elbow swage union 3/8,Aspen Pumps,136.36,"Doing away with the need for brazing or flaring, this Aspen Pumps Smartlock 3/8"" elbow swage union fits securely and quickly without complex tools or a hot works permit. Coming off the swage at a 90 angle, the ELSW fitting is ideal for tight corners meaning there's no need to buy both a swage union and an elbow union.",Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Aspen Pumps Smartlock elbow swage union 3/8,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/26/686626_wm.jpg,,,,N,ELSW3800,Elbow Swage Union,N,Connects swage valves to copper or aluminum tube,Allows for 90 angle straight from valve without brazing,Design pressure 1600 psig,Burst pressure 8500 psig,Temperature range of -40°C to 150°C,Suitable for copper and aluminium tubing,Red,Smartlock,Metal ferrule,Compatible with soft and hard copper tubes,No dissimilar metal corrosion issues,No brazing required,0.394 (internal); 0.886 (external),,,,,,,,,No need for a hot works permit,No flaring,No specialist tools required,Leak-free connection,No nitrogen purging or oxidation,,,
164,P685035,Aspen Pumps Xtra reducer 10-6mm (Pack of 5),Aspen Pumps,28.88,"A pack of five Aspen Pumps Xtra 3/8 x 1/4"" (10 x 6mm) straight reducers made of black rubber.",Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Aspen Pumps Xtra reducer 10-6mm (Pack of 5),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/35/NW-685035_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Aspen_Pumps_Tube-Connector_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Aspen_Pumps_APG_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,P305820,Siemens female coupling thread 15 mm (Pack of 3),Siemens,12.05,"This Siemens 15mm coupling is designed for globe and pressure independent control valves. It incorporates a 1"" BSPP x 1 1/2"" FBSPT type connection.",Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Siemens female coupling thread 15 mm (Pack of 3),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/58/20/NW-305819_305820_wm.jpg,,,,N,ALG153,Coupling,N,"With 3x cap nuts, insert nuts and flat seals",Malleable cast iron,Phosphate material,2 year warranty,,,,,,,,,,,,,,,,,,,,,,,,pack of 3,15 (Dia) mm
166,P685036,Aspen Pumps Xtra T-connector (for tube 6mm) (Pack of 5),Aspen Pumps,28.22,A pack of five Aspen Pumps Xtra 6mm equal T-connectors made of PVC,Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Aspen Pumps Xtra T-connector (for tube 6mm) (Pack of 5),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/36/NW-685036_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Aspen_Pumps_APG_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Aspen_Pumps_Tube-Connector_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,P688614,JET Range Flexi cork anti-vibration pad 1200 x 75 x 12mm,JET Range,103.19,"Made of cork, this JET Range Flexi anti-vibration mounting strip is a low cost solution for mounting air conditioning units, air source heat pumps and other equipment while providing vibration reduction and sound dampening. This part is available in recycled rubber and cork-rubber in a range of sizes.",Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> JET Range Flexi cork anti-vibration pad 1200 x 75 x 12mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/86/14/NW-688614_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Pumphouse_RAC_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Jet_Flexi_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ri/ps/3. Rubber and Cork Mounting Strips.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,P691047,Javac swivel access tee,Javac,305.47,A Javac single swivel access tee.,Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Javac swivel access tee,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/47/NW-691047_wm.jpg,,,,N,9884841,Access Tee,N,Type single,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,P697272,Inaba Denko ID-ST-100-K slim trunk T joint 100mm Black,Inaba Denko,76.09,This Inaba Denko Slimduct 100mm T-joint is constructed in robust PVC.,Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Inaba Denko ID-ST-100-K slim trunk T joint 100mm Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/72/697272_wm.jpg,,,,N,ID-ST-100-K,T Joint,N,PVC construction,Black colour,,,,,Black,,PVC,,,,,18cm,,,,,,,,,,,,,,,
170,P690853,Javac Refco straight coupler 1/4 x 5/16”,Javac,74.37,"This Javac Refco straight coupler includes 1/4"" female x 5/16"" male connections.",Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Javac Refco straight coupler 1/4 x 5/16”,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/53/NW-690853_wm.jpg,,,,N,4681262,Straight Coupler,N,Connection size: 1/4 inch female x 5/16 inch male,,,,,,,Refco,,,,,,,,,,,,,,,,,,,,,
171,P685048,Aspen Pumps Xtra pipe clip (Size-2) (Pack of 5),Aspen Pumps,52.18,"Made of powder-coated mild steel, these Aspen Pumps Xtra three pipe clips are uniquely designed to provide support for VRV/VRF systems pipework.",Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Aspen Pumps Xtra pipe clip (Size-2) (Pack of 5),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/50/NW-685047_685050_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Aspen_Pumps_Pipe_Clip_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Aspen_Pumps_APG_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,P617112,"Javac Edge tube cutter 3/8 - 2.5/8""",Javac,133.35,"Making a fast, clean cut every time in any tube shape, this Javac Edge tube cutter for stainless steel up to 3mm thick offers automatic cutting with spring pressure advancing the blade so there's no need to re-tighten the cutter as you go. Featuring a titanium blade, this cutter ensures a clean cut across the tube, reducing burr and saving on time.","Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Javac Edge tube cutter 3/8 - 2.5/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/12/NW-617112_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Javac_Product_Guide_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Javac_Tube-Cutter-Range_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,P667755,Javac Veto Pro Pac Classic technicians LC tool bag,Javac,290.41,"Designed for HVAC/R technicians' tools, this Javac Veto Pro Pac Tech LC tool bag is built to withstand harsh working conditions, with tough plastic handles and heavy duty fastenings and zips.",Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Javac Veto Pro Pac Classic technicians LC tool bag,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/77/55/NW-667755_wm.jpg,,,,N,AX3500,Tool Bag,N,Hinged ergonomic handles,Large tool pockets,53x pockets,Small punch and bit pockets,Small neoprene pockets,Waterproof base of 3mm polypropylene,,Veto Pro Pac,,Weatherproof body fabric,1800 PVC impregnated denier fabric,5 year zero downtime warranty,241,,,,0.342,241 mm (W) x 342 mm (D) x 330 mm (H),,,,,,,,,,,
174,P305827,Siemens Ancillary female thermostat coupling 25mm (Pack of 3),Siemens,15.6,"This Siemens 25mm coupling is designed for globe and pressure independent control valves. It incorporates a 1 1/2"" BSPP x 1"" FBSPT type connection.",Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Siemens Ancillary female thermostat coupling 25mm (Pack of 3),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/58/27/NW-305827_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Siemens_Heating Controls_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,P617121,"Javac Edge quick tube bender 3/4""",Javac,183.29,"With its unique dual hinge design, the Javac Edge 3/4"" OD quick tube bender allows for the reset of its handle position to provide additional leverage, making the second bend to 180° as simple as possible. This bender includes handles with an ergonomic design for comfortable and slip-free use.","Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Javac Edge quick tube bender 3/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/22/NW-617118_617122_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Javac_Tube-Benders_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Javac_Product_Guide_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
