,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Colour,Range,Warranty,Hazardous,Soft Close Seat,Hinge Fixing,Hole Centres,Hinge Material,Material,Shape,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Depth (mm),Cistern Size,Design Type,Fittings Included,Toilet Pack Contents,Feature 6,Feature 7,Feature 8,Diameter,Size,Dimensions mm (H x W x D),Material Type,Tap Holes,Body Material,Number of Tap Holes,Anti Slip,Grips/Handles,Feature 9,Attachment 7,Attachment 8,Attachment 9,Attachment 10,Attachment 11,Attachment 12,Flush Type,Overflow Type,Air Pipe Supplied,Inlet Position,Flush Mechanism,Capacity Litre,Grip Holes,Flow Rate,Min System Pressure Cold (Bar),Operating Temperature,Projection Depth,Style,Pressure (Low / Med / High),Tank,Mains,Cartridge,Spout Type,Fitting / Mounting Type,Handle Type,Feature 10,Finish,Feature 11,Waste Supplied,Pre-Drilled Waste Hole,Pre-Drilled Overflow,Voltage (V),Watts,Weight,Easy Maintenance,Inlets,Clog Resistance,Noise Level,Application,Bend (in degrees),Projection,Thickness,Anti Slip Surface,Grips or Handles,Feature 12,Feature 13,Feature 14,Feature 15,Door Opening Orientation,Bowl Type,Tap Orientation,Drainer Type,Bowl Shape,Main Bowl Size,Second Bowl Size,Pack Quantity,Feature 16,Main Bowl Size (mm),Minimum Base Unit Size (mm),Waste Kit Included,Position,Demisting,Seat Projection,Sector,Height (mm),Pressure,Dimensions (L x W x D),Mounting Type
19,PA05408,Nabis Circo basin mixer tap without waste,Nabis,34.75,"An ideal choice for the modern bathroom, this Nabis Circo monobloc basin mixer is made of a tough brass with a zinc handle and long lasting chrome finish. Fitted with a Neoperl aerator for softly aerated water delivery, this deck-mounted mixer is suitable for use in pressure systems.",Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Nabis Circo basin mixer tap without waste,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/08/A05408_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_A05408_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_Circo_Tap_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares List_May 2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,PD30973,Constance Flexi-Fix thermoset toilet seat White,Constance,35.75,"The Croydex Constance Flexi-Fix D-shaped toilet seat is made of durable white thermoset with an antibacterial treatment for cleaner use. Incorporating innovative grip pad technology and patented V plate hinges, the Constance allows for maximum adjustment to fit the fixing holes of any standard toilet pan and can be installed from above or below for a perfect slip-free fit.",Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Constance Flexi-Fix thermoset toilet seat White,,Toilet seat;All fittings,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/09/73/NW-D30973_wm.jpg,,,,,,,White,Flexi-Fix,1 year,N,Yes,Patented V plate hinges,110mm - 200,Zinc,Thermoset,D-Shape,WL601722H,Flexi-Fix,N,Adjustable hinges fit all standard toilets,Made from anti-bacterial treated thermoset plastic,Chrome plated hinges,Soft close hinges prevents the seat from slamming shut,All fittings included,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,PA05401,Nabis Alia basin lever mixer tap,Nabis,36.76,"Manufactured in hardwearing brass and finished in high shine chrome, the modern Nabis Alia mini basin mixer blends seamlessly with any bathroom décor. This smart deck-mounted mixer tap with fixed spout has proportions best suited to small cloakrooms and en-suite bathrooms.",Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Nabis Alia basin lever mixer tap,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/01/NW-A05401_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_A05401_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares List_May 2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_Alia_Tap_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,PA05404,Nabis Alia hot and cold basin taps,Nabis,27.5,"Beautifully modern, this pair of Nabis Alia deck-mounted basin taps is built from tough brass and finished in glossy chrome.",Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Nabis Alia hot and cold basin taps,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/04/NW-A05404_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_A05404_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares List_May 2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_Alia_Tap_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,PA05414,Nabis Sweep basin mixer tap without waste,Nabis,44.26,"Built of tough brass with a zinc handle and glossy chrome finish, the Nabis Sweep basin mixer has a beautifully curved design. An ideal piece for a modern bathroom, this mixer tap can be used in both high and low pressure systems.",Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Nabis Sweep basin mixer tap without waste,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/14/A05414_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_A05414_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares List_May 2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_Sweep_Tap_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/14/ds/A05414DS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,PB61019,Center CB Centresuite basin with two tap holes 550mm White,Center CB,34.76,This Center CB two tap hole 550mm wall-mounted basin is made of tough vitreous china with a high gloss white finish.,Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Center CB Centresuite basin with two tap holes 550mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/19/NW-B61019_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/12/B61019 - Center 2012.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Center_B61019_Line Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/8_/18/Care_Instructions_22_08_18.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/er/ic/Installation_Ins_Basins_Generic.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,PB24016,Nabis Concealed cistern bottom entry concealed cistern and button,Nabis,39.49,"Containing an innovative air inlet valve, this Nabis concealed cistern can achieve an AG-type air gap. Suitable for in-wall or furniture installation, this compact cistern has a push button adjustable dual flush with delayed action inlet valve for water economy. Supplied as a complete kit for easy installation, the Nabis cistern includes a flushing valve, bottom entry inlet valve and chrome push button.",Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Nabis Concealed cistern bottom entry concealed cistern and button,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/17/NW-B24016_B24017_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_t/ds/B24016_Nabis_TDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_B24016_B24017_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,PD77414,Bristan Echo easyfit sink mixer tap Chrome,Bristan,101.99,"Modern styling with a slim and elegant design in chrome, the Echo Easy Fit Kitchen Sink Mixer is part of Bristan's stunning contemporary kitchen taps that offer stylish designs. This stylish tap is made from durable brass and finished in Chrome.",Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Bristan Echo easyfit sink mixer tap Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/14/NW-D77414_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Bristan_Echo_C_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D77414_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Bristan_TapsShowersAccers_Brchr_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/Bristan_Echo_Sinkmixer_Spares.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,PG62512,Nabis reversible inset sink 1.0 bowl with one tap hole 950 x 508mm Stainless Steel,Nabis,48.25,"A very practical choice for a busy family kitchen, this Nabis inset sink is made of high grade 18/10 stainless steel with seamless soldering and a rigid frame construction, ensuring that it will resist bending and deformation, even when under pressure. This smart sink with bright, glossy finish incorporates a 350mm bowl with reversible drainer and pre-drilled tap hole.",Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Nabis reversible inset sink 1.0 bowl with one tap hole 950 x 508mm Stainless Steel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/12/NW-G62512_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_SS_Inset_Sink_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Center_CitySinks_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,PB08702,Center CB toilet seat and cover White,Center,11.75,as per column O,Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Center CB toilet seat and cover White,,White toilet seat and cover with hinge fixings and instruction leaflet,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/87/02/NW-B08702_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/tr/ix/Toilet Seats & Pans Matrix.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,PT41933,Scudo Pronto Complete Toilet in a box with soft close seat.,Scudo,65.11,"Ready to install, the Scudo Pronto toilet set has a modern oval design and is supplied complete with 6/3L dual flush and a soft-close seat for slam-free use.",Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Scudo Pronto Complete Toilet in a box with soft close seat.,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/19/33/T41933_wm.jpg,,,,,,,White,Pronto,Lifetime,N,Yes,,,,Ceramic,Oval,COMPLETE-TOILETSET,,N,Fittings included,Pan fixing kit sold separately,Soft-close seat action,Oval-shaped seat,6/3L dual flush action,650,6/3L,Contempory oval,No,Yes,Ceramic construction,White finish,Lifetime warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,PA05413,Nabis Circo bath filler tap,Nabis,52.0,"A smart and simple modern tap, the Nabis Circo bath filler is ideal for contemporary bathrooms. Made of reliably tough brass with a zinc handle and high shine chrome finish, this robust fixed spout bath tap is suitable for use in pressure systems.",Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Nabis Circo bath filler tap,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/13/NW-A05413_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_A05413_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/13/ds/A05413DS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_Circo_Tap_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares List_May 2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,PA05652,Nabis Lily soft close toilet seat quick release top fix hinge and lock,Nabis,20.0,"Strong and long lasting, the Nabis Lily round toilet seat and cover is made of shatter-resistant thermoplastic with quick-release, top fix stainless steel hinge with Lock+ to ensure a reliable, movement-free install. The Lily's soft close automatic closure system protects fingers and closes quietly at the lightest of touches.",Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Nabis Lily soft close toilet seat quick release top fix hinge and lock,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/83/42/598342_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/tr/ix/Toilet Seats & Pans Matrix.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,PA05417,Nabis Sweep bath filler tap,Nabis,69.5,"Made of tough brass with a zinc handle and chrome body, the Nabis Sweep bath filler has a modern, curvaceous design. Suitable for even the most contemporary bathroom, this tap can be installed in both high and low pressure systems.",Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Nabis Sweep bath filler tap,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/17/A05417_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares List_May 2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_Sweep_Tap_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_A05417_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,PA03230,Nabis Panel bath front panel 1700x510mm white,Nabis,22.49,Nabis front panel is easy to install and has a modern style that allows it to blend with any bathroom design.,Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Nabis Panel bath front panel 1700x510mm white,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/0_/33/A03230_33_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_MonroeDoubleEndBath_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Nabis_StdDoubleEndLShapeBath_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_BardotSingleEndBath_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_Jones_SingleEndBath_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,PC50070,"Nabis 1 1/2"" Bath pop-up-waste, overflow, cable operated",Nabis,14.25,This Nabis cable operated pop-up bath waste is made up of tough ductile iron.,"Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Nabis 1 1/2"" Bath pop-up-waste, overflow, cable operated",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/70/C50070_wm.jpg,,,,,,,Black / Silver,,,N,,,,,Ductile Iron,,WHP05WC,Bath Pop-Up Waste,N,Brass bodied waste and 1.1/2” BSP 70mm flange.,,,,,,,,,,,,,73 mm,1 1/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,PA05406,Nabis Alia monobloc basin mixer tap,Nabis,43.49,"Manufactured in robust brass, the Nabis Alia monobloc bath filler is finished in bright, shiny chrome. This smart fixed spout tap, suitable for installation in both low and high pressure systems, has a neat modern design to suit most contemporary bathrooms.",Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Nabis Alia monobloc basin mixer tap,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/06/A05406_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_A05406_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares List_May 2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_Alia_Tap_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,PC50021,"Nabis 1 1/4"" basin waste, slotted, brass bodied, metal plug, brass backnut",Nabis,6.99,"Nabis chrome plated 1 1/4 inch basin waste with 60mm flange complete with chrome plated plug and 10"" ball chain","Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Nabis 1 1/4"" basin waste, slotted, brass bodied, metal plug, brass backnut",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/21/C50021_wm.jpg,,,,,,,Chrome,,,N,,,,,Brass,,WBK62WC,Basin Waste,N,Slotted waste,1-1/4 inch basin waste,Chrome plated brass,Metal plug and metal backnut,2 year warranty,,,,,,,,,,1.1/4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,P257480,"Center female tap extension washer 1/2"" 2 pack",Center,1.65,"These Center 1/2"" female tap extension washers are supplied in a handy pack of two.","Bathrooms and Kitchens/Bathrooms and Kitchens.csv -> Center female tap extension washer 1/2"" 2 pack",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/80/257480_wm.jpg,,,,,,,Brass,,,N,,,,,Brass / Fibre,,PPSTAS374525,Tap extension,N,Pack of 2,Brass and fibre construction,Brass finish,Female connections,,265,,,,,,,,,,23 x 26.5 x 26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
