,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Colour,Range,Warranty,Hazardous,Soft Close Seat,Hinge Fixing,Hole Centres,Hinge Material,Material,Shape,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Depth (mm),Cistern Size,Design Type,Fittings Included,Toilet Pack Contents,Feature 6,Feature 7,Feature 8,Feature 9,Flush Type,Overflow Type,Air Pipe Supplied,Inlet Position,Flush Mechanism,Capacity Litre,Finish,Anti Slip,Pre-Drilled Waste Hole,Pre-Drilled Overflow,Grips/Handles,Attachment 4,Attachment 5,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Attachment 6,Pack Quantity,Feature 16,Seat Projection,Material Type,Sector,Position,Thickness,Anti Slip Surface,Grips or Handles,Weight,Style,Mounting Type,Application
225,PB97903,Twyford Entice toilet seat and cover with hinges 230mm White,Twyford,145.21,"Designed for back-to-wall toilet pans, the Twyford Entice D-shaped toilet seat and cover has smart round hinges for 230mm centres.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Twyford Entice toilet seat and cover with hinges 230mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/03/NW-B97903_wm.jpg,,,,White/Gloss/Matt,Entice,1 year,N,No,Top Fixing,230,Stainless Steel,Plastic,D-Shape,EN7870WH,Standard Close,N,White plastic,Standard top fixing hinge,To fit back-to-wall pan with 230mm centres,1 year warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405 to 420 mm,,,,,,,,,,
226,PB98792,Thomas Dudley Oyster dual flush pneumatic plate Chrome Plated,Thomas Dudley,52.78,"Designed for use with concealed cisterns, the Thomas Dudley Oyster dual flush plate is suitable for concealed installation in built-in furniture, tiles, partitioning and walls.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Thomas Dudley Oyster dual flush pneumatic plate Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/87/92/NW-B98792_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Thomas_Dudley_Product_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PB97704,Celmac Pneu Compact I compact side inlet internal overflow Black/Chrome Plated,Celmac,45.66,"Designed to save on water waste, the Celmac Pneu Compact I toilet cistern is supplied with a 4/5/6L adjustable flush. Fully assembled for ease of installation, this side inlet black cistern is supplied with a Kara flush push button and wall-mounting bracket for easy, quick and secure installation.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Celmac Pneu Compact I compact side inlet internal overflow Black/Chrome Plated,,Cistern;Wall mounting bracket;Push button,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/77/04/NW-B97704_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Celmac_PneuComp_TroubleShoot_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PB98794,Thomas Dudley Miniflo side inlet cistern comes with dual flush chrome plated button 6/4/2.6ltr,Thomas Dudley,107.75,"An installer-friendly choice, this Thomas Dudley Miniflo concealed cistern with side inlet and outlet is factory assembled with a true push-fit flush bend and one piece hanging bracket for fast fitting. Fitting neatly into 150mm ducts and suitable for installation behind tiles along with a removable or hinged vanity top and behind partitions, this concealable cistern is highly adaptable to suit any bathroom.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Thomas Dudley Miniflo side inlet cistern comes with dual flush chrome plated button 6/4/2.6ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/87/94/NW-B98794_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/Thomas_Dudley_Brochure_2017.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PD02387,Ideal Standard Sandringham 21 close coupled cistern bottom inlet siphon flush with cover fastner 6/4L White,Ideal Standard,202.34,"Close-coupled, the Ideal Standard Sandringham 21 bottom inlet toilet cistern is made of a tough vitreous china. Part of an extensive coordinated bathroom range, this lever-operated cistern provides a 6/4L single flush.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Ideal Standard Sandringham 21 close coupled cistern bottom inlet siphon flush with cover fastner 6/4L White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/87/NW-D02387_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_E896301_WC_Pan_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PD03466,Roca The Gap CPT round soft-closing seat and cover for compact toilet White,Roca,87.2,"Made of a bright white supralit, this Roca The Gap toilet seat and cover is designed for use on a space-saving compact loo. A modern round design, this toilet seat has top fixing stainless steel soft-close hinges that release quickly for effortless cleaning and complete hygiene.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Roca The Gap CPT round soft-closing seat and cover for compact toilet White,,Toilet seat;Cover,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/34/66/NW-D03466_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Roca_A801D22001_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Roca_The_Gap_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PD00762,Roca The Gap soft close toilet seat White,Roca,126.1,"Compact and functional, the soft close Roca The Gap square toilet seat and cover has a glossy white finish and is designed to fit perfectly with the rest of the ultra-modern The Gap bathroom range.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Roca The Gap soft close toilet seat White,,Toilet seat;Cover;Hinge,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/62/NW-D00762_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Roca_The_Gap_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D00762_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,PD04665,Ideal Standard Tempo soft close toilet seat and cover White,Ideal Standard,80.75,"Made of tough Duraplast, this Ideal Standard Tempo D-shaped toilet seat and cover has soft close hinges and a soft round shape with flat rim. The Tempo range ensures simple installation and water saving features.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Ideal Standard Tempo soft close toilet seat and cover White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/46/65/NW-D04665_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D04665_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/ts/IS_Tempo_Spare_Parts.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/14/IS_Essentials_Brcr_2014.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PD44948,Roca Debba Close coupled horizontal outlet pan white,Roca,144.09,"A simple, crowd-pleasing design, the square Roca Debba close coupled toilet pan with dual outlet is part of a range suited to any bathroom design.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Roca Debba Close coupled horizontal outlet pan white,,WC pan;Fixing kit,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/48/NW-D44948_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Roca_A342997000_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PD30991,Croydex Ontario Flexi-Fit moulded wood flexi-fix toilet seat,Croydex,59.1,This soft close Croydex Ontario Flexi-Fit round toilet seat is made of antibacterial moulded wood with a smart teak effect finish. Adjustable hinges ensure the Ontario fits all standard toilet pans.,Bathrooms and Kitchens/Toilets/Toilets.csv -> Croydex Ontario Flexi-Fit moulded wood flexi-fix toilet seat,,Toilet seat;All fittings,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/09/91/NW-D30991_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Croydex_Product_Catalogue_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PU94990,Geberit Duofix frame WC and sigma C/cistern 12cm,Geberit,366.4,"Supplied complete with fixtures and fittings, the Geberit 1120mm Sigma Duofix frame and concealed cistern is suitable for use in dry wall part-height or room-height pre-wall installations and with wall hung toilet pans with projections of up to 620mm. Manufactured using tried and tested materials, every blow-mould Sigma cistern is leak-tested, giving you peace of mind on fitting. Equipped for installations requiring electrical connections, the Sigma Duofix is compatible with touchless flush plates, shower toilets and air purification devices, any of which can be retrofitted with ease.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Geberit Duofix frame WC and sigma C/cistern 12cm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/U94990_Primary_Image_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/U94990_Tech_Sheet.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PD58904,Roca The Gap square soft close seat and cover UF White,Roca,62.57,"Made of robust urea-formaldehyde, commonly referred to as UF, this Roca The Gap square toilet seat and cover is the ideal finishing touch for a modern bathroom. Featuring soft-close operation, this smart white loo seat closes quietly and slowly without slamming down.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Roca The Gap square soft close seat and cover UF White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/05/D58902_D58905_wm.jpg,,,,White,The Gap,2 years,N,Yes,Soft-close hinge,160,Steel,Urea,Square,A801472006,,N,UF construction,White colour,Soft-close design,With cover,Square shape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PB90512,Thomas Dudley Mirage concealed side inlet side outlet cistern excluding lever,Thomas Dudley,64.42,"This Thomas Dudley Mirage concealed cistern with side inlet and outlet features a two part Turbo 88 duo flush siphon. With a high-impact polystyrene body, this cistern includes an internal and external overflow warning pipe for peace of mind.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Thomas Dudley Mirage concealed side inlet side outlet cistern excluding lever,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/05/12/B90512_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/TDudley_Mirage_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PD04658,Ideal Standard Tempo Close coupled dual flush cistern 6/4ltr white,Ideal Standard,98.1,"Offering a 6/4L push button operated dual flush, the Ideal Standard Tempo bottom inlet close-coupled cistern is made of a robust vitreous china with a smart white gloss finish.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Ideal Standard Tempo Close coupled dual flush cistern 6/4ltr white,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/46/58/NW-D04658_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_T327601_WC_Pan_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PB87500,Armitage Shanks Bakasan toilet seat and cover White,Armitage Shanks,176.65,This Armitage Shanks Bakasan round toilet seat and cover is made of white plastic with a stainless steel rod and robust metal top fixing hinges. This seat is suitable for freestanding WCs as well as back-to-wall toilets where standard pillars are inaccessible.,Bathrooms and Kitchens/Toilets/Toilets.csv -> Armitage Shanks Bakasan toilet seat and cover White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/00/NW-B87500_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Armitage_Shanks_Bakasan_S4060_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/B87500_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Armitage_Shanks_Bakasan_Seats_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PD58982,Roca Debba round rimless open back close coupled pan,Roca,151.67,"A simple, crowd-pleasing design, the round, rimless Roca Debba close coupled toilet pan with dual outlet is part of a range suited to any bathroom design.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Roca Debba round rimless open back close coupled pan,,WC pan;Fixing kit,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/82/NW-D58982_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Roca_A34299P000_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PD81431,Ideal Standard iLife closed couple back to wall W/C bowl horizontal outlet,Ideal Standard,157.75,"A sleek, modern design, the Ideal Standard i.Life S close-couple back-to-wall toilet bowl with horizontal outlet offers a space-saving design ideal for bathrooms with limited room to manoeuvre. Offering a touch of luxury, this WC includes a dual flush function, slow-close seat and RimLS+ technology for better efficiency in use.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Ideal Standard iLife closed couple back to wall W/C bowl horizontal outlet,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/31/D81431_wm.jpg,,,,White/Gloss,iLIFE,Lifetime,N,,,,,Ceramic,Oval,E251001,,N,Designed by Palomba Serafini Associati,With push-button dual flush cistern,"Slow-close, quick-release seat option",RimLS+ flush technology for water efficiency,Isolation valve access,,,Back to Wall,Yes,,Back-to-wall installation,Ceramic construction,Gloss white finish,Lifetime warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT02629,Ideal Standard Tesi close coupled cistern with dual flush valve 4/2.6ltr,Ideal Standard,117.76,"Button operated, this Ideal Standard Tesi close-coupled toilet cistern has a 4/2.6L dual flush, helping users to save on water. All fittings are included for ease of installation.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Ideal Standard Tesi close coupled cistern with dual flush valve 4/2.6ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/26/29/T02629_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_Tesi_CC_Toilet_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PD13267,Roca Colina comfort high cistern White,Roca,121.47,This Roca Colina comfort height toilet cistern with 4.5/3L push button flush is designed for installation with the Roca Colina 460mm close coupled moulded comfort height back-to-wall toilet pan.,Bathrooms and Kitchens/Toilets/Toilets.csv -> Roca Colina comfort high cistern White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/68/NW-D13266_D13268_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Roca_TheGap_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT41681,Scudo Deia Rimless comfort height closed back pan,Scudo,205.98,"Comfort height for ease of use by taller people or those with back or mobility issues, the Scudo Deia closed back toilet pan has a classic D-shape and a white finish to suit most bathrooms. This toilet pan is part of an extensive range of elegant sanitaryware items, helping to make bathroom redesigns simple.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Scudo Deia Rimless comfort height closed back pan,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/16/81/T41681_wm.jpg,,,,White,,Lifetime,N,,,,,Ceramic,D-Shape,DEIA006,,N,Comfort height,Rimless design,Ceramic construction,White finish,D-shaped,,,Rimless,No,,Lifetime warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PB89992,Wirquin Sonata toilet seat with hinge Stainless Steel/White,Wirquin,37.15,"This hardwearing Wirquin Sonata round toilet seat and cover is made of highly durable heavy weight thermoset with a plastic hinge. This hygienic, easy clean seat is designed for use in public areas including hospitals, care homes, public buildings, restaurants, hotels, mass transit facilities and other public areas where safety and cleanliness is of the highest importance.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Wirquin Sonata toilet seat with hinge Stainless Steel/White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/99/92/NW-B89992_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Celmac_Toilet_Seats_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/fl/et/Celmac_Toilet_Seats_Instrct_Leaflet.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PB01853,Saniflo SaniAccess pump,Saniflo,501.0,"Designed for grey waste water removal, the Saniflo SaniAccess macerator pump is an ideal choice for installation in kitchens and utility rooms. Suitable for brand new domestic installations, the SaniAccess has a conveniently removeable cover for easy, stress-free maintenance.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Saniflo SaniAccess pump,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/18/53/NW-B01853_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/B01853_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Saniflo_Pumps_Macerators_Brchr_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Saniflo_Saniaccess_Pump_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT26371,Essentials Ivy close coupled back to wall rimless pan+cistern+seat pack with soft close seat,Essentials,307.3,"A complete toilet pack for ease of specification and fitting, the Essentials Ivy back-to-wall pack includes a rimless pan, WC cistern and soft-close toilet seat. Offering a height of 790mm and a 600mm projection, this toilet has a smart contemporary design suited to modern bathrooms.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Essentials Ivy close coupled back to wall rimless pan+cistern+seat pack with soft close seat,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/63/71/T26371_wm.jpg,,,,White,,25 Years,N,Yes,,,,Vitreous China,D Shaped Seat,EC7022,Toilet Pack,N,Includes back-to-wall pan and close-coupled cistern,With D-shaped seat,Soft-close seat action,Rimless pan for hygiene,Vitreous china pan construction,60,,Close Coupled,N/A,Yes,White finish,25 year warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PD58908,Roca The Gap square compact soft close seat and cover UF White,Roca,75.4,"Manufactured in robust urea, the Roca the Gap compact toilet seat and cover has a modern square shape and offers compatibility with a variety of WC pans from the same Roca range. This toilet seat has a soft-close mechanism for quiet, slam-free shutting.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Roca The Gap square compact soft close seat and cover UF White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/09/D58908_D58909_wm.jpg,,,,White,The Gap,2,N,Yes,Top,160,Steel,Urea,Square,A801732002,,N,Easy installation,Urea construction,White finish,Steel hinges,Square-shaped,,,,,,Soft-close action,2 year warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PD59266,Saniflo SaniFloor+3 shower tray pump,Saniflo,607.57,"Designed with en-suite bathrooms in mind, the Saniflo SaniFloor+3 macerator pump includes easy waste processing for a toilet, basin, bidet and shower. Conveniently fitted with an easy to remove cover for service and maintenance, this macerator includes a carbon filter to help deal with odours.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Saniflo SaniFloor+3 shower tray pump,,SaniFloor + macerator pump and waste;Non-return valve;Floor fixings provided,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/92/66/NW-D59266_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Saniflo_Sanifloor+_Product_Sheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Saniflo_Pumps_Macerators_Brchr_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Saniflo_Saniaccess_3_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PA67226,Ideal Standard Connect Air seat sandwitch nc and cvr White,Ideal Standard,106.83,"A slimline 'sandwich-style' loo seat, the Ideal Standard Concept Air round toilet seat and cover with bottom fixing hinges is for use with the Concept Air toilet. A modern choice, the Concept Air is built with thinner ceramic walls for a light, airy and modern appearance.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Ideal Standard Connect Air seat sandwitch nc and cvr White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/27/NW-A67226_A67227_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/IS_Connect_Air_Multiproduct_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/IS_Concept_Air_Brchr_2017.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/IS_Bathrooms_Brchr_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/IS_Concept_Air_Installation.pdf,,,,,,,,,,,,,,,,,,,,,
251,PB79700,"Masefield Epson bottom outlet cistern overflow 3/4""",Masefield,1.55,"This Masefield 3/4"" cistern overflow with bottom outlet is designed for cisterns with no integral overflow.","Bathrooms and Kitchens/Toilets/Toilets.csv -> Masefield Epson bottom outlet cistern overflow 3/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/97/00/NW-B79700_wm.jpg,,,,,Epson,,N,,,,,Polypropylene,,PTOCIS367308,Overflow Pipe,N,High quality polypropylene,Creates integral overflow in cisterns,"19mm (3/4"") vertical",,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Polypropylene,,,,,,,,,
252,PB11903,Ideal Standard Studio Echo bottom inlet cistern dual flush valve 4/2.6ltr White,Ideal Standard,111.29,The plastic Ideal Standard Studio Echo urinal cistern with push button 2.6/4L dual flush is suitable for fixing on the front or back wall of a duct.,Bathrooms and Kitchens/Toilets/Toilets.csv -> Ideal Standard Studio Echo bottom inlet cistern dual flush valve 4/2.6ltr White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/19/03/B11903_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/IS_E150701_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
