,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Colour,Flow Rate,Max System Pressure Cold (Bar),Min System Pressure Cold (Bar),Warranty,Hazardous,Depth (mm),Material,Number of Outlets,Number of Spray Patterns,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Range,Pressure,Water Heating Declared Load Profile,Water Heating Energy Efficiency Class,Sound Power Level (Indoors),Manual / Thermostatic,Shower Head Diameter,Engine Box Height (mm),Engine Box Width (mm),Engine Box Depth (mm),Hose Length,Water Entry,Water Heating Energy Efficiency,Cable Entry,Operating Temperature,Projection Depth,Style,Pressure (Low / Med / High),Tank,Mains,Cartridge,Spout Type,Fitting / Mounting Type,Handle Type,Number of Tap Holes,Attachment 6,Feature 13,Attachment 7,Attachment 8,Pack Quantity,Remote Options,Shower Head Position,Controls,Display Type,Water Entry Points,Voltage (V),Feature 14,Eco Setting
19,PC22711,Bristan Frenzy cool touch bar valve shower multi-mode kit,Bristan,69.0,"Suitable for all plumbing systems but performing best in a balanced system, the Bristan Frenzy thermostatic surface-mounted bar shower valve is supplied with an adjustable riser kit. Ensuring safe showering for the whole family, this valve incorporates a thermostatic cartridge which will maintain the temperature to ±1°C, reacting to changes in incoming temperature or pressure to ensure an always stable outlet temperature.",Showering/Showers/Showers.csv -> Bristan Frenzy cool touch bar valve shower multi-mode kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/27/11/NW-C22711_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/C22711_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Bristan_Frenzy_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/C22711_Spares.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,PD35259,Mira Relate EV bar valve mixer shower chrome,Mira,71.0,"Bringing together reliable performance and attractive, crowd-pleasing design, the Mira Relate EV mixer shower with 90mm head offers flexible, easy installation and hassle-free cleaning. Featuring Mira's Magni-flo technology for three times better flow than other showers and a range of safety features including thermostatic temperature control, the Relate is ideal for family bathrooms.",Showering/Showers/Showers.csv -> Mira Relate EV bar valve mixer shower chrome,,Mixer shower;Bar valve;Pair of handles;6L/min flow regulator;Plastic pipe guide;2x wall brackets;2x olives;2x compression nuts;2x fixing screws;2x wall plugs;2x concealed plates;Installation ;user guide;Guarantee card,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/59/NW-D35259_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Mira_Relate_EV_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Mira_Relate_EV_Drw_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/Mira_EV_ERD_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Mira_EV_ThermostaticBarValve_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,PD01197,Nabis thermostatic D01197 bar valve fast fixing kit and set,Nabis,70.75,"Suitable for use in any plumbing system, this Nabis thermostatic bar valve incorporates safe-touch technology, keeping the bar valve cool to the touch while the shower is in use. The included fast fixing kit makes installing, maintaining and replacing bar valve showers straightforward.",Showering/Showers/Showers.csv -> Nabis thermostatic D01197 bar valve fast fixing kit and set,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/97/NW-D01197_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/D01197_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D01197_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,PD60799,Mira Advance ATL Flex flexible low pressure electric shower 9.0kw,Mira,464.38,"Combining safety and intuitive usability, the 9kW Mira Advance ATL Flex electric thermostatic shower incorporates a range of accessibility features including tactile areas, audible navigation and large backlit buttons for peace of mind showering, as well as thermostatic temperature control and adjustable temperature limit with eight maximum temperature settings. Featuring an integral pump for performance at low pressure and on/off push button for easy select-and-forget use, the A-rated Advance ATL is easy to operate and just as easy to clean.",Showering/Showers/Showers.csv -> Mira Advance ATL Flex flexible low pressure electric shower 9.0kw,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/99/NW-D60799_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Mira_Advance_Flex_Shower_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ab/el/Mira_AdvanceFlex_Shower_Label.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Mira_AdvanceATL_Flex_Shower_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Mira_Advance_Fitting_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Mira_Advance_ATL_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,PC42673,Bristan 1901 exposed sequential valve and diverter kit Chrome,Bristan,725.88,"The Bristan 1901 thermostatic exposed dual control shower with rigid riser incudes adjustable inlets for easy retrofitting to existing pipework. The 1901 includes an anti-limescale, easy-clean handset.",Showering/Showers/Showers.csv -> Bristan 1901 exposed sequential valve and diverter kit Chrome,,Shower unit;Diverter;Shower rose;Rigid riser;Anti-limescale handset;Hose,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/26/73/NW-C42673_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Bristan_Expo_Top_Shower_Valve_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Bristan_1901_N2_CSHXDIV_C_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Bristan_1901_N2_CSHXDIV_C_Drawing.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,PD62354,Mira Minimal dual shower,Mira,280.1,"With its compact and modern design, the Mira Minimal mixer shower is ideal for the contemporary family bathroom where space is at a premium. Supplied with an easy-clean deluge showerhead as well as a rinsing handset, this shower is designed with both CoolShield and thermostatic technology for safe use without risk of burns or scalding during use. The smart, chrome finish Minimal is suitable for installation in any water system for convenient compatibility.",Showering/Showers/Showers.csv -> Mira Minimal dual shower,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/54/NW-D62354_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/D62354_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D62354_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,PD35266,Mira Jump Multi-Fit electric shower 9.5Kw,Mira,102.0,"With three spray showerheads, the 9.5kW Mira Jump Multi-Fit electric shower offers the ultimate in flexible showering comfort. Easy to install, with multiple cable and water entry points, this stylish chrome and white unit is the perfect upgrade to an existing electric shower, minimising the need to re-tile after fitting. The A-rated Jump provides an eco setting, rub-clean nozzles and inbuilt Mira Clearscale™ technology to reduce the build-up of limescale by up to 50% for better performance over a longer lifetime.",Showering/Showers/Showers.csv -> Mira Jump Multi-Fit electric shower 9.5Kw,,Electric shower;Showerhead;Shower fittings;Hose;Component pack;Guarantee brochure;Installation guide;Installation template;User guide,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/66/NW-D35265_D35266_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Mira_Jump_Multi-Fit_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Mira_Jump_Multi-Fit_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Mira_Beat-Nectar_Shower_Fits_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Mira_Jump_Elec_Shower_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Mira_Jump_Multi-fit_Spare_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,PD35258,Mira Coda ERD Pro exposed rigid shower with diverter bar,Mira,199.0,"Combining easy, intuitive installation with high performance operation, the Mira Coda Pro ERD shower mixer with dual showerheads is popular with installers and users alike, operating on all thermostat systems for universal use. Safety features ranging from thermostatic control to Cool Shield, designed to keep the valve at a safe temperature during use, alongside Magni-flo for triple the power, even at low pressures, and a bright, easy-clean chrome finish, make the Coda a practical choice for families.",Showering/Showers/Showers.csv -> Mira Coda ERD Pro exposed rigid shower with diverter bar,,Bar valve;2x 6L/min flow regulator;Pair of handles;Plastic pipe guide;2x wall brackets;2x olives;2x compression nuts;2x wall plugs;2x fixing screws;2x concealing plates;Installation ;user guide;Guarantee card,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/58/NW-D35258_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Mira_Coda_Pro_ERD_Drw_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Mira_Coda_Pro_ERD_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Mira_ERD_ThermostaticBarValve_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/Mira_EV_ERD_Spares.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,PD62147,Mira Advance Flex 1.1785.004 thermostatic electric shower 9.8kW,Mira,349.98,"Designed for usability, the 9.8kW Mira Advance Flex electric thermostatic shower, styled in sleek chrome and white, includes a wide range of safety and operation features to make showering easy for every family member, young or old. Boasting Mira's Opti-floPro™, this efficient A-rated electric shower delivers consistent comfort all year, regardless of water pressure while thermostatic temperature control and adjustable maximum temperature settings keep users safe and comfortable.",Showering/Showers/Showers.csv -> Mira Advance Flex 1.1785.004 thermostatic electric shower 9.8kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/48/NW-D62144_D62148_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Mira_AdvanceFlex_Elec_Shower_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Mira_Advance_J09A_DGKN_Spare_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Mira_AdvanceFlex_Elec_Shower_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Mira_Advance_Shower_Fittings_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Mira_Thermo_Elec_Shwr_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,PD96011,Mira Miniluxe shower with diverter,Mira,450.6,"The vertical valve Mira Miniluxe Flex Diverter ERD shower mixer is supplied with deluge showerhead and separate hand shower for the ideal combination of indulgence and practicality. Compact in size, this stylish shower offers a range of useful functions for improved flow and reliable safety.",Showering/Showers/Showers.csv -> Mira Miniluxe shower with diverter,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/11/NW-D96011_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Mira_Miniluxe_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Mira_Miniluxe_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Mira_Miniluxe_Drw_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Mira_ShowersEnclosuresTrays_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Mira_MiniMixers_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,PD53013,Aqualisa Midas 220 shower Matt Black,Aqualisa,384.6,"A modern design with quirky matte black finish, the Aqualisa Midas 220 shower incorporates an adjustable five spray pattern handset for an always satisfying shower experience. Manufactured in a premium brass, Midas 220 is thermostatically controlled to prevent accidental scalding and incorporates cool-touch technology, keeping the valve surface cool when in use for safer, more comfortable operation.",Showering/Showers/Showers.csv -> Aqualisa Midas 220 shower Matt Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/13/D53013_wm.jpg,,,,,,Black/Matt,Handset 12.32 l/min @ 3 bar Bath 27.30 l/min @ 3 bar,10,1,5,N,195,"Brass, metal & plastic",Single,5,MD220S.MB,Mixer Shower,N,Matte black finish,Easy-clean nozzles,Push-button handset holder,Temperature and flow control with temperature override button,With 102mm adjustable head,Offers 5x pray patterns,Easy-fit bracket included,Brass body and handles,5 year warranty,,,,Midas 220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,PD35250,Triton T80Z fast fit thermostatic electric shower 8.5kw,Triton,159.0,"Attractively designed for a modern, stylish look, the chrome and white 8.5kW Triton T80Z Fast-Fit thermostatic shower is an ideal replacement for outdated shower units, offering multiple cable and water entry points located to the left and right side of the unit for straightforward refitting. Simple start/stop controls, a rub clean showerhead with a range of spray patterns and a sleek adjustable riser rail kit make the A-rated T80Z as popular with homeowners as it is with installers.",Showering/Showers/Showers.csv -> Triton T80Z fast fit thermostatic electric shower 8.5kw,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/50/NW-D35250_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/Triton_T80Z_Fast-Fit_Thermo_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Triton_T80Z_Fast-Fit_Thermo_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Triton_Lewis_Riser_Rail_Assy_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/t_/v4/T80Z Fast-Fit DuElec Technical Sheet v4.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Triton_T80Z_Fast-Fit_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,PD53205,AQUALISA LUMI 9.5KW SHOWER - CHROME,Aqualisa,419.19,"Providing a luxurious look alongside aerospace-grade durability, the 9.5kW Aqualisa Lumi electric shower features a glamorous mirrored glass fascia, illuminated panel and mirrored chrome finishing. Sensory touch controls make using the Lumi easy while the Harmony electric head with its five spray pattern settings provides personalised comfort and coverage. Clever features, including an over-temperature protection system and limescale-reducing delayed shutdown, make this A-rated shower as practical as it is stylish.",Showering/Showers/Showers.csv -> AQUALISA LUMI 9.5KW SHOWER - CHROME,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/06/NW-D53204_D53206_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Aqualisa_Product_Guide_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Aqualisa_Lumi_Shower_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Aqualisa_Lumi_D53205_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
