,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Range,Warranty,Hazardous,Depth (mm),Overheat Protection,Pre-Wired,Boiler Section,Boiler Range,Material,Part Gas Council number,By Model Number,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Attachment 2,Fuel Type,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Colour,Connection Type,Operating Temperature,Weight,Water Heating Declared Load Profile,Sound Power Level (Indoors),Output,Re-heat times,Anti Legionella Function,Water Pressure,Thermostat Temperature,Useage Single / Multi Point,Controls,Eco Setting,ErP Rating,IP Rating,Max Pressure (Psi),Min Pressure (Psi),Mounting Type,Water Connection,Capacity Litre,Feature 5,Feature 6,Attachment 7,Connection Size,Diameter,Energy Efficiency Class,Feature 7,Feature 8,Feature 9,Material Type,Feature 10,Feature 11,Feature 12,Feature 13,Mugs (250ml) per Tank,Antimicrobial Protection,Body Material,Frequency,Min Bar Pressure,Pressure,Voltage (V),Direct / Indirect,Insulation Type,Application,Feature 14,Feature 15,Flow Rate,Watts,Projection,Tap Holes,Safety Lock,Water Options,Cartridge Type,Spout Type,Handle Type,Feature 16,Feature 17,Feature 18,Feature 19,Grade,Pack Quantity,Attachment 8
624,P193239,Kingspan Albion Fortic E7 twin immersion cylinder combi 1500 x 450mm,Kingspan,685.65,"Combining a cold water cistern and hot water storage tank, the 162L capacity Kingspan Albion Fortic combi hot water cylinder does away the need for a cold water storage tank and pipe work, saving space in your home and reducing installation time and maintenance costs. Lagged with a double layer of CFC-free urethane foam insulation, this robust, reliable copper cylinder reduces heat loss for higher levels of efficiency.",Water Heating and Storage/Water Heating and Storage.csv -> Kingspan Albion Fortic E7 twin immersion cylinder combi 1500 x 450mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/39/193238_193239_wm.jpg,,Albion Fortic,2 Year,N,,,,,,,,,KD1500450G3C7,Vented Cylinder,N,Double thickness of environmentally-friendly CFC-free urethane foam lagging,2x side entry immersion heater bosses,Copper construction,Blue finish,,,,,,,Blue,,,,,,,,,,,,,,,,,,,,162 l,Manufactured to British Standard 3198,Energy Efficiency Class 3,,,450mm,,2 year warranty against manufacturing defects,,,copper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,P150953,Baxi Assure indirect cylinder 145i,Baxi,1163.41,"Capable of heating, storing and delivering domestic hot water to multiple outlets, the floor-mounted Baxi Assure 145L indirect cylinder is the ideal choice for installation in multi-tenanted social or new build housing developments. Blending the experience and knowledge of Megaflo and Heatrae Sadia, this compact yet robust duplex stainless steel cylinder promises quick recovery times, even where water pressure is low.",Water Heating and Storage/Water Heating and Storage.csv -> Baxi Assure indirect cylinder 145i,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/1-/57/150951-57_wm.jpg,,Assure,"10years on inner cylinder, all other components 2years",N,,,,,,Duplex Stainless Steel,,,7737260,Unvented,N,Duplex stainless steel construction,Internal expansion for ease of installation,Unique L-shaped immersion element,"10 year warranty on inner cylinder, 2 years on components",,,,,,,,,,,,,,,,,,,,,,,,,N/A,,145 l,,,,N/A,579,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,P112506,UK Cylinders Elite Cyl direct unvented cylinder 170ltr,UK Cylinders,449.87,"Reliable and high performing, the UK Cylinders Elite Cyl 170L unvented direct cylinder delivers fast hot water to all outlets with fast reheating and minimal heat loss, even in high use homes. Manufactured to the highest quality in by UK specialists, this cylinder is made of robust Duplex stainless steel and incorporates quality components for long-lasting, trouble-free use.",Water Heating and Storage/Water Heating and Storage.csv -> UK Cylinders Elite Cyl direct unvented cylinder 170ltr,,Cylinder;Casing;Mechanical cylinder stat;Immersion heater;Nuts;Olives,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/09/NW-112503_112509_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/UK_Cylinders_Elite_Unvented_P_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,P187145,Polytank air gap chamber,Polytank,134.68,"Accommodating a 7"" float, the Polytank A30 air gap chamber is compatible with all Polytanks except 18 x 12 x 12 and 24 x 12 x 12 sizes. A30 is designed for a maximum flow rate of 62LPM, or a BS 1212 part 2 float-operated valve with no. 9 3/8"" bore seat.",Water Heating and Storage/Water Heating and Storage.csv -> Polytank air gap chamber,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/45/187145_wm.jpg,,,,N,,,,,,,,,XPA30,AB Air Gap,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,PD69089,Zip Aquapoint 5 AP4100S smart universal water heater 100ltr,Zip,760.29,"Connecting directly to the mains water supply, the feature-packed Zip Aquapoint IV 100L smart universal unvented water heater is capable of delivering reliable hot water to multiple conventional taps. Designed to maximise efficiency, this large 2kW water heater incorporates a robust powder-coated steel casing and polyurethane foam insulation for less heat loss while an anti-Legionella function ensures an always healthy water delivery.",Water Heating and Storage/Water Heating and Storage.csv -> Zip Aquapoint 5 AP4100S smart universal water heater 100ltr,,"Water heater, installation kit",https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/89/D69086_D69089_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Zip_Aquapoint_IV_Installation.pdf,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D69089_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,PK72849,Keraflo Aylesbury KAX type float valve 25mm,Keraflo,436.0,"This Keraflo Aylesbury KAX-type mechanical float valve with 25mm connection is designed especially for use in commercial water systems, providing accurate and efficient control over the level of stored cold water in tanks with raised float valve chambers. This precision engineered patented float valve is built to last, operating for long periods of time without maintenance and the valve's adjustable weighted float allows a tank's stored water level to be modified with ease.",Water Heating and Storage/Water Heating and Storage.csv -> Keraflo Aylesbury KAX type float valve 25mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/28/50/NW-K72848_K72850_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Keraflo_Spares_Kit_Quick_Ref_Guide.pdf,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Keraflo_Specification_Catalogue.pdf,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/fl/et/Keraflo_Aylesbury_ValveSales_Leaflet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Keraflo_Specification_Wording_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Keraflo_Product_Range_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Keraflo_Aylesbury_KAX_Valve_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,PK72693,Keraflo Aylesbury KB type float valve (standard flow) 50mm,Keraflo,1478.0,"This Keraflo Aylesbury KB-type fully variable float valve with 50mm connection is designed especially for use in commercial water systems, providing accurate and efficient control over the level of stored cold water in tanks with or without raised float valve chambers. This precision engineered patented float valve is built to last, operating for long periods of time without maintenance.",Water Heating and Storage/Water Heating and Storage.csv -> Keraflo Aylesbury KB type float valve (standard flow) 50mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/26/93/NW-K72688_K72693_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Keraflo_Spares_Kit_Quick_Ref_Guide.pdf,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Keraflo_Specification_Catalogue.pdf,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/fl/et/Keraflo_Aylesbury_ValveSales_Leaflet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Keraflo_Aylesbury_KB_Valve_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Keraflo_Specification_Wording_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Keraflo_Product_Range_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,P128736,Gledhill StainlessLite Plus indirect slimline cylinder 120ltr Stainless Steel,Gledhill,800.11,"Delivering mains pressure hot water convenience the 120L slimline Gledhill StainlessLite Plus indirect cylinder has been built using high quality duplex stainless steel for robust longevity. Insulated in HCFC-free foam insulation  with zero ODP and low GWP plus Section G3 compliance, this building regs-friendly cylinder is ideal for new builds and refits, promising safe operation and good efficiency without compromising on performance. Built with height-restricted spaces in mind, the horizontal StainlessLite Plus makes installation simple, even in the most awkward spots.",Water Heating and Storage/Water Heating and Storage.csv -> Gledhill StainlessLite Plus indirect slimline cylinder 120ltr Stainless Steel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/87/38/128736_128738_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Gledhill_StainlessLitePlusI6_Install.pdf,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Gledhill_StainlessLite_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,PD69921,Ariston Andris Lux Eco 3100718 10L Under Sink 2.5kW,Ariston,251.96,"Ariston's 10L storage Andris Lux Eco is a compact unvented electric water heater, designed to suit a wide range of locations, from building sites to office bathrooms or coffee shop kitchens. Incorporating Italian design alongside ErP A-rated energy efficiency, plus durability and performance you can rely on, the premium 2.5kW undersink Andris Lux Eco includes cutting-edge anti-legionella and anti-overheating functions for safe commercial use.",Water Heating and Storage/Water Heating and Storage.csv -> Ariston Andris Lux Eco 3100718 10L Under Sink 2.5kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/99/24/D69920_D69924_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/o_/ds/Ariston_AndrisLuxEco_DS.pdf,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Ariston_AndrisLuxEco_Technical.pdf,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Ariston_AndrisLuxEco_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,P150957,Baxi Assure indirect cylinder 300i,Baxi,1330.03,"Heating and storing hot water as required before delivering to multiple outlets, the Baxi Assure 300L 300i indirect cylinder is ideal for installation in social housing and new build premises where demand for hot water is high. Designed by Megaflo and Heatrae Sadia, these smart floor-mounted cylinders promise fast recovery, even at low water pressures, as well as ease of installation where space is awkward or limited.",Water Heating and Storage/Water Heating and Storage.csv -> Baxi Assure indirect cylinder 300i,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/1-/57/150951-57_wm.jpg,,Assure,"10years on inner cylinder, all other components 2years",N,,,,,,Duplex Stainless Steel,,,7737265,Unvented,N,Internal expansion aids installation,Up to 76LPM of hot water,Qith unique L-shaped immersion,10 year warranty on inner cylinder,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,300 l,2 year warranty on other components,,,N/A,579,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,P422796,Grant Quick Recovery twin coil cylinder 250ltr,Grant,1756.0,"One of a wide range of cylinders designed for ease of specification, the 250L capacity Grant QR twin coil cylinder is an efficient choice for hot water economy. Providing faster heat up times and lower standing heat loss than previous Grant models, this cylinder boasts reliable efficiency via robust stainless steel coils, helping homeowners to reduce waste and costs. Labelled compression connections and ready-fitted internal parts help to make QR models easy to install too.",Water Heating and Storage/Water Heating and Storage.csv -> Grant Quick Recovery twin coil cylinder 250ltr,,Cylinder;Expansion vessel;Temperature ;PRV;Tundish;5x compression nut ;olive;Compression adapter;Drain cock;Inlet manifold;2-port motorised valve;Dual thermostat;Immersion heater,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/27/97/NW-422796_422797_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/Grant_QRTC250_ErP.pdf,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grant_QR_Cylinder_Brochure.pdf,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grant_QR_Cylinder_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Grant_QR_Cylinder_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,P112182,Hyco wall mounted boiling water heater 5 litre,Hyco,533.83,"Stylishly designed to look great while saving space in a kitchen, the Hyco 5L capacity wall-mounted boiling water dispenser does away with the need for a kettle, serving up boiling water on demand for those workplace teas and coffees with no annoying waiting. A durable unit offering fast heat up and recovery times, the ABS-built Hyco water heater is easy to use and offers a range of useful features, including an LED ring for a clear indication of readiness.",Water Heating and Storage/Water Heating and Storage.csv -> Hyco wall mounted boiling water heater 5 litre,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/63/50/596350_wm.jpg,,,1 year on-site warranty as standard3 year on-site warranty available at additional cost,N,255,,,,,Easy Clean High Impact Polycarbonate/ ABS,,,OMEG5,Mall Mounted Boiling Water Heater,N,UK designed and assembled,Fast heat up time and high recovery rate,23W standing losses for improved efficiency,Green/red LED ring on base of control valve indicates ready/heating,,,,,,,White,,96-98 degrees,7 kg(Empty)12 kg(Full),,N/A,2.84 kW,11 mins,,,,,Manual,No,,IPX0,,14.5,,Inlet/ Outlet 2 x 15mm compression. 1 x Tundish Recommended,5 l,With heavy duty ceramic control valve,Cool touch control valve and water outlet,,,,,Easy installation,Simple operation,Durable white ABS case is easy to clean,,"Constant supply, even when unit is automatically refilling",Autocalibration ensures optimised temperature,A filter system is recommended to protect against scale build up,May require regular descaling,20,N/A,,,1,,,,,,Scale damage is not covered by warranty,IPX20 protection,,,,,,,,,,1 year on-site warranty,3 year warranty upgrade available at extra cost,,,,,
636,PS08117,Acv HeatMaster 85TC Evo combined fully condensing boiler and water heater,Acv,8733.0,"Supplying both heating and hot water from one combination unit, the ACV HeatMaster 85TC Evo fully condensing boiler and water heater offers a heat output of up to 121kW and a continuous flow of 3402L/h. Highly efficient, this unit is easy to install and maintain and is supplied complete with an LPG kit for simplified conversion.",Water Heating and Storage/Water Heating and Storage.csv -> Acv HeatMaster 85TC Evo combined fully condensing boiler and water heater,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/17/S08117_wm.jpg,,HeatMaster,5 Years,N,787,,,,,Stainless Steel,,,XB550005,,N,For domestic or commercial use,White finish,Offers up to 98% gross efficiency,Stainless steel heat exchanger and DHW tank,,,,,,,White,Threaded,80,298,XXL,61,82.5 kW,24,No,3.5,95,Multi,Electronic,No,N/A,IP20,124,1.4,Floor Standing,1,190 l,Reduced maintenance and increased service life,Standardised controls use ACVMax control system for ease of operation,,,,,With LPG kit for simple on-site conversion,Continuous flow rates of up to 3402 L/H,5 year warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,PD10677,Zip HydroTap G5 classic plus boiling chilled 160/175 Chrome,Zip,4908.73,"Delivering great-tasting water on demand, the Zip HydroTap G5 Classic Plus 160/175 water tap supplies plentiful filtered boiling and chilled water to quench the thirst of the complete workforce, whatever the size of your premises. Install the single 216mm height chrome tap over a sink or worktop and the command centre under the counter to enjoy immediately dispensed water filtered to 0.2 micron, 25x more effective than the filtering supplied by a standard water filter jug. With two boiling water safety modes and a cool-touch tap which won't spit or spray when turned on, the Classic Plus ensures safe delivery of even the hottest water. It also minimises waste by using the most up-to-date technology for fast operation with minimal energy use.",Water Heating and Storage/Water Heating and Storage.csv -> Zip HydroTap G5 classic plus boiling chilled 160/175 Chrome,,"Tap, Comm;Centre, hoses, connector, waterblock kit, power lead, water filter",https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/7_/80/D10671_74_77_80_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Zip_HydroTap_G5_User_Guide.pdf,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Zip_H55704Z00UK_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
