,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Colour,Flow Rate,Max System Pressure Cold (Bar),Min System Pressure Cold (Bar),Pressure,Range,Warranty,Hazardous,Water Heating Declared Load Profile,Water Heating Energy Efficiency Class,Sound Power Level (Indoors),Depth (mm),Manual / Thermostatic,Shower Head Diameter,Engine Box Height (mm),Engine Box Width (mm),Engine Box Depth (mm),Hose Length,Number of Spray Patterns,Water Entry,Water Heating Energy Efficiency,Cable Entry,Supplier Product Code,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Feature 6,Feature 7,Feature 8,Feature 9,Pack Quantity,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14
35,PD35252,Mira Sport electric shower 9.0kW White/Chrome Plated pack,Mira,199.0,"Easy to use, the 7.5kW white and chrome Mira Sport electric shower includes a simple on/off push button and a choice of three flow settings for bespoke comfort and a large showerhead offering four shower spray options. With inbuilt Mira Clearscale™ technology and rub clean nozzles cleaning the A-rated Sport is simple and the build-up of limescale is reduced by up to 50% giving you high performance showering for longer.",Showering/Showers/Electric Showers/Electric Showers.csv -> Mira Sport electric shower 9.0kW White/Chrome Plated pack,,Electric shower;2x case inserts;Olive;Compression nut;Installation guide;User guide;Installation template;Guarantee brochure,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/52/NW-D35251_D35252_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Mira_Sport_Manual_Elec_Shower_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ab/el/Mira_Sport_Shower_BMA_Label.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Mira_Sport_Shower_SpareGuide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Mira_Sport_Shower_Fitting_User_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Mira_Sport_Shower_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Mira_Sport_Manual_Elec_Shower_Tech.pdf,,,,,,,,,,
36,PD80330,Triton Omnicare thermostatic electric shower with extended kit 8.5kW,Triton,491.53,"BEAB Care Mark approved, the Triton Omnicare 8.5kW thermostatic electric shower with extended kit blends safety with style for a shower that fits any home. Fitted with a wide range of accessibility features, including a grey toned dial and soft-touch start/stop button, this shower also offers reliable safety via its scald-free thermostatic control, keeping the selected temperature within a single degree. An extended riser rail and longer length shower hose meanwhile make the Omnicare suitable for both seated and standing showering.",Showering/Showers/Electric Showers/Electric Showers.csv -> Triton Omnicare thermostatic electric shower with extended kit 8.5kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/30/NW-D80330_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/Triton_Omnicare_Design_EShower_ERP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Triton_OmnicareDesign_EShower_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Triton_Omnicare_Design_EShower_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Triton_Omnicare_EShower_Installation.pdf,,,,,,,,,,,,
37,PD79035,Triton Aspirante electric shower 9.5kw Brushed Steel,Triton,162.24,"Enjoy spa-style showering in the comfort of your own bathroom with the stylish 9.5kW Triton Aspirante electric shower. Finished in smooth brushed steel and featuring soft touch light-up buttons, this slimline, compact shower unit doesn't just look good, it delivers on functionality too. The Aspirante's showerhead offers five relaxing spray patterns with easy-clean nozzles and a phased shut down to help prevent limescale build-up, meaning that cleaning this A-rated unit is almost as relaxing as showering under it.",Showering/Showers/Electric Showers/Electric Showers.csv -> Triton Aspirante electric shower 9.5kw Brushed Steel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/35/NW-D79035_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Triton_Aspirante_ElecShower_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Triton_Aspirante_Elec_Shower_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Triton_Electric_Showers_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/Triton_Aspirante_ElecShower9-5kW_ErP.pdf,,,,,,,,,,,,
38,PD93059,MIRA GALENA 9.8KW SLATE EFFECT,Mira,496.31,"The 9.8kW Mira Galena thermostatic electric shower has a stylish, contemporary slate effect design ideal for sleek modern bathrooms and provides easy to use controls including a simple on/off push button and choice of three flow settings. Thermostatic technology coupled with Mira Sensi-flo™ makes showering safer while Mira Clearscale™ technology reduces the build-up of limescale by up to 50% for easy cleaning and a longer high performance life.",Showering/Showers/Electric Showers/Electric Showers.csv -> MIRA GALENA 9.8KW SLATE EFFECT,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/59/NW-D93059_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Mira_Galena_9-8kW_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Mira_Galena_Spare_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Mira_Galena_Electric_Shower_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Mira_L14D_Shower_Fittings_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ab/el/Mira_Galena_BMA_Label.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Mira_Galena_Drawing.pdf,,,,,,,,,,
39,PD80346,Triton Amore DuElec™ Electric Shower 9.5kW Black (1),Triton,474.58,"Supplied with two individual showerheads, the DuElec™ electric shower allows you to choose between the convenience of a targeted handheld spray with a range of spray patterns and the luxury of an overhead rainfall shower. This 9.5kW shower is supplied with a long anti-twist hose",Showering/Showers/Electric Showers/Electric Showers.csv -> Triton Amore DuElec™ Electric Shower 9.5kW Black (1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/5_/46/D80345_46_wm.jpg,Black,1 bar @ 8 l/min,10,1,9.5kW,Amore DuElec™,2 years,N,XS,A,15 dB,94,Manual,110203,300,200,94,1.5m anti-twist (main hose)0.75m (connector hose),51,Bottom/Back - RightTop/Bottom/Back - Left,39,Left - Back / Bottom / Top,GEAMDU93,N,Gloss black unit with black kit,Includes dual diverter,Rub clean nozzles for easy maintenance,With 5 spray pattern handheld showerhead,With single spray pattern fixed shower head,,,,,,,Includes 1.5M shower hose,2 year warranty,,,1,,,,,
40,PD90842,Mira Sport thermostatic single outlet Electric Shower 9.0kW,Mira,354.77,"Enjoy a luxurious showering experience with the Mira Sport 9.0kW thermostatic single outlet electric shower. A simple chrome and white design, this shower is supplied complete with separated power and temperature controls and a four-mode handset, allowing every user to enjoy a bespoke showering experience, whether that's an invigorating post-workout cool down or a relaxing warm deluge.",Showering/Showers/Electric Showers/Electric Showers.csv -> Mira Sport thermostatic single outlet Electric Shower 9.0kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/42/D90842_wm.jpg,Chrome / White,N/A (conditions apply),10.0,0.7,0.7 Bar Minimum dynamic,Sport,2 years,N,XS,A,15 dB,90,Thermostatic,120,358,215,90,1.25m,4,"Left (rising, falling & rear)",39,"Left (rising, falling & rear)",1.1746.831,N,With 120mm handset,Includes 4x spray modes,White and chrome finish,A-rated efficiency,2 year warranty,,,,,,,,,,,,,,,,
41,PD62113,Mira Azora thermostatic electric shower with glass fascia,Mira,302.53,"With its cool, contemporary frosted glass design, the 9.8kW Mira Azora thermostatic electric shower fits seamlessly into modern bathrooms and offers straightforward usability via an on/off button and three flow settings. With inbuilt Mira Clearscale™ technology the build-up of limescale is reduced by up to 50% while rub clean nozzles make day-to-day cleaning easy and an A-rating guarantees high levels of efficiency.",Showering/Showers/Electric Showers/Electric Showers.csv -> Mira Azora thermostatic electric shower with glass fascia,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/13/NW-D62113_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Mira_Azora_Shower_Spare_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ab/el/Mira_Azora_Shower_BMA_Label.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Mira_Azora_Fitting_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Mira_Azora_Shower_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Mira_Azora_Shower_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Mira_Azora_9-8kW_Installation.pdf,,,,,,,,,,
42,PD52946,Gainsborough Slim Mono electric shower 8.5kw White,Gainsborough,59.76,"Made of high quality stainless steel, the Gainsborough Slim Mono 8.5kW electric shower offers advanced functions and powerful operation via three settings. Suitable for use with all approved UK cold mains water systems, this manually operated single lever shower with on/off button provides effortless control of temperature and flow as well as power, while reliable safety features ensure safe use for the entire family. The Slim Mono incorporates a chrome valve for fixing directly to a wall, a rub-clean handset and a flexible stainless steel hose, while an adjustable shower rail makes hands-free showering possible for all heights.",Showering/Showers/Electric Showers/Electric Showers.csv -> Gainsborough Slim Mono electric shower 8.5kw White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/46/D52946_wm.jpg,White,Min- 1.7-2.3l/minMax - Approx 9.0l/min,10,0.9,0.9 to 10 bar,Slim Mono,2 Year,N,XS,A,15 dB,86.5,Manual,95,300,210,86.5,1000,3,"Right and left hand side, top, bottom, side and rear",38,Ambidextrous - Bottom / Top,GSM85,N,On/Off Button,3 Power Settings & Temperature Control,Top/bottom/rear pipework and cable installation,4 multifit fitting options,Polished stainless steel hose,,,,,,,95mm single mode rub clean Shower handset,,,,,,,,,
43,PD79029,Triton Aspirante electric shower 8.5kw Brushed Steel,Triton,157.94,"Enjoy spa-style showering in the comfort of your own bathroom with the stylish 8.5kW Triton Aspirante electric shower. Finished in smooth brushed steel and featuring soft touch light-up buttons, this slimline, compact shower unit doesn't just look good, it delivers on functionality too. The Aspirante's showerhead offers five relaxing spray patterns with easy-clean nozzles and a phased shut down to help prevent limescale build-up, meaning that cleaning this A-rated unit is almost as relaxing as showering under it.",Showering/Showers/Electric Showers/Electric Showers.csv -> Triton Aspirante electric shower 8.5kw Brushed Steel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/29/NW-D79029_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/Triton_Aspirante_ElecShower8-5kW_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Triton_Aspirante_ElecShower_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Triton_Aspirante_Elec_Shower_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Triton_Electric_Showers_Brochure.pdf,,,,,,,,,,,,
44,PD90834,Mira Sport single outlet electric shower 9.8kW,Mira,295.32,"Enjoy a luxurious showering experience with the Mira Sport 9.8kW single outlet electric shower. A simple chrome and white design, this shower is supplied complete with separated power and temperature controls and a four-mode handset, allowing every user to enjoy a bespoke showering experience, whether that's an invigorating post-workout cool down or a relaxing warm deluge.",Showering/Showers/Electric Showers/Electric Showers.csv -> Mira Sport single outlet electric shower 9.8kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/34/D90834_wm.jpg,Chrome / White,N/A (conditions apply),10.0,0.7,0.7 Bar Minimum dynamic,Sport,2 years,N,XS,A,15 dB,90,Manual,120,358,215,90,1.25m,4,"Left (rising, falling & rear)",39,"Left (rising, falling & rear)",1.1746.822,N,With 120mm handset,Includes 4x spray modes,White and chrome finish,A-rated efficiency,2 year warranty,,,,,,,,,,,,,,,,
45,PD62145,Mira Advance 1.1785.002 thermostatic electric shower 9.8kW,Mira,324.17,"Designed for usability, the 9.8kW Mira Advance electric thermostatic shower, styled in sleek chrome and white, includes a wide range of safety and operation features to make showering easy for every family member, young or old. Boasting Mira's Opti-floPro™, this efficient A-rated electric shower delivers consistent comfort all year, regardless of water pressure while thermostatic temperature control and adjustable maximum temperature settings keep users safe and comfortable.",Showering/Showers/Electric Showers/Electric Showers.csv -> Mira Advance 1.1785.002 thermostatic electric shower 9.8kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/48/NW-D62144_D62148_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Mira_Advance_Electric_Shower_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Mira_Advance_J09A_DGKN_Spare_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Mira_Advance_Shower_Fittings_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Mira_Thermo_Elec_Shwr_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Mira_Advance_Electric_Shower_Tech.pdf,,,,,,,,,,,
46,PD79030,Triton Aspirante electric shower 8.5kw Gun Metal,Triton,157.94,"Enjoy spa-style showering in the comfort of your own bathroom with the stylish 8.5kW Triton Aspirante electric shower. Finished in stylish gun metal and featuring soft touch light-up buttons, this slimline, compact shower unit doesn't just look good, it delivers on functionality too. The Aspirante's showerhead offers five relaxing spray patterns with easy-clean nozzles and a phased shut down to help prevent limescale build-up, meaning that cleaning this A-rated unit is almost as relaxing as showering under it.",Showering/Showers/Electric Showers/Electric Showers.csv -> Triton Aspirante electric shower 8.5kw Gun Metal,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/30/NW-D79030_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/Triton_Aspirante_ElecShower8-5kW_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Triton_Aspirante_ElecShower_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Triton_Aspirante_Elec_Shower_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Triton_Electric_Showers_Brochure.pdf,,,,,,,,,,,,
47,PD51406,Aqualisa Aquastream 813.40.21 thermostatic intergrated pump system White/Chrome Plated,Aqualisa,651.3,"Supplying high levels of showering performance, even at the lowest pressures, the white and chrome-plated Aqualisa Aquastream power shower is designed for installation in homes on gravity-fed water systems. Featuring an integrated pump, this reliable shower boosts water flow while its patented bi-metallic cartridge makes use of thermostatic technology for safe precision mixing of hot and cold water. Supplied with an adjustable showerhead, the Aquastream gives users total control over their showering comfort with separate flow and temperature dials and a choice of two flow settings, from a gentle 10LPM to an intense 18LPM. Surface-mounted, Aquastream showers are easy to install, minimising the need for re-tiling.",Showering/Showers/Electric Showers/Electric Showers.csv -> Aqualisa Aquastream 813.40.21 thermostatic intergrated pump system White/Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/06/NW-D51406_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Aqualisa_Aquastream_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Aqualisa_Product_Guide_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Aqualisa_Aquastream_813_40_21_Tech.pdf,,,,,,,,,,,,,
48,PD72197,Triton T100XR shower 8.5kw White/Chrome Plated,Triton,250.22,"Triton's prestige XR model, the 8.5kW T100XR slimline electric shower has a compact, brushed chrome fascia for a sophisticated finish in contemporary bathrooms. Simple to use, the A-rated T100XR incorporates an intuitive on/off push button and power selection alongside reliable temperature protection and a low pressure indicator. A rub clean showerhead makes cleaning fast and stress-free.",Showering/Showers/Electric Showers/Electric Showers.csv -> Triton T100XR shower 8.5kw White/Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/98/NW-D72197_D72198_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/Triton_T100XR_Elec_Shower_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Triton_T100XR_Elec_Shower_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Triton_Lucas_Riser_Rail_Assy_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Triton_T100XR_Elec_Shower_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Triton_Showers_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Triton_ALFIE_Riser_Rail_Assy_Install.pdf,,,,,,,,,,
49,PD53284,Aqualisa Lumi+ electric shower 8.5kWMirrored and Chrome,Aqualisa,319.59,"Offering a complete sensory experience, the Aqualisa Lumi+ 8.5kW has a sleek mirrored fascia along with integrated lighting strip with variations along the strip indicating on/off as well as providing low pressure and temperature safety alerts. Easy to adjust, the included Harmony handset offers five unique spray patterns which, in combination with the unit's changeable power settings, allows for truly personalised showering. Lumi+ makes installation simple too, using multifit connection points for easy retrofitting.",Showering/Showers/Electric Showers/Electric Showers.csv -> Aqualisa Lumi+ electric shower 8.5kWMirrored and Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/84/D53284_wm.jpg,Silver,"@3 bar Min 2.7-3.3lpm, Max 11lpm",10,0.85,"0.85 bar, 10 bar",Lumi+,2 years,N,N/A,A,N/A,89,No,105,393,263,89,1500,5,"Right & left hand side, top, bottom, side & rear",38,Ambidextrous - Back / Bottom / Side / Top,LMEP8501,N,Temperature and power control dials,Mirrored fascia and lighting,With smooth hose,Illuminated push power button and low water pressure indicator,With 3x power settings,,,,,,,Universal multifit with 8x water and electric entry points,With 105mm Harmony handset with 5x spray settings,Rub-clean nozzles,Includes pinch-grip slider,,Over-temperature protection and phased shut down safety features,Retrofittable design,A-rated for efficiency,2 year warranty,
50,PD90812,Mira Vie electric shower 9.5kw White,Mira,138.31,"Offering consistent shower performance in any conditions and any system, the reliable 9.5kW Mira Vie white electric shower ensures consistent performance via advanced pressure stabilised temperature control, hassle-free fitting in any location and great usability, with an on/off button and choice of flow settings to suit your needs. The A-rated Vie has an eco mode for less waste and improved efficiency while Mira Clearscale™ technology reduces the build-up of limescale by up to 50% for cleaner, more reliable performance.",Showering/Showers/Electric Showers/Electric Showers.csv -> Mira Vie electric shower 9.5kw White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/12/NW-D90812_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Mira_Vie_Go_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Mira_Vie_Electrical_Shower_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Mira_Vie_Shower_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Mira_Vie_Shower_Spare_Guide.pdf,,,,,,,,,,,,
51,PC01198,AKW iTherm thermostatic electric shower 8.5kW White,AKW,190.5,"The 8.5kW AKW iTherm thermostatic electric shower is an intuitive unit designed for easy, comfortable showering. With its digital LED display, independent temperature and flow controls and easy power push button, the iTherm ensures safe, simple use and offers a sleek high gloss white finish designed to perfectly complement a contemporary bathroom.",Showering/Showers/Electric Showers/Electric Showers.csv -> AKW iTherm thermostatic electric shower 8.5kW White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/98/NW-C01198_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/AKW_Elec_Shower_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/AKW_iTherm_Elect_Shower_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/AKW_iTherm_Elec_Shower_Technical.pdf,,,,,,,,,,,,,
52,PD90605,Mira Jump Dual outlet electric shower 10.8kW,Mira,278.43,"With two handy heads, the chrome and white 10.8kW Mira Jump Dual electrical shower provides you with the convenience of dual outlet showering in any bathroom. With convenient multiple cable and water entry points and flexible fittings, this shower is easy to install and replaces an old unit with ease. A-rated for efficiency, the Jump Dual includes an eco setting for power and water savings while Mira Clearscale™ technology reduces limescale by up to 50% for a longer, cleaner lifetime.",Showering/Showers/Electric Showers/Electric Showers.csv -> Mira Jump Dual outlet electric shower 10.8kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/05/D90605_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Mira_Jump_Dual_Elec_Shower_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Mira_Dual_Outlet_Shower_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Mira_Jump_Multi-Fit_Install.pdf,,,,,,,,,,,,,
