,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Colour,Connection Size,Connection Type,Diameter,Range,Warranty,Weight,Hazardous,Material,Standards,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Drainage Product Type,Minimum Operating Temperature,Resistance Features,Wall Thickness (mm),Maximum Operating Temperature,Paintable,Application,Feature 11,Approvals,Equal / Unequal,End Connection A size,End Connection C size,Operating Temperature Range (C),Size,Connection Type 1,Attachment 6
131,PP28704,Gps Pe Pipe Systems Protecta-Line stopcock BS-5433 25mm,Gps Pe Pipe Systems,77.93,"Made of metal and polyethylene (PE), this GPS PE Pipe Systems Protecta-Line BS 5433 stopcock with 25mm compression connections offers proven protection against all recognised brownfield contaminants, organic and inorganic, even at maximum reported concentrations.","Pipe, Valves and Fittings/Plastic Pipe Fittings/PE Pipe Fittings/PE Pipe Fittings.csv -> Gps Pe Pipe Systems Protecta-Line stopcock BS-5433 25mm",,Stop cock22mm copper type-A insert,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/87/04/NW-P28704_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/GPS_PE_Protecta_Line_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/P28704_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/GPS_PE_Protecta_Line_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/GPS_PE_Protecta_Line_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/GPS_PE_Infrastrctr_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/GPS_PE_Brochure.pdf
132,PP65437,"Philmac 3G hose union bib tap 1/2""",Philmac,21.2,"This Philmac 3G bib tap with 1/2"" BSP x hose union end connections is made of high performance polypropylene (PP) for good impact resistance and resistance to UV, chemicals and corrosion. Non-toxic and taint-free, this Philmac compression fitting is suitable for a wide range of plumbing, commercial, agricultural, industrial and residential applications.","Pipe, Valves and Fittings/Plastic Pipe Fittings/PE Pipe Fittings/PE Pipe Fittings.csv -> Philmac 3G hose union bib tap 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/38/NW-P65437_P65438_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Philmac_Fittings_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Philmac_PipeFittings_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PP45979,"Philmac 3G metric/imperial elbow 25mm - 3/4""  x  22mm Cop/Pe x",Philmac,14.4,"This Philmac 3G elbow with 25mm/3/4"" x 22mm PE x copper/PEX push-fit end connections is built to last, corrosion-resistant and easy to install making it ideal for a variety of plumbing and commercial applications. Philmac fittings are designed for connection to different pipe materials including metric and imperial PE, lead, PVC, copper, stainless steel and galvanised iron.","Pipe, Valves and Fittings/Plastic Pipe Fittings/PE Pipe Fittings/PE Pipe Fittings.csv -> Philmac 3G metric/imperial elbow 25mm - 3/4""  x  22mm Cop/Pe x",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/79/NW-P45979_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Philmac_PipeFittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Philmac_PipeFittings_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PP06027,Plasson Mechanical 7050 90deg elbow 63mm,Plasson,53.96,"Featuring a valve for controlled flow, this Plasson 7050 90° elbow with 63mm compression connections connects the PE pipes used to carry water and other fluids in urban and inter-urban infrastructure as well as in industrial, mining, landscaping, farming and optical fibre duct systems. Made of polypropylene (PP), these mechanical fitting are built to withstand working pressures of up to 16 bar.","Pipe, Valves and Fittings/Plastic Pipe Fittings/PE Pipe Fittings/PE Pipe Fittings.csv -> Plasson Mechanical 7050 90deg elbow 63mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/27/NW-P06026_P06027_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Plasson_7020_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Plasson_Technical_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Plasson_7050HH0_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PP06001,Plasson Mechanical 7010 straight coupling 20mm,Plasson,6.41,"Ideal for use in infrastructure, horticulture and in agricultural systems, the Plasson 7010 48mm compression fit coupler with 20mm ends can be employed in the connection of water mains pipes to water supply pipes. Made of virgin polypropylene (PP) for its good resistance to impacts and stress, and its UV and frost resistance, this coupler is suitable for connecting MDPE to MDPE irrigation pipes if used with a pipe liner. Suitable for outdoor use, 7010 fittings are supplied with a captive O-ring, ensuring a reliably watertight seal when the grip is tightened after attaching to a pipe.","Pipe, Valves and Fittings/Plastic Pipe Fittings/PE Pipe Fittings/PE Pipe Fittings.csv -> Plasson Mechanical 7010 straight coupling 20mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/01/P06001_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Plasson_7010CC0_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Plasson_Technical_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PP45978,"Philmac 3G metric/imperial elbow 25mm x 3/4"" x 15mm Copper/Pex",Philmac,14.4,"This Philmac 3G elbow with 25mm/3/4"" x 15mm PE x copper/PEX push-fit end connections is made of high performance polypropylene (PP) for good impact resistance and resistance to UV, chemicals and corrosion. Non-toxic and taint-free, this Philmac compression fitting is suitable for a wide range of plumbing, commercial, agricultural, industrial and residential applications.","Pipe, Valves and Fittings/Plastic Pipe Fittings/PE Pipe Fittings/PE Pipe Fittings.csv -> Philmac 3G metric/imperial elbow 25mm x 3/4"" x 15mm Copper/Pex",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/78/NW-P45977_P45978_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Philmac_Fittings_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Philmac_PipeFittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Philmac_PipeFittings_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PP45622,"Philmac 3G end connector Pol  x  FI 20mm - 1/2"" x 3/4""",Philmac,6.86,"This Philmac 3G connector with 20mm/1/2"" x 3/4"" POL x FI BSP end connections is made of high performance polypropylene (PP) for good impact resistance and resistance to UV, chemicals and corrosion. Non-toxic and taint-free, this Philmac compression fitting is suitable for a wide range of plumbing, commercial, agricultural, industrial and residential applications.","Pipe, Valves and Fittings/Plastic Pipe Fittings/PE Pipe Fittings/PE Pipe Fittings.csv -> Philmac 3G end connector Pol  x  FI 20mm - 1/2"" x 3/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/56/22/NW-P45621_P45622_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Philmac_Fittings_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Philmac_PipeFittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Philmac_PipeFittings_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PP45981,"Philmac 3G wall plate elbow BSP 25mm x 3/4""",Philmac,36.23,"This Philmac 3G elbow with 25mm/3/4"" x 3/4"" metric/imperial x FI BSP end connections is made of high performance polypropylene (PP) for good impact resistance and resistance to UV, chemicals and corrosion. Non-toxic and taint-free, this Philmac compression fitting is suitable for a wide range of plumbing, commercial, agricultural, industrial and residential applications.","Pipe, Valves and Fittings/Plastic Pipe Fittings/PE Pipe Fittings/PE Pipe Fittings.csv -> Philmac 3G wall plate elbow BSP 25mm x 3/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/81/NW-P45980_P45981_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Philmac_Fittings_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Philmac_PipeFittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Philmac_PipeFittings_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PP45934,"Philmac 3G metric/imperial end cap 63mm x 2""",Philmac,35.58,"This Philmac 3G 110mm end cap with 63mm/2"" metric/imperial end connections is made of high performance polypropylene (PP) for good impact resistance and resistance to UV, chemicals and corrosion. Non-toxic and taint-free, this Philmac compression fitting is suitable for a wide range of plumbing, commercial, agricultural, industrial and residential applications.","Pipe, Valves and Fittings/Plastic Pipe Fittings/PE Pipe Fittings/PE Pipe Fittings.csv -> Philmac 3G metric/imperial end cap 63mm x 2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/34/NW-P45933_P45934_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Philmac_Fittings_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Philmac_PipeFittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Philmac_PipeFittings_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PP65704,Philmac 3G universal transition coupler 34-39 x 34-39mm,Philmac,39.81,"This Philmac 3G joiner with 34 to 39 x 34 to 39mm metric end connections is made of high performance polypropylene (PP) for good impact resistance and resistance to UV, chemicals and corrosion. Non-toxic and taint-free, this Philmac compression fitting is suitable for a wide range of plumbing, commercial, agricultural, industrial and residential applications.","Pipe, Valves and Fittings/Plastic Pipe Fittings/PE Pipe Fittings/PE Pipe Fittings.csv -> Philmac 3G universal transition coupler 34-39 x 34-39mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/57/04/NW-P65704_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Philmac_Fittings_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Philmac_PipeFittings_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PP45627,"Philmac 3G end connector Pol  x  FI 32mm - 1"" x 3/4""",Philmac,8.41,"This Philmac 3G connector with 32mm/1"" x 3/4"" POL x FI BSP end connections is made of high performance polypropylene (PP) for good impact resistance and resistance to UV, chemicals and corrosion. Non-toxic and taint-free, this Philmac compression fitting is suitable for a wide range of plumbing, commercial, agricultural, industrial and residential applications.","Pipe, Valves and Fittings/Plastic Pipe Fittings/PE Pipe Fittings/PE Pipe Fittings.csv -> Philmac 3G end connector Pol  x  FI 32mm - 1"" x 3/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/56/29/NW-P45624_P45629_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Philmac_Fittings_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Philmac_PipeFittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Philmac_PipeFittings_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PP06245,Plasson 7950 pipe liner 63mm,Plasson,2.11,"Made of strong polypropylene (PP), this Plasson 7950 63mm compression pipe liner is connects water mains pipes and any water supply pipes in infrastructure, agriculture and horticulture. Robustly constructed, this liner is in compliance with water board regulations and has been WRAS approved for use with mechanical fittings with a working pressure of up to 16 bar. This pipe liner is suitable for cold water pipes and can withstand sub-zero temperatures.","Pipe, Valves and Fittings/Plastic Pipe Fittings/PE Pipe Fittings/PE Pipe Fittings.csv -> Plasson 7950 pipe liner 63mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/45/NW-P06244_P06245_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Plasson_7020_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Plasson_7950H00_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Plasson_Technical_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PP45573,"Philmac 3G reducing joiner 32mm - 1"" x 20mm - 1/2""",Philmac,17.73,"This Philmac 3G reducing joiner with 32mm/1"" x 20mm/1/2"" POL x POL end connections is made of high performance polypropylene (PP) for good impact resistance and resistance to UV, chemicals and corrosion. Non-toxic and taint-free, this Philmac compression fitting is suitable for a wide range of plumbing, commercial, agricultural, industrial and residential applications.","Pipe, Valves and Fittings/Plastic Pipe Fittings/PE Pipe Fittings/PE Pipe Fittings.csv -> Philmac 3G reducing joiner 32mm - 1"" x 20mm - 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/55/74/NW-P45572_P45574_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Philmac_Fittings_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Philmac_PipeFittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Philmac_PipeFittings_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PP65407,Philmac 3G universal transition couplings 50 x 47-49mm,Philmac,45.37,"This Philmac 3G coupler with 47 to 49 x 50mm/1 1/2"" UTC x POL end connections is made of high performance polypropylene (PP) for good impact resistance and resistance to UV, chemicals and corrosion. Non-toxic and taint-free, this Philmac compression fitting is suitable for a wide range of plumbing, commercial, agricultural, industrial and residential applications.","Pipe, Valves and Fittings/Plastic Pipe Fittings/PE Pipe Fittings/PE Pipe Fittings.csv -> Philmac 3G universal transition couplings 50 x 47-49mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/07/NW-P65406_P65407_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Philmac_Fittings_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Philmac_PipeFittings_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PP68122,Plasson 60120 MDPE pipe clips 32mm,Plasson,0.85,"Made of plastic, this Plasson 60120 32mm pipe clip is part of a range of accessories designed for use with Plasson's mechanical fittings and valves, PlassOne push fittings and Electrofusion fittings.","Pipe, Valves and Fittings/Plastic Pipe Fittings/PE Pipe Fittings/PE Pipe Fittings.csv -> Plasson 60120 MDPE pipe clips 32mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/22/NW-P68120_P68122_wm.jpg,,,,,,Blue,,Push Fit,32 mm,,,0.01 kg,N,Plastic,,PJ60120032,Pipe Clip,N,,,,,,,,,,,Clip,,,,,,,,,,,,,,,
146,PP06005,Plasson Mechanical 7010 straight coupling 50mm,Plasson,35.58,"Ideal for use in infrastructure, horticulture and in agricultural systems, the Plasson 7010 96mm compression fit coupler with 50mm ends can be employed in the connection of water mains pipes to water supply pipes. Made of virgin polypropylene (PP) for its good resistance to impacts and stress, and its UV and frost resistance, this coupler is suitable for connecting MDPE to MDPE irrigation pipes if used with a pipe liner. Suitable for outdoor use, 7010 fittings are supplied with a captive O-ring, ensuring a reliably watertight seal when the grip is tightened after attaching to a pipe.","Pipe, Valves and Fittings/Plastic Pipe Fittings/PE Pipe Fittings/PE Pipe Fittings.csv -> Plasson Mechanical 7010 straight coupling 50mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/06/NW-P06005_P06006_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Plasson_7010GG0_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Plasson_Technical_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PP34722,"Gps Pe Pipe Systems FRIALEN SDR11 electrofusion PE adaptor 63 x 2"" female gunmetal Black",Gps Pe Pipe Systems,153.93,"The GPS PE Pipe Systems FRIALEN SDR11 63mm x 2"" transition fitting/gunmetal female (MUM) adapter features exposed heating coils, ensuring consistent heat transfer during fusion for maximum bonding between materials. Lightweight and highly resistant to corrosion, this fitting has excellent chemical durability and fusibility. FRIALEN electrofusion fittings are offered with 4mm terminal pins for gas and water applications up to 16 bar.","Pipe, Valves and Fittings/Plastic Pipe Fittings/PE Pipe Fittings/PE Pipe Fittings.csv -> Gps Pe Pipe Systems FRIALEN SDR11 electrofusion PE adaptor 63 x 2"" female gunmetal Black",,Adaptor only,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/47/22/NW-P34722_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/GPS_PE_Frialen_Adaptor_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PP45960,"Philmac 3G end connector Pol  x  FI 63mm - 2"" x 2""",Philmac,37.55,"This Philmac 3G connector with 63mm/2"" x 2"" POL x FI BSP end connections is made of high performance polypropylene (PP) for good impact resistance and resistance to UV, chemicals and corrosion. Non-toxic and taint-free, this Philmac compression fitting is suitable for a wide range of plumbing, commercial, agricultural, industrial and residential applications.","Pipe, Valves and Fittings/Plastic Pipe Fittings/PE Pipe Fittings/PE Pipe Fittings.csv -> Philmac 3G end connector Pol  x  FI 63mm - 2"" x 2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/60/NW-P45958_P45960_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Philmac_Fittings_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Philmac_PipeFittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Philmac_PipeFittings_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PP01662,Plasson Pushfit 1001C polyethylene/copper coupling 32 x 28mm,Plasson,14.8,"Suitable for carrying water and other fluids, the Plasson 1001C copper pipe adapter with 32 x 28mm PE x copper end connections can be used in urban and inter-urban infrastructure as well as in industrial, mining, landscaping and farming applications. Offering tool-free installation, this fitting incorporates simple push-fit connections for the easy and secure insertion of MDPE or copper pipes and is made of reliably durable plastic for stress resistance and a long lasting, leak-free connection. Machined to withstand pressures of up to 16 bar, this fitting will also stand up to sub-zero temperatures but cannot be used with hot water.","Pipe, Valves and Fittings/Plastic Pipe Fittings/PE Pipe Fittings/PE Pipe Fittings.csv -> Plasson Pushfit 1001C polyethylene/copper coupling 32 x 28mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/16/62/NW-P01659_P01662_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Plasson_1000_Datasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Plasson_1001CU032028_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PP45726,"Philmac 3G metric/imperial elbow 50mm x 1.1/2""",Philmac,35.64,"This Philmac 3G elbow with 50mm/1 1/2"" POL x POL end connections is built to last, corrosion-resistant and easy to install making it ideal for a variety of plumbing and commercial applications. Philmac fittings are designed for connection to different pipe materials including metric and imperial PE, lead, PVC, copper, stainless steel and galvanised iron.","Pipe, Valves and Fittings/Plastic Pipe Fittings/PE Pipe Fittings/PE Pipe Fittings.csv -> Philmac 3G metric/imperial elbow 50mm x 1.1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/57/27/NW-P45726_P45727_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Philmac_Fittings_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Philmac_PipeFittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Philmac_PipeFittings_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
