,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Colour,Connection Size,Connection Type,Diameter,Range,Warranty,Weight,Hazardous,Material,Standards,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Drainage Product Type,Minimum Operating Temperature,Resistance Features,Wall Thickness (mm),Maximum Operating Temperature,Paintable,Application,Feature 11,Approvals,Equal / Unequal,End Connection A size,End Connection C size,Operating Temperature Range (C),Size,Connection Type 1,Attachment 6
0,PP65182,Philmac 3G 78003 MDPE liner 25mm,Philmac,0.51,"This Philmac 25 x 25mm 3G liner is made of corrosion-resistant MDPE and offers slide and tighten technology with no need for pipe preparation and no force required to push the pipe past the seal, making installation fast and hassle-free.","Pipe, Valves and Fittings/Plastic Pipe Fittings/PE Pipe Fittings/PE Pipe Fittings.csv -> Philmac 3G 78003 MDPE liner 25mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/86/NW-P65181_P65186_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Philmac_Fittings_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Philmac_Product_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,PP45983,"Philmac 3G wall plate elbow 25mm x 1/2"" (5)",Philmac,15.46,"This Philmac 3G elbow with 25mm/3/4"" x 1/2"" metric/imperial x FI BSP end connections is made of high performance polypropylene (PP) for good impact resistance and resistance to UV, chemicals and corrosion. Non-toxic and taint-free, this Philmac compression fitting is suitable for a wide range of plumbing, commercial, agricultural, industrial and residential applications.","Pipe, Valves and Fittings/Plastic Pipe Fittings/PE Pipe Fittings/PE Pipe Fittings.csv -> Philmac 3G wall plate elbow 25mm x 1/2"" (5)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/83/NW-P45983_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Philmac_Fittings_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Philmac_PipeFittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Philmac_PipeFittings_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,PP06581,Plasson Mechanical 77017 universal coupling 20-27 x 25mm,Plasson,25.17,"Made of polypropylene (PP), the Plasson 77017 25 x 20 to 27mm universal coupler connects PE pipe to a range of pipe types, including PE, PB, PEX and copper. Promising a reliable seal and strong grip, this compression fitting makes it easy to create a connection by simply inserting a pipe into the coupler.","Pipe, Valves and Fittings/Plastic Pipe Fittings/PE Pipe Fittings/PE Pipe Fittings.csv -> Plasson Mechanical 77017 universal coupling 20-27 x 25mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/83/NW-P06579_P06583_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Plasson_77017252_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,PP45843,"Philmac 3G metric/imperial stopcock 25mm x 3/4""",Philmac,45.49,"This Philmac 3G stopcock with 25mm x 3/4"" POL x POL end connections is made of high performance polypropylene (PP) for good impact resistance and resistance to UV, chemicals and corrosion. Non-toxic and taint-free, this Philmac compression fitting is suitable for a wide range of plumbing, commercial, agricultural, industrial and residential applications.","Pipe, Valves and Fittings/Plastic Pipe Fittings/PE Pipe Fittings/PE Pipe Fittings.csv -> Philmac 3G metric/imperial stopcock 25mm x 3/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/58/44/NW-P45842_P45844_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Philmac_Fittings_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Philmac_PipeFittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Philmac_PipeFittings_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,P555347,Center CB end feed elbow 22mm (25),Center CB,15.22,"Suitable for use in even the most challenging of locations, this Center CB end feed 90° elbow with 22mm connections is lightweight and compact for ease of handling and fast installation. Helping to minimise flow restrictions, the smooth design of this fitting also looks neat and tidy when installed on exposed pipelines. Center CB's end feed general range is suitable for use with soft or hard solder, or brazing alloy. A solder joint is created through the principle of capillary action. When fitting and tube are heated to the correct temperature, the solder becomes molten, allowing it to be drawn into the gap between the two for a tough, reliable joint.","Pipe, Valves and Fittings/Plastic Pipe Fittings/PE Pipe Fittings/PE Pipe Fittings.csv -> Center CB end feed elbow 22mm (25)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/8_/pk/555346_48 PK_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Center_CB_End_Feed_Fitting_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,PP65885,Philmac UTC 1042 coupler 20 x 21-27mm,Philmac,25.09,"A UTC x POL joiner, this Philmac UTC 21 - 27mm x 20mm / 1/2"" universal transition coupling is part of a range of mechanical compression fittings created to offer the ultimate in pipe connection flexibility. Suitable for connecting almost any combination of pipe material, from PE, PVC and ABS to copper, stainless steel, galvanised iron and lead, this range offers effortless, fast installation using slide and tighten technology.","Pipe, Valves and Fittings/Plastic Pipe Fittings/PE Pipe Fittings/PE Pipe Fittings.csv -> Philmac UTC 1042 coupler 20 x 21-27mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/58/86/NW-P65883_P65886_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Philmac_Universal_Connection_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Philmac_Fittings_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Philmac_Product_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,PP01675,Plasson 0341 stop tap 25 x 25mm,Plasson,35.66,"Made of polypropylene (PP), this Plasson 0341 stop tap with 25mm push-fit connections is suitable for use in agriculture, infrastructure, industry, mining and landscaping. Plasson push-fittings are designed to connect PE pipe to a wide range of plumbing pipe materials including PE, PB, PEX, and copper, creating a seal and grip by simply inserting the pipe into the fitting to the stop.","Pipe, Valves and Fittings/Plastic Pipe Fittings/PE Pipe Fittings/PE Pipe Fittings.csv -> Plasson 0341 stop tap 25 x 25mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/16/75/P01675_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Plasson_0341U0025_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,PP65446,Philmac 3G universal transition couplings 25 x 27-34mm,Philmac,29.82,"This Philmac 3G coupler with 27 to 34 x 25mm/3/4"" UTC x POL end connections is made of high performance polypropylene (PP) for good impact resistance and resistance to UV, chemicals and corrosion. Non-toxic and taint-free, this Philmac compression fitting is suitable for a wide range of plumbing, commercial, agricultural, industrial and residential applications.","Pipe, Valves and Fittings/Plastic Pipe Fittings/PE Pipe Fittings/PE Pipe Fittings.csv -> Philmac 3G universal transition couplings 25 x 27-34mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/47/NW-P65446_P65447_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Philmac_Fittings_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Philmac_PipeFittings_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,PP45946,"Philmac 3G 9344 metric/imperial tee 32mm x 1""",Philmac,18.78,"This Philmac 3G tee with 32mm/1"" POL x POL end connections is made of high performance polypropylene (PP) for good impact resistance and resistance to UV, chemicals and corrosion. Non-toxic and taint-free, this Philmac compression fitting is suitable for a wide range of plumbing, commercial, agricultural, industrial and residential applications.","Pipe, Valves and Fittings/Plastic Pipe Fittings/PE Pipe Fittings/PE Pipe Fittings.csv -> Philmac 3G 9344 metric/imperial tee 32mm x 1""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/46/NW-P45945_P45946_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Philmac_Fittings_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Philmac_PipeFittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Philmac_PipeFittings_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,PP45842,"Philmac 3G metric/imperial stopcock 20mm x 1/2"" (5)",Philmac,30.77,"This Philmac 3G stopcock with 20mm x 1/2"" POL x POL end connections is made of high performance polypropylene (PP) for good impact resistance and resistance to UV, chemicals and corrosion. Non-toxic and taint-free, this Philmac compression fitting is suitable for a wide range of plumbing, commercial, agricultural, industrial and residential applications.","Pipe, Valves and Fittings/Plastic Pipe Fittings/PE Pipe Fittings/PE Pipe Fittings.csv -> Philmac 3G metric/imperial stopcock 20mm x 1/2"" (5)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/58/44/NW-P45842_P45844_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Philmac_Fittings_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Philmac_PipeFittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Philmac_PipeFittings_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,PP45975,"Philmac 3G metric/imperial joiner 25mm - 3/4"" x 15mm Copper/Pex",Philmac,14.4,"This Philmac 3G joiner with 25mm/3/4"" x 15mm PE x copper/PEX push-fit end connections is made of high performance polypropylene (PP) for good impact resistance and resistance to UV, chemicals and corrosion. Non-toxic and taint-free, this Philmac compression fitting is suitable for a wide range of plumbing, commercial, agricultural, industrial and residential applications.","Pipe, Valves and Fittings/Plastic Pipe Fittings/PE Pipe Fittings/PE Pipe Fittings.csv -> Philmac 3G metric/imperial joiner 25mm - 3/4"" x 15mm Copper/Pex",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/76/NW-P45974_P45976_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Philmac_Fittings_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Philmac_PipeFittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Philmac_PipeFittings_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,P555348,Center CB end feed elbow 28mm (10),Center CB,15.74,"Suitable for use in even the most challenging of locations, this Center CB end feed 90° elbow with 28mm connections is lightweight and compact for ease of handling and fast installation. Helping to minimise flow restrictions, the smooth design of this fitting also looks neat and tidy when installed on exposed pipelines. Center CB's end feed general range is suitable for use with soft or hard solder, or brazing alloy. A solder joint is created through the principle of capillary action. When fitting and tube are heated to the correct temperature, the solder becomes molten, allowing it to be drawn into the gap between the two for a tough, reliable joint.","Pipe, Valves and Fittings/Plastic Pipe Fittings/PE Pipe Fittings/PE Pipe Fittings.csv -> Center CB end feed elbow 28mm (10)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/8_/pk/555346_48 PK_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Center_CB_End_Feed_Fitting_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,PP65880,Philmac UTC 1133 coupler 15-21 x 15-21mm,Philmac,25.09,"A double-ended repair joiner, this Philmac UTC 15 - 21 x 15 - 21mm universal transition coupling is part of a range of mechanical compression fittings created to offer the ultimate in pipe connection flexibility. Suitable for connecting almost any combination of pipe material, from PE, PVC and ABS to copper, stainless steel, galvanised iron and lead, this range offers effortless, fast installation using slide and tighten technology.","Pipe, Valves and Fittings/Plastic Pipe Fittings/PE Pipe Fittings/PE Pipe Fittings.csv -> Philmac UTC 1133 coupler 15-21 x 15-21mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/58/80/NW-P65880_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Philmac_Universal_Connection_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Philmac_Fittings_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Philmac_Product_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,PP45574,"Philmac 3G reducing joiner 32mm - 1"" x 25mm - 3/4""",Philmac,17.73,"This Philmac 3G reducing joiner with 32mm/1"" x 25mm/3/4"""" POL x POL end connections is made of high performance polypropylene (PP) for good impact resistance and resistance to UV, chemicals and corrosion. Non-toxic and taint-free, this Philmac compression fitting is suitable for a wide range of plumbing, commercial, agricultural, industrial and residential applications.","Pipe, Valves and Fittings/Plastic Pipe Fittings/PE Pipe Fittings/PE Pipe Fittings.csv -> Philmac 3G reducing joiner 32mm - 1"" x 25mm - 3/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/55/74/NW-P45572_P45574_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Philmac_Fittings_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Philmac_PipeFittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Philmac_PipeFittings_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,PP45722,"Philmac 3G metric/imperial elbow 20mm x 1/2""",Philmac,7.13,"This Philmac 3G elbow with 20mm/1/2"" POL x POL end connections is made of high performance polypropylene (PP) for good impact resistance and resistance to UV, chemicals and corrosion. Non-toxic and taint-free, this Philmac compression fitting is suitable for a wide range of plumbing, commercial, agricultural, industrial and residential applications.","Pipe, Valves and Fittings/Plastic Pipe Fittings/PE Pipe Fittings/PE Pipe Fittings.csv -> Philmac 3G metric/imperial elbow 20mm x 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/57/24/NW-P45722_P45724_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Philmac_Fittings_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Philmac_PipeFittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Philmac_PipeFittings_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,PP65883,Philmac UTC 1032 coupler 20 x 15-21mm,Philmac,25.09,"A UTC x POL joiner, this Philmac UTC 15 - 21mm x 20mm / 1/2"" universal transition coupling is part of a range of mechanical compression fittings created to offer the ultimate in pipe connection flexibility. Suitable for connecting almost any combination of pipe material, from PE, PVC and ABS to copper, stainless steel, galvanised iron and lead, this range offers effortless, fast installation using slide and tighten technology.","Pipe, Valves and Fittings/Plastic Pipe Fittings/PE Pipe Fittings/PE Pipe Fittings.csv -> Philmac UTC 1032 coupler 20 x 15-21mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/58/86/NW-P65883_P65886_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Philmac_Universal_Connection_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Philmac_Fittings_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Philmac_Product_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,PP01661,Plasson Pushfit 1001C polyethylene/copper coupling 25 x 22mm,Plasson,7.91,"Suitable for carrying water and other fluids, the Plasson 1001C copper pipe adapter with 25 x 22mm PE x copper end connections can be used in urban and inter-urban infrastructure as well as in industrial, mining, landscaping and farming applications. Offering tool-free installation, this fitting incorporates simple push-fit connections for the easy and secure insertion of MDPE or copper pipes and is made of reliably durable plastic for stress resistance and a long lasting, leak-free connection. Machined to withstand pressures of up to 16 bar, this fitting will also stand up to sub-zero temperatures but cannot be used with hot water.","Pipe, Valves and Fittings/Plastic Pipe Fittings/PE Pipe Fittings/PE Pipe Fittings.csv -> Plasson Pushfit 1001C polyethylene/copper coupling 25 x 22mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/16/62/NW-P01659_P01662_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Plasson_1001CU025022_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Plasson_1000_Datasheet.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,PP65886,Philmac UTC 1043 coupler 25 x 21-27mm,Philmac,25.09,"A UTC x POL joiner, this Philmac UTC 21 - 27mm x 25mm / 3/4"" universal transition coupling is part of a range of mechanical compression fittings created to offer the ultimate in pipe connection flexibility. Suitable for connecting almost any combination of pipe material, from PE, PVC and ABS to copper, stainless steel, galvanised iron and lead, this range offers effortless, fast installation using slide and tighten technology.","Pipe, Valves and Fittings/Plastic Pipe Fittings/PE Pipe Fittings/PE Pipe Fittings.csv -> Philmac UTC 1043 coupler 25 x 21-27mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/58/86/NW-P65883_P65886_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Philmac_Universal_Connection_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Philmac_Fittings_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Philmac_Product_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,PP01651,Plasson Pushfit 1005 elbow 25 x 25mm,Plasson,7.76,"Designed with a 45° angle for ease of use in tight spots, the Plasson 1005 elbow pipe connector with 25mm tamperproof push-fit connections is ideal for installation where a straight connector just won't fit. Suitable for carrying water and other fluids in urban and inter-urban infrastructure as well as in industrial, mining, landscape and farming applications, these compact fittings are compatible with potable, high pressure water systems and are made of tough polypropylene (PP) machined to withstand working pressures up to 16 bar.","Pipe, Valves and Fittings/Plastic Pipe Fittings/PE Pipe Fittings/PE Pipe Fittings.csv -> Plasson Pushfit 1005 elbow 25 x 25mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/16/52/NW-P01650_P01652_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Plasson_1005U0025_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Plasson_1000_Datasheet.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,PP45723,"Philmac 3G metric/imperial elbow 9533 25mm x 3/4""",Philmac,10.54,"This Philmac 3G elbow with 25mm/3/4"" POL x POL end connections is built to last, corrosion-resistant and easy to install making it ideal for a variety of plumbing and commercial applications. Philmac fittings are designed for connection to different pipe materials including metric and imperial PE, lead, PVC, copper, stainless steel and galvanised iron.","Pipe, Valves and Fittings/Plastic Pipe Fittings/PE Pipe Fittings/PE Pipe Fittings.csv -> Philmac 3G metric/imperial elbow 9533 25mm x 3/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/57/24/NW-P45722_P45724_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Philmac_Fittings_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Philmac_PipeFittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Philmac_PipeFittings_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,PP45642,"Philmac 3G metric/imperial tee 20mm x 1/2""",Philmac,9.59,"This Philmac 3G tee with 20mm/1/2"" POL x POL end connections is made of high performance polypropylene (PP) for good impact resistance and resistance to UV, chemicals and corrosion. Non-toxic and taint-free, this Philmac compression fitting is suitable for a wide range of plumbing, commercial, agricultural, industrial and residential applications.","Pipe, Valves and Fittings/Plastic Pipe Fittings/PE Pipe Fittings/PE Pipe Fittings.csv -> Philmac 3G metric/imperial tee 20mm x 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/56/42/NW-P45642_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Philmac_Fittings_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Philmac_PipeFittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Philmac_PipeFittings_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
