,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Hazardous,Model For Use With,Boiler Section,Boiler Range,Supplier Product Code,Type,WEEE Compliant,Colour,Diameter,Fuel Type,Weight,Feature 1,Feature 2,Feature 3,Feature 4,Warranty,Depth (mm),Range For Use With,Flue Type,Flue Diameter,Flue Length,Flue Size,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Range,Attachment 6,Attachment 7,Boiler Bundles,Part Gas Council number,By Model Number,For Use With,Feature 11
21,P105976,Worcester Bosch Greenstar low loss header accessory,Worcester Bosch,239.26,"Perfect for larger properties where more heating power is required, this Worcester Bosch Greenstar low loss header connects two Greenstar system or regular boilers in a cascade or modular installation. This provides homeowners with a combined output of up to 70kW.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/sub_categories/Worcester Flues/Worcester Flues.csv -> Worcester Bosch Greenstar low loss header accessory,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/76/105976_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/WB_Oil_Boilers-Solar_Heating_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Worcester_Bosch_Oil_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/WB_Greenstar_Low_Loss_Header_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,P106046,Worcester Bosch flue support bracket 60/100mm,Worcester Bosch,25.05,Worcester Greenstar gas-fired boiler range has a full suite of Condensfit II™ flue options in both 60/100mm and 80/125mm diameters.  Used to support the flue at each 1m interval and at a change of direction.,Boilers/sub_categories/Domestic Boiler Flues & Accessories/sub_categories/Worcester Flues/Worcester Flues.csv -> Worcester Bosch flue support bracket 60/100mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/47/106046_106047_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/WB_Greenstar_Cdi_Compact_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/WB_WM_Gas_Combi_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/WB_Gas_Product_Guide_2015.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Worcester_gstarcomp_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Worcester_gas-boiler&solar_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Worcester_WM-gas-combi_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/WB_Greenstar_i_Combi_ErP_Install.pdf,,,,,
23,P111299,Worcester Bosch Greenstar Oilfit vertical flue kit,Worcester Bosch,315.55,This Worcester Bosch Greenstar Oilfit 80/125mm vertical flue kit assists in the safe removal of steam and gases from a boiler's normal operation.,Boilers/sub_categories/Domestic Boiler Flues & Accessories/sub_categories/Worcester Flues/Worcester Flues.csv -> Worcester Bosch Greenstar Oilfit vertical flue kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/12/99/111299_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ki/ts/WB_Greenstar_Oil_ErP_Flue_Kits.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,P105751,Worcester Bosch Condensfit horizontal fixed flue kit 60/100-1050mm,Worcester Bosch,118.03,"This Worcester Bosch 60/100mm room-sealed horizontal fixed flue kit has a 1050mm length for convenient siting of Worcester Bosch Greenstar wall-mounted condensing gas appliances.  A boiler flue is the outlet through which steam and toxic gases resulting from the boiler's normal operation are safely expelled. Different models of flue are chosen to suit the type and location of the appliance.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/sub_categories/Worcester Flues/Worcester Flues.csv -> Worcester Bosch Condensfit horizontal fixed flue kit 60/100-1050mm,,Fixed flue assembly;Inner seal (white);Outer seal (black);Elbow;Fixed length flue (1000mm);Grease pack;2x securing screws;Sachet of grease;Instructions,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/57/51/NW-105751_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Bosch_Flue_Kit_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,P100815,Worcester Bosch Greenstar vertical flue adaptor 125mm,Worcester Bosch,55.25,125mm diameter high level horizontal flue adaptor,Boilers/sub_categories/Domestic Boiler Flues & Accessories/sub_categories/Worcester Flues/Worcester Flues.csv -> Worcester Bosch Greenstar vertical flue adaptor 125mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/15/100815_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/WB_Greenstar_WM_Gas_System_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Worcester_Greenstar_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/WB_Greenstar_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,P105153,Worcester Bosch flue extension 60/100mm x 2mtr,Worcester Bosch,139.38,"This Worcester Bosch 60/100mm flue extension provides an additional length of 2M for more convenient siting of Greenstar CDi, Si Junior System, Ri and Condensfit II boilers.  A boiler flue is the outlet through which steam and toxic gases resulting from the boiler's normal operation are safely expelled. Different models of flue are chosen to suit the type and location of the appliance.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/sub_categories/Worcester Flues/Worcester Flues.csv -> Worcester Bosch flue extension 60/100mm x 2mtr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/53/105153_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/WB_Greenstar_Horizontal_Flue_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/WB_Gstar_FS_CDI_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Worcester_Greenstar_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/WB_Greenstar_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,P333076,"Worcester Bosch CDi Compact, SI and I Accessory Pack Cdi Compact Si & I",Worcester Bosch,237.0,"Containing a variety of handy accessories, this Worcester Bosch Greenstar heating system care pack makes installation and servicing of Greenstar CDi, Si Compact and Greenstar i boilers quick, easy and effective.","Boilers/sub_categories/Domestic Boiler Flues & Accessories/sub_categories/Worcester Flues/Worcester Flues.csv -> Worcester Bosch CDi Compact, SI and I Accessory Pack Cdi Compact Si & I",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/76/NW-333076_wm.jpg,,,,,,N,,Flue,Greenstar CDiSi CompactGreenstar i,333076 PK,Accessory Pack,N,,,,,Greenstar Comfort II RF Wireless Programmer & Receiver,Greenstar Mini System Filter,Worcester Keyless Filling Link,Worcester Bosch WB1 Inhibitor 500ml Bottle,,,,,,,,Worcester Bosch WB3 Cleaner 500ml Bottle,,,,,,"CDi Compact, SI and I",,,,,,,
28,P108463,Worcester Bosch Greenstar 1000 rear spacer frame,Worcester Bosch,51.48,"This Worcester Bosch rear spacer frame leaves 35mm of space behind a boiler for vertical piping. Suitable for Greenstar 1000 boilers, this frame allows for the concealment of central heating flow and return, DHW and DCW pipes.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/sub_categories/Worcester Flues/Worcester Flues.csv -> Worcester Bosch Greenstar 1000 rear spacer frame,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/84/63/108463_wm.jpg,,,,,,N,Greenstar 1000,,,7736902620,Domestic Accessory,N,,,,,For Greenstar 1000 units,Pipes can be routed behind unit for neat installation,5 year warranty,,5,866,Greenstar 1000 Range,N/A,N/A,N/A,N/A,,,,,,,,,,N/A,n/a,,,
29,P108427,Worcester Bosch 4000 simpleswitch flue adapter 60-100,Worcester Bosch,26.37,"This Worcester Bosch Greenstar SimpleSwitch 60/100mm flue adapter allows for the installation of a flue using an existing vertical or horizontal hole through the external wall of the property. It is suitable for use when replacing an i Junior or Si boiler with a Greenstar 4000 boiler.  A boiler flue is the outlet through which steam and toxic gases resulting from the boiler's normal operation are safely expelled. Different models of flue are chosen to suit the type and location of the appliance.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/sub_categories/Worcester Flues/Worcester Flues.csv -> Worcester Bosch 4000 simpleswitch flue adapter 60-100,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/84/27/NW-108427_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/WB_Greenstar_4000_Installer_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/WB_Product_Guide_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,P105548,Worcester Bosch filling link for Junior and SI II,Worcester Bosch,32.65,"Helping to minimise the need for costly engineer callouts, this Worcester Bosch keyless integral filling link connects a cold mains connection and a heating return circuit on a wall mounting jig. This link makes topping up a Greenstar Junior or Si Combi heating system easy with no need to dig deep for a key.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/sub_categories/Worcester Flues/Worcester Flues.csv -> Worcester Bosch filling link for Junior and SI II,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/55/48/105548_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Worcester_Bosch_Greenstar_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/105548_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,P100762,Worcester Bosch Greenstar Oilfit flue extension 80/125mm 1mtr,Worcester Bosch,121.56,"Greenstar Oilfit range – the easy-fit fluing solution.  Multiple fluing options with the ability to flue internal floor standing boilers from the top, rear or side and external boilers from the rear and side.  The Oilfit range is quick-to-install thanks to its push-fit connection and forms a gas-tight seal. In most cases, it will also eliminate the need to cut the flue.  The Greenstar Oilfit range provide an easy-fit installation that requires no special tools when fitting flue extensions, elbows and adaptors.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/sub_categories/Worcester Flues/Worcester Flues.csv -> Worcester Bosch Greenstar Oilfit flue extension 80/125mm 1mtr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/62/100762_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/WB_WM_Gas_Combi_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/WB_Greenstar_Oilfit_Flue_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Worcester_WM-gas-combi_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Worcester_Greenstar_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/WB_Greenstar_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,P106239,Worcester Bosch Greenstar flue support bracket kit 60/100mm (Pack of 6),Worcester Bosch,77.85,Worcester is a trusted manufacturer of boiler flues and accessories with more than half a century’s worth of experience and a huge amount of expertise. The company has been responsible for the development and production of many renowned boilers,Boilers/sub_categories/Domestic Boiler Flues & Accessories/sub_categories/Worcester Flues/Worcester Flues.csv -> Worcester Bosch Greenstar flue support bracket kit 60/100mm (Pack of 6),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/39/106239_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/WB_Greenstar_Cdi_Compact_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/WB_WM_Gas_Combi_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/WB_Gas_Product_Guide_2015.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/WB_Greenstar_i_Combi_ErP_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,P333947,Worcester Bosch Oil fit standard horizontal flue 80/125mm,Worcester Bosch,189.0,"Greenstar Oilfit range – the easy-fit fluing solution.  Multiple fluing options with the ability to flue internal floor standing boilers from the top, rear or side and external boilers from the rear and side.  The Oilfit range is quick-to-install thanks to its push-fit connection and forms a gas-tight seal. In most cases, it will also eliminate the need to cut the flue.  The Greenstar Oilfit range provide an easy-fit installation that requires no special tools when fitting flue extensions, elbows and adaptors.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/sub_categories/Worcester Flues/Worcester Flues.csv -> Worcester Bosch Oil fit standard horizontal flue 80/125mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/47/333947_wm.jpg,,,,,,N,,Flue,Greenstar UtilityGreenstar Danesmoor Wall HungHeatslaveGreenstar Camray KitchenHeatslave ExternalGreenstar Heatslave IIGreenstar Danesmoor,333947 PK,Standard Flue Pack,N,,,,2500 kg,Compatible with all greenstar oil-fired condensing boilers,Quick and simple to install,Aesthetically pleasing design,White-coated finish,,,,,,,,,,,,,,Oil fit,,,,,,,
34,P100842,Worcester Bosch 90deg plume elbow,Worcester Bosch,39.55,"This hardwearing Worcester Bosch 60mm 90° plume elbow directs a flue extension upwards and horizontally, neatly and effectively re-routing the steam and gases produced during a Greenstar boiler's normal operation.  A boiler flue is the outlet through which steam and toxic gases resulting from the boiler's normal operation are safely expelled. Different models of flue are chosen to suit the type and location of the appliance.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/sub_categories/Worcester Flues/Worcester Flues.csv -> Worcester Bosch 90deg plume elbow,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/42/100842_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/08/42/100842.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Worcester_Bosch_Gas_Product_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,P100843,Worcester Bosch 45deg plume elbow (Pack of 2),Worcester Bosch,34.28,"This hardwearing Worcester Bosch 60mm 45° plume elbow directs a flue extension upwards and horizontally, neatly and effectively re-routing the steam and gases produced during a Greenstar boiler's normal operation.  A boiler flue is the outlet through which steam and toxic gases resulting from the boiler's normal operation are safely expelled. Different models of flue are chosen to suit the type and location of the appliance.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/sub_categories/Worcester Flues/Worcester Flues.csv -> Worcester Bosch 45deg plume elbow (Pack of 2),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/43/100843_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/WB_Greenstar-fs-CDi_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,P108424,Worcester Bosch GSTAR 4000 compact pre-plumbing kit,Worcester Bosch,84.07,"Helping to save around 30 minutes of installation time, this Worcester Bosch SimpleSwitch vertical pre-piping assembly kit is pre-bent and has swaged ends for easy soldering. This kit allows for the easy swapping of i Junior, Si Combi and i System boilers for CDi Compact, Si Compact, Greenstar 4000 Combi, 4000 System and 27i and 30i System boilers, ensuring that fixing points and pipe centres match up and that the distance from flue to valves is the same. A wall-frame provides the option to pre-pipe all seven combi pipe connections.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/sub_categories/Worcester Flues/Worcester Flues.csv -> Worcester Bosch GSTAR 4000 compact pre-plumbing kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/84/24/NW-108424_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/WB_Greenstar_4000_Installer_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/WB_Product_Guide_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,P114695,Worcester Bosch Greenstar 8000 intelligent automatic filling system,Worcester Bosch,64.04,"Constantly monitoring the pressure in a heating system, the clever Worcester Bosch Greenstar Intelligent Filling System automatically refills to the optimum level, meaning that there's no need to carry out manual top-ups. In addition to safely refilling the system before automatically stopping and closing the filling valve when the correct level is achieved, this clever device alerts the user to a drop in pressure caused by a leak, prompting them to take immediate action to prevent lasting damage.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/sub_categories/Worcester Flues/Worcester Flues.csv -> Worcester Bosch Greenstar 8000 intelligent automatic filling system,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/46/95/114695_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/WB_GreenstarIntllgntFllngStm_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/46/95/114695.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,P106008,Worcester Bosch condensate syphon,Worcester Bosch,42.82,"Enabling the running of condensate pipes outside a property, this Worcester Bosch CondenseSure siphon provides flexible siting of a boiler to suit the property with no extra running costs. Requiring no insulation, no electrical supply and with no internal moving parts, the CondenseSure needs very little maintenance, even in low temperatures. Using latent energy to heat waste condensate and prevent freezing, this accessory fits directly onto pipework, providing a smart, simple and energy efficient solution to a common issue.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/sub_categories/Worcester Flues/Worcester Flues.csv -> Worcester Bosch condensate syphon,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/08/106008_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Worcester_Bosch_Gas_Product_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,P114688,Worcester Bosch Greenstar 8000 wireless key for easy control,Worcester Bosch,62.78,"The EasyControl RF Key enables secure wireless communication between the controller and the heater. By functioning as a receiver between the control and the boiler, the EasyControl becomes a wireless smart internet-connected room thermostat. This provides customers with a convenient and stylish solution for controlling their heating.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/sub_categories/Worcester Flues/Worcester Flues.csv -> Worcester Bosch Greenstar 8000 wireless key for easy control,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/46/88/114688_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Worcester_Bosch_Gas_Product_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,P106047,Worcester Bosch flue support bracket 80/125mm,Worcester Bosch,31.65,Flue Accessory,Boilers/sub_categories/Domestic Boiler Flues & Accessories/sub_categories/Worcester Flues/Worcester Flues.csv -> Worcester Bosch flue support bracket 80/125mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/47/106046_106047_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/WB_Greenstar_Cdi_Compact_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/WB_WM_Gas_Combi_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/WB_Gas_Product_Guide_2015.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Worcester_gstarcomp_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Worcester_gas-boiler&solar_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Worcester_WM-gas-combi_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/WB_Greenstar_i_Combi_ErP_Install.pdf,,,,,
41,P100764,Worcester Bosch Greenstar Oilfit 45deg bend 80/125mm (Pack of 2),Worcester Bosch,88.41,"Greenstar Oilfit range – the easy-fit fluing solution.  Multiple fluing options with the ability to flue internal floor standing boilers from the top, rear or side and external boilers from the rear and side.  The Oilfit range is quick-to-install thanks to its push-fit connection and forms a gas-tight seal. In most cases, it will also eliminate the need to cut the flue.  The Greenstar Oilfit range provide an easy-fit installation that requires no special tools when fitting flue extensions, elbows and adaptors.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/sub_categories/Worcester Flues/Worcester Flues.csv -> Worcester Bosch Greenstar Oilfit 45deg bend 80/125mm (Pack of 2),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/64/100764_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/WB_WM_Gas_Combi_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/WB_Greenstar_Oilfit_Flue_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Worcester_Greenstar_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/WB_Greenstar_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
