,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Hazardous,Model For Use With,Boiler Section,Boiler Range,Supplier Product Code,Type,WEEE Compliant,Colour,Diameter,Fuel Type,Weight,Feature 1,Feature 2,Feature 3,Feature 4,Warranty,Depth (mm),Range For Use With,Flue Type,Flue Diameter,Flue Length,Flue Size,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Range,Attachment 6,Attachment 7,Boiler Bundles,Part Gas Council number,By Model Number,For Use With,Feature 11
77,P796815,Worcester Bosch 8716119426 horizontal flue kit 60/100mm,Worcester Bosch,133.62,"This Worcester Bosch 60/100mm flue kit is suitable for use with Greenstar and RD Series boilers.  A boiler flue is the outlet through which steam and toxic gases resulting from the boiler's normal operation are safely expelled. Different models of flue are chosen to suit the type and location of the appliance.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/sub_categories/Worcester Flues/Worcester Flues.csv -> Worcester Bosch 8716119426 horizontal flue kit 60/100mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/68/15/796815_wm.jpg,,,,,,N,"15 Ri, 25 Si LPG, 430/i, 532/i, RD428, 18 i LPG, 18 Ri, 24 Ri LPG, R28 HE System, R30 HE Plus Combi, RD542I, 12 Ri, 15 i LPG, 18 i, 24 i Junior, 25 Si, 35 CDi LPG, 40 CDi, 40 CDi Conventional, 40 CDi Conventional LPG, 537/i, R25 HE, RD537I, 12 Ri LPG, 24",Flue,"Greenstar, RD Series",8716119426,Flue Kit,N,,,,,Suitable for a vareity of boiler ranges,,,,,,,,,,,,,,,,,8716119426,,,,,,"15 Ri, 25 Si LPG, 430/i, 532/i, RD428, 18 i LPG, 18 Ri, 24 Ri LPG, R28 HE System, R30 HE Plus Combi, RD542I, 12 Ri, 15 i LPG, 18 i, 24 i Junior, 25 Si, 35 CDi LPG, 40 CDi, 40 CDi Conventional, 40 CDi Conventional LPG, 537/i, R25 HE, RD537I, 12 Ri LPG, 24",
78,P100774,Worcester Bosch Greenstar Oilfit 45deg elbow 100/150mm,Worcester Bosch,110.51,"Greenstar Oilfit range – the easy-fit fluing solution.  Multiple fluing options with the ability to flue internal floor standing boilers from the top, rear or side and external boilers from the rear and side.  The Oilfit range is quick-to-install thanks to its push-fit connection and forms a gas-tight seal. In most cases, it will also eliminate the need to cut the flue.  The Greenstar Oilfit range provide an easy-fit installation that requires no special tools when fitting flue extensions, elbows and adaptors.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/sub_categories/Worcester Flues/Worcester Flues.csv -> Worcester Bosch Greenstar Oilfit 45deg elbow 100/150mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/74/100774_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/WB_WM_Gas_Combi_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/WB_Greenstar_Oilfit_Flue_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Worcester_Greenstar_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/WB_Greenstar_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,P105579,Bosch system care pack G star comfort + I RF,Bosch,276.23,"A cost effective and efficient solution for quick, easy boiler installation and servicing, this Worcester Bosch G Star Comfort+ I RF System Care Pack contains everything you'll need to help extend the life of a Worcester Bosch boiler while also unlocking an extended WB guarantee. Comprising cleaner and inhibitor along with a Comfort+ I controller and a keyless filling link for easier top-ups and reduced call-out charges, this care pack helps your customers to meet the requirements of both Boiler Plus and building regs.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/sub_categories/Worcester Flues/Worcester Flues.csv -> Bosch system care pack G star comfort + I RF,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/55/79/105579_wm.jpg,,,,,,N,Bosch parts and accessories,,,7733600400,System Care Pack,N,,,,,Includes Comfort+ I controller,With Greenstar System Filter Mini,Includes Greenstar WB1 inhibitor and WB3 cleaner,"For quick, easy installation and servicing",1 year,N/A,Bosch parts and accessories,N/A,N/A,N/A,N/A,Helps extend the life of a boiler,Unlocks extended guarantees across Worcester Bosch gas boiler range,With keyless filling link,Keyless filling link offers fast installation,Helps with Boiler Plus compliance,Helps to meet BS7593 and Building Regulation Part L,,,,N/A,,,,1 year warranty
80,P100955,Worcester Bosch Greenstar Comfort wall plate kit,Worcester Bosch,31.39,"Suitable for the installation of the Greenstar i System Compact ErP boiler, this Worcester Bosch wall plate kit is ideal for use in challenging locations like basements, lofts or garages. Using a 2-core wire to connect the EMS BUS and the wall mounting plate, this kit allows for the hard-wiring of a plug-in programmer or RF receiver, either directly connected to the boiler or mounted on a wall.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/sub_categories/Worcester Flues/Worcester Flues.csv -> Worcester Bosch Greenstar Comfort wall plate kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/09/55/100955_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/W B_Greenstar_i_System_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,P101535,Worcester Bosch Greenstar Oilfit extension kit 100mm x 1mtr,Worcester Bosch,68.76,"Allowing for flexibility of installation, this Worcester Bosch Oilfit 100mm diameter stainless steel flue extension kit provides an additional flue length of 1M. This kit is suitable for us with Greenstar Oilfit and Greenstar Heatslave II boilers.  A boiler flue is the outlet through which steam and toxic gases resulting from the boiler's normal operation are safely expelled. Different models of flue are chosen to suit the type and location of the appliance.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/sub_categories/Worcester Flues/Worcester Flues.csv -> Worcester Bosch Greenstar Oilfit extension kit 100mm x 1mtr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/35/101535_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Worcester_gstaroiLFF_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/WB_Greenstar_Heatslave_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,P105151,Worcester Bosch Greenstar Oilfit internal flue extension 600 x 80/125mm,Worcester Bosch,61.39,"Greenstar Oilfit range – the easy-fit fluing solution.  Multiple fluing options with the ability to flue internal floor standing boilers from the top, rear or side and external boilers from the rear and side.  The Oilfit range is quick-to-install thanks to its push-fit connection and forms a gas-tight seal. In most cases, it will also eliminate the need to cut the flue.  The Greenstar Oilfit range provide an easy-fit installation that requires no special tools when fitting flue extensions, elbows and adaptors.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/sub_categories/Worcester Flues/Worcester Flues.csv -> Worcester Bosch Greenstar Oilfit internal flue extension 600 x 80/125mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/51/105151_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/WB_Oilfit_Flue_RS_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Worcester_Greenstar_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/WB_Greenstar_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,P100813,Worcester Bosch Greenstar 90deg high efficiency elbow 125mm White,Worcester Bosch,52.74,125mm diameter 90º flue bend for Greenstar Highflow and FS CDi Regular floor standing boilers,Boilers/sub_categories/Domestic Boiler Flues & Accessories/sub_categories/Worcester Flues/Worcester Flues.csv -> Worcester Bosch Greenstar 90deg high efficiency elbow 125mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/13/100813_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Worcester_Greenstar_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/WB_80-125mm_Horiz_Flue_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/WB_Greenstar_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/WB_Greenstar_FS_CDi_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,P793105,Worcester Bosch simplefit-telescopic flue kit,Worcester Bosch,106.53,"This Worcester Bosch Simplefit telescopic flue kit is compatible with boilers in the CBi Series, CDi Series, Si/C1 Series, i Junior Series, i Series, Novatherm, SBi Series and RD Series ranges.  A boiler flue is the outlet through which steam and toxic gases resulting from the boiler's normal operation are safely expelled. Different models of flue are chosen to suit the type and location of the appliance.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/sub_categories/Worcester Flues/Worcester Flues.csv -> Worcester Bosch simplefit-telescopic flue kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/05/793105_wm.jpg,,,,,,N,"14/19 CBi LPG, 9/14 CBi LPG, 35 CDi II RSF NG, 24 SI II, 24 SI II LPG, 25 Si, 24 CDi RSF NG, 28 i Junior, 28 i Junior LPG, 28 Si II LPG, 14/19 CBi, 19/24 CBi, 19/24 CBi LPG, 24 i Junior LPG, 24 i RSF, 80ic RSF LPG, 24 SBi, 28 Si, C1 FSN, 35 CDi II RSF LP",Flue,"CBi Series, CDi Series, Si/C1 Series, i Junior Series, i Series, Novatherm, SBi Series, RD Series",77161910680,Flue Kit,N,,,,,Suitable for a vareity of boiler ranges,,,,,,,,,,,,,,,,,,,,,E26730,"24 CDi RSF NG,24,15 SBi,25 Si LPG,80ic RSF,19/24 CBi,RD628 RSF,28 i Junior,19/24 CBi LPG,24 CDi RSF LPG,14/19 CBi LPG,9/14 CBi,28 Si II LPG,28 Si LPG,14/19 CBi,35 CDi II RSF NG,35 CDi II RSF LPG,9/14 CBi LPG,15 SBi LPG,28 i RSF,28 i Junior LPG,24 SBi LPG",,
85,P100812,Worcester Bosch Greenstar 45deg high efficiency elbow 125mm White,Worcester Bosch,52.74,125mm diameter 45º flue bend for Greenstar Highflow and FS CDi Regular floor standing boilers,Boilers/sub_categories/Domestic Boiler Flues & Accessories/sub_categories/Worcester Flues/Worcester Flues.csv -> Worcester Bosch Greenstar 45deg high efficiency elbow 125mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/12/100812_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Worcester_Greenstar_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/WB_80-125mm_Horiz_Flue_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/WB_Greenstar_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/WB_Greenstar_FS_CDi_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,P105554,Worcester Bosch Easycontrol System Care Pack Easy Black Rf,Worcester Bosch,342.78,"This Worcester Bosch system care pack is a complete kit for the Greenstar 8000 Lifestyle. It includes the black EasyControl thermostat, RF key and table stand along with a Greenstar mini system filter, WB1 inhibitor and WB3 cleaner. A smart internet-connected room thermostat, the EasyControl provides intuitive management of a domestic central heating system. Designed for two-core wire installation or powering via a three-pin plug, this stat can be wall-mounted or simply kept on the supplied table stand for ease of storage.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/sub_categories/Worcester Flues/Worcester Flues.csv -> Worcester Bosch Easycontrol System Care Pack Easy Black Rf,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/55/54/105554_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/W B_Greenstar_8000_Information_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/W B_Greenstar_8000_Stand_Quick_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/W B_Greenstar_8000_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,P100773,Worcester Bosch Greenstar Oilfit 90deg elbow 100/150mm,Worcester Bosch,90.86,"Greenstar Oilfit range – the easy-fit fluing solution.  Multiple fluing options with the ability to flue internal floor standing boilers from the top, rear or side and external boilers from the rear and side.  The Oilfit range is quick-to-install thanks to its push-fit connection and forms a gas-tight seal. In most cases, it will also eliminate the need to cut the flue.  The Greenstar Oilfit range provide an easy-fit installation that requires no special tools when fitting flue extensions, elbows and adaptors.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/sub_categories/Worcester Flues/Worcester Flues.csv -> Worcester Bosch Greenstar Oilfit 90deg elbow 100/150mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/73/100773_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/WB_Oilfit_Flue_RS_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Worcester_Greenstar_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/WB_Greenstar_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,P105954,Worcester Bosch conventional vertical flue kit 100/103mm,Worcester Bosch,221.01,Conventional flue 80/100mm and 100/103mm adaptor kit for use with 7716190065 to convert an appliance to a conventional flue system,Boilers/sub_categories/Domestic Boiler Flues & Accessories/sub_categories/Worcester Flues/Worcester Flues.csv -> Worcester Bosch conventional vertical flue kit 100/103mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/54/105954_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/WB_Oil_Product_Guide_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,P114689,Worcester Bosch Greenstar 8000 standard telescopic flue and terminal 350-570mm,Worcester Bosch,124.81,"This Worcester Bosch 100mm telescopic horizontal standard flue and terminal (350 - 570mm) is suitable for use with Greenstar 8000 Life and Greenstar 8000 Style boilers.  A boiler flue is the outlet through which steam and toxic gases resulting from the boiler's normal operation are safely expelled. Different models of flue are chosen to suit the type and location of the appliance.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/sub_categories/Worcester Flues/Worcester Flues.csv -> Worcester Bosch Greenstar 8000 standard telescopic flue and terminal 350-570mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/46/89/114689_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Worcester_Bosch_Gas_Product_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,P100811,Worcester Bosch Greenstar high efficiency vertical flue kit 125mm,Worcester Bosch,205.92,"This Worcester Bosch 125mm diameter high efficiency vertical flue kit with adapter is suitable for use with wall-mounted Greenstar gas boilers.  A boiler flue is the outlet through which steam and toxic gases resulting from the boiler's normal operation are safely expelled. Different models of flue are chosen to suit the type and location of the appliance.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/sub_categories/Worcester Flues/Worcester Flues.csv -> Worcester Bosch Greenstar high efficiency vertical flue kit 125mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/11/100811_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/WB_80-125mm_Vertical_Flue_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Worcester_Greenstar_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/WB_Greenstar_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,P141719,Worcester Bosch Greenstar 4000 combi DHW pre-heat kit,Worcester Bosch,88.29,"This Worcester Bosch Greenstar 4000 Combi DHW pre-heat kit upgrades the 4000 Combi, allowing it to accept pre-heated water from a separate heat source.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/sub_categories/Worcester Flues/Worcester Flues.csv -> Worcester Bosch Greenstar 4000 combi DHW pre-heat kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/17/19/141719_wm.jpg,,,,,,N,,,,7733601289,Accessory,N,,,,,For Greenstar 4000 Combi boilers,Suitable for water up to 60°C,1 year warranty,,1 year,254,,,,,,,,,,,,Greenstar,,,,,7733601289,,
92,P114690,Worcester Bosch Greenstar 8000 extension flue kit 960mm Silver,Worcester Bosch,65.69,"This Worcester Bosch 100mm diameter 960mm length flue extension kit provides additional flexibility of siting when installing the Greenstar 8000 Style boiler.  A boiler flue is the outlet through which steam and toxic gases resulting from the boiler's normal operation are safely expelled. Different models of flue are chosen to suit the type and location of the appliance.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/sub_categories/Worcester Flues/Worcester Flues.csv -> Worcester Bosch Greenstar 8000 extension flue kit 960mm Silver,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/46/90/114690_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Worcester_Bosch_Gas_Product_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,P105147,Worcester Bosch Greenstar Oilfit 90deg plume management bend,Worcester Bosch,56.48,"This Worcester Bosch brand 90° bend reduces the length of a plume management system for convenient siting and a neater finish. It is compatible with Greenstar Utility, Heatslave II or Heatslave II External boilers.  Plume management kits are used to solve the issue of nuisance pluming, where the plume from a condensing boiler causes an obstruction in a garden, side passage or courtyard. The kit simply redirects the plume away from the property to a more convenient location.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/sub_categories/Worcester Flues/Worcester Flues.csv -> Worcester Bosch Greenstar Oilfit 90deg plume management bend,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/47/105147_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/WB_Greenstar_Heatslave_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,P480169,Worcester Bosch 24I flue extension,Worcester Bosch,60.86,"This Worcester Bosch 24L flue extension kit is designed for installation of boilers in the CBi Series, CDi Series, i Junior Series, i Series, SBi Series, Si/C1 Series and Novatherm ranges.  A boiler flue is the outlet through which steam and toxic gases resulting from the boiler's normal operation are safely expelled. Different models of flue are chosen to suit the type and location of the appliance.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/sub_categories/Worcester Flues/Worcester Flues.csv -> Worcester Bosch 24I flue extension,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/69/480169_wm.jpg,,,,,,N,"19/24 CBi LPG, 9/14 CBi, 35 CDi II RSF NG, 24 i Junior, 24 i RSF, 24 SBi, 28 Si, 80ic RSF, 15 SBi LPG, 14/19 CBi LPG, 28 i Junior, 24 i RSF LPG, 24 SBi LPG, 25 Si, 80ic RSF LPG, 25 Si LPG, 28 Si LPG, 14/19 CBi, 15 SBi, 35 CDi II RSF LPG, 28 i Junior LPG,",Flue,"CBi Series, CDi Series, i Junior Series, i Series, SBi Series, Si/C1 Series, Novatherm",77161910060,Flue Extension Kit,N,,,,,Suitable for a vareity of boiler ranges,,,,,,,,,,,,,,,,,,,,,E27474,"24 i RSF,24 SBi,24 i RSF LPG,15 SBi,28 Si,25 Si,80ic RSF,19/24 CBi,28 i Junior,19/24 CBi LPG,24 i Junior LPG,24 i Junior,14/19 CBi LPG,9/14 CBi,14/19 CBi,35 CDi II RSF NG,35 CDi II RSF LPG,9/14 CBi LPG,C1 FSN,28 i RSF,28 i Junior LPG,24 SBi LPG",,
95,P334009,Worcester Bosch standard telescopic flue 350-570mm Silver,Worcester Bosch,98.0,"A genuine Worcester Bosch spare part, this 100mm telescopic horizontal standard flue and terminal (350-570mm) directs the steam and gases produced during boiler use away from a property.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/sub_categories/Worcester Flues/Worcester Flues.csv -> Worcester Bosch standard telescopic flue 350-570mm Silver,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/09/334009_wm.jpg,,,,,,N,,Flue,Greenstar 8000 Life8000 Style,334009 PK,Telescopic Flue,N,,,,,Compatible with the Worcester Bosch Greenstar 8000 Lifestyle range,"Quick, simple installation",Silver colour finish,,,,"Greenstar 8000 Life, 8000 Style",,,,,,,,,,,,,,,,,,
96,P100810,Worcester Bosch Greenstar high efficiency telescopic flue kit 125mm,Worcester Bosch,182.06,"This Worcester Bosch 125mm diameter high efficiency telescopic flue and terminal (405 - 600mm) is suitable for use with wall-mounted Greenstar gas boilers.  A boiler flue is the outlet through which steam and toxic gases resulting from the boiler's normal operation are safely expelled. Different models of flue are chosen to suit the type and location of the appliance.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/sub_categories/Worcester Flues/Worcester Flues.csv -> Worcester Bosch Greenstar high efficiency telescopic flue kit 125mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/10/100810_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/WB_82-125mm_Horiz_Flue_Duct_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Worcester_Greenstar_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/WB_Greenstar_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
