,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Feature 1,Feature 2,Feature 3,Feature 4,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Range,Hazardous,Boiler Section,Boiler Range,Supplier Product Code,Type,WEEE Compliant,Feature 5,Feature 6,Feature 7,Voltage (V),Switch Type,Setting Range,Dimensions mm (H x W x D),Operating Temperature Range (C),Application,Feature 8,Pack Quantity,Attachment 7,Attachment 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Feature 16
23,P418087,Secure Simple Controls C1727 Secure Room Stat Receiver,Secure,92.48,"Compatible with gas, oil or electric boilers as well as heat pumps, combis and system boilers, the Secure C1727 smart programmable thermostat offers handy seven day programming of heating for one or two zones. It is alternatively suitable for controlling both heating and hot water at once. Boiler Plus compliant, this stat will work with a plug-in WiFi card while also connecting to an app via Bluetooth, giving homeowners complete control from anywhere inside or outside the house. With one unit covering most system types, the C1727 can even control an existing wired thermostat or other appliance.",Heating/Central Heating Controls/Wireless Thermostats/Wireless Thermostats.csv -> Secure Simple Controls C1727 Secure Room Stat Receiver,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/87/NW-418087_wm.jpg,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Secure_C1727_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Secure_C1727_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,P196898,Alpha Connect internet enabled thermostat,Alpha,113.03,Control your home comfort on the go with the Alpha Connect app-controlled programmable thermostat. Heating can be turned on and off based on a user-set temperature via the user-friendly LCD control device or through the Alpha Connect app. Handy features such as a holiday mode and optimised start improve the flexibility and efficiency of a heating system for reduced bills and improved comfort.,Heating/Central Heating Controls/Wireless Thermostats/Wireless Thermostats.csv -> Alpha Connect internet enabled thermostat,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/68/98/196898_wm.jpg,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Alpha_Connect_Installation_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Alpha_Connect_HE_Boilers_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ro/ls/Alpha_Connect_and_Controls.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,P339036,Danfoss TPOne battery powered electronic room thermostat,Danfoss,67.78,"The user-friendly Danfoss TPOne-B programmable room thermostat incorporates a flexible, backlit dot matrix display with easy-read icons and text info designed for ease of use and installation. Defaulting to chrono-proportional, load compensation control, TPOne offers high levels of user comfort alongside cost and energy savings. Where chrono-proportional mode is set, the thermostat follows a fixed cycle rate on the system, automatically determining the load required to deliver the temperature requested.",Heating/Central Heating Controls/Wireless Thermostats/Wireless Thermostats.csv -> Danfoss TPOne battery powered electronic room thermostat,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/36/NW-339035_339036_wm.jpg,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ly/er/Danfoss_TPOne_Thermostat_Flyer.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_TPOne_B_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_TPOne_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,P311894,Honeywell Home DT4R hw home dt4r wireless spare thermostat,Honeywell Home,64.9,"Providing intuitive room temperature control, the Honeywell Home DT4 room thermostat has a raft of useful features for ease of operation. A slimline unit with a large LED segment display and easy-press wake up button, the DT4 is compatible with hybrid and green energy systems in addition to energy-efficient solutions such as heat pumps, zoning and underfloor heating and cooling devices. It can also be used for zone valve applications, though not with 240V electric heating.",Heating/Central Heating Controls/Wireless Thermostats/Wireless Thermostats.csv -> Honeywell Home DT4R hw home dt4r wireless spare thermostat,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/3_/96/311893_96_wm.jpg,Compatible with 24-230V on/off appliances including gas or combi-boilers and heat pumps,Compatible with two-port zone valve,Backwards compatible with existing Honeywell Home RF products,Supports OpenTherm appliances,,,,,,,DT4R,N,,,DTS42WRFST20,Wireless Room Thermostat,N,Versions available for both standard OpenTherm and OpenTherm® Smart Power,,,230,SPDT,5 to 35 °C,101 x 101 x 54mm,(Ambient) 0 to 4,"On/off boiler (230V), Combi boiler, Heat Pump, 2-Port Zone Valve",,,,,,,,,,,,
27,P310715,Honeywell Home T3 Y3H710RF0053-1 hw home t3 wireless bdr,Honeywell Home,103.11,"The T3 wireless BDR is part of a popular range of programmable thermostats designed for completely intuitive control of a heating system. Suitable for use in domestic premises and especially for social housing and new build installations, this thermostat provides optional seven day and 5/2 day scheduling of your heating with up to four time periods selectable across every day, ensuring that heating is only in use when it's really needed.",Heating/Central Heating Controls/Wireless Thermostats/Wireless Thermostats.csv -> Honeywell Home T3 Y3H710RF0053-1 hw home t3 wireless bdr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/15/310715_wm.jpg,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Honeywell_T3_Thermostat_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Honeywell_T3R_Instal.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,PC28033,Drayton RF901 Digistat single-channel RF with OpenTherm,Drayton,90.69,"Providing wireless connection to a boiler, this Drayton Digistat thermostat offers 3A relay or OpenTherm outputs. With universal operation and the option of smartphone control, this thermostat offers great flexibility.",Heating/Central Heating Controls/Wireless Thermostats/Wireless Thermostats.csv -> Drayton RF901 Digistat single-channel RF with OpenTherm,,Thermostat;Receiver,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/33/C28033_wm.jpg,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Drayton_Digistat_Userguide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Drayton_RF901_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Drayton_Digistat_Thermostat_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,P312700,Honeywell Home Sundial hw home sundial rf2 pack 1,Honeywell Home,215.29,"Adding a room thermostat to a combi boiler or heating zone, the Sundial RF² pack 1 contains the ST9120C wireless enabled time switch, DT92E wireless digital room thermostat and DT92E tabletop stand.",Heating/Central Heating Controls/Wireless Thermostats/Wireless Thermostats.csv -> Honeywell Home Sundial hw home sundial rf2 pack 1,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/27/00/312700_wm.jpg,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Honeywell_Heating_Controls_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,P222074,Drayton Lifestyle LP LP711 7 day time switch,Drayton,49.25,"Truly flexible, the Drayton LP711 time switch provides excellent combi control via individual day programme. Homeowners can change the setting of each day's timings through this timer, making it ideal for those whose day-to-day schedule varies.",Heating/Central Heating Controls/Wireless Thermostats/Wireless Thermostats.csv -> Drayton Lifestyle LP LP711 7 day time switch,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/74/NW-222074_wm.jpg,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Drayton_LP_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Drayton_Timeswitches_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Drayton_LP_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,P440976,Danfoss TP5001RF + RX1-S V2 wireless programmable room stat & receiver,Danfoss,104.1,"Offering a large backlit LCD display, the Danfoss RET2001 wireless programmable electronic room thermostat allows for easy temperature selection using an intuitive ring set around the central display. Supplied with a receiver, this thermostat provides handy functions including a holiday mode.",Heating/Central Heating Controls/Wireless Thermostats/Wireless Thermostats.csv -> Danfoss TP5001RF + RX1-S V2 wireless programmable room stat & receiver,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/76/_a/440975_76_A_wm.jpg,LCD display with push buttons,On/off load compensation,Holiday function,,,,,,,,,N,,,087N7936,Room Thermostat,N,,,,230v at Receiver. 3v DC at Thermostat,SPDT,5 to 30 °C,86 x 86 x 30,5 to 30,Domestic,,,,,,,,,,,,
32,P311134,Honeywell Home DT4 DT4R Black Wireless Thermostat,Honeywell Home,80.64,"Designed for compatibility.Can be installed standalone or as a part of an existing system, including conventional and combi boilers.Easy-to-read, energy-efficient LED-based display that turns off when the screen is not in use. Wired or wireless versions to suit almost every installation. Integration with smart devices such as Honeywell Home evohome and the HCC100 underfloor multi-zone controller. Backlit, captive touch buttons. Built in eco-mode to reduce room temperature for a set time period and help save money and the environment. Built in boost mode to increase room temperature for a set time period.",Heating/Central Heating Controls/Wireless Thermostats/Wireless Thermostats.csv -> Honeywell Home DT4 DT4R Black Wireless Thermostat,,"Product, boiler relay, table stand, wall mount, install guide, user guide, screws",https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/34/311134_wm.jpg,Suitable for zoning/UFH,evohome,Works with heat pumps,Heating and cooling,,,,,,,,N,,,YT42BRFT22,Thermostat,N,Clear LED display,Coloured icons,Easy to use,24-230,SPDT,05-35 Degrees,101 x 101 x 23.5,0-40 Degrees,"Boiler, Heat Pump, Zoning, UFH, 2-port zone valve",Modern display,,,,,,,,,,,
33,PC28034,Drayton Digistat RF902 Digistat dual-channel RF,Drayton,101.94,"The dual-channel Drayton Digistat thermostat can be used for heating and hot water control or for two separate heating zones with no need for a separate hot water programmer. With universal operation and the option of smartphone control, this thermostat offers great flexibility.",Heating/Central Heating Controls/Wireless Thermostats/Wireless Thermostats.csv -> Drayton Digistat RF902 Digistat dual-channel RF,,Thermostat;Receiver,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/34/C28034_wm.jpg,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Drayton_Digistat_Userguide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Drayton_RF902_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Drayton_Digistat_Thermostat_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,P300022,Honeywell Home Evohome hw home evohome wifi connect thermost pk,Honeywell Home,212.6,"The Honeywell Home Evohome Wi-Fi connected thermostat pack includes an Evohome controller, power lead and stand plus a wireless receiver box. A zoning pack is also available for the creation of additional heating zones. The multi-zone Evohome controller controls the time and temperature of up to 12 heating zones, plus a domestic hot water supply, providing independent time and temperature control and a backlit colour LCD display for each zone. Adaptable and configurable to suit your home, with optional wall or desk mounting, this adaptable system will improve the heating system of any home.",Heating/Central Heating Controls/Wireless Thermostats/Wireless Thermostats.csv -> Honeywell Home Evohome hw home evohome wifi connect thermost pk,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/22/300022_wm.jpg,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Honeywell_Heating_Controls_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,P353121,Eph Controls CP4B prog room stat - battery,Eph Controls,42.02,"Suitable for controlling a single heating zone, the EPH Controls CP4B battery-operated programmable room thermostat offers OpenTherm along with a variety of other useful features, including optimum start, TPI and on/off control modes.",Heating/Central Heating Controls/Wireless Thermostats/Wireless Thermostats.csv -> Eph Controls CP4B prog room stat - battery,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/21/353121_wm.jpg,Battery-operated,OpenTherm compatible,NTC100K sensor,"Suitable for boilers, motorised valves and pumps",,,,,,,,N,,,CP4B,Battery Powered Programmable Thermostat,N,Boiler Plus compliant,,,2 x AA Battery,SPDT Volt Free,5-35°C,105 X 154 X 40,0-45,Domestic,,24,,,,,,,,,,
