,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Range,Hazardous,Approvals,Equal / Unequal,End Connection A size,End Connection C size,Material,Size,Connection Type 1,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Connection Type,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Attachment 7,Attachment 8,Diameter,End Connection B size,Grade,Angle,Feature 8,Feature 9,Feature 10,Weight,Material Type,Attachment 9,Connection Type 2,Operating Temperature,Warranty,Colour
176,P701341,Steelcom Fittings 316/L EN10253-4 press cap ends 254MM,Steelcom Fittings,70.9,This Steelcom Fittings metric 254mm pressed end cap has butt weld connections and a 316L stainless steel construction,"Pipe, Valves and Fittings/Metal Pipe Fittings/Stainless Steel Pipe Fittings/Stainless Steel Pipe Fittings.csv -> Steelcom Fittings 316/L EN10253-4 press cap ends 254MM",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/41/701316_701341_wm.jpg,,,,N,N/A,N/A,254mm,N/A,316L Stainless Steel,254mm x 2.0mm,,FO0L016L0025402000,Butt-weld fitting,N,Butt-weld connection,Manufactured in 316L stainless steel,Meets European Standard EN 10253 - EN 10204 3.1 test certificates,,,,,butt weld,,,,,,,,N/A,,,,,,,,,,,,
177,PM48047,Geberit MPS SS therm 44004 coupling 22,Geberit,4.01,"This Geberit Mapress Therm 22mm coupling is made of stainless steel 1.4520 and features a simple press-fit connection for ease of fitting. The complete Mapress Therm low-alloy stainless steel system is corrosion-resistant, making it especially suitable for closed heating and cooling circuits where condensation and external moisture is a risk, such as cement-based underfloor heating, industrial applications and cooling systems.","Pipe, Valves and Fittings/Metal Pipe Fittings/Stainless Steel Pipe Fittings/Stainless Steel Pipe Fittings.csv -> Geberit MPS SS therm 44004 coupling 22",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/47/M48047_wm.jpg,,,,N,EN 10312:2002 + A1:2005,Equal,22mm,22mmØ,Stainless Steel CrTi steel 1.4520 (EN 10088),22 mm,,44004,Press Fit Coupler,N,Reliable protection against external corrosion,Stands up to condensate formation in closed cooling or refrigeration circuits,Low-alloy stainless steel for durability,"Suitable for industrial applications including compressed air, inert gases and negative pressure systems","Suitable for technical building systems, heating pipes, radiators, heaters, solar, district heating and compressed air",Stainlesss steel meets EN 10088,Meets EN 10312:2002 + A1:2005 standards,Press Fit,,,,,,,,,,,,,,,,,,,,
178,P701350,Steelcom Fittings 316/L EN10253-4 pulled equal tee 84MM,Steelcom Fittings,42.4,This Steelcom Fittings metric 84mm equal tee has butt weld connections and a 316L stainless steel construction,"Pipe, Valves and Fittings/Metal Pipe Fittings/Stainless Steel Pipe Fittings/Stainless Steel Pipe Fittings.csv -> Steelcom Fittings 316/L EN10253-4 pulled equal tee 84MM",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/54/701349_701354_wm.jpg,,,,N,N/A,Equal,84mm,84mm,316L Stainless Steel,84mm x 84mm x 2.0mm,,TESXE16L0008402000,Butt-weld fitting,N,Butt-weld connection,Manufactured in 316L stainless steel,Meets European Standard EN 10253 - EN 10204 3.1 test certificates,,,,,butt weld,,,,,,,,84mm,,,,,,,,,,,,
179,P701348,Steelcom Fittings 316/L EN10253-4 pressed collars 254mm,Steelcom Fittings,33.85,This Steelcom Fittings metric 254mm pressed collar has butt weld connections and a 316L stainless steel construction,"Pipe, Valves and Fittings/Metal Pipe Fittings/Stainless Steel Pipe Fittings/Stainless Steel Pipe Fittings.csv -> Steelcom Fittings 316/L EN10253-4 pressed collars 254mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/48/701342_701348_wm.jpg,,,,N,N/A,N/A,254mm,254mm,316L Stainless Steel,254mm x 2.0mm,,CA0L016L0025402000,Butt-weld fitting,N,Butt-weld connection,Manufactured in 316L stainless steel,Meets European Standard EN 10253 - EN 10204 3.1 test certificates,,,,,butt weld,,,,,,,,N/A,,,,,,,,,,,,
180,P701362,Steelcom Fittings 316/L EN10253-4 reducer 204X129mm,Steelcom Fittings,127.18,"A Steelcom Fittings EN10253 204 x 129mm metric concentric reducer, constructed in robust stainless steel.","Pipe, Valves and Fittings/Metal Pipe Fittings/Stainless Steel Pipe Fittings/Stainless Steel Pipe Fittings.csv -> Steelcom Fittings 316/L EN10253-4 reducer 204X129mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/65/701361_701365_wm.jpg,,,,N,N/A,Unequal,204mm,129mm,316L Stainless Steel,204 x 129mm,,RICXE16L0020401290,Butt-weld fitting,N,Butt-welded,316L stainless steel construction,Meets EN 10253,Test certificate EN 10204 3.1,,,,butt weld,,,,,,,,N/A,,,,,,,,,,,,
181,PM47914,Geberit MPS SS therm 40702 45d bend pe 15,Geberit,4.36,"This Geberit Mapress Therm 15mm 45° bend is made of stainless steel 1.4520 and features a simple press-fit connection for ease of fitting. The complete Mapress Therm low-alloy stainless steel system is corrosion-resistant, making it especially suitable for closed heating and cooling circuits where condensation and external moisture is a risk, such as cement-based underfloor heating, industrial applications and cooling systems.","Pipe, Valves and Fittings/Metal Pipe Fittings/Stainless Steel Pipe Fittings/Stainless Steel Pipe Fittings.csv -> Geberit MPS SS therm 40702 45d bend pe 15",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/14/M47914_wm.jpg,,,,N,EN 10312:2002 + A1:2005,Unequal,15mm,12mmØ,Stainless Steel CrTi steel 1.4520 (EN 10088),15 mm,,40702,Plain End 45° Press Fit Bend,N,Reliable protection against external corrosion,Stands up to condensate formation in closed cooling or refrigeration circuits,Low-alloy stainless steel for durability,"Suitable for industrial applications including compressed air, inert gases and negative pressure systems","Suitable for technical building systems, heating pipes, radiators, heaters, solar, district heating and compressed air",Stainlesss steel meets EN 10088,Meets EN 10312:2002 + A1:2005 standards,Press FitPlain End,,,,,,,,,,45,,,,,,,,,,
182,PM15858,Geberit Mapress reducer 42 x 28mm Stainless Steel,Geberit,33.13,"This Geberit Mapress 42 x 28mm reducer is made of stainless steel with plain end x press-fit connections. It is suitable for use in cold/hot potable water, heating water, cooling water with or without anti-freeze agent, remote network heating water less than or equal to120°C, saturated steam less than or equal to120°C, service water, treated water, rainwater with a pH value of greater than6, grey or black water with pH value greater than6, extinguishing water (wet), sprinklers (wet), chemicals/technical liquids, compressed air (oil purity class 0 - 3), negative pressure, inert gases such as nitrogen, industrial gases including acetylene and shielding gases and in technical building systems, industry and shipbuilding.","Pipe, Valves and Fittings/Metal Pipe Fittings/Stainless Steel Pipe Fittings/Stainless Steel Pipe Fittings.csv -> Geberit Mapress reducer 42 x 28mm Stainless Steel",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/58/59/NW-M15858_M15859_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/vi/ew/Geberit_Mapress_SS_Gaseous_Overview.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Geberit_Mapress_SS_Reducer_Technical.pdf,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/vi/ew/Geberit_Mapress_SS_Liquid_Overview.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Geberit_Supply_Systems_Product_Guide.pdf,,,,,,,,,,,,,,,,,,
183,PM48020,Geberit MPS SS therm 41802 fi adaptor 15 x 1/2,Geberit,7.96,"This Geberit Mapress Therm 15mm x 1/2"" adapter is made of stainless steel 1.4520 and features a simple press-fit connection for ease of fitting. The complete Mapress Therm low-alloy stainless steel system is corrosion-resistant, making it especially suitable for closed heating and cooling circuits where condensation and external moisture is a risk, such as cement-based underfloor heating, industrial applications and cooling systems.","Pipe, Valves and Fittings/Metal Pipe Fittings/Stainless Steel Pipe Fittings/Stainless Steel Pipe Fittings.csv -> Geberit MPS SS therm 41802 fi adaptor 15 x 1/2",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/20/M48020_wm.jpg,,,,N,EN 10312:2002 + A1:2005,Unequal,15mm,1/2 InchØ,Stainless Steel CrTi steel 1.4520 (EN 10088),15mmØ1/2 InchØ,,41802,Press Fit Female Thread Adaptor,N,Reliable protection against external corrosion,Stands up to condensate formation in closed cooling or refrigeration circuits,Low-alloy stainless steel for durability,"Suitable for industrial applications including compressed air, inert gases and negative pressure systems","Suitable for technical building systems, heating pipes, radiators, heaters, solar, district heating and compressed air",Stainlesss steel meets EN 10088,Meets EN 10312:2002 + A1:2005 standards,Press FitFemale Thread,,,,,,,,,,,,,,,,,,,,
184,PM15936,"Geberit Mapress female iron reduced branch tee 35 x 35mm x 1/2"" Stainless Steel",Geberit,31.49,"This Geberit Mapress 35mm x 1/2"" x 35mm 90° reducer tee is made of stainless steel with press-fit x female thread connections. It is suitable for use in cold/hot potable water, heating water, cooling water with or without anti-freeze agent, remote network heating water less than or equal to120°C, saturated steam less than or equal to120°C, service water, treated water, rainwater with a pH value of greater than6, grey or black water with pH value greater than6, extinguishing water (wet), sprinklers (wet), chemicals/technical liquids, compressed air (oil purity class 0 - 3), negative pressure, inert gases such as nitrogen, industrial gases including acetylene and shielding gases and in technical building systems, industry and shipbuilding.","Pipe, Valves and Fittings/Metal Pipe Fittings/Stainless Steel Pipe Fittings/Stainless Steel Pipe Fittings.csv -> Geberit Mapress female iron reduced branch tee 35 x 35mm x 1/2"" Stainless Steel",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/36/NW-M15936_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/vi/ew/Geberit_Mapress_SS_Gaseous_Overview.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/vi/ew/Geberit_Mapress_SS_Liquid_Overview.pdf,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Geberit_Mapress_SS_Tee_F_Thread_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Geberit_Supply_Systems_Product_Guide.pdf,,,,,,,,,,,,,,,,,,
185,PM47961,Geberit MPS SS therm 41219 rb tee 42 x 28 x 42,Geberit,22.7,"This Geberit Mapress Therm 42 x 28 x 42mm tee is made of stainless steel 1.4520 and features a simple press-fit connection for ease of fitting. The complete Mapress Therm low-alloy stainless steel system is corrosion-resistant, making it especially suitable for closed heating and cooling circuits where condensation and external moisture is a risk, such as cement-based underfloor heating, industrial applications and cooling systems.","Pipe, Valves and Fittings/Metal Pipe Fittings/Stainless Steel Pipe Fittings/Stainless Steel Pipe Fittings.csv -> Geberit MPS SS therm 41219 rb tee 42 x 28 x 42",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/61/M47961_wm.jpg,,,,N,EN 10312:2002 + A1:2005,Unequal,42mmØ,42mmØ,Stainless Steel CrTi steel 1.4520 (EN 10088),42mmØ28mmØ42mmØ,,41219,90° Tee Reducer,N,Reliable protection against external corrosion,Stands up to condensate formation in closed cooling or refrigeration circuits,Low-alloy stainless steel for durability,"Suitable for industrial applications including compressed air, inert gases and negative pressure systems","Suitable for technical building systems, heating pipes, radiators, heaters, solar, district heating and compressed air",Stainlesss steel meets EN 10088,Meets EN 10312:2002 + A1:2005 standards,Press Fit,,,,,,,,28mmØ,,,,,,,,,,,,
186,PM47926,Geberit MPS SS therm 43308 90d bend pe 54,Geberit,33.68,"This Geberit Mapress Therm 54mm 90° bend is made of stainless steel 1.4520 and features a simple press-fit connection for ease of fitting. The complete Mapress Therm low-alloy stainless steel system is corrosion-resistant, making it especially suitable for closed heating and cooling circuits where condensation and external moisture is a risk, such as cement-based underfloor heating, industrial applications and cooling systems.","Pipe, Valves and Fittings/Metal Pipe Fittings/Stainless Steel Pipe Fittings/Stainless Steel Pipe Fittings.csv -> Geberit MPS SS therm 43308 90d bend pe 54",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/26/M47926_wm.jpg,,,,N,EN 10312:2002 + A1:2005,Unequal,54mmØ,50 mm,Stainless Steel CrTi steel 1.4520 (EN 10088),54mmØ,,43308,Plain End 90° Press Fit Elbow,N,Reliable protection against external corrosion,Stands up to condensate formation in closed cooling or refrigeration circuits,Low-alloy stainless steel for durability,"Suitable for industrial applications including compressed air, inert gases and negative pressure systems","Suitable for technical building systems, heating pipes, radiators, heaters, solar, district heating and compressed air",Stainlesss steel meets EN 10088,Meets EN 10312:2002 + A1:2005 standards,Press FitPlain End,,,,,,,,,,90,,,,,,,,,,
187,PM48119,Geberit MPS SS therm 45440 mi adp union 54 x 2,Geberit,68.13,"This Geberit Mapress Therm 54mm x 2"" union adapter is made of stainless steel 1.4520 and features a simple press-fit connection for ease of fitting. The complete Mapress Therm low-alloy stainless steel system is corrosion-resistant, making it especially suitable for closed heating and cooling circuits where condensation and external moisture is a risk, such as cement-based underfloor heating, industrial applications and cooling systems.","Pipe, Valves and Fittings/Metal Pipe Fittings/Stainless Steel Pipe Fittings/Stainless Steel Pipe Fittings.csv -> Geberit MPS SS therm 45440 mi adp union 54 x 2",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/19/M48119_wm.jpg,,,,N,EN 10312:2002 + A1:2005,Unequal,54mmØ,2 InchØ,Stainless Steel CrTi steel 1.4520 (EN 10088),54mmØ2 InchØ,,45440,Press Fit Male Thread Adaptor,N,Reliable protection against external corrosion,Stands up to condensate formation in closed cooling or refrigeration circuits,Low-alloy stainless steel for durability,"Suitable for industrial applications including compressed air, inert gases and negative pressure systems","Suitable for technical building systems, heating pipes, radiators, heaters, solar, district heating and compressed air",Stainlesss steel meets EN 10088,Meets EN 10312:2002 + A1:2005 standards,Press FitMale Thread,,,,,,,,,,,,,,,,,,,,
188,PM47989,Geberit MPS SS therm 41360 tee ft 548-rp1/2-54,Geberit,23.58,"This Geberit Mapress Therm 548 - Rp 1/2 - 54mm is made of stainless steel 1.4520 and features a simple press-fit connection for ease of fitting. The complete Mapress Therm low-alloy stainless steel system is corrosion-resistant, making it especially suitable for closed heating and cooling circuits where condensation and external moisture is a risk, such as cement-based underfloor heating, industrial applications and cooling systems.","Pipe, Valves and Fittings/Metal Pipe Fittings/Stainless Steel Pipe Fittings/Stainless Steel Pipe Fittings.csv -> Geberit MPS SS therm 41360 tee ft 548-rp1/2-54",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/89/M47989_wm.jpg,,,,N,EN 10312:2002 + A1:2005,Unequal,54mmØ,54mmØ,Stainless Steel CrTi steel 1.4520 (EN 10088),54mmØ1/2 InchØ54mmØ,,41360,Female Thread 90° Press Fit Tee,N,Reliable protection against external corrosion,Stands up to condensate formation in closed cooling or refrigeration circuits,Low-alloy stainless steel for durability,"Suitable for industrial applications including compressed air, inert gases and negative pressure systems","Suitable for technical building systems, heating pipes, radiators, heaters, solar, district heating and compressed air",Stainlesss steel meets EN 10088,Meets EN 10312:2002 + A1:2005 standards,Press FitFemale Thread,,,,,,,,1/2 InchØ,,,,,,,,,,,,
189,P701329,Steelcom Fittings 316/L EN10253-4 45°1.5D elbow welded 104MM,Steelcom Fittings,39.73,This Steelcom Fittings metric 104mm 45° elbow has butt weld connections and a 316L stainless steel construction,"Pipe, Valves and Fittings/Metal Pipe Fittings/Stainless Steel Pipe Fittings/Stainless Steel Pipe Fittings.csv -> Steelcom Fittings 316/L EN10253-4 45°1.5D elbow welded 104MM",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/41/701316_701341_wm.jpg,,,,N,N/A,Equal,104mm,104mm,316L Stainless Steel,104mm x 2.0mm,,CL2AX16L0710402001,Butt-weld fitting,N,Butt-weld connection,Manufactured in 316L stainless steel,Meets European Standard EN 10253 - EN 10204 3.1 test certificates,,,,,butt weld,,,,,,,,N/A,,45,,,,,,,,,,
190,P701334,Steelcom Fittings 316/L EN10253-4 45° D+100mm elbow welded 154MM,Steelcom Fittings,169.17,This Steelcom Fittings metric 154mm D+100 45° elbow has butt weld connections and a 316L stainless steel construction,"Pipe, Valves and Fittings/Metal Pipe Fittings/Stainless Steel Pipe Fittings/Stainless Steel Pipe Fittings.csv -> Steelcom Fittings 316/L EN10253-4 45° D+100mm elbow welded 154MM",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/41/701316_701341_wm.jpg,,,,N,N/A,Equal,154mm,154mm,316L Stainless Steel,154mm x 2.0mm,,CL2LX16L0715402002,Butt-weld fitting,N,Butt-weld connection,Manufactured in 316L stainless steel,Meets European Standard EN 10253 - EN 10204 3.1 test certificates,,,,,butt weld,,,,,,,,N/A,,45,,,,,,,,,,
191,PM31585,Geberit Mapress reducer gas 108 x 88.9mm Stainless Steel,Geberit,82.08,"Manufactured in stainless steel with a high molybdenum content for corrosion resistance, this Geberit Mapress Gas 108 x 88.9mm gas reducer is compatible with natural and liquefied gases and biogases. It may be used in control valves and measuring devices and for connecting domestic supply pipes and gas devices. This fitting is part of Geberit's effective Mapress gas pressing system which is suitable for a variety of applications and offers a practical alternative to welded, soldered and screwed pipework.","Pipe, Valves and Fittings/Metal Pipe Fittings/Stainless Steel Pipe Fittings/Stainless Steel Pipe Fittings.csv -> Geberit Mapress reducer gas 108 x 88.9mm Stainless Steel",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/81/M31581_wm.jpg,,,Mapress,N,BSIDVGW VP 614OVGW G1 TR Gas (A)BS 1775BS 6891EN 15804+A1BS EN 10088DVGW G 5614(P): 2013-12,Unequal,108mm,88.9mm,Stainless SteelCrNiMo steel 1.4401 (EN 10088)Seal Ring - Yellow HNBR Hydrogenated acryontrile Butadine rubber,108mm x 89mm,,34261,Plain End Reducer,N,Stainless steel construction,Press-fit connections,DVGW VP 614 approval,Meets OVGW G1 TR Gas (A),Meets BS 1775,BS 6891,Meets EN 15804+A1,Press Fit x Plain End,,,,,,,108 x 88.9,,,,Meets BS EN 10088,DVGW G 5614(P): 2013-12,BSI approved,,,,,,,
