,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Hazardous,Model For Use With,Boiler Section,Boiler Range,Supplier Product Code,Type,WEEE Compliant,Part Gas Council number,By Model Number,Feature 1,Feature 2,Colour,Diameter,Weight,Feature 3,Range For Use With,Fuel Type,Feature 4,Warranty,Depth (mm),Flue Type,Flue Diameter,Flue Length,Flue Size,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Range,Max Set Pressure,Maximum Operating Temperature,Attachment 6,Attachment 7,Dimensions mm (H x W x D),Application,Boiler Bundles,Length (M),Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Feature 16,Feature 17,Feature 18,Feature 19,For Use With,Size
253,P796815,Worcester Bosch 8716119426 horizontal flue kit 60/100mm,Worcester Bosch,133.62,"This Worcester Bosch 60/100mm flue kit is suitable for use with Greenstar and RD Series boilers.  A boiler flue is the outlet through which steam and toxic gases resulting from the boiler's normal operation are safely expelled. Different models of flue are chosen to suit the type and location of the appliance.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/Domestic Boiler Flues & Accessories.csv -> Worcester Bosch 8716119426 horizontal flue kit 60/100mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/68/15/796815_wm.jpg,,,,,,N,"15 Ri, 25 Si LPG, 430/i, 532/i, RD428, 18 i LPG, 18 Ri, 24 Ri LPG, R28 HE System, R30 HE Plus Combi, RD542I, 12 Ri, 15 i LPG, 18 i, 24 i Junior, 25 Si, 35 CDi LPG, 40 CDi, 40 CDi Conventional, 40 CDi Conventional LPG, 537/i, R25 HE, RD537I, 12 Ri LPG, 24",Flue,"Greenstar, RD Series",8716119426,Flue Kit,N,,,Suitable for a vareity of boiler ranges,,,,,,,,,,,,,,,,,,,,,8716119426,,,,,,,,,,,,,,,,,,"15 Ri, 25 Si LPG, 430/i, 532/i, RD428, 18 i LPG, 18 Ri, 24 Ri LPG, R28 HE System, R30 HE Plus Combi, RD542I, 12 Ri, 15 i LPG, 18 i, 24 i Junior, 25 Si, 35 CDi LPG, 40 CDi, 40 CDi Conventional, 40 CDi Conventional LPG, 537/i, R25 HE, RD537I, 12 Ri LPG, 24",
254,P127926,Vaillant flat roof penetration collar,Vaillant,35.79,This Vaillant brand flat roof penetration collar is designed for vertical terminating air/flue kits of 100mm. The flue is designed to expel steam and gases produced during a boiler's normal operation.,Boilers/sub_categories/Domestic Boiler Flues & Accessories/Domestic Boiler Flues & Accessories.csv -> Vaillant flat roof penetration collar,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/26/127926_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/79/26/127926.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,P100774,Worcester Bosch Greenstar Oilfit 45deg elbow 100/150mm,Worcester Bosch,110.51,"Greenstar Oilfit range – the easy-fit fluing solution.  Multiple fluing options with the ability to flue internal floor standing boilers from the top, rear or side and external boilers from the rear and side.  The Oilfit range is quick-to-install thanks to its push-fit connection and forms a gas-tight seal. In most cases, it will also eliminate the need to cut the flue.  The Greenstar Oilfit range provide an easy-fit installation that requires no special tools when fitting flue extensions, elbows and adaptors.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/Domestic Boiler Flues & Accessories.csv -> Worcester Bosch Greenstar Oilfit 45deg elbow 100/150mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/74/100774_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/WB_WM_Gas_Combi_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/WB_Greenstar_Oilfit_Flue_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Worcester_Greenstar_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/WB_Greenstar_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,P412993,Ideal flue turret with sample point,Ideal,51.09,"This Ideal flue turret is suitable for installation with Logic, Logic Heat, Logic System, Pro Combi Exclusive, Code Combi, Independent+, Independent, Independent System, Logic+ System, Logic+, Logic+ Heat, Logic Code Combi, iCombi, i mini, Independent +Combi, Independent Combi, Classic Combi, Vogue and Vogue Max System boilers.  A boiler flue is the outlet through which steam and toxic gases resulting from the boiler's normal operation are safely expelled. Different models of flue are chosen to suit the type and location of the appliance.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/Domestic Boiler Flues & Accessories.csv -> Ideal flue turret with sample point,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/93/NW-412993_wm.jpg,,,,,,N,Logic 24Logic 30Logic 35Logic Heat 12Logic Heat 15Logic Heat 18Logic Heat 24Logic Heat 30Logic System 15Logic System 18Logic System 24Logic System 30Pro Combi Exclusive 24Pro Combi Exclusive 30Pro Combi Exclusive 35PROMCombi Exclusive 30Code Combi 26Code,Flue,LogicLogic HeatLogic SystemPro Combi ExclusiveCode CombiIndependent+IndependentIndependent SystemLogic+ SystemLogic+Logic+ HeatLogic Code CombiICombii miniIndependent +CombiIndependent CombiClassic CombiVogueVogue Max System,176938,Turret,N,n/a,,"Our company remains true to its founding principles of quality, innovation and value – building on its rich heritage as we look to the future.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,P108785,Glow-worm Flue Range 60/100 vertical flue terminal 60/100mm Black,Glow-worm,120.81,This Glow-worm 60/100mm vertical flue terminal is made of black polypropylene (PP). A boiler flue is the outlet through which steam and toxic gases resulting from the boiler's normal operation are safely expelled. Different models of flue are chosen to suit the type and location of the appliance.,Boilers/sub_categories/Domestic Boiler Flues & Accessories/Domestic Boiler Flues & Accessories.csv -> Glow-worm Flue Range 60/100 vertical flue terminal 60/100mm Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/87/85/NW-108785_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Glow-worm_Energy_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,P775226,Potterton horizontal flue assembly,Potterton,188.52,"This horizontal flue assembly is used in the installation of the Potterton Multipoint and Suprima boilers. A boiler flue is the outlet through which steam and toxic gases resulting from the boiler's normal operation are safely expelled. Different models of flue are chosen to suit the type and location of the appliance. We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need. Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/Domestic Boiler Flues & Accessories.csv -> Potterton horizontal flue assembly,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/26/775226_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Potterton_Multipoint_FF_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,P105579,Bosch system care pack G star comfort + I RF,Bosch,276.23,"A cost effective and efficient solution for quick, easy boiler installation and servicing, this Worcester Bosch G Star Comfort+ I RF System Care Pack contains everything you'll need to help extend the life of a Worcester Bosch boiler while also unlocking an extended WB guarantee. Comprising cleaner and inhibitor along with a Comfort+ I controller and a keyless filling link for easier top-ups and reduced call-out charges, this care pack helps your customers to meet the requirements of both Boiler Plus and building regs.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/Domestic Boiler Flues & Accessories.csv -> Bosch system care pack G star comfort + I RF,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/55/79/105579_wm.jpg,,,,,,N,Bosch parts and accessories,,,7733600400,System Care Pack,N,,,Includes Comfort+ I controller,With Greenstar System Filter Mini,,,,Includes Greenstar WB1 inhibitor and WB3 cleaner,Bosch parts and accessories,,"For quick, easy installation and servicing",1 year,N/A,N/A,N/A,N/A,N/A,Helps extend the life of a boiler,Unlocks extended guarantees across Worcester Bosch gas boiler range,With keyless filling link,Keyless filling link offers fast installation,Helps with Boiler Plus compliance,Helps to meet BS7593 and Building Regulation Part L,,,,,,,,N/A,,1 year warranty,,,,,,,,,,
260,P128070,Vaillant connector facade flue system 80/125mm,Vaillant,237.77,Stainless steel façade basic connection set for boilers with 80/125mm flue,Boilers/sub_categories/Domestic Boiler Flues & Accessories/Domestic Boiler Flues & Accessories.csv -> Vaillant connector facade flue system 80/125mm,,87° elbowTransition pieceInner wall rosetteOuter wall rosetteWall penetration elbowAir intake pieceBird guard terminal,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/70/128070_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Vaillant_Commercial_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,P127973,Vaillant flue terminal kit DN60 / 100 Aluminium,Vaillant,153.26,A Vaillant brand flue terminal for the safe expulsion of steam and noxious gases outside of a property.,Boilers/sub_categories/Domestic Boiler Flues & Accessories/Domestic Boiler Flues & Accessories.csv -> Vaillant flue terminal kit DN60 / 100 Aluminium,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/73/127973_wm.jpg,,,,,,N,Horizontal wall terminals 60/100 alu,Flue,All Vaillant domestic boilers,0010035512,Wall Duct,N,n/a,,Horizontal terminal for high rise applications,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,P411397,Vaillant seal kit,Vaillant,138.52,"A handy Alpha seal kit for ecoTEC VU GB and VU GB boilers.  Seals are used in many different boiler parts and are designed to prevent leaks of water or harmful gases as they move through the unit.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need.  Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it, first time.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/Domestic Boiler Flues & Accessories.csv -> Vaillant seal kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/97/411397_wm.jpg,,,,,,N,ecoTEC VU GB 1006/5-5 R2ecoTEC VU GB 1006/5-5 R3ecoTEC VU GB 1206/5-5 R2ecoTEC VU GB 1206/5-5 R3VU GB 1006/5-5 R2VU GB 1006/5-5 R3VU GB 1206/5-5 R2VU GB 1206/5-5 R3,,ecoTEC VU GBVU GB,0020272056,Seal Kit,N,,,10 Year Warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,P100766,Worcester Bosch Greenstar Oilfit short telescopic flue 80/125mm,Worcester Bosch,208.73,"Greenstar Oilfit range – the easy-fit fluing solution.  Multiple fluing options with the ability to flue internal floor standing boilers from the top, rear or side and external boilers from the rear and side.  The Oilfit range is quick-to-install thanks to its push-fit connection and forms a gas-tight seal. In most cases, it will also eliminate the need to cut the flue.  The Greenstar Oilfit range provide an easy-fit installation that requires no special tools when fitting flue extensions, elbows and adaptors.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/Domestic Boiler Flues & Accessories.csv -> Worcester Bosch Greenstar Oilfit short telescopic flue 80/125mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/67/100766_100767_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/WB_Oilfit_Flue_RS_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Worcester_Greenstar_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/WB_Greenstar_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,P211209,Baxi Multifit vertical ridge flue terminal 60/100mm,Baxi,148.67,"Made of white aluminium but finished in brown to blend in with most building materials, the Baxi Multifit 60/100mm vertical ridge flue terminal is easy to cut and incorporates a polyphenylene sulphide (PPS) inner material.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/Domestic Boiler Flues & Accessories.csv -> Baxi Multifit vertical ridge flue terminal 60/100mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/12/09/NW-211209_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Baxi_Flue_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Baxi_EcoBlue_Range_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Baxi_Flue_Solutions_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,P147199,Viessmann Standard Concentric Vertical Flue Terminal 60/100mm Dia,Viessmann,119.2,Standard concentric flue terminal for use with 60/100 mm diamater flue pipe.,Boilers/sub_categories/Domestic Boiler Flues & Accessories/Domestic Boiler Flues & Accessories.csv -> Viessmann Standard Concentric Vertical Flue Terminal 60/100mm Dia,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/99/147199_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Viessmann_Domestic_Gas_Boiler_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Viessmann_Domestic_Product_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,P730731,Ideal flue turret air stopper,Ideal,11.74,"An official Ideal spare part, this air stopper is for use in a flue turret and offers compatibility with Logic, Logic Heat, Logic System, Pro Combi Exclusive, Code Combi, Independent+, Independent, Independent System, Logic+ System, Logic+, Logic+ Heat, Logic Code Combi, ICombi, i mini, Independent +Combi, Independent Combi, Classic Combi, Vogue and Vogue Max System boilers.  A boiler flue is the outlet through which steam and toxic gases resulting from the boiler's normal operation are safely expelled. Different models of flue are chosen to suit the type and location of the appliance.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/Domestic Boiler Flues & Accessories.csv -> Ideal flue turret air stopper,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/31/NW-730731_wm.jpg,,,,,,N,Logic 24Logic 30Logic 35Logic Heat 12Logic Heat 15Logic Heat 18Logic Heat 24Logic Heat 30Logic System 15Logic System 18Logic System 24Logic System 30Pro Combi Exclusive 24Pro Combi Exclusive 30Pro Combi Exclusive 35PROMCombi Exclusive 30Code Combi 26Code,Flue,LogicLogic HeatLogic SystemPro Combi ExclusiveCode CombiIndependent+IndependentIndependent SystemLogic+ SystemLogic+Logic+ HeatLogic Code CombiICombii miniIndependent +CombiIndependent CombiClassic CombiVogueVogue Max System,176941,Air Stopper,N,n/a,,"Our company remains true to its founding principles of quality, innovation and value – building on its rich heritage as we look to the future.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,P100955,Worcester Bosch Greenstar Comfort wall plate kit,Worcester Bosch,31.39,"Suitable for the installation of the Greenstar i System Compact ErP boiler, this Worcester Bosch wall plate kit is ideal for use in challenging locations like basements, lofts or garages. Using a 2-core wire to connect the EMS BUS and the wall mounting plate, this kit allows for the hard-wiring of a plug-in programmer or RF receiver, either directly connected to the boiler or mounted on a wall.",Boilers/sub_categories/Domestic Boiler Flues & Accessories/Domestic Boiler Flues & Accessories.csv -> Worcester Bosch Greenstar Comfort wall plate kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/09/55/100955_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/W B_Greenstar_i_System_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,P106457,Ideal High-Rise horizontal flue pack high rise 0.8mtr,Ideal,141.61,This Ideal 0.8M high rise flue pack provides flexibility and safety when installing a Logic boiler in a high rise building.,Boilers/sub_categories/Domestic Boiler Flues & Accessories/Domestic Boiler Flues & Accessories.csv -> Ideal High-Rise horizontal flue pack high rise 0.8mtr,,Flue Pack,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/64/57/106457_wm.jpg,,,,,,N,,Flue,Logic+,224701,Flue Pack,N,n/a,,For use with Logic boilers,For horizontal installations,,,,,,,,,,,,,,,,,,,,High-Rise,,,,,,,,,,,,,,,,,,,
