,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Colour,Connection Size,Connection Type,Diameter,Range,Warranty,Weight,Hazardous,Material,Standards,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Attachment 6,Feature 3,Feature 4,Feature 5,Feature 6,Dimensions (L x W x D),Drainage Product Type,Minimum Operating Temperature,Resistance Features,Wall Thickness (mm),Maximum Operating Temperature,Application,Feature 7,Pack Quantity,Paintable,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13
383,PQ64224,"Wavin Wavin OsmaSoil 87.5deg 5-boss branch 4"" Grey",Wavin,68.06,"Made of grey PVC-u, this Wavin OsmaSoil 4"" 87.5° five-boss branch with 110mm socket x socket x plain end connections is suitable for use in both domestic and commercial installations.","Drainage/Waste Pipe and Fittings/Waste Pipe and Fittings.csv -> Wavin Wavin OsmaSoil 87.5deg 5-boss branch 4"" Grey",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/24/NW-Q64224_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wavin_OsmaSoil_Waste_Certificate.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,PF00462,McAlpine McAlpine PIPE42-1000-CB Chrome Plated Brass Waste Pipe 42mm x 1M,McAlpine,61.63,"Made of brass, this McAlpine 1 1/2"" x 1 1/2"" waste pipe has a neat chrome-plated finish. It is supplied in a 1M length and has push-fit connections.",Drainage/Waste Pipe and Fittings/Waste Pipe and Fittings.csv -> McAlpine McAlpine PIPE42-1000-CB Chrome Plated Brass Waste Pipe 42mm x 1M,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/04/62/F00462_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/F00462_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/McAlpine_Plumbing_Products_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/McAlpine_Plumbing_Products_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,PF66487,Polypipe 92.5deg ABS swivel bend 40mm Black,Polypipe,4.96,"Made of black ABS, this Polypipe 92.5° swivel bend with 40mm solvent weld connections is suitable for domestic applications. A popular selection for residential waste installations, the Polypipe ABS solvent weld range incorporates BioCote anti-microbial technology.",Drainage/Waste Pipe and Fittings/Waste Pipe and Fittings.csv -> Polypipe 92.5deg ABS swivel bend 40mm Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/64/87/NW-F66487_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Polypipe_PolySoil_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,PF47344,"McAlpine FLEXCON5 universal flexible connector 1.1/4""",McAlpine,5.41,"This McAlpine 1 1/4 x 1 1/4"" flexible fitting includes a universal push-fit connection x PVC plain spigot.","Drainage/Waste Pipe and Fittings/Waste Pipe and Fittings.csv -> McAlpine FLEXCON5 universal flexible connector 1.1/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/45/NW-F47344_F47345_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/McAlpine_Plumbing_Products_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/McAlpine_Plumbing_Products_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/F47344_Drawing.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,PF42781,"McAlpine V33S-22 tee piece (BSP) 1.1/2"" x 1.1/2"" x 22mm",McAlpine,3.25,"This McAlpine tee is designed for use on a WC overflow and includes a 1 1/2"" BSP female nut x 1 1/2"" BSP male thread x 19/23mm universal connection.","Drainage/Waste Pipe and Fittings/Waste Pipe and Fittings.csv -> McAlpine V33S-22 tee piece (BSP) 1.1/2"" x 1.1/2"" x 22mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/27/81/NW-F42781_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/F42781_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/McAlpine_Plumbing_Products_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/McAlpine_Plumbing_Products_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,PF16347,Center CB 92.5deg (87.5deg) PF bend 40mm Black,Center CB,4.33,"Made of polypropylene (PP), this Center CB 40mm push-fit bend is part of a range designed to incorporate simple but effective ring seal jointing for fast, convenient installation. This cost-effective system is completely demountable, making it suitable for both new installations and modifications.",Drainage/Waste Pipe and Fittings/Waste Pipe and Fittings.csv -> Center CB 92.5deg (87.5deg) PF bend 40mm Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/63/47/NW-F16347_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/CenterCB_Drainage_Prod_Guide_Feb2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,PQ65234,Wavin Osma Waste universal connector 40mm White,Wavin,10.21,"Manufactured in white polypropylene (PP), this Wavin Osma Waste 40mm universal connector is simple to use, offering fast, reliable push-fit connections to save on both time and cost.",Drainage/Waste Pipe and Fittings/Waste Pipe and Fittings.csv -> Wavin Osma Waste universal connector 40mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/34/NW-Q65234_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Wavin_Osma_Waste_Water_Drain_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Wavin_Osma_RoundLine_Drainage_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wavin_OsmaSoil_Waste_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PP_&_PE_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,PQ64872,Wavin OsmaWeld male iron connector 32mm White,Wavin,7.48,This Wavin OsmaWeld 32mm male iron connector is manufactured in white ABS and incorporates secure solvent weld x male BSPT connections.,Drainage/Waste Pipe and Fittings/Waste Pipe and Fittings.csv -> Wavin OsmaWeld male iron connector 32mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/72/NW-Q64872_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_ABS_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Wavin_Osma_Waste_Water_Drain_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Wavin_Osma_RoundLine_Drainage_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wavin_OsmaSoil_Waste_Certificate.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,PF60285,Polypipe Terrain 600 ABS pipe 32mm White,Polypipe,12.71,"Made of white ABS, this Polypipe Terrain 600 pipe with 32mm solvent weld connections, supplied in a length of 3M, is suitable for use in commercial building services.",Drainage/Waste Pipe and Fittings/Waste Pipe and Fittings.csv -> Polypipe Terrain 600 ABS pipe 32mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/87/NW-F60285_F60287_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,PF30653,"Polypipe Terrain 200 socket reducer 1.1/2"" x 1.1/4"" White",Polypipe,4.01,"This Polypipe Terrain 200 socket reducer is made of white mPVC-U with 40mm solvent weld connections. Ideal for use where high temperatures and harsh chemicals are used, mPVC-U is recommended as an alternative to ABS in education and healthcare settings, while in residential installations it can be used for boiler discharge and standard waste applications.","Drainage/Waste Pipe and Fittings/Waste Pipe and Fittings.csv -> Polypipe Terrain 200 socket reducer 1.1/2"" x 1.1/4"" White",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/53/NW-F30653_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/Polypipe_Terrain_Above_Ground_Brchr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,PF29506,"Polypipe Terrain 200 plug end waste pipe 2"" x 4mtr Grey",Polypipe,47.95,"Made of grey mPVC-u, this Polypipe Terrain 200 waste pipe is supplied in a 4M length and has 50mm solvent weld connections. Ideal for use in high temperatures and where harsh chemicals are used, mPVC-U is a suitable alternative to ABS in education and healthcare settings. In residential installations, this robust material is often chosen for boiler discharge and standard waste use.","Drainage/Waste Pipe and Fittings/Waste Pipe and Fittings.csv -> Polypipe Terrain 200 plug end waste pipe 2"" x 4mtr Grey",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/95/06/NW-F29506_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/Polypipe_Terrain_Above_Ground_Brchr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,PF15158,"Center CB 90deg spigot bend 1.1/4""",Center CB,3.43,"Made of polypropylene (PP), this Center CB 32mm spigot bend with push-fit x solvent weld connections is part of a range designed to incorporate simple but effective ring seal jointing for fast, convenient installation. This cost-effective system is completely demountable, making it suitable for both new installations and modifications.","Drainage/Waste Pipe and Fittings/Waste Pipe and Fittings.csv -> Center CB 90deg spigot bend 1.1/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/58/NW-F15158_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Center_CB_DrainageProductGuide_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,PF16180,Center CB PP straight coupling 40mm,Center CB,3.55,"Center CB straight coupling is made of polypropylene. The Center push-fit waste range uses a simple, highly effective ring seal jointing system that's ideally suited to installations where speed is paramount. Completely demountable, this range provides a cost-effective solution where new systems are being installed or existing systems are being modified.",Drainage/Waste Pipe and Fittings/Waste Pipe and Fittings.csv -> Center CB PP straight coupling 40mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/80/NW-F16180_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Center_CB_DrainageProductGuide_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,PQ64901,Wavin Osma Waste plain end pipe 32mm x 3mtr Black,Wavin,18.55,"Manufactured in black polypropylene (PP), this Wavin Osma Waste 32mm pipe is simple to use, offering fast, reliable push-fit connections to save on both time and cost. This pipe is supplied in a convenient 3M length.",Drainage/Waste Pipe and Fittings/Waste Pipe and Fittings.csv -> Wavin Osma Waste plain end pipe 32mm x 3mtr Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/01/NW-Q64901_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Wavin_Osma_Waste_Water_Drain_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Wavin_Osma_RoundLine_Drainage_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wavin_OsmaSoil_Waste_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PP_&_PE_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,PF66482,Polypipe 92.5deg ABS swept bend 40mm Black,Polypipe,4.96,"Made of black ABS, this Polypipe 92.5° swept bend with 40mm solvent weld connections is suitable for domestic applications. A popular selection for residential waste installations, the Polypipe ABS solvent weld range incorporates BioCote anti-microbial technology.",Drainage/Waste Pipe and Fittings/Waste Pipe and Fittings.csv -> Polypipe 92.5deg ABS swept bend 40mm Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/64/82/NW-F66482_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Polypipe_PolySoil_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,PF27464,Marley ABS Waste ultra ABS saddle pipe clip 50mm White,Marley,1.11,"Lightweight and cost effective, this white Marley ABS Waste 50mm saddle clip is designed for use in internal installations.",Drainage/Waste Pipe and Fittings/Waste Pipe and Fittings.csv -> Marley ABS Waste ultra ABS saddle pipe clip 50mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/64/NW-F27464_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Marley_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Soil-Waste_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,PF57908,Geberit HDPE HDPE electroweld coupling 160mm,Geberit,13.98,"Made of high density polyethylene (HDPE), this Geberit HDPE electrofusion coupling with 160mm solvent weld connections is suitable for a range of uses in building and roof drainage in industrial, commercial and laboratory settings and can be installed in-ground, in concrete or during bridge construction. This fitting is additionally suitable for conventional or siphonic roof drainage systems and in land drainage systems.",Drainage/Waste Pipe and Fittings/Waste Pipe and Fittings.csv -> Geberit HDPE HDPE electroweld coupling 160mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/08/NW-F57908_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Geberit_HDPE_Silent_db20_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Geberit_DrainageSystem_Product_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,PF57501,Geberit HDPE 135deg HDPE bend 75mm,Geberit,3.43,"Manufactured in high density polyethylene (HDPE), this Geberit HDPE 45° bend with 75mm solvent weld connections is suitable for a range of uses in building and roof drainage in industrial, commercial and laboratory settings and can be installed in-ground, in concrete or during bridge construction. This fitting is additionally suitable for conventional or siphonic roof drainage systems and in land drainage systems.",Drainage/Waste Pipe and Fittings/Waste Pipe and Fittings.csv -> Geberit HDPE 135deg HDPE bend 75mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/01/NW-F57501_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Geberit_HDPE_Silent_db20_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Geberit_DrainageSystem_Product_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,PF66286,Polypipe 91.5degswivel bend 32mm White,Polypipe,4.34,"Suitable for domestic use, this Polypipe swivel bend with 32mm push-fit connections is made of white polypropylene (PP) and incorporates BioCote anti-microbial technology. A fast, simple alternative to solvent weld systems, Polypipe Push Fit waste fittings allows for disassembly and reconnection at the point of installation.",Drainage/Waste Pipe and Fittings/Waste Pipe and Fittings.csv -> Polypipe 91.5degswivel bend 32mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/86/NW-F66286_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Polypipe_PolySoil_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,PF02006,Geberit Silent-db20 eccentric reducer 160 x 110mm,Geberit,31.42,"This Geberit Silent-db20 160 x 110mm eccentric reducer with solvent weld connections is ideal for use in high-end residential developments as well as in hotels, hospitals and retirement and nursing homes.  Offering excellent levels of sound insulation, the Silent-db20 system minimises the disturbances that can be caused by noisy waste removal in multi-occupancy premises. Geberit Silent-db20 fulfils existing sound insulation requirements without difficulty, because the sound insulation comes already installed.  Made of mineral-reinforced polyethylene (PE-S2) which lends the pipes and fittings an increased weight, reducing both their natural vibration and the sound it generates.  Sound insulation ribs in the impact zones further reduce noise development.  In addition, system pipe brackets for wall fastening decouple the drainage system acoustically from both walls and ceilings, thus preventing a transmission of solid-borne sound.",Drainage/Waste Pipe and Fittings/Waste Pipe and Fittings.csv -> Geberit Silent-db20 eccentric reducer 160 x 110mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/F02006_Primary_Image_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Geberit_HDPE_Silent_db20_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Geberit_DrainageSystem_Product_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,PQ65226,Wavin Osma Waste bend 45deg bend 32mm White,Wavin,5.34,"Manufactured in white polypropylene (PP), this Wavin Osma Waste 32mm 45° bend is simple to use, offering fast, reliable push-fit connections to save on both time and cost.",Drainage/Waste Pipe and Fittings/Waste Pipe and Fittings.csv -> Wavin Osma Waste bend 45deg bend 32mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/26/NW-Q65226_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Wavin_Osma_Waste_Water_Drain_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Wavin_Osma_RoundLine_Drainage_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wavin_OsmaSoil_Waste_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PP_&_PE_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,PF02493,Geberit Silent-db20 DB20 88.5deg right branch 110 x 110 x 56mm Silent-db20,Geberit,66.0,"Geberit Silent-db20 fulfils existing sound insulation requirements without difficulty, because the sound insulation comes already installed.  Polyethylene, the mineral reinforced plastic, is used for its manufacture, which lends the pipes and fittings an increased weight, thus effectively reducing both their natural vibration and the sound it generates.  Sound insulation ribs in the impact zones further reduce noise development.  In addition, system pipe brackets for wall fastening decouple the drainage system acoustically from both walls and ceilings, thus preventing a transmission of solid-borne sound.",Drainage/Waste Pipe and Fittings/Waste Pipe and Fittings.csv -> Geberit Silent-db20 DB20 88.5deg right branch 110 x 110 x 56mm Silent-db20,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/F02493_primary_image_wm.jpg,,,,,,Black,110 mm / 110 mm / 56 mm,Plastic Welded End,110mm,Silent-db20,10 Years,1.447 kg,N,Mineral-Reinforced Polyethylene (PE-S2),BBA 20/5742,310.115.14.1,Multibranch Fitting,N,Swept entry,Outstanding sound insulation,,Fitting welded,Abrasion resistant,UV-resistant,,,,,,,,,,,,,,,,,
405,PF02494,Geberit Silent-db20 DB20 88.5deg combined branch 110 x 110 x 56mm Silent-db20,Geberit,65.69,"Ready-installed with sound insulation, this Geberit Silent-db20 110 x 110 x 56mm 88.5° combined branch is made of mineral-reinforced plastic, or polyethylene (PP), a heavier material with a reduced risk of natural vibration.  In addition, the fitting is designed with sound insulation ribs built into its impact zones for extra protection from noise.  Using the pipe brackets that make up part of the same system for wall fastening prevents further transmission of sound by keeping pipes and fittings away from walls and ceilings.",Drainage/Waste Pipe and Fittings/Waste Pipe and Fittings.csv -> Geberit Silent-db20 DB20 88.5deg combined branch 110 x 110 x 56mm Silent-db20,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/F02494_primary_image_wm.jpg,,,,,,Black,110 mm / 110 mm / 56 mm,Plastic Welded End,110mm,Silent-db20,10 Years,1.453 kg,N,Mineral-Reinforced Polyethylene (PE-S2),BBA 20/5742,310.813.14.1,Multibranch Fitting,N,Swept entry,Outstanding sound insulation,,Fitting welded,Abrasion resistant,UV-resistant,,,,,,,,,,,,,,,,,
