,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Weight,Hazardous,Depth (mm),Liquid Line Connection,Noise Level,Power Supply,Suction Connection Size (inch),Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Attachment 7
22,P695004,Copeland MultiCool MC-H8-ZB19KE-TFD 3 phase (TFD) scroll condensing unit,Copeland,1883.37,"This Copeland Multicool MC-H8-ZB19KE-TFD three phase air-cooled refrigeration unit is suitable for medium and low temperature applications. Copeland Scroll refrigeration units offer up-to-date refrigeration scroll compressors while the modular line concept consists of base units that can be easily adapted with the addition of selected fittings, including weather housings and fan speed controls, to create a bespoke solution for your specific application.",Refrigeration/Condensing Units/Unhoused Condensing Units/Unhoused Condensing Units.csv -> Copeland MultiCool MC-H8-ZB19KE-TFD 3 phase (TFD) scroll condensing unit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/13/NW-695004_695013_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/Copeland_Refrigerant_Gas_Regul_Brchr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ec/la/Copeland_Cond_Unit_MCseries_EU_Decla.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Copeland_Fans_For_Cond_Unit_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Copeland_Compressor_Oil_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/Copeland_MC_Unit_ZB_ZF_TFD_TF5_DWG.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Copeland_Product_Catalogue_2021.pdf,,,,,,,,,,,,,,
23,P695012,Copeland MultiCool MC-M8-ZB38KE-TFD 3 phase (TFD) scroll condensing unit,Copeland,2790.29,"This Copeland Multicool MC-M8-ZB38KE-TFD three phase air-cooled refrigeration unit is suitable for medium and low temperature applications. Copeland Scroll refrigeration units offer up-to-date refrigeration scroll compressors while the modular line concept consists of base units that can be easily adapted with the addition of selected fittings, including weather housings and fan speed controls, to create a bespoke solution for your specific application.",Refrigeration/Condensing Units/Unhoused Condensing Units/Unhoused Condensing Units.csv -> Copeland MultiCool MC-M8-ZB38KE-TFD 3 phase (TFD) scroll condensing unit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/13/NW-695004_695013_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/Copeland_Refrigerant_Gas_Regul_Brchr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ec/la/Copeland_Cond_Unit_MCseries_EU_Decla.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Copeland_Fans_For_Cond_Unit_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Copeland_Compressor_Oil_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/Copeland_MC_Unit_ZB_ZF_TFD_TF5_DWG.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Copeland_Product_Catalogue_2021.pdf,,,,,,,,,,,,,,
24,P696440,Tecumseh cajn 9480zmhr 230v fz cond unit,Tecumseh,1063.35,"The Tecumseh L'Unite CAJN9480ZMHR single phase condensing unit brings together a compressor, condenser, fan motor, controls and a mounting plate. It offers a heat exchanger function for cooling down and condensing incoming refrigerant vapor plus a fan, designed to pull outside air through the heat exchanger to effectively cool the internal refrigerant.",Refrigeration/Condensing Units/Unhoused Condensing Units/Unhoused Condensing Units.csv -> Tecumseh cajn 9480zmhr 230v fz cond unit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/64/40/NW-696440_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Tecumseh_General_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Tecumseh_General_Cond_Unit_Cat_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Tecumseh_CAJN9480ZMHR_Tech.pdf,,,,,,,,,,,,,,,,,
25,P656218,Tecumseh fht 2511zbr 230v lbp cond unit,Tecumseh,1760.31,"The Tecumseh FHT2511ZBR-XC single phase condensing unit brings together a compressor, condenser, fan motor, controls and a mounting plate. It offers a heat exchanger function for cooling down and condensing incoming refrigerant vapor plus a fan, designed to pull outside air through the heat exchanger to effectively cool the internal refrigerant.",Refrigeration/Condensing Units/Unhoused Condensing Units/Unhoused Condensing Units.csv -> Tecumseh fht 2511zbr 230v lbp cond unit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/18/NW-656218_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Tecumseh_General_Cond_Unit_Cat_2019.pdf,,,,,,,,,,,,,,,,,,,
26,P656221,Tecumseh fht 2511zbr 400v 3ph lbp cond unit,Tecumseh,1760.31,"The Tecumseh FHT2511ZBR-XG three phase condensing unit brings together a compressor, condenser, fan motor, controls and a mounting plate. It offers a heat exchanger function for cooling down and condensing incoming refrigerant vapor plus a fan, designed to pull outside air through the heat exchanger to effectively cool the internal refrigerant.",Refrigeration/Condensing Units/Unhoused Condensing Units/Unhoused Condensing Units.csv -> Tecumseh fht 2511zbr 400v 3ph lbp cond unit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/21/NW-656221_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Tecumseh_General_Cond_Unit_Cat_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Tecumseh_FHT2511ZBR_XG_Technical.pdf,,,,,,,,,,,,,,,,,,
27,P695013,Copeland MultiCool MC-M8-ZB45KE-TFD 3 phase (TFD) scroll condensing unit,Copeland,2956.7,"This Copeland Multicool MC-M8-ZB45KE-TFD three phase air-cooled refrigeration unit is suitable for medium and low temperature applications. Copeland Scroll refrigeration units offer up-to-date refrigeration scroll compressors while the modular line concept consists of base units that can be easily adapted with the addition of selected fittings, including weather housings and fan speed controls, to create a bespoke solution for your specific application.",Refrigeration/Condensing Units/Unhoused Condensing Units/Unhoused Condensing Units.csv -> Copeland MultiCool MC-M8-ZB45KE-TFD 3 phase (TFD) scroll condensing unit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/13/NW-695004_695013_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/Copeland_Refrigerant_Gas_Regul_Brchr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ec/la/Copeland_Cond_Unit_MCseries_EU_Decla.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Copeland_Fans_For_Cond_Unit_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Copeland_Compressor_Oil_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/Copeland_MC_Unit_ZB_ZF_TFD_TF5_DWG.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Copeland_Product_Catalogue_2021.pdf,,,,,,,,,,,,,,
28,P656212,Tecumseh fht 2480zbr 230v lbp cond unit,Tecumseh,1668.44,"The Tecumseh FHT2480ZBR-XC single phase condensing unit brings together a compressor, condenser, fan motor, controls and a mounting plate. It offers a heat exchanger function for cooling down and condensing incoming refrigerant vapor plus a fan, designed to pull outside air through the heat exchanger to effectively cool the internal refrigerant.",Refrigeration/Condensing Units/Unhoused Condensing Units/Unhoused Condensing Units.csv -> Tecumseh fht 2480zbr 230v lbp cond unit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/12/NW-656212_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Tecumseh_FHT2480ZBR_XC_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Tecumseh_General_Cond_Unit_Cat_2019.pdf,,,,,,,,,,,,,,,,,,
29,P696444,Tecumseh cajn 9513zmhr 230v fz cond unit,Tecumseh,1219.47,"The Tecumseh L'Unite CAJN9513ZMHR single phase condensing unit brings together a compressor, condenser, fan motor, controls and a mounting plate. It offers a heat exchanger function for cooling down and condensing incoming refrigerant vapor plus a fan, designed to pull outside air through the heat exchanger to effectively cool the internal refrigerant.",Refrigeration/Condensing Units/Unhoused Condensing Units/Unhoused Condensing Units.csv -> Tecumseh cajn 9513zmhr 230v fz cond unit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/64/51/NW-696444_696451_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Tecumseh_CAJN9513ZMHR_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Tecumseh_General_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Tecumseh_General_Cond_Unit_Cat_2019.pdf,,,,,,,,,,,,,,,,,
30,P668427,Tecumseh L'Unite AET4470ZHR-FZ 1-phase unhoused condensing unit,Tecumseh,838.1,"The Tecumseh L'Unite AET4470ZHR-FZ single phase condensing unit brings together a compressor, condenser, fan motor, controls and a mounting plate. It offers a heat exchanger function for cooling down and condensing incoming refrigerant vapor plus a fan, designed to pull outside air through the heat exchanger to effectively cool the internal refrigerant.",Refrigeration/Condensing Units/Unhoused Condensing Units/Unhoused Condensing Units.csv -> Tecumseh L'Unite AET4470ZHR-FZ 1-phase unhoused condensing unit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/84/27/NW-668427_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Tecumseh_Europe_181030_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Tecumseh_Hermetic_Compressor_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Tecumseh_AET4470ZHR-FZ_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_h/&s/Tecumseh_General_Service_H&S.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Tecumseh_General_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Tecumseh_General_Cond_Unit_Cat_2019.pdf,,,,,,,,,,,,,,
31,P656241,Tecumseh fht 4524zhr 230v hp cond unit,Tecumseh,2130.08,"The Tecumseh FHT4524ZHR-XC single phase condensing unit brings together a compressor, condenser, fan motor, controls and a mounting plate. It offers a heat exchanger function for cooling down and condensing incoming refrigerant vapor plus a fan, designed to pull outside air through the heat exchanger to effectively cool the internal refrigerant.",Refrigeration/Condensing Units/Unhoused Condensing Units/Unhoused Condensing Units.csv -> Tecumseh fht 4524zhr 230v hp cond unit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/41/NW-656241_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Tecumseh_General_Cond_Unit_Cat_2019.pdf,,,,,,,,,,,,,,,,,,,
32,P605040,Copeland MultiCool MC-V9-ZB76KE-TFD 3 phase (TWD) scroll condensing unit,Copeland,5018.36,"This Copeland Multicool MC-V9-ZB76KE-TFD three phase air-cooled refrigeration unit is suitable for medium and low temperature applications. Copeland Scroll refrigeration units offer up-to-date refrigeration scroll compressors while the modular line concept consists of base units that can be easily adapted with the addition of selected fittings, including weather housings and fan speed controls, to create a bespoke solution for your specific application.",Refrigeration/Condensing Units/Unhoused Condensing Units/Unhoused Condensing Units.csv -> Copeland MultiCool MC-V9-ZB76KE-TFD 3 phase (TWD) scroll condensing unit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/41/NW-605040_605041_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/Copeland_Refrigerant_Gas_Regul_Brchr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ec/la/Copeland_Cond_Unit_MCseries_EU_Decla.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Copeland_Fans_For_Cond_Unit_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Copeland_Compressor_Oil_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/Copeland_MC_Unit_ZB_ZF_TFD_TF5_DWG.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Copeland_Product_Catalogue_2021.pdf,,,,,,,,,,,,,,
