,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5
21,PF66062,Polypipe pipe clip 32mm Black,Polypipe,1.21,"Suitable for domestic use, this Polypipe pipe clip with 32mm push-fit connections is made of black polypropylene (PP) and incorporates BioCote anti-microbial technology. A fast, simple alternative to solvent weld systems, Polypipe Push Fit waste fittings allows for disassembly and reconnection at the point of installation.",Drainage/Waste Pipe and Fittings/Waste Pipe Fittings/Brackets and Clips/Brackets and Clips.csv -> Polypipe pipe clip 32mm Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/62/NW-F66062_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Polypipe_PolySoil_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,
22,PF27403,Marley ABS Waste ultra ABS saddle pipe clip 32mm White,Marley,0.6,"Lightweight and cost effective, this white Marley ABS Waste 32mm saddle clip is designed for use in internal installations.",Drainage/Waste Pipe and Fittings/Waste Pipe Fittings/Brackets and Clips/Brackets and Clips.csv -> Marley ABS Waste ultra ABS saddle pipe clip 32mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/03/NW-F27403_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Marley_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Soil-Waste_Brochure.pdf,,,
23,PF66393,Polypipe ABS pipe clip 32mm Black,Polypipe,1.25,"Made of black ABS, this Polypipe pipe clip with 32mm solvent weld connections is suitable for domestic applications. A popular selection for residential waste installations, the Polypipe ABS solvent weld range incorporates BioCote anti-microbial technology.",Drainage/Waste Pipe and Fittings/Waste Pipe Fittings/Brackets and Clips/Brackets and Clips.csv -> Polypipe ABS pipe clip 32mm Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/63/93/NW-F66393_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Polypipe_PolySoil_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,
24,PF40261,Polypipe Terrain Fuze electrofusion coupling 50mm,Polypipe,9.12,"Suitable for use in commercial building services, the Polypipe Terrain Fuze 50mm electrofusion coupling is made of HDPE. Offering better performance than traditional drainage materials, the Terrain Fuze range supplies high impact and abrasion resistance as well as standing up to chemical corrosion and extreme temperatures. The lightweight Terrain Fuze system saves on time with fast, simple installation.",Drainage/Waste Pipe and Fittings/Waste Pipe Fittings/Brackets and Clips/Brackets and Clips.csv -> Polypipe Terrain Fuze electrofusion coupling 50mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/62/NW-F20160_F40262_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Polypipe_Terrain_Fuze_Technical.pdf,,,,
25,PF66292,Polypipe pipe clip 32mm White,Polypipe,1.21,"Suitable for domestic use, this Polypipe pipe clip with 32mm push-fit connections is made of white polypropylene (PP) and incorporates BioCote anti-microbial technology. A fast, simple alternative to solvent weld systems, Polypipe Push Fit waste fittings allows for disassembly and reconnection at the point of installation.",Drainage/Waste Pipe and Fittings/Waste Pipe Fittings/Brackets and Clips/Brackets and Clips.csv -> Polypipe pipe clip 32mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/92/NW-F66292_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Polypipe_PolySoil_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,
26,PF66563,Polypipe ABS pipe clip 50mm White,Polypipe,2.64,"Made of white ABS, this Polypipe pipe clip with 50mm solvent weld connections is suitable for domestic applications. A popular selection for residential waste installations, the Polypipe ABS solvent weld range incorporates BioCote anti-microbial technology.",Drainage/Waste Pipe and Fittings/Waste Pipe Fittings/Brackets and Clips/Brackets and Clips.csv -> Polypipe ABS pipe clip 50mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/63/NW-F66563_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Polypipe_PolySoil_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,
27,PF16349,Center CB socket plug 32mm White,Center CB,2.35,"Center CB socket plug is made of plastic. The Center push-fit waste range uses a simple ring seal jointing system, ideally suited for fast installation. The range provides a cost effective solution where systems are being installed or modified. For internal use only.",Drainage/Waste Pipe and Fittings/Waste Pipe Fittings/Brackets and Clips/Brackets and Clips.csv -> Center CB socket plug 32mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/63/49/NW-F16349_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/CenterCB_Drainage_Prod_Guide_Feb2019.pdf,,,,
28,PF15186,"Center CB pipe clip 1.1/2""",Center CB,0.78,"Made of ABS, this Center CB 40mm pipe clip is part of a range designed to incorporate simple but effective ring seal jointing for fast, convenient installation. This cost-effective system is completely demountable, making it suitable for both new installations and modifications.","Drainage/Waste Pipe and Fittings/Waste Pipe Fittings/Brackets and Clips/Brackets and Clips.csv -> Center CB pipe clip 1.1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/86/NW-F15186_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Center_CB_DrainageProductGuide_2019.pdf,,,,
29,PF15166,"Center CB pipe clip 1.1/4""",Center CB,0.78,"Made of ABS, this Center CB 32mm pipe clip is part of a range designed to incorporate simple but effective ring seal jointing for fast, convenient installation. This cost-effective system is completely demountable, making it suitable for both new installations and modifications.","Drainage/Waste Pipe and Fittings/Waste Pipe Fittings/Brackets and Clips/Brackets and Clips.csv -> Center CB pipe clip 1.1/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/66/NW-F15166_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Center_CB_DrainageProductGuide_2019.pdf,,,,
30,P697075,"Aspen Pumps Xtra stud mount clips 1.1/4"" Black (Pack of 10)",Aspen Pumps,12.59,"Made of black uPVC, these Aspen Pumps Xtra 1 1/4"" stud mount clips have a smooth internal finish for a lower coefficient of flow friction. This helps to minimise the risk of debris build-up, bacteria and blockages.","Drainage/Waste Pipe and Fittings/Waste Pipe Fittings/Brackets and Clips/Brackets and Clips.csv -> Aspen Pumps Xtra stud mount clips 1.1/4"" Black (Pack of 10)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/75/NW-697075_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/AP_Xtra_Rigid_PipeFittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/e_/uk/AP_Xtra_BigFoot_Catalogue_UK.pdf,,,
31,PQ65243,Wavin Osma Waste pipe bracket White,Wavin,2.69,"Manufactured in white polypropylene (PP), this Wavin Osma Waste 50mm pipe bracket is simple to use, offering fast, reliable push-fit connections to save on both time and cost.",Drainage/Waste Pipe and Fittings/Waste Pipe Fittings/Brackets and Clips/Brackets and Clips.csv -> Wavin Osma Waste pipe bracket White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/43/NW-Q65243_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Wavin_Osma_Waste_Water_Drain_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Wavin_Osma_RoundLine_Drainage_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wavin_OsmaSoil_Waste_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PP_&_PE_MSDS.pdf
32,PF27464,Marley ABS Waste ultra ABS saddle pipe clip 50mm White,Marley,1.11,"Lightweight and cost effective, this white Marley ABS Waste 50mm saddle clip is designed for use in internal installations.",Drainage/Waste Pipe and Fittings/Waste Pipe Fittings/Brackets and Clips/Brackets and Clips.csv -> Marley ABS Waste ultra ABS saddle pipe clip 50mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/64/NW-F27464_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Marley_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Soil-Waste_Brochure.pdf,,,
33,PF58091,Geberit Pluvia HDPE steel square pipe,Geberit,32.87,"Made of galvanised steel with a smart zinc-plated finish, this Geberit Pluvia 5M square pipe is designed to be used in roof drainage to secure Geberit Pluvia pipe brackets, enabling fastening pipes to ceilings.",Drainage/Waste Pipe and Fittings/Waste Pipe Fittings/Brackets and Clips/Brackets and Clips.csv -> Geberit Pluvia HDPE steel square pipe,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/F58091_Primary_Image_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Geberit_DrainageSystem_Product_Guide.pdf,,,,
34,PF58319,Geberit HDPE HDPE electroweld sleeve coupling 315mm,Geberit,211.09,"This Geberit HDPE 315mm electrofusion sleeve coupling with integrated thermal fuse is designed for building and roof drainage in industrial, commercial and laboratory premises.  It enables high-tensile, permanent connection of pipes and fittings and can be welded with ESG-T2 starter switch. Made of high-density polyethylene (HDPE), this fitting can be used for conventional or siphonic roof drainage systems or as part of a land drainage system. Suitable for in-ground, in-concrete or bridge construction installation.",Drainage/Waste Pipe and Fittings/Waste Pipe Fittings/Brackets and Clips/Brackets and Clips.csv -> Geberit HDPE HDPE electroweld sleeve coupling 315mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/F58319_Primary_Image_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Geberit_HDPE_Silent_db20_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Geberit_DrainageSystem_Product_Guide.pdf,,,
35,P697073,"Aspen Pumps Xtra stud mount clips 3/4"" Black (Pack of 10)",Aspen Pumps,11.18,"Made of black uPVC, these Aspen Pumps Xtra 3/4"" stud mount clips have a smooth internal finish for a lower coefficient of flow friction. This helps to minimise the risk of debris build-up, bacteria and blockages.","Drainage/Waste Pipe and Fittings/Waste Pipe Fittings/Brackets and Clips/Brackets and Clips.csv -> Aspen Pumps Xtra stud mount clips 3/4"" Black (Pack of 10)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/73/NW-697073_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/AP_Xtra_Rigid_PipeFittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/e_/uk/AP_Xtra_BigFoot_Catalogue_UK.pdf,,,
36,PF24883,Marley Solvent Waste open pipe clip 50mm White,Marley,1.33,"Made of white PVC-c, this Marley Solvent Waste 50mm open clip can be used in internal or external applications.",Drainage/Waste Pipe and Fittings/Waste Pipe Fittings/Brackets and Clips/Brackets and Clips.csv -> Marley Solvent Waste open pipe clip 50mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/83/NW-F24883_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Marley_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Soil-Waste_Brochure.pdf,,,
37,PF16260,Center CB ABS access cap 32mm,Center CB,2.61,"This Center CB 53mm screwed access plug with 32mm connections is part of the Center ABS solvent weld waste range, a collection of products ideally suited to creating connections from sanitary appliances to a soil stack or back inlet drain gully. Solvent weld connections ensure a sturdy, permanent joint with the straightforward application of solvent weld cement to the pipe spigot and fitting socket.",Drainage/Waste Pipe and Fittings/Waste Pipe Fittings/Brackets and Clips/Brackets and Clips.csv -> Center CB ABS access cap 32mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/60/NW-F16260_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Center_CB_DrainageProductGuide_2019.pdf,,,,
38,PQ64668,"Wavin OsmaWeld double socket 1.1/2"" Grey",Wavin,2.78,This Wavin OsmaWeld 40mm double socket is manufactured in grey ABS and incorporates secure solvent weld connections.,"Drainage/Waste Pipe and Fittings/Waste Pipe Fittings/Brackets and Clips/Brackets and Clips.csv -> Wavin OsmaWeld double socket 1.1/2"" Grey",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/46/68/NW-Q64668_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_ABS_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Wavin_Osma_Waste_Water_Drain_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Wavin_Osma_RoundLine_Drainage_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wavin_OsmaSoil_Waste_Certificate.pdf
39,PF30915,"Polypipe Terrain 500 straight coupling 3/4"" White",Polypipe,4.32,"Suitable for commercial building services, this Polypipe Terrain 500 3/4"" coupler with 19mm solvent weld connections is made of robust white PVC-u. Fully accredited, the Polypipe Terrain system can be joined to a wide variety of other materials.","Drainage/Waste Pipe and Fittings/Waste Pipe Fittings/Brackets and Clips/Brackets and Clips.csv -> Polypipe Terrain 500 straight coupling 3/4"" White",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/09/15/NW-F30915_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/Polypipe_Terrain_Above_Ground_Brchr.pdf,,,,
40,PQ64932,Wavin Osma Waste pipe bracket 40mm Black,Wavin,1.55,"Manufactured in black polypropylene (PP), this Wavin Osma Waste 40mm pipe bracket is simple to use, offering fast, reliable push-fit connections to save on both time and cost.",Drainage/Waste Pipe and Fittings/Waste Pipe Fittings/Brackets and Clips/Brackets and Clips.csv -> Wavin Osma Waste pipe bracket 40mm Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/32/NW-Q64932_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Wavin_Osma_Waste_Water_Drain_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Wavin_Osma_RoundLine_Drainage_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wavin_OsmaSoil_Waste_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PP_&_PE_MSDS.pdf
41,PF58570,Geberit HDPE protecting cap f weathering slates d110,Geberit,32.96,"This Geberit HDPE D110 x 170mm weathering slate protecting cap is designed for building and roof drainage in industrial, commercial and laboratory premises.  Made of high-density polyethylene (HDPE), this fitting can be used for conventional or siphonic roof drainage systems or as part of a land drainage system.",Drainage/Waste Pipe and Fittings/Waste Pipe Fittings/Brackets and Clips/Brackets and Clips.csv -> Geberit HDPE protecting cap f weathering slates d110,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/F58570_Primary_Image_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Geberit_HDPE_Silent_db20_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Geberit_DrainageSystem_Product_Guide.pdf,,,
42,PQ64054,"Wavin OsmaWeld pipe braket 2"" White",Wavin,1.97,"Offering secure jointing, this Wavin OsmaWeld 50mm pipe clip is manufactured in white ABS.","Drainage/Waste Pipe and Fittings/Waste Pipe Fittings/Brackets and Clips/Brackets and Clips.csv -> Wavin OsmaWeld pipe braket 2"" White",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/54/NW-Q64054_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_ABS_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Wavin_Osma_Waste_Water_Drain_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Wavin_Osma_RoundLine_Drainage_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wavin_OsmaSoil_Waste_Certificate.pdf
43,PF66293,Polypipe pipe clip 40mm White,Polypipe,1.29,"Suitable for domestic use, this Polypipe pipe clip with 40mm push-fit connections is made of white polypropylene (PP) and incorporates BioCote anti-microbial technology. A fast, simple alternative to solvent weld systems, Polypipe Push Fit waste fittings allows for disassembly and reconnection at the point of installation.",Drainage/Waste Pipe and Fittings/Waste Pipe Fittings/Brackets and Clips/Brackets and Clips.csv -> Polypipe pipe clip 40mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/93/NW-F66293_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Polypipe_PolySoil_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,
44,PF24848,Marley Solvent Waste open pipe clip 40mm White,Marley,0.97,"Made of white PVC-c, this Marley Solvent Waste 40mm open clip can be used in internal or external applications.",Drainage/Waste Pipe and Fittings/Waste Pipe Fittings/Brackets and Clips/Brackets and Clips.csv -> Marley Solvent Waste open pipe clip 40mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/48/NW-F24848_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Marley_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Soil-Waste_Brochure.pdf,,,
45,PF66533,Polypipe ABS pipe clip 50mm Black,Polypipe,2.64,"Made of black ABS, this Polypipe pipe clip with 50mm solvent weld connections is suitable for domestic applications. A popular selection for residential waste installations, the Polypipe ABS solvent weld range incorporates BioCote anti-microbial technology.",Drainage/Waste Pipe and Fittings/Waste Pipe Fittings/Brackets and Clips/Brackets and Clips.csv -> Polypipe ABS pipe clip 50mm Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/33/NW-F66533_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Polypipe_PolySoil_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,
46,PF58128,Geberit HDPE HDPE pipe bracket support 200mm,Geberit,20.35,"Made of steel, this Geberit HDPE pipe bracket with 200mm mechanical connection is suitable for a range of uses in building and roof drainage in industrial, commercial and laboratory settings and can be installed in-ground, in concrete or during bridge construction. This fitting is additionally suitable for conventional or siphonic roof drainage systems and in land drainage systems.",Drainage/Waste Pipe and Fittings/Waste Pipe Fittings/Brackets and Clips/Brackets and Clips.csv -> Geberit HDPE HDPE pipe bracket support 200mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/28/NW-F58128_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Geberit_HDPE_Silent_db20_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Geberit_DrainageSystem_Product_Guide.pdf,,,
