,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Colour,Position,Range,Shower Tray Shape,Style,Warranty,Hazardous,Depth (mm),Floor Mounted,Waste Supplied,Anti Slip Surface,Material,Riser included,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10
0,PD52517,Mira Flight Low shower tray no upstands 900 x 900 White,Mira,133.29,"Made of highly durable yet lightweight acrylic capped resin stone, the low profile Mira Flight Low 900 x 900mm flat top shower tray is built to last, resisting scratches and chips to look good for longer. Supplied with a vortex waste for reliable, fast drainage, the Flight Low includes inbuilt BioCote technology providing clean resistance to bacteria and mould.",Showering/Shower Trays and Bases/Square Shower Trays/Square Shower Trays.csv -> Mira Flight Low shower tray no upstands 900 x 900 White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/17/NW-D52517_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/Mira_Flight_Low_Square_DWG.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Mira_FlightLLShowerTray_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Mira_UKConsumerShowers_Brochure_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,PD56773,Mira Flight flat top shower tray and waste 800 x 800mm,Mira,91.93,"Made of highly durable yet lightweight acrylic capped resin stone, the Mira Flight 800 x 800mm flat top shower tray is built to last, resisting scratches and chips to look good for longer. Supplied with a flat to the tray waste for a sleek finish, the Flight lends your bathroom an attractive, modern look while inbuilt BioCote technology provides clean resistance to bacteria and mould.",Showering/Shower Trays and Bases/Square Shower Trays/Square Shower Trays.csv -> Mira Flight flat top shower tray and waste 800 x 800mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/67/73/NW-D56773_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Mira_1192074_W2_B_Flight_Tray_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Mira_Flight_Square_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Mira_UKConsumerShowers_Brochure_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,PD52533,Mira Flight Low square shower tray 760 x 760mm White,Mira,77.21,"Made of highly durable yet lightweight acrylic capped resin stone, the low profile Mira Flight Low 760 x 760mm flat top shower tray is built to last, resisting scratches and chips to look good for longer. Supplied with a vortex waste for reliable, fast drainage, the Flight Low includes inbuilt BioCote technology providing clean resistance to bacteria and mould.",Showering/Shower Trays and Bases/Square Shower Trays/Square Shower Trays.csv -> Mira Flight Low square shower tray 760 x 760mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/33/NW-D52533_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/Mira_Flight_Low_Square_DWG.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Mira_FlightLLShowerTray_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Mira_UKConsumerShowers_Brochure_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,PE13241,Center CB square shower tray 760mm 80mm,Center CB,109.37,Center CB low level modern shower tray is constructed with ABS capped acrylic stone resin.,Showering/Shower Trays and Bases/Square Shower Trays/Square Shower Trays.csv -> Center CB square shower tray 760mm 80mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/43/NW-E13240_E13243_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/CenterCB_Shower_Tray_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Center_CB_E13241_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PD56776,Mira Flight shower tray with 4 upstands and waste 800 x 800mm,Mira,115.54,"Made of highly durable yet lightweight acrylic capped resin stone, the Mira Flight 800 x 800mm four upstand shower tray is built to last, resisting scratches and chips to look good for longer. Supplied with a flat to the tray waste for a sleek finish, the Flight lends your bathroom an attractive, modern look while inbuilt BioCote technology provides clean resistance to bacteria and mould.",Showering/Shower Trays and Bases/Square Shower Trays/Square Shower Trays.csv -> Mira Flight shower tray with 4 upstands and waste 800 x 800mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/67/76/NW-D56776_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Mira_1192074_W2_B_Flight_Tray_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Mira_Flight_Square_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Mira_UKConsumerShowers_Brochure_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,PD56769,Mira Flight flat top shower tray and waste 760 x 760mm,Mira,80.12,"Made of highly durable yet lightweight acrylic capped resin stone, the Mira Flight 760 x 760mm flat top shower tray is built to last, resisting scratches and chips to look good for longer. Supplied with a flat to the tray waste for a sleek finish, the Flight lends your bathroom an attractive, modern look while inbuilt BioCote technology provides clean resistance to bacteria and mould.",Showering/Shower Trays and Bases/Square Shower Trays/Square Shower Trays.csv -> Mira Flight flat top shower tray and waste 760 x 760mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/67/69/NW-D56769_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Mira_1192074_W2_B_Flight_Tray_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Mira_Flight_Square_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Mira_UKConsumerShowers_Brochure_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,PE13215,* @ NAB SQUARE 800 LL TRAY,Nabis,57.99,"Nabis Low Level shower tray is with ABS capped acrylic finish. Bathroom is special, it is where go to rejuvenate and soak away the stresses of the outside world. That is why new bathroom should be made into the perfect space for relaxing and unwinding. The Nabis bathroom collection offers a complete collection of bathroom products allowing to design that perfect space. Nabis offers a complete range of bathroom products to enable to design complete bathroom to the style and specification.",Showering/Shower Trays and Bases/Square Shower Trays/Square Shower Trays.csv -> * @ NAB SQUARE 800 LL TRAY,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/16/NW-E13214_E13216_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_Shower_Tray_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_E13214-E13216_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,PD08254,Mira Flight Safe low level shower tray no upstands 760 x 760mm,Mira,110.86,"Made of highly durable yet lightweight acrylic capped resin stone, the low profile Mira Flight Safe 760 x 760mm shower tray is built to last, resisting scratches and chips to look good for longer. Supplied with a vortex waste for reliable, fast drainage, the Flight Safe includes inbuilt BioCote technology providing clean resistance to bacteria and mould.",Showering/Shower Trays and Bases/Square Shower Trays/Square Shower Trays.csv -> Mira Flight Safe low level shower tray no upstands 760 x 760mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/82/54/NW-D08254_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/Mira_Flight_Safe_Square_DWG.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Mira_FlightLLShowerTray_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Mira_UKConsumerShowers_Brochure_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,PD52515,Mira Flight Low shower tray no upstands 800 x 800 White,Mira,88.6,"Made of highly durable yet lightweight acrylic capped resin stone, the low profile Mira Flight Low 800 x 800mm flat top shower tray is built to last, resisting scratches and chips to look good for longer. Supplied with a vortex waste for reliable, fast drainage, the Flight Low includes inbuilt BioCote technology providing clean resistance to bacteria and mould.",Showering/Shower Trays and Bases/Square Shower Trays/Square Shower Trays.csv -> Mira Flight Low shower tray no upstands 800 x 800 White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/15/NW-D52515_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/Mira_Flight_Low_Square_DWG.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Mira_FlightLLShowerTray_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Mira_UKConsumerShowers_Brochure_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,PD08259,Mira Flight Safe low level shower tray no upstands 800 x 800mm,Mira,122.72,"Made of highly durable yet lightweight acrylic capped resin stone, the low profile Mira Flight Safe 800 x 800mm shower tray is built to last, resisting scratches and chips to look good for longer. Supplied with a vortex waste for reliable, fast drainage, the Flight Safe includes inbuilt BioCote technology providing clean resistance to bacteria and mould.",Showering/Shower Trays and Bases/Square Shower Trays/Square Shower Trays.csv -> Mira Flight Safe low level shower tray no upstands 800 x 800mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/82/59/NW-D08259_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/Mira_Flight_Safe_Square_DWG.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Mira_FlightLLShowerTray_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Mira_UKConsumerShowers_Brochure_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,PE13314,Nabis square low level shower tray and waste 760mm,Nabis,105.0,"Nabis Low Level shower tray with waste. Bathroom is special, it is where go to rejuvenate and soak away the stresses of the outside world. That is why new bathroom should be made into the perfect space for relaxing and unwinding. The Nabis bathroom collection offers a complete collection of bathroom products allowing to design that perfect space. Nabis offers a complete range of bathroom products to enable to design complete bathroom to the style and specification.",Showering/Shower Trays and Bases/Square Shower Trays/Square Shower Trays.csv -> Nabis square low level shower tray and waste 760mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/33/16/NW-E13314_D13316_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_Shower_Tray_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_E13214_E13216_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,PE14115,Nabis shower tray 760 x 760 mm,Nabis,95.01,"The Nabis 760 x 760mm shower tray is a slimline design suitable for modern bathrooms. Manufactured in a highly robust ABS-capped acrylic stone resin, this tray is double-skinned for reliable longevity and offers compatibility with a choice of 90mm wastes.",Showering/Shower Trays and Bases/Square Shower Trays/Square Shower Trays.csv -> Nabis shower tray 760 x 760 mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/41/15/E14115_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/E14114_E14157_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,PD07550,Twyford square shower tray with 4 upstands 760 x 760mm,Twyford,164.89,"Highly durable, this Twyford 760mm square shower tray with four upstands is manufactured in tough acrylic-capped polyconrete, or ABS. It is suitable for both low-profile on-floor installation and fitting on legs or panels.",Showering/Shower Trays and Bases/Square Shower Trays/Square Shower Trays.csv -> Twyford square shower tray with 4 upstands 760 x 760mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/50/D07550_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Twyford_Showering_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Twyford_2013Collection_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/D07550_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Twyford_StdTray_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/D07550_Tech_Sheet.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
13,PD52792,Mira Flight Low shower tray with 4 upstands 800 x 800mm,Mira,111.34,"Made of highly durable yet lightweight acrylic capped resin stone, the low profile Mira Flight Low 800 x 800mm four upstand shower tray is built to last, resisting scratches and chips to look good for longer. Supplied with a vortex waste for reliable, fast drainage, the Flight Low includes inbuilt BioCote technology providing clean resistance to bacteria and mould.",Showering/Shower Trays and Bases/Square Shower Trays/Square Shower Trays.csv -> Mira Flight Low shower tray with 4 upstands 800 x 800mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/27/93/NW-D52791_D52793_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/Mira_Flight_Low_Square_DWG.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Mira_FlightLLShowerTray_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Mira_UKConsumerShowers_Brochure_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,PE13316,Nabis square low level shower tray and waste 900mm,Nabis,118.0,"Nabis Low Level shower tray with waste. Bathroom is special, it is where go to rejuvenate and soak away the stresses of the outside world. That is why new bathroom should be made into the perfect space for relaxing and unwinding. The Nabis bathroom collection offers a complete collection of bathroom products allowing to design that perfect space. Nabis offers a complete range of bathroom products to enable to design complete bathroom to the style and specification.",Showering/Shower Trays and Bases/Square Shower Trays/Square Shower Trays.csv -> Nabis square low level shower tray and waste 900mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/33/16/NW-E13314_D13316_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_Shower_Tray_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_E13214_E13216_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,PD56777,Mira Flight flat top shower tray and waste 900 x 900mm,Mira,138.32,"Made of highly durable yet lightweight acrylic capped resin stone, the Mira Flight 900 x 900mm flat top shower tray is built to last, resisting scratches and chips to look good for longer. Supplied with a flat to the tray waste for a sleek finish, the Flight lends your bathroom an attractive, modern look while inbuilt BioCote technology provides clean resistance to bacteria and mould.",Showering/Shower Trays and Bases/Square Shower Trays/Square Shower Trays.csv -> Mira Flight flat top shower tray and waste 900 x 900mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/67/77/NW-D56777_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Mira_1192074_W2_B_Flight_Tray_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Mira_Flight_Square_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Mira_UKConsumerShowers_Brochure_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,PE14116,Nabis shower tray 800 x 800 mm,Nabis,99.0,"The Nabis 800 x 800m shower tray is a slimline design suitable for modern bathrooms. Manufactured in a highly robust ABS-capped acrylic stone resin, this tray is double-skinned for reliable longevity and offers compatibility with a choice of 90mm wastes.",Showering/Shower Trays and Bases/Square Shower Trays/Square Shower Trays.csv -> Nabis shower tray 800 x 800 mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/41/16/E14116_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/E14114_E14157_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,PE13240,Center CB square shower tray 700mm 80mm,Center CB,107.75,Center CB modern shower tray is constructed with ABS capped acrylic stone resin.,Showering/Shower Trays and Bases/Square Shower Trays/Square Shower Trays.csv -> Center CB square shower tray 700mm 80mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/43/NW-E13240_E13243_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/CenterCB_Shower_Tray_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/CenterCB_E13240_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,PE13214,* @ NAB SQUARE 760 LL TRAY,Nabis,55.26,"Nabis Low Level shower tray is with ABS capped acrylic finish. Bathroom is special, it is where go to rejuvenate and soak away the stresses of the outside world. That is why new bathroom should be made into the perfect space for relaxing and unwinding. The Nabis bathroom collection offers a complete collection of bathroom products allowing to design that perfect space. Nabis offers a complete range of bathroom products to enable to design complete bathroom to the style and specification.",Showering/Shower Trays and Bases/Square Shower Trays/Square Shower Trays.csv -> * @ NAB SQUARE 760 LL TRAY,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/16/NW-E13214_E13216_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_Shower_Tray_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_E13214-E13216_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,PD33503,Just Trays Fusion shower tray 800 x 800mm White,Just Trays,200.01,"Made of ABS-capped stone resin, this Just Trays Fusion 800mm square-shaped flat top shower tray is double skinned for reliable, long-lasting strength. With a profile of just 45mm, this contemporary tray creates an uber-minimalist finish.",Showering/Shower Trays and Bases/Square Shower Trays/Square Shower Trays.csv -> Just Trays Fusion shower tray 800 x 800mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/05/NW-D33502_D33505_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Just_Trays_Fusion_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Just_Trays_Fusion_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Just_Trays_Collection_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,PE13243,Center CB square shower tray 900mm 80mm,Center CB,152.61,Center CB low level modern shower tray is constructed with ABS capped acrylic stone resin.,Showering/Shower Trays and Bases/Square Shower Trays/Square Shower Trays.csv -> Center CB square shower tray 900mm 80mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/43/NW-E13240_E13243_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/CenterCB_Shower_Tray_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/CenterCB_E13243_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,PD12354,"Just Trays Fusion shower tray with 4 upstands, waste and trap 800 x 800mm White",Just Trays,245.03,"Double skinned for ultra-strong use and manufactured in ABS capped stone resin, this Just Trays Fusion 800 x 800mm four upstand shower tray pack includes a waste and trap for convenient all-in-one installation and a tiling upstand to create a watertight enclosure. Popular with installers, this low-level shower tray is easy to fit, whether on legs using the JT riser kit or flat-to-the floor for a sleek wetroom style look. With an understated elegant design and lighter than traditional stone resin trays. the Fusion includes a discreet 90mm rapid waste outlet for powerful drainage.","Showering/Shower Trays and Bases/Square Shower Trays/Square Shower Trays.csv -> Just Trays Fusion shower tray with 4 upstands, waste and trap 800 x 800mm White",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/54/NW-D12354_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/JustTrays_Fusion_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/JustTrays_Fusion_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/JustTrays_Brochure_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,PD17147,Just Trays Fusion shower tray with 4 upstands 800 x 800mm White,Just Trays,213.15,"Double-skinned for additional strength, this Just Trays Fusion 800mm upstand square shower tray is made of a robust ABS-capped acrylic stone resin. Ultra-slimline at 45mm depth and lighter in weight than other stone resin models, this sleek tray is suitable for fitting flat to the floor or raised up on legs using the JT Fusion riser kit. It is supplied with a 90mm rapid waste capable of draining 48L away every minute.",Showering/Shower Trays and Bases/Square Shower Trays/Square Shower Trays.csv -> Just Trays Fusion shower tray with 4 upstands 800 x 800mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/47/NW-D17146_D17147_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Just_Trays_Fusion_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Just_Trays_Fusion_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Just_Trays_Collection_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
