,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Colour,Range,Hazardous,Depth (mm),Material,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5
25,PC38599,Ideal Standard contemporary bottle trap Chrome Plated,Ideal Standard,146.44,This Ideal Standard 230 x 350mm contemporary bottle trap is made of metal with a smart chrome-plated finish.,Bathrooms and Kitchens/Independent Living Bathrooms/Independent Living Bathrooms.csv -> Ideal Standard contemporary bottle trap Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/85/99/NW-C38599_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/IStandard_Brassware_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Ideal_E0079_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Ideal_Standard_Commercial_Brochure.pdf,,,,,,,,,,,,,,,
26,PD08253,Mira Flight Safe low level quadrant shower tray no upstands 900mm,Mira,189.58,"Made of highly durable yet lightweight acrylic capped resin stone, the low profile Mira Flight Safe 900mm quadrant shower tray is built to last, resisting scratches and chips to look good for longer. Supplied with a vortex waste for reliable, fast drainage, the Flight Safe includes inbuilt BioCote technology providing clean resistance to bacteria and mould.",Bathrooms and Kitchens/Independent Living Bathrooms/Independent Living Bathrooms.csv -> Mira Flight Safe low level quadrant shower tray no upstands 900mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/82/53/NW-D08253_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Mira_FlightLLShowerTray_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Mira_UKConsumerShowers_Brochure_2018.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/Mira_Flight_Safe_Quadrant_DWG.pdf,,,,,,,,,,,,,,,
27,PD08264,Mira Flight Safe low level shower tray no upstands 1700 x 900mm,Mira,465.47,"Made of highly durable yet lightweight acrylic capped resin stone, the low profile Mira Flight Safe 1700 x 900mm shower tray is built to last, resisting scratches and chips to look good for longer. Supplied with a vortex waste for reliable, fast drainage, the Flight Low includes inbuilt BioCote technology providing clean resistance to bacteria and mould.",Bathrooms and Kitchens/Independent Living Bathrooms/Independent Living Bathrooms.csv -> Mira Flight Safe low level shower tray no upstands 1700 x 900mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/82/68/NW-D08262_D08268_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Mira_FlightLLShowerTray_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/Mira_Flight_Safe_Rectangle_DWG.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Mira_UKConsumerShowers_Brochure_2018.pdf,,,,,,,,,,,,,,,
28,PD13268,Roca Colina comfort soft close toilet seat White,Roca,86.77,"The Roca Colina round toilet seat and cover with soft close mechanism is designed for perfect compatibility with the higher level Colina toilet pan, designed for taller users or those with back and joint issues.",Bathrooms and Kitchens/Independent Living Bathrooms/Independent Living Bathrooms.csv -> Roca Colina comfort soft close toilet seat White,,Toilet seat;Cover;Hinge,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/68/NW-D13266_D13268_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/D13268_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D13268_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Roca_Technical_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Roca_Discovery_Brochure_2020.pdf,,,,,,,,,,,,,,
29,PB01026,Ideal Standard Unilux Plus+ front panel for Idealform Plus+ 1700mm White,Ideal Standard,144.05,"Made of acrylic, this Ideal Standard Unilux Plus+ 1700 x 510mm front bath panel is finished in gloss white to suit all bathrooms. This panel is suitable for use with Ideal Standard's range of 1700mm rectangular baths.",Bathrooms and Kitchens/Independent Living Bathrooms/Independent Living Bathrooms.csv -> Ideal Standard Unilux Plus+ front panel for Idealform Plus+ 1700mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/26/NW-B01026_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/IS_E479701_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/IStandard_LiveTheIdeal_Brochure.pdf,,,,,,,,,,,,,,,,
30,PA67227,Ideal Standard Connect Air seat sandwitch sc and cvr White,Ideal Standard,153.36,"A slimline 'sandwich-style' loo seat, the Ideal Standard Concept Air round toilet seat and cover with bottom fixing hinges is for use with the Concept Air toilet. A modern choice, the Concept Air is built with thinner ceramic walls for a light, airy and modern appearance.",Bathrooms and Kitchens/Independent Living Bathrooms/Independent Living Bathrooms.csv -> Ideal Standard Connect Air seat sandwitch sc and cvr White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/27/NW-A67226_A67227_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/IS_Connect_Air_Multiproduct_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/IS_Concept_Air_Brchr_2017.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/IS_Bathrooms_Brchr_2018.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/IS_Concept_Air_Installation.pdf,,,,,,,,,,,,,,
31,PD60721,Mira folding shower seat White/Chrome Plated,Mira,135.29,"Suitable for use inside or outside the showering area, this Mira white and chrome shower seat provides additional security for bathroom users requiring additional support.",Bathrooms and Kitchens/Independent Living Bathrooms/Independent Living Bathrooms.csv -> Mira folding shower seat White/Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/21/NW-D60721_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Mira_ShowerSeat_Installation.pdf,,,,,,,,,,,,,,,,,
32,PD08272,Mira Flight Safe low level left handed quadrant shower tray 1000 x 800mm,Mira,245.42,"Made of highly durable yet lightweight acrylic capped resin stone, the low profile Mira Flight Safe 1000 x 800mm shower tray is built to last, resisting scratches and chips to look good for longer. Supplied with a vortex waste for reliable, fast drainage, the Flight Safe includes inbuilt BioCote technology providing clean resistance to bacteria and mould.",Bathrooms and Kitchens/Independent Living Bathrooms/Independent Living Bathrooms.csv -> Mira Flight Safe low level left handed quadrant shower tray 1000 x 800mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/82/72/NW-D08272_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Mira_FlightLLShowerTray_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Mira_UKConsumerShowers_Brochure_2018.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/Mira_Flight_Safe_Quadrant_DWG.pdf,,,,,,,,,,,,,,,
33,PC26302,Ideal Standard Concept Freedom back to wall raised height pan White,Ideal Standard,341.52,"The Ideal Standard Concept Freedom raised height, back-to-wall curved toilet pan brings accessibility and style together. This pan is part of the wider Freedom range of bathroom products, suitable for both domestic and commercial installation, which has been designed for functional accessible use while maintaining a compact footprint and contemporary look well-suited to modern bathroom decor.",Bathrooms and Kitchens/Independent Living Bathrooms/Independent Living Bathrooms.csv -> Ideal Standard Concept Freedom back to wall raised height pan White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/63/02/NW-C26302_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_E608801_WC_Pan_Tech.pdf,,,,,,,,,,,,,,,,,
34,PD08284,Mira Flight Safe low level left handed quadrant shower tray 1200 x 900mm,Mira,279.28,"Made of highly durable yet lightweight acrylic capped resin stone, the low profile Mira Flight Safe 1200 x 900mm shower tray is built to last, resisting scratches and chips to look good for longer. Supplied with a vortex waste for reliable, fast drainage, the Flight Safe includes inbuilt BioCote technology providing clean resistance to bacteria and mould.",Bathrooms and Kitchens/Independent Living Bathrooms/Independent Living Bathrooms.csv -> Mira Flight Safe low level left handed quadrant shower tray 1200 x 900mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/82/84/NW-D08284_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Mira_FlightLLShowerTray_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Mira_UKConsumerShowers_Brochure_2018.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/Mira_Flight_Safe_Quadrant_DWG.pdf,,,,,,,,,,,,,,,
35,PD08274,Mira Flight Safe low level right handed quadrant shower tray 1200 x 900mm,Mira,279.28,"Made of highly durable yet lightweight acrylic capped resin stone, the low profile Mira Flight Safe 1200 x 900mm shower tray is built to last, resisting scratches and chips to look good for longer. Supplied with a vortex waste for reliable, fast drainage, the Flight Safe includes inbuilt BioCote technology providing clean resistance to bacteria and mould.",Bathrooms and Kitchens/Independent Living Bathrooms/Independent Living Bathrooms.csv -> Mira Flight Safe low level right handed quadrant shower tray 1200 x 900mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/82/74/NW-D08274_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Mira_FlightLLShowerTray_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Mira_UKConsumerShowers_Brochure_2018.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/Mira_Flight_Safe_Quadrant_DWG.pdf,,,,,,,,,,,,,,,
36,PD00759,Roca The Gap one tap hole basin 550 x 470mm White,Roca,117.7,"Compact, functional and smart, this Roca The Gap 550mm wall-hung basin with a single tap hole has a modern design and robust, easy-clean vitreous china build, ideal for family bathrooms.",Bathrooms and Kitchens/Independent Living Bathrooms/Independent Living Bathrooms.csv -> Roca The Gap one tap hole basin 550 x 470mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/59/NW-D00759_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Roca_Care_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Roca_Discovery_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D00759_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Roca_Basins_Generic_Install.pdf,,,,,,,,,,,,,,
37,PD08275,Mira Flight Safe low level shower tray no upstands 1000 x 1000mm,Mira,262.36,"Made of highly durable yet lightweight acrylic capped resin stone, the low profile Mira Flight Safe 1000 x 1000mm shower tray is built to last, resisting scratches and chips to look good for longer. Supplied with a vortex waste for reliable, fast drainage, the Flight Safe includes inbuilt BioCote technology providing clean resistance to bacteria and mould.",Bathrooms and Kitchens/Independent Living Bathrooms/Independent Living Bathrooms.csv -> Mira Flight Safe low level shower tray no upstands 1000 x 1000mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/82/75/NW-D08275_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/Mira_Flight_Safe_Square_DWG.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Mira_FlightLLShowerTray_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Mira_UKConsumerShowers_Brochure_2018.pdf,,,,,,,,,,,,,,,
38,PD41809,Roca The Gap semi pedestal White,Roca,92.6,This vitreous china Roca The Gap semi pedestal conceals basin pipework for a streamlined bathroom finish.,Bathrooms and Kitchens/Independent Living Bathrooms/Independent Living Bathrooms.csv -> Roca The Gap semi pedestal White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/18/09/NW-D41809_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Roca_Care_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Roca_Discovery_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D41809_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Roca_Basins_Generic_Install.pdf,,,,,,,,,,,,,,
