,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Attachment 7,Hazardous,Pack Type,Supplier Product Code,Type,WEEE Compliant,Application,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Colour,Volume,Physical State / Form,Feature 9,Feature 10,Feature 11,Feature 12,Range
20,P608197,Fernox LP Sterox test strips (Pack of 50),Fernox,61.87,This tub of 50 Fernox test strips is suitable for use with LP Sterox. The strips should be used to regularly measure product concentration levels during disinfection of the water system.,Heating/Water Treatment Products/Central Heating Inhibitors/Central Heating Inhibitors.csv -> Fernox LP Sterox test strips (Pack of 50),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/97/NW-608197_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Fernox_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Fernox_56726_LP_Sterox_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,P292275,Bwt Aquablend combi care refill cartridge,Bwt,44.2,"Helping to treat water before heating, the BWT Aquablend refill cartridge helps to keep limescale from forming, improving boiler service life and increasing the efficiency of hot water storage. Easy to change, this cartridge is compatible with the Combi Care scale inhibitor.",Heating/Water Treatment Products/Central Heating Inhibitors/Central Heating Inhibitors.csv -> Bwt Aquablend combi care refill cartridge,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/22/75/NW-292275_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/BWT_Combicare_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wr/as/BWT_Combi_Care_WRAS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,P603308,Fernox system water test,Fernox,9.91,"A straightforward turbidity test, the Fernox system water test checks the quality of system water and advises on appropriate treatment to return the heating system to optimum efficiency, ensuring full protection of your boiler.",Heating/Water Treatment Products/Central Heating Inhibitors/Central Heating Inhibitors.csv -> Fernox system water test,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/33/08/NW-603308_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Fernox_62254_System_Water_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,P608073,Adey MC1+ Rapide rapide protector 300ml,Adey,39.91,"Offering fast and effective corrosion protection, Adey MC1+ Rapide protector effectively protects central heating systems from debris. With the 300ml quick-dose bottle, this useful heating treatment can be added through a radiator, air vent or boiler filling loop, taking just 20 seconds to administer, minimising wait times and costs.",Heating/Water Treatment Products/Central Heating Inhibitors/Central Heating Inhibitors.csv -> Adey MC1+ Rapide rapide protector 300ml,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/73/NW-608073_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Adey_Domestic_Product_Range_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Adey_MC1+ RapideProtector_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Adey_MC1+_Rapide_SDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
24,P292301,Liff shortest magnetic inhibitor 15mm,Liff,37.36,"The Liff Shortest magnetic scale inhibitor harnesses the power of magnetism to alter the characteristics of hard water, minimising the problem of scale. Faced with this inhibitor, limescale simply passes through domestic hot water systems, leaving heat exchange surfaces clean and clear of damaging scale. Used in hard water areas, this inhibitor helps to extend the life of household appliances, from hot water cylinders to shower doors and taps.",Heating/Water Treatment Products/Central Heating Inhibitors/Central Heating Inhibitors.csv -> Liff shortest magnetic inhibitor 15mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/01/NW-292301_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Liff_Product_Guide_2020_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,P603070,Fernox Alphi-11 ALPHI11 anti-freeze 5litre (1),Fernox,60.39,"Combining antifreeze and inhibitor, Fernox Alphi-11 5L antifreeze protector offers effective protection against internal corrosion and limescale, keeping domestic central heating systems running efficiently for longer. Antifreeze protector Alphi-11 is safe for use on all metals and materials found in traditional heating systems. To ensure long-term protection, maintain concentration levels and carry out annual checks during boiler or system servicing.",Heating/Water Treatment Products/Central Heating Inhibitors/Central Heating Inhibitors.csv -> Fernox Alphi-11 ALPHI11 anti-freeze 5litre (1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/70/NW-603070_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Fernox_EBenefits_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Fernox_61033_Safetydatasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ds/42/Alpha_SDS42.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Fernox_61033_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_h/&s/Fernox_Alphi11Protector_H&S.pdf,,,,,,,,,,,,,,,,,,,,,,,,
26,P608150,Sentinel X100 quick test kit,Sentinel,3.24,"Quick and easy, the Sentinel X100 quick test kit confirms whether a system treated with Sentinel X100 inhibitor is correctly dosed for effective protection against limescale and corrosion, helping to reduce the risk of system issues and breakdown.",Heating/Water Treatment Products/Central Heating Inhibitors/Central Heating Inhibitors.csv -> Sentinel X100 quick test kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/50/NW-608150_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Sentinel_X100_QT_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Sentinel_X100QuickTest_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,P292210,Scalemaster Electrolytic Gold electrolytic 15mm Gold,Scalemaster,60.13,"Preventing the build-up of limescale, the Scalemaster Electrolytic Gold 15mm limescale inhibitor works by simply adding a trace amount of zinc to the water supply. This zinc bonds to dissolved calcium ions which then need more energy for precipitation. At this point, the micro-crystals that might normally form limescale are taken away by the flow of water instead of adhering to heat exchanger surfaces.",Heating/Water Treatment Products/Central Heating Inhibitors/Central Heating Inhibitors.csv -> Scalemaster Electrolytic Gold electrolytic 15mm Gold,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/22/10/NW-292210_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Scalemaster_Electrolytic_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Scalemaster_ElctrolyticGld_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,P608963,Fernox F9 Express filter protector express 400ml,Fernox,39.89,"Formulated for use with TF1 in-line system filters or similar, Fernox F9 Express protector and filter fluid is a unique inhibitor package with an active dispersant which helps to safely collect corrosion, debris and scale using a filter. Enhancing the performance of a system filter, it also provides protection from the damage caused by corrosion and scale formation, extending system life and maintaining optimum efficiency. The concentration levels of this environmentally-friendly cleaner should be checked as part of the annual maintenance system service. Using barrier pressure pack technology and compressed air propellent, this 400ml aerosol can is non-flammable. Because the propellent is not mixed with the active product it poses no risk of air ingress into the system, negating the risk of corrosion.",Heating/Water Treatment Products/Central Heating Inhibitors/Central Heating Inhibitors.csv -> Fernox F9 Express filter protector express 400ml,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/63/NW-608963_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Fernox_62310_Safetydatasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ds/47/Alpha_SDS47.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Fernox_62310_ProtectorPlus_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
29,P609275,Fernox F1 protector F1 265ml,Fernox,12.81,"Fernox F1 protector offers long-term protection from corrosion and limescale for your central heating systems. Suitable for use in all types of boilers, radiators and pipework, F1 is safe for use with all metals and materials commonly found in central heating systems, including aluminium.",Heating/Water Treatment Products/Central Heating Inhibitors/Central Heating Inhibitors.csv -> Fernox F1 protector F1 265ml,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/92/75/609275_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_h/&s/Fernox_Protector-F1_H&S.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/609275_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,P607991,Adey MC1+ central heating protector 500ml 5 pack promotions,Adey,49.0,"Keeping magnetite and other potentially damaging deposits from forming, Adey MC1+ protector helps protect your heating system for a longer life, improved performance and reduced downtime. Suitable for use on all materials commonly used in heating systems, MC1+ protects mild steel and helps to improve efficiency for Part L compliance.",Heating/Water Treatment Products/Central Heating Inhibitors/Central Heating Inhibitors.csv -> Adey MC1+ central heating protector 500ml 5 pack promotions,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/71/NW-608071_wm.jpg,,,,,,,,N,Bottle,607991 PK,Protector,N,Suitable for Central Heating Systems,500ml can,Protects against corrosion and scale,Helps maintain heating efficiency,Helps reduce heating costs and maintenance bills,Can extend life of central heating system,For mild steel protection,Compatible with all metals,Part L Building Regulation compliant,,,,,,,,MC1+
31,PP12989,JET Range JCO10 system protector 10 ltr,JET Range,298.88,"JET JCO10 System Protector passivates and protects bare metal surfaces in commercial heating, chilled and condenser systems. This ensures that corrosion and limescale buildup is prevented throughout the system, supporting a longer working lifetime while also improving efficiency and performance. JCO contains a pH buffer to ensure that a neutral system water pH of between 7.5 and 8.2 is maintained.",Heating/Water Treatment Products/Central Heating Inhibitors/Central Heating Inhibitors.csv -> JET Range JCO10 system protector 10 ltr,,10 Litres,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/89/P12989_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/P12988_P12991_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,P608120,Sentinel X100 inhibitor 20ltr,Sentinel,624.2,"Protecting against limescale and corrosion, Sentinel X100 inhibitor, supplied in a 20L container, is formulated for use in commercial heating and closed cooling systems. Use of this inhibitor helps to extend the life of your system, minimising fuel use and maximising efficiency, helping companies to meet their environmental responsibilities.",Heating/Water Treatment Products/Central Heating Inhibitors/Central Heating Inhibitors.csv -> Sentinel X100 inhibitor 20ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/20/NW-608120_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_h/&s/Sentinel_X100Liquid_H&S.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Sentinel_X100L_Safetydatasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Sentinel_X100Inhibitor_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Sentinel_FastActingCleaner_SDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
33,P607990,Adey MC1+ central heating protector 500ml 3 pack promotions,Adey,39.75,"Supplied in a 500ml bottle, this Adey MC1+ protector effectively protects from the damage caused by scale and corrosion. Preventing the build-up of magnetite and other debris that can cause problems in your heating system, MC1+ helps to improve efficiency, reduce waste and extend the working life of your heating system.",Heating/Water Treatment Products/Central Heating Inhibitors/Central Heating Inhibitors.csv -> Adey MC1+ central heating protector 500ml 3 pack promotions,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/71/NW-608071_wm.jpg,,,,,,,,N,Bottle,607990 PK,Protector,N,Suitable for Central Heating Systems,Protects against corrosion and scale,Maintains heating efficiency,Helps reduce heating costs,Reduces maintenance,Extends central heating system's lifespan,For mild steel protection,Compatible with all metals,Part L Building Regulations compliant,,,,,,,,MC1+
34,P609078,Adey MC1+ central heating protector 25ltr,Adey,623.2,"Keeping magnetite and other potentially damaging deposits from forming, Adey MC1+ protector helps protect your heating system for a longer life, improved performance and reduced downtime. Suitable for use on all materials commonly used in heating systems, MC1+ protects mild steel and helps to improve efficiency for Part L compliance.",Heating/Water Treatment Products/Central Heating Inhibitors/Central Heating Inhibitors.csv -> Adey MC1+ central heating protector 25ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/78/NW-609078_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Adey_MC1+_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Adey_Domestic_Product_Range_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,PP12988,JET Range JCO10 system protector 5 ltr,JET Range,164.56,"JET JCO10 System Protector passivates and protects bare metal surfaces in commercial heating, chilled and condenser systems. This ensures that corrosion and limescale buildup is prevented throughout the system, supporting a longer working lifetime while also improving efficiency and performance. JCO contains a pH buffer to ensure that a neutral system water pH of between 7.5 and 8.2 is maintained.",Heating/Water Treatment Products/Central Heating Inhibitors/Central Heating Inhibitors.csv -> JET Range JCO10 system protector 5 ltr,,5 Litres,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/88/P12988_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/P12988_P12991_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,P603071,Fernox Alphi-11 anti-freeze 25ltr (1),Fernox,186.42,"Combining antifreeze and inhibitor, Fernox Alphi-11 25L antifreeze protector offers effective protection against internal corrosion and limescale, keeping domestic central heating systems running efficiently for longer. Antifreeze protector Alphi-11 is safe for use on all metals and materials found in traditional heating systems. To ensure long-term protection, maintain concentration levels and carry out annual checks during boiler or system servicing.",Heating/Water Treatment Products/Central Heating Inhibitors/Central Heating Inhibitors.csv -> Fernox Alphi-11 anti-freeze 25ltr (1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/71/NW-603071_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_h/&s/Fernox_Alphi11_H&S.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Fernox_23980_Safetydatasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/sd/s4/Alpha_SDS4.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Fernox_23980_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
37,PP12990,JET Range JCO10 system protector 20 ltr,JET Range,617.16,"JET JCO10 System Protector passivates and protects bare metal surfaces in commercial heating, chilled and condenser systems. This ensures that corrosion and limescale buildup is prevented throughout the system, supporting a longer working lifetime while also improving efficiency and performance. JCO contains a pH buffer to ensure that a neutral system water pH of between 7.5 and 8.2 is maintained.",Heating/Water Treatment Products/Central Heating Inhibitors/Central Heating Inhibitors.csv -> JET Range JCO10 system protector 20 ltr,,20 Litres,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/90/P12990_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/P12988_P12991_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,P608004,Adey VibraClean radiator agitator,Adey,93.05,"There's no need to remove radiators with this Adey VibraClean radiator agitator, which frees up sludge, hardened deposits and blockages. Used alongside MagnaCleanse Rapid Flush Filter, VibraClean makes the system cleaning process faster and helps to achieve a higher quality system flush. This smart system can remove more system damaging sludge in 20 seconds than 30 minutes of traditional power-flushing.",Heating/Water Treatment Products/Central Heating Inhibitors/Central Heating Inhibitors.csv -> Adey VibraClean radiator agitator,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/04/NW-608004_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Adey_VibraClean_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,P608177,Fernox Solar S1 solar inhibitor 10ltr,Fernox,57.69,"Fernox Solar S1 inhibitor, supplied in a 10L drum, is a heat transfer fluid used to protect solar thermal heating systems working at elevated temperatures. Effective in its gaseous and liquid state, S1 operates in temperatures of over 180°C.",Heating/Water Treatment Products/Central Heating Inhibitors/Central Heating Inhibitors.csv -> Fernox Solar S1 solar inhibitor 10ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/77/NW-608177_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Fernox_57675_Safetydatasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Fernox_57675_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ds/22/Alpha_SDS22.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
40,P292270,Bwt Combi Care comb care compact 15mm (1),Bwt,69.13,"BWT's Combi-Care works by introducing a small amount of food grade polyphosphate into the water feed, sequestering the calcium in the water and preventing it from forming scale on the heat exchanger. Suitable for 15mm pipe and supplied with 15mm compression fittings.",Heating/Water Treatment Products/Central Heating Inhibitors/Central Heating Inhibitors.csv -> Bwt Combi Care comb care compact 15mm (1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/22/71/NW-292270_292271_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/BWT_Combicare_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/BWT_Combicare_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/BWT_Product_Guide_2020_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
41,P171300,Calmag CalCombi PF water conditioner 15/22mm,Calmag,42.53,"Combining magnetic and electrolytic technology, the Calmag CalCombi 15/22mm scale inhibitor provides highly effective protection from the damage that can be caused by hard scale.",Heating/Water Treatment Products/Central Heating Inhibitors/Central Heating Inhibitors.csv -> Calmag CalCombi PF water conditioner 15/22mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/00/NW-171300_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Calmag_CalCombi_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Calmag_Scale inhibitor_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/CalMag_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
42,P292271,Bwt Combi Care combi care compact 22mm,Bwt,98.98,"Introducing a tiny amount of food-safe polyphosphate into your water feed, this BWT Combi Care 22mm scale inhibitor safely sequesters calcium in the water. Doing this helps to minimise scale formation on your central heating system's heat exchanger for improved efficiency and a longer life.",Heating/Water Treatment Products/Central Heating Inhibitors/Central Heating Inhibitors.csv -> Bwt Combi Care combi care compact 22mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/22/71/NW-292270_292271_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/BWT_Combicare_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/BWT_Combicare_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/BWT_Product_Guide_2020_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
43,P292245,Scalemaster Magnetic Speedfit 15mm,Scalemaster,41.42,"Protecting appliances from the damage caused by scale, the Scalemaster Magnetic Speedfit 15mm limescale inhibitor prevents the build up of limescale by adapting its crystal structure. Harnessing the results of laboratory research, which has shown that the growth of limescale crystals can be affected by a magnetic field, this inhibitor uses magnet technology to adapt forming crystals into needle-shaped aragonite. This aragonite is less damaging than the more commonly seen calcite, and is less likely to stick hard to the surfaces of heat exchangers.",Heating/Water Treatment Products/Central Heating Inhibitors/Central Heating Inhibitors.csv -> Scalemaster Magnetic Speedfit 15mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/22/45/NW-292245_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Scalemaster_Magnetic_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Scalemaster_Green&Blue_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,P608142,Adey ProCheck Procheck Test Kit Instant Results,Adey,79.49,"Allowing installers to view water quality issues and judge the need for treatment in one visit, the Adey ProCheck instant result test kit sends lab-style results straight to your smartphone. The first app-linked kit of its kind, the ProCheck universal water test kit analyses system water on-site, with immediate independent validation of system health. Using advanced technology, this kit tests for three main areas of concern - protective inhibitor levels, corrosion and pH levels. To use, simply take a water sample from the system and carry out a straightforward dip test using the supplied ProCheck strips. Place strips on the test card and scan to the app using your mobile's camera for instant analysis and verification.",Heating/Water Treatment Products/Central Heating Inhibitors/Central Heating Inhibitors.csv -> Adey ProCheck Procheck Test Kit Instant Results,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/42/NW-608142_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Adey_ProCheck_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
