,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Colour,Pack Quantity,Position,Shower Tray Shape,Style,Warranty,Hazardous,Depth (mm),Floor Mounted,Anti Slip Surface,Material,Riser included,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Range,Waste Kit Included,Weight,Waste Supplied,Attachment 5,Feature 9,Feature 10
0,PD52509,Mira Flight Low shower tray no upstands 1700 x 760 White,Mira,308.83,"Made of highly durable yet lightweight acrylic capped resin stone, the low profile Mira Flight Low 1700 x 760mm flat top shower tray is built to last, resisting scratches and chips to look good for longer. Supplied with a vortex waste for reliable, fast drainage, the Flight Low includes inbuilt BioCote technology providing clean resistance to bacteria and mould.",Showering/Shower Trays and Bases/Shower Trays and Bases.csv -> Mira Flight Low shower tray no upstands 1700 x 760 White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/14/NW-D52509_D52514_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/Mira_Flight_Low_Rectangle_DWG.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/D52509 Line Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Mira_FlightLLShowerTray_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Mira_UKConsumerShowers_Brochure_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,PD29050,Merlyn Touchstone shower tray with 4 upstands 1200 x 800mm,Merlyn,315.71,"Single-skinned, the Merlyn Touchstone 1200 x 800mm shower tray is made of hardwearing ABS for reliably long lasting use. This rectangular shower tray is supplied with four upstands with the option to use a separately purchased tray panel kit for installation.",Showering/Shower Trays and Bases/Shower Trays and Bases.csv -> Merlyn Touchstone shower tray with 4 upstands 1200 x 800mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/51/NW-D29047_D29051_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Merlyn_Upstand_Tray_Rectanguler_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/tn/Merlyn_LowLevelShowerTray_FitIstrctn.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,PD52786,Mira Flight Low shower tray no upstands 1200 x 700mm,Mira,178.8,"Made of highly durable yet lightweight acrylic capped resin stone, the low profile Mira Flight Low 1200 x 700mm flat top shower tray is built to last, resisting scratches and chips to look good for longer. Supplied with a vortex waste for reliable, fast drainage, the Flight Low includes inbuilt BioCote technology providing clean resistance to bacteria and mould.",Showering/Shower Trays and Bases/Shower Trays and Bases.csv -> Mira Flight Low shower tray no upstands 1200 x 700mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/27/88/NW-D52786_D52788_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/Mira_Flight_Low_Rectangle_DWG.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Mira_FlightLLShowerTray_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Mira_UKConsumerShowers_Brochure_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,PD73700,Just Trays Rectangular low profile shower tray and concealed waste 1500 x 900 x 40mm White,Just Trays,502.22,"Double skinned for ultra-strong use and manufactured in ABS capped stone resin, this Just Trays Fusion 1500 x 900mm shower tray pack includes a waste and trap for convenient all-in-one installation. Popular with installers, this low-level shower tray is easy to fit, whether on legs using the JT riser kit or flat-to-the floor for a sleek wetroom style look. With an understated elegant design and lighter than traditional stone resin trays. the Fusion includes a discreet 90mm rapid waste outlet for powerful drainage.",Showering/Shower Trays and Bases/Shower Trays and Bases.csv -> Just Trays Rectangular low profile shower tray and concealed waste 1500 x 900 x 40mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/00/NW-D73700_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/JustTrays_Fusion_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/JustTrays_Fusion_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/JustTrays_Brochure_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PD52794,Mira Flight Low shower tray with 4 upstands 1200 x 760mm,Mira,189.36,"Made of highly durable yet lightweight acrylic capped resin stone, the low profile Mira Flight Low 1200 x 760mm four upstand shower tray is built to last, resisting scratches and chips to look good for longer. Supplied with a vortex waste for reliable, fast drainage, the Flight Low includes inbuilt BioCote technology providing clean resistance to bacteria and mould.",Showering/Shower Trays and Bases/Shower Trays and Bases.csv -> Mira Flight Low shower tray with 4 upstands 1200 x 760mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/27/95/NW-D52794_D52795_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/Mira_Flight_Low_Rectangle_DWG.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Mira_FlightLLShowerTray_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Mira_UKConsumerShowers_Brochure_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,PD52795,Mira Flight Low shower tray with 4 upstands 1200 x 800mm,Mira,200.74,"Made of highly durable yet lightweight acrylic capped resin stone, the low profile Mira Flight Low 1200 x 800mm four upstand shower tray is built to last, resisting scratches and chips to look good for longer. Supplied with a vortex waste for reliable, fast drainage, the Flight Low includes inbuilt BioCote technology providing clean resistance to bacteria and mould.",Showering/Shower Trays and Bases/Shower Trays and Bases.csv -> Mira Flight Low shower tray with 4 upstands 1200 x 800mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/27/95/NW-D52794_D52795_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/Mira_Flight_Low_Rectangle_DWG.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Mira_FlightLLShowerTray_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Mira_UKConsumerShowers_Brochure_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,PD29049,Merlyn Touchstone shower tray with 4 upstands 1200 x 760mm,Merlyn,297.35,"Single-skinned, the Merlyn Touchstone 1200 x 760mm shower tray is made of hardwearing ABS for reliably long lasting use. This rectangular shower tray is supplied with four upstands with the option to use a separately purchased tray panel kit for installation.",Showering/Shower Trays and Bases/Shower Trays and Bases.csv -> Merlyn Touchstone shower tray with 4 upstands 1200 x 760mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/51/NW-D29047_D29051_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Merlyn_Upstand_Tray_Rectanguler_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/tn/Merlyn_LowLevelShowerTray_FitIstrctn.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,PD52520,Mira Flight Low shower tray no upstands 1100 x 800 White,Mira,167.41,"Made of highly durable yet lightweight acrylic capped resin stone, the low profile Mira Flight Low 1100 x 800mm flat top shower tray is built to last, resisting scratches and chips to look good for longer. Supplied with a vortex waste for reliable, fast drainage, the Flight Low includes inbuilt BioCote technology providing clean resistance to bacteria and mould.",Showering/Shower Trays and Bases/Shower Trays and Bases.csv -> Mira Flight Low shower tray no upstands 1100 x 800 White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/20/NW-D52519_D52520_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/Mira_Flight_Low_Rectangle_DWG.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Mira_FlightLLShowerTray_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Mira_UKConsumerShowers_Brochure_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,PD08255,Mira Flight Safe low level shower tray no upstands 1700 x 700mm,Mira,413.84,"Made of highly durable yet lightweight acrylic capped resin stone, the low profile Mira Flight Safe 1700 x 700mm shower tray is built to last, resisting scratches and chips to look good for longer. Supplied with a vortex waste for reliable, fast drainage, the Flight Safe includes inbuilt BioCote technology providing clean resistance to bacteria and mould.",Showering/Shower Trays and Bases/Shower Trays and Bases.csv -> Mira Flight Safe low level shower tray no upstands 1700 x 700mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/82/58/NW-D08255_D08258_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Mira_FlightLLShowerTray_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/Mira_Flight_Safe_Rectangle_DWG.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Mira_UKConsumerShowers_Brochure_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,PD17156,Just Trays Fusion Anti-Slip anti slip shower tray 1000 x 800mm White,Just Trays,384.37,"Double-skinned for strength, this Just Trays Fusion Anti-Slip 800 x 45 x 1000mm flat top rectangular shower tray is made of a tough ABS-capped acrylic stone resin. Suitable for fitting flat to the floor or raised up using a JT Merlin riser kit, it has a 90mm rapid waste outlet for 48LPM waste water removal. Treated with a colourless JT exclusive Anti-Slip application, this shower tray provides a safe surface for secure showering.",Showering/Shower Trays and Bases/Shower Trays and Bases.csv -> Just Trays Fusion Anti-Slip anti slip shower tray 1000 x 800mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/57/NW-D17156_D17157_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Just_Trays_Fusion_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Just_Trays_Fusion_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,PD56787,Mira Flight flat top shower tray and waste 1000 x 800mm,Mira,156.87,"Made of highly durable yet lightweight acrylic capped resin stone, the Mira Flight 1000 x 800mm flat top shower tray is built to last, resisting scratches and chips to look good for longer. Supplied with a flat to the tray waste for a sleek finish, the Flight lends your bathroom an attractive, modern look while inbuilt BioCote technology provides clean resistance to bacteria and mould.",Showering/Shower Trays and Bases/Shower Trays and Bases.csv -> Mira Flight flat top shower tray and waste 1000 x 800mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/67/87/NW-D56787_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Mira_1192074_W2_B_Flight_Tray_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Mira_Flight_Rectangle_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Mira_UKConsumerShowers_Brochure_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,PD73692,Just Trays Rectangular low profile shower tray and concealed waste 1200 x 700 x 40mm White,Just Trays,285.73,"Double skinned for ultra-strong use and manufactured in ABS capped stone resin, this Just Trays Fusion 1200 x 700mm shower tray pack includes a waste and trap for convenient all-in-one installation. Popular with installers, this low-level shower tray is easy to fit, whether on legs using the JT riser kit or flat-to-the floor for a sleek wetroom style look. With an understated elegant design and lighter than traditional stone resin trays. the Fusion includes a discreet 90mm rapid waste outlet for powerful drainage.",Showering/Shower Trays and Bases/Shower Trays and Bases.csv -> Just Trays Rectangular low profile shower tray and concealed waste 1200 x 700 x 40mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/36/92/NW-D73692_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/JustTrays_Fusion_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/JustTrays_Fusion_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/JustTrays_Brochure_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,PD08283,Mira Flight Safe low level shower tray no upstands 1500 x 700mm,Mira,335.14,"Made of highly durable yet lightweight acrylic capped resin stone, the low profile Mira Flight Safe 1500 x 700mm shower tray is built to last, resisting scratches and chips to look good for longer. Supplied with a vortex waste for reliable, fast drainage, the Flight Low includes inbuilt BioCote technology providing clean resistance to bacteria and mould.",Showering/Shower Trays and Bases/Shower Trays and Bases.csv -> Mira Flight Safe low level shower tray no upstands 1500 x 700mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/82/83/NW-D08280_D08283_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Mira_FlightLLShowerTray_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/Mira_Flight_Safe_Rectangle_DWG.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Mira_UKConsumerShowers_Brochure_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,PD52540,Mira Flight Low rectangular shower tray 1700 x 700mm  White,Mira,297.44,"Made of highly durable yet lightweight acrylic capped resin stone, the low profile Mira Flight Low 1700 x 700mm flat top shower tray is built to last, resisting scratches and chips to look good for longer. Supplied with a vortex waste for reliable, fast drainage, the Flight Low includes inbuilt BioCote technology providing clean resistance to bacteria and mould.",Showering/Shower Trays and Bases/Shower Trays and Bases.csv -> Mira Flight Low rectangular shower tray 1700 x 700mm  White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/40/NW-D52536_D52540_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/Mira_Flight_Low_Rectangle_DWG.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Mira_FlightLLShowerTray_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Mira_UKConsumerShowers_Brochure_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,PD52513,Mira Flight Low rectangular shower shower tray no upstands 1200 x 800mm  White,Mira,162.54,"Made of highly durable yet lightweight acrylic capped resin stone, the low profile Mira Flight Low 1200 x 800mm flat top shower tray is built to last, resisting scratches and chips to look good for longer. Supplied with a vortex waste for reliable, fast drainage, the Flight Low includes inbuilt BioCote technology providing clean resistance to bacteria and mould.",Showering/Shower Trays and Bases/Shower Trays and Bases.csv -> Mira Flight Low rectangular shower shower tray no upstands 1200 x 800mm  White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/14/NW-D52509_D52514_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/Mira_Flight_Low_Rectangle_DWG.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/D52513 Line Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Mira_FlightLLShowerTray_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Mira_UKConsumerShowers_Brochure_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,PD52787,Mira Flight Low shower tray no upstands 1400 x 700mm,Mira,212.12,"Made of highly durable yet lightweight acrylic capped resin stone, the low profile Mira Flight Low 1400 x 700mm flat top shower tray is built to last, resisting scratches and chips to look good for longer. Supplied with a vortex waste for reliable, fast drainage, the Flight Low includes inbuilt BioCote technology providing clean resistance to bacteria and mould.",Showering/Shower Trays and Bases/Shower Trays and Bases.csv -> Mira Flight Low shower tray no upstands 1400 x 700mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/27/88/NW-D52786_D52788_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/Mira_Flight_Low_Rectangle_DWG.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Mira_FlightLLShowerTray_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Mira_UKConsumerShowers_Brochure_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,PD52533,Mira Flight Low square shower tray 760 x 760mm White,Mira,77.21,"Made of highly durable yet lightweight acrylic capped resin stone, the low profile Mira Flight Low 760 x 760mm flat top shower tray is built to last, resisting scratches and chips to look good for longer. Supplied with a vortex waste for reliable, fast drainage, the Flight Low includes inbuilt BioCote technology providing clean resistance to bacteria and mould.",Showering/Shower Trays and Bases/Shower Trays and Bases.csv -> Mira Flight Low square shower tray 760 x 760mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/33/NW-D52533_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/Mira_Flight_Low_Square_DWG.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Mira_FlightLLShowerTray_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Mira_UKConsumerShowers_Brochure_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,PD52580,Mira Flight Low extended quadrant shower tray riser kit,Mira,90.21,"The Mira Flight Low quadrant riser conversion kit is designed for use on uneven floor surfaces, creating a level finish. The kit includes corner and end pieces, along with clip-on fixings for a seamless, neat look.",Showering/Shower Trays and Bases/Shower Trays and Bases.csv -> Mira Flight Low extended quadrant shower tray riser kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/80/NW-D52579_D52580_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Mira_Flight_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Mira_FlightLLShowerTray_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Mira_Shower_Trays_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Mira_UKConsumerShowers_Brochure_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,PD52518,Mira Flight Low shower tray no upstands 1000 x 800 White,Mira,151.98,"Made of highly durable yet lightweight acrylic capped resin stone, the low profile Mira Flight Low 1000 x 800mm flat top shower tray is built to last, resisting scratches and chips to look good for longer. Supplied with a vortex waste for reliable, fast drainage, the Flight Low includes inbuilt BioCote technology providing clean resistance to bacteria and mould.",Showering/Shower Trays and Bases/Shower Trays and Bases.csv -> Mira Flight Low shower tray no upstands 1000 x 800 White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/18/NW-D52518_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/Mira_Flight_Low_Rectangle_DWG.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Mira_FlightLLShowerTray_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Mira_UKConsumerShowers_Brochure_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,PD52573,Mira Flight Low right handed quadrant shower tray no upstands 1000 x 800mm,Mira,178.8,"Made of highly durable yet lightweight acrylic capped resin stone, the low profile Mira Flight Low 1000 x 800mm shower tray is built to last, resisting scratches and chips to look good for longer. Supplied with a vortex waste for reliable, fast drainage, the Flight Low includes inbuilt BioCote technology providing clean resistance to bacteria and mould.",Showering/Shower Trays and Bases/Shower Trays and Bases.csv -> Mira Flight Low right handed quadrant shower tray no upstands 1000 x 800mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/73/NW-D52573_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/Mira_Flight_Low_Quadrant_DWG.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Mira_FlightLLShowerTray_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Mira_UKConsumerShowers_Brochure_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,PE13241,Center CB square shower tray 760mm 80mm,Center CB,109.37,Center CB low level modern shower tray is constructed with ABS capped acrylic stone resin.,Showering/Shower Trays and Bases/Shower Trays and Bases.csv -> Center CB square shower tray 760mm 80mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/43/NW-E13240_E13243_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/CenterCB_Shower_Tray_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Center_CB_E13241_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
