,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Diameter,Range,Hazardous,Gender,Material,Size,Connection Type 1,Connection Type 2,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Attachment 7,Attachment 8,Attachment 9,Attachment 10,Weight,Standards
174,P644148,"Lawton Tube ACR 90deg copper x copper short radius elbow 2.1/8""",Lawton Tube,12.91,"Made of copper, this 2 1/8"" Lawton Tubes ACR 90° short elbow includes compression connections and has a seamless, one-piece design for easier use and greater strength.","Refrigeration/Refrigeration Pipe and Fittings/Refrigeration Pipe and Fittings.csv -> Lawton Tube ACR 90deg copper x copper short radius elbow 2.1/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/41/48/NW-644139_644148_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Lawton_Tube_ACR_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Lawton_Tube_ACR_Fittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Lawton_Tube_ACR_Instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,P644442,"Lawton Tube ACR suction-line P-trap 7/8""",Lawton Tube,20.1,"Made of copper, this 7/8"" Lawton Tubes ACR suction line P trap includes compression connections and has a seamless, one-piece design for easier use and greater strength.","Refrigeration/Refrigeration Pipe and Fittings/Refrigeration Pipe and Fittings.csv -> Lawton Tube ACR suction-line P-trap 7/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/44/46/NW-644440_644446_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Lawton_Tube_ACR_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Lawton_Tube_ACR_Fittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Lawton_Tube_ACR_Instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,P644105,"Lawton Tube ACR female x copper reducing fitting 1.1/8 x 7/8""",Lawton Tube,2.41,"Made of copper, this 1 1/8 x 7/8"" Lawton Tubes ACR fitting reducer includes plain end x compression connections and has a seamless, one-piece design for easier use and greater strength.","Refrigeration/Refrigeration Pipe and Fittings/Refrigeration Pipe and Fittings.csv -> Lawton Tube ACR female x copper reducing fitting 1.1/8 x 7/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/41/12/NW-644095_644112_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Lawton_Tube_ACR_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Lawton_Tube_ACR_Fittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Lawton_Tube_ACR_Instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,P605137,"Conex MaxiPro MPA5T equal tee 3/8"" (Pack of 3)",Conex,32.5,"Designed for use in air conditioning and refrigeration, this Conex MaxiPro 3/8"" equal tee is made of galvanised copper. A smart press-fit system, MaxiPro ensures a reliable, permanent joint and offers greatly reduced installation times alongside improved working flexibility compared to traditional installation techniques.","Refrigeration/Refrigeration Pipe and Fittings/Refrigeration Pipe and Fittings.csv -> Conex MaxiPro MPA5T equal tee 3/8"" (Pack of 3)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/41/NW-605136_605141_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ly/er/Conex_MaxiPro_Sales_Flyer.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ab/le/Conex_MaxiPro_24kN_Tool_Compat_Table.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ha/rt/Conex_MaxiPro_32kN_Tool_Compat_Chart.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Conex_MaxiPro_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Conex_MaxiPro_Silicone_Oil_Datasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/me/nt/Conex_MaxiPro_Warranty_Statement.pdf,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Conex_MaxiPro_Technical_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ab/le/Conex_MaxiPro_TubeCompatibilityTable.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Conex_MaxiPro_Engineering_Spec_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Conex_MaxiPro_Silicone_Oil_MSDS.pdf,,
178,P644117,"Lawton Tube ACR female x copper reducing fitting 2.1/8 x 1.5/8""",Lawton Tube,10.02,"Made of copper, this 2 1/8 x 1 5/8"" Lawton Tubes ACR fitting reducer includes plain end x compression connections and has a seamless, one-piece design for easier use and greater strength.","Refrigeration/Refrigeration Pipe and Fittings/Refrigeration Pipe and Fittings.csv -> Lawton Tube ACR female x copper reducing fitting 2.1/8 x 1.5/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/41/20/NW-644115_644120_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Lawton_Tube_ACR_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Lawton_Tube_ACR_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Lawton_Tube_ACR_Fittings_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,P689757,"Parker USTK-04 flared solder connector 1/4 x 1/4""",Parker,3.91,"This Parker 43F flare to solder connector is made of brass and has 1/4 x 1/4"" connections.","Refrigeration/Refrigeration Pipe and Fittings/Refrigeration Pipe and Fittings.csv -> Parker USTK-04 flared solder connector 1/4 x 1/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/57/_c/689757_c_wm.jpg,,,,,,,1/4 x 1/4,,N,,Brass,14,Flare x Solder Weld,Solder,VDAN/P14,Connector,N,Brass / Copper Flare,Connection size ¼”,,,,,,,,,,,0.04000,N/A
180,P644400,"Lawton Tube ACR both ends reduced tee 5/8 x 5/8 x 7/8""",Lawton Tube,4.4,"Made of copper, this 5/8 x 7/8 x 5/8"" Lawton Tubes ACR reducing tee includes compression connections and has a seamless, one-piece design for easier use and greater strength.","Refrigeration/Refrigeration Pipe and Fittings/Refrigeration Pipe and Fittings.csv -> Lawton Tube ACR both ends reduced tee 5/8 x 5/8 x 7/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/44/00/NW-644399_644400_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Lawton_Tube_ACR_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Lawton_Tube_ACR_Fittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Lawton_Tube_ACR_Instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,P670299,"Lawton Tube straight copper tube (18SWG) 7/8"" x 6m",Lawton Tube,56.75,"Designed for refrigeration and air conditioning use, this Lawton Tube 7/8"" 18SWG straight tube, supplied in a 6M length, has been cleaned, nitrogen-purged and capped. The tube is covered with a seamless plastic coating for reliable protection from abrasion and aggressive materials.","Refrigeration/Refrigeration Pipe and Fittings/Refrigeration Pipe and Fittings.csv -> Lawton Tube straight copper tube (18SWG) 7/8"" x 6m",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/04/NW-670298_670304_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/Lawton_Tube_Technical_Guide_2017.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Lawton_Tube_Brochure_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Lawton_Tube_ACR_Instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,P644420,"Lawton Tube ACR end cap 1/4""",Lawton Tube,0.53,"Made of copper, this 1/4"" Lawton Tubes ACR end cap has a seamless, one-piece design for easier use and greater strength.","Refrigeration/Refrigeration Pipe and Fittings/Refrigeration Pipe and Fittings.csv -> Lawton Tube ACR end cap 1/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/44/22/NW-644420_644422_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Lawton_Tube_ACR_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Lawton_Tube_ACR_Fittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Lawton_Tube_ACR_Instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,P689767,"Parker USTK-10 flared solder connector 5/8 x 5/8""",Parker,8.63,"This Parker 43F flare to solder connector is made of brass and has 5/8 x 5/8"" connections.","Refrigeration/Refrigeration Pipe and Fittings/Refrigeration Pipe and Fittings.csv -> Parker USTK-10 flared solder connector 5/8 x 5/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/97/67/689767_wm.jpg,,,,,,,5/8 x 5/8,,N,,Brass,5/8,Flare x Solder Weld,Solder,VDAN/P58,Connector,N,Brass / Copper Flare,Connection size 5/8”,,,,,,,,,,,,N/A
184,P644422,"Lawton Tube ACR cap 1/2""",Lawton Tube,0.74,"Made of copper, this 1/2"" Lawton Tubes ACR end cap has a seamless, one-piece design for easier use and greater strength.","Refrigeration/Refrigeration Pipe and Fittings/Refrigeration Pipe and Fittings.csv -> Lawton Tube ACR cap 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/44/22/NW-644420_644422_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Lawton_Tube_ACR_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Lawton_Tube_ACR_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Lawton_Tube_ACR_Fittings_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PV18306,Lawton Tube TX copper tube (Table-X) (EN1057) 22mm x 6m,Lawton Tube,7.16,"This Lawton TX 22mm tube is a reliable alternative to traditional 1.2mm thick EN 1057 tube. Supplied in a 6M length, this 0.9mm thick copper pipe saves on costs without compromising on performance.",Refrigeration/Refrigeration Pipe and Fittings/Refrigeration Pipe and Fittings.csv -> Lawton Tube TX copper tube (Table-X) (EN1057) 22mm x 6m,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/83/07/NW-V18305_V18307_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Lawton_Tube_Copper_Tube_Mech_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Lawton_Tube_CopperTube_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Lawton_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Lawton_Tube_Water_Capacity_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Lawton_Tube_Copper_Tube_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Lawton_Technical_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
186,P670259,"Lawton Tube straight copper tube (18SWG) 2.5/8"" x 3mtr",Lawton Tube,98.85,"Cleaned, nitrogen-purged and capped, this Lawton Tube 2 5/8"" diameter straight copper tube is suitable for use in refrigeration and air conditioning applications. The tube is covered with a seamless plastic coating, protecting against abrasion and aggressive materials.","Refrigeration/Refrigeration Pipe and Fittings/Refrigeration Pipe and Fittings.csv -> Lawton Tube straight copper tube (18SWG) 2.5/8"" x 3mtr",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/59/NW-670259_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/n_/ii/LawtonTube_Prdt_Catalogue_Version_II.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Lawton_Tube_Technical_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Lawton_Tube_ACR_Instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,P508821,Lawton Tube TX degreased copper tube (Table-X) 22mm x 6mtr,Lawton Tube,13.46,"Made of copper, this Lawton 22mm tube offers proven performance as a cost-effective solution for a wide range of uses. Supplied in a 6M length, this degreased tube is 0.9mm thick.",Refrigeration/Refrigeration Pipe and Fittings/Refrigeration Pipe and Fittings.csv -> Lawton Tube TX degreased copper tube (Table-X) 22mm x 6mtr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/24/NW-508820_508824_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Lawton_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Lawton_Technical_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,P644426,"Lawton Tube ACR end cap 1.1/8""",Lawton Tube,1.63,"Made of copper, this 1 1/8"" Lawton Tubes ACR end cap has a seamless, one-piece design for easier use and greater strength.","Refrigeration/Refrigeration Pipe and Fittings/Refrigeration Pipe and Fittings.csv -> Lawton Tube ACR end cap 1.1/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/44/31/NW-644424_644431_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Lawton_Tube_ACR_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Lawton_Tube_ACR_Fittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Lawton_Tube_ACR_Instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,P644440,"Lawton Tube ACR suction-line P-trap 5/8""",Lawton Tube,16.6,"Made of copper, this 5/8"" Lawton Tubes ACR suction line P trap includes compression connections and has a seamless, one-piece design for easier use and greater strength.","Refrigeration/Refrigeration Pipe and Fittings/Refrigeration Pipe and Fittings.csv -> Lawton Tube ACR suction-line P-trap 5/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/44/46/NW-644440_644446_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Lawton_Tube_ACR_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Lawton_Tube_ACR_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Lawton_Tube_ACR_Fittings_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,P671375,"Parker 218P 218P-4 male pipe thread briggs sealing plug 1/4"" (Pack of 5)",Parker,5.43,"This Parker 218P 1/4"" hex head plug with MPT connections is a forged and extruded brass pipe fitting suitable for use in air lines, water lines and cooling lines. All pipe fitting threads are made to Dryseal standards and are compatible with copper and brass tubing as well as iron pipe.","Refrigeration/Refrigeration Pipe and Fittings/Refrigeration Pipe and Fittings.csv -> Parker 218P 218P-4 male pipe thread briggs sealing plug 1/4"" (Pack of 5)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/78/NW-671374_671378_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Parker_Brass_Fittings_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,P689764,"Parker USTK-06 flared solder connector 3/8 x 3/8""",Parker,5.48,"This Parker 43F flare to solder connector is made of brass and has 3/8 x 3/8"" connections.","Refrigeration/Refrigeration Pipe and Fittings/Refrigeration Pipe and Fittings.csv -> Parker USTK-06 flared solder connector 3/8 x 3/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/97/64/689764_wm.jpg,,,,,,,3/8 x 3/8,,N,,Brass,3/8,Flare x Solder Weld,Solder,VDAN/P38,Connector,N,Brass / Copper Flare,Connection size 3/8”,,,,,,,,,,,,N/A
192,P508852,Lawton Tube LiteX copper tube 42mm x 3mtr,Lawton Tube,22.01,"This Lawton LiteX 42mm tube is a reliable alternative to traditional 1.2mm thick EN 1057 tube. Supplied in a 3M length, this 1mm thick copper pipe saves on costs with no compromise on performance.",Refrigeration/Refrigeration Pipe and Fittings/Refrigeration Pipe and Fittings.csv -> Lawton Tube LiteX copper tube 42mm x 3mtr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/53/NW-508850_508853_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Lawton_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Lawton_Technical_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,P508848,Lawton Tube TX copper tube (Table-X) (EN1057) 108mm x 6mtr,Lawton Tube,76.82,"This Lawton TX 108mm tube is a reliable alternative to traditional 1.2mm thick EN 1057 tube. Supplied in a 6M length, this 1.5mm thick copper pipe saves on costs without compromising on performance.",Refrigeration/Refrigeration Pipe and Fittings/Refrigeration Pipe and Fittings.csv -> Lawton Tube TX copper tube (Table-X) (EN1057) 108mm x 6mtr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/48/NW-508843_508848_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Lawton_Tube_Copper_Tube_Mech_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Lawton_Tube_CopperTube_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Lawton_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Lawton_Tube_Water_Capacity_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Lawton_Tube_Copper_Tube_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Lawton_Technical_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
194,P670287,"Lawton Tube straight copper tube (20SWG) 5/8"" x 6m",Lawton Tube,31.24,"Designed for refrigeration and air conditioning use, this Lawton Tube 5/8"" 20SWG straight tube, supplied in a 6M length, has been cleaned, nitrogen-purged and capped. The tube is covered with a seamless plastic coating for reliable protection from abrasion and aggressive materials.","Refrigeration/Refrigeration Pipe and Fittings/Refrigeration Pipe and Fittings.csv -> Lawton Tube straight copper tube (20SWG) 5/8"" x 6m",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/87/NW-670285_670287_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/Lawton_Tube_Technical_Guide_2017.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Lawton_Tube_ACR_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Lawton_Tube_Brochure_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,P508820,Lawton Tube TX degreased copper tube (Table-X) 15mm x 6mtr,Lawton Tube,7.01,"Made of copper, this Lawton 15mm tube offers proven performance as a cost-effective solution for a wide range of uses. Supplied in a 6M length, this degreased tube is 0.7mm thick.",Refrigeration/Refrigeration Pipe and Fittings/Refrigeration Pipe and Fittings.csv -> Lawton Tube TX degreased copper tube (Table-X) 15mm x 6mtr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/24/NW-508820_508824_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Lawton_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Lawton_Technical_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
