,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Colour,Hazardous,Approvals,Material,Size,Wall Thickness (mm),Supplier Product Code,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Diameter,Type,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Weight,Pack Quantity,Connection Type 1,Range,Feature 7,Feature 8
42,PL14364,Tata Hot Tube 10255/17-2 red heavy TBE 32mm HR,Tata,31.82,"Threaded at both ends, Tata Install Plus 32mm HR heavy hot tube is a versatile selection for a range of applications. This pipe is manufactured in high strength carbon steel for reliable robustness and painted for a professional finished appearance.","Pipe, Valves and Fittings/Metal Pipe/Carbon Steel Pipe/Carbon Steel Pipe.csv -> Tata Hot Tube 10255/17-2 red heavy TBE 32mm HR",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/_t/be/TATA_RED_TBE_wm.jpg,,Red,N,EN10255/EN10217,Carbon Steel,32 HVY,4,258337,N,"Suitable for welded, grooved, threaded or flanged connections",Full EPDs and tech subs available,Manufactured in UK,Carbon steel construction,Quality red paint finish suitable for end fit,Meets EN10255 and EN10217 standards,,,,,,,,,,,,
43,PL14029,Tata Install Plus hot EN 10255/17-2 heavy plain ends 125mm tube (Per metre),Tata,119.94,"Multi-certified, this Tata Install Plus 125mm hot-finished tube is especially designed to meet the needs of a wide range of building, engineering and industrial pipework applications. An ideal replacement for the withdrawn BS 1387 standard that doesn't allow for CE marking or satisfy construction products regulations (CPR), Install Plus is made of 5.4mm galvanised steel and supplied in a 64M length.","Pipe, Valves and Fittings/Metal Pipe/Carbon Steel Pipe/Carbon Steel Pipe.csv -> Tata Install Plus hot EN 10255/17-2 heavy plain ends 125mm tube (Per metre)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/30/NW-L14020_L14030_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Tata_Install_Plus_Tube_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
44,PL14024,Tata Install Plus hot EN 10255/17-2 heavy plain ends 40mm tube (Per metre),Tata,32.13,"Multi-certified, this Tata Install Plus 40mm hot-finished tube is especially designed to meet the needs of a wide range of building, engineering and industrial pipework applications. An ideal replacement for the withdrawn BS 1387 standard that doesn't allow for CE marking or satisfy construction products regulations (CPR), Install Plus is made of 4mm galvanised steel and supplied in a 64M length.","Pipe, Valves and Fittings/Metal Pipe/Carbon Steel Pipe/Carbon Steel Pipe.csv -> Tata Install Plus hot EN 10255/17-2 heavy plain ends 40mm tube (Per metre)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/30/NW-L14020_L14030_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Tata_Install_Plus_Tube_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
45,PL15069,"Geldbach SCH40 HFS (API/A106) seamless carbon steel pipe 1.1/2"" x 48.3mm (Per metre)",Geldbach,9.64,"This Geldbach SCH40 1 1/2"" seamless carbon steel pipe is designed with 48.3mm thick walls. It is suitable for use in industrial applications.","Pipe, Valves and Fittings/Metal Pipe/Carbon Steel Pipe/Carbon Steel Pipe.csv -> Geldbach SCH40 HFS (API/A106) seamless carbon steel pipe 1.1/2"" x 48.3mm (Per metre)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/77/L15065_L15077_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Arcelormittal_LankwitzerUV_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
46,PL14356,Tata red medium tube 20mm,Tata,10.75,"Threaded at both ends, Tata Install Plus 20mm medium tube is a versatile selection for a range of applications. This pipe is manufactured in high strength carbon steel for reliable robustness and painted for a professional finished appearance.","Pipe, Valves and Fittings/Metal Pipe/Carbon Steel Pipe/Carbon Steel Pipe.csv -> Tata red medium tube 20mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/_t/be/TATA_RED_TBE_wm.jpg,,Red,N,EN10255/EN10217,Carbon Steel,20 MED,2.6,258379,N,"Suitable for welded, grooved, threaded or flanged connections",Full EPDs and tech subs available,Manufactured in UK,Carbon steel construction,Quality red paint finish suitable for end fit,Meets EN10255 and EN10217 standards,,,,,,,,,,,,
47,PL14354,Tata red medium tube 50mm,Tata,37.05,"Threaded at both ends, Tata Install Plus 50mm medium tube is a versatile selection for a range of applications. This pipe is manufactured in high strength carbon steel for reliable robustness and painted for a professional finished appearance.","Pipe, Valves and Fittings/Metal Pipe/Carbon Steel Pipe/Carbon Steel Pipe.csv -> Tata red medium tube 50mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/_t/be/TATA_RED_TBE_wm.jpg,,Red,N,EN10255/EN10217,Carbon Steel,50 MED,3.6,258357,N,"Suitable for welded, grooved, threaded or flanged connections",Full EPDs and tech subs available,Manufactured in UK,Carbon steel construction,Quality red paint finish suitable for end fit,Meets EN10255 and EN10217 standards,,,,,,,,,,,,
48,PL10630,Borusan hot 10255/17-2 HVY SS HR 32mm Red (1),Borusan,9.7,"Suitable for high pressure applications, this robust Borusan hot 10255/172 32mm heavy tube is supplied in a 3.25M length. Made in a tough steel, this tube has a red/primer finish.","Pipe, Valves and Fittings/Metal Pipe/Carbon Steel Pipe/Carbon Steel Pipe.csv -> Borusan hot 10255/17-2 HVY SS HR 32mm Red (1)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/38/L10621_L10638_wm.jpg,,Red,N,EN10255/10217-2,C Steel,32,4,TF/HFRHSH032,N,Carbon steel construction,Red primer finish,Suitable for high temperatures and pressures,Meets EN 10255/10217-2 standards,,,,,,,,,,1,,,,
49,PL15067,"Geldbach SCH40 HFS (API/A106) seamless carbon steel pipe 1"" x 33.4mm (Per metre)",Geldbach,6.3,"This Geldbach SCH40 1"" seamless carbon steel pipe is designed with 33.4mm thick walls. It is suitable for use in industrial applications.","Pipe, Valves and Fittings/Metal Pipe/Carbon Steel Pipe/Carbon Steel Pipe.csv -> Geldbach SCH40 HFS (API/A106) seamless carbon steel pipe 1"" x 33.4mm (Per metre)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/77/L15065_L15077_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Arcelormittal_LankwitzerUV_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PL15092,"Geldbach SCH80 HFS (API/A106) seamless carbon steel pipe 1"" x 33.4mm (Per metre)",Geldbach,13.59,"This Geldbach SCH80 1"" seamless carbon steel pipe is designed with 33.4mm thick walls. It is suitable for use in industrial applications.","Pipe, Valves and Fittings/Metal Pipe/Carbon Steel Pipe/Carbon Steel Pipe.csv -> Geldbach SCH80 HFS (API/A106) seamless carbon steel pipe 1"" x 33.4mm (Per metre)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/98/L15090_L15098_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Arcelormittal_LankwitzerUV_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PM20189,Geberit Mapress carbon steel zinc plated pipe 66.7mm (6 metre),Geberit,18.25,"Made of carbon steel, this Geberit Mapress 66.7mm system pipe is finished with a robust external zinc plating.  Fitted with press-fit x plain end connections and supplied in a 6M length, this pipe is suitable for use in technical building systems, industry and shipbuilding applications.","Pipe, Valves and Fittings/Metal Pipe/Carbon Steel Pipe/Carbon Steel Pipe.csv -> Geberit Mapress carbon steel zinc plated pipe 66.7mm (6 metre)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/M20189_Primary_Image_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Geberit_Mapress_CS_System_Pipe_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PL14372,Tata Hot Tube 10255/17-2 red heavy TBE 25mm HR,Tata,21.79,"Threaded at both ends, Tata Install Plus 25mm HR heavy hot tube is a versatile selection for a range of applications. This pipe is manufactured in high strength carbon steel for reliable robustness and painted for a professional finished appearance.","Pipe, Valves and Fittings/Metal Pipe/Carbon Steel Pipe/Carbon Steel Pipe.csv -> Tata Hot Tube 10255/17-2 red heavy TBE 25mm HR",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/_t/be/TATA_RED_TBE_wm.jpg,,Red,N,EN10255/EN10217,Carbon Steel,25 HVY,4,258380,N,"Suitable for welded, grooved, threaded or flanged connections",Full EPDs and tech subs available,Manufactured in UK,Carbon steel construction,Quality red paint finish suitable for end fit,Meets EN10255 and EN10217 standards,,,,,,,,,,,,
53,PL14371,Tata Hot Tube 10255/17-2 red medium TBE 20mm HR,Tata,12.4,"Threaded at both ends, Tata Install Plus 20mm HR medium hot tube is a versatile selection for a range of applications. This pipe is manufactured in high strength carbon steel for reliable robustness and painted for a professional finished appearance.","Pipe, Valves and Fittings/Metal Pipe/Carbon Steel Pipe/Carbon Steel Pipe.csv -> Tata Hot Tube 10255/17-2 red medium TBE 20mm HR",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/_t/be/TATA_RED_TBE_wm.jpg,,Red,N,EN10255/EN10217,Carbon Steel,20 MED,2.6,258377,N,"Suitable for welded, grooved, threaded or flanged connections",Full EPDs and tech subs available,Manufactured in UK,Carbon steel construction,Quality red paint finish suitable for end fit,Meets EN10255 and EN10217 standards,,,,,,,,,,,,
54,PL14009,Tata Install Plus hot EN 10255/17-2 medium plain ends 125mm tube (Per metre),Tata,113.25,"Multi-certified, this Tata Install Plus 125mm hot-finished tube is especially designed to meet the needs of a wide range of building, engineering and industrial pipework applications. An ideal replacement for the withdrawn BS 1387 standard that doesn't allow for CE marking or satisfy construction products regulations (CPR), Install Plus is made of 5mm galvanised steel and supplied in a 64M length.","Pipe, Valves and Fittings/Metal Pipe/Carbon Steel Pipe/Carbon Steel Pipe.csv -> Tata Install Plus hot EN 10255/17-2 medium plain ends 125mm tube (Per metre)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/10/NW-L14000_L14010_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Tata_Install_Plus_Tube_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PM19950,Geberit Mapress carbon steel zinc plated pipe 76.1mm (6 metre),Geberit,29.06,"Made of carbon steel, this Geberit Mapress 76.1mm system pipe is finished with a robust external zinc plating. Fitted with press-fit x plain end connections and supplied in a 6M length, this pipe is suitable for use in technical building systems, industry and shipbuilding applications.","Pipe, Valves and Fittings/Metal Pipe/Carbon Steel Pipe/Carbon Steel Pipe.csv -> Geberit Mapress carbon steel zinc plated pipe 76.1mm (6 metre)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/M19950_Primary_Image_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Geberit_Mapress_CS_System_Pipe_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PL14044,Tata Install Plus hot EN 10255/17-2 medium screw/socketed 40mm tube (Per metre),Tata,27.38,"Multi-certified, this Tata Install Plus 40mm hot-finished tube is especially designed to meet the needs of a wide range of building, engineering and industrial pipework applications. An ideal replacement for the withdrawn BS 1387 standard that doesn't allow for CE marking or satisfy construction products regulations (CPR), Install Plus is made of 3.2mm galvanised steel and supplied in a 64M length.","Pipe, Valves and Fittings/Metal Pipe/Carbon Steel Pipe/Carbon Steel Pipe.csv -> Tata Install Plus hot EN 10255/17-2 medium screw/socketed 40mm tube (Per metre)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/48/NW-L14040_L14048_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Tata_Install_Plus_Tube_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PL15077,"Geldbach SCH40 HFS (API/A106) seamless carbon steel pipe 10"" x 273mm (Per metre)",Geldbach,192.9,"This Geldbach SCH40 10"" seamless carbon steel pipe is designed with 273mm thick walls. It is suitable for use in industrial applications.","Pipe, Valves and Fittings/Metal Pipe/Carbon Steel Pipe/Carbon Steel Pipe.csv -> Geldbach SCH40 HFS (API/A106) seamless carbon steel pipe 10"" x 273mm (Per metre)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/77/L15065_L15077_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Arcelormittal_LankwitzerHydro_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PL14003,Tata Install Plus hot EN 10255/17-2 medium plain ends 32mm tube (Per metre),Tata,21.88,"Multi-certified, this Tata Install Plus 32mm hot-finished tube is especially designed to meet the needs of a wide range of building, engineering and industrial pipework applications. An ideal replacement for the withdrawn BS 1387 standard that doesn't allow for CE marking or satisfy construction products regulations (CPR), Install Plus is made of 3.2mm galvanised steel and supplied in a 64M length.","Pipe, Valves and Fittings/Metal Pipe/Carbon Steel Pipe/Carbon Steel Pipe.csv -> Tata Install Plus hot EN 10255/17-2 medium plain ends 32mm tube (Per metre)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/10/NW-L14000_L14010_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Tata_Install_Plus_Tube_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PL14062,Tata Install Plus hot EN 10255/17-2 heavy screw/socketed 25mm tube (Per metre),Tata,23.15,"Multi-certified, this Tata Install Plus 25mm hot-finished tube is especially designed to meet the needs of a wide range of building, engineering and industrial pipework applications. An ideal replacement for the withdrawn BS 1387 standard that doesn't allow for CE marking or satisfy construction products regulations (CPR), Install Plus is made of 4mm galvanised steel and supplied in a 64M length.","Pipe, Valves and Fittings/Metal Pipe/Carbon Steel Pipe/Carbon Steel Pipe.csv -> Tata Install Plus hot EN 10255/17-2 heavy screw/socketed 25mm tube (Per metre)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/67/NW-L14060_L14067_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Tata_Install_Plus_Tube_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PL14030,Tata Install Plus hot EN 10255/17-2 heavy plain ends 150mm tube (Per metre),Tata,143.09,"Multi-certified, this Tata Install Plus 150mm hot-finished tube is especially designed to meet the needs of a wide range of building, engineering and industrial pipework applications. An ideal replacement for the withdrawn BS 1387 standard that doesn't allow for CE marking or satisfy construction products regulations (CPR), Install Plus is made of 5.4mm galvanised steel and supplied in a 64M length.","Pipe, Valves and Fittings/Metal Pipe/Carbon Steel Pipe/Carbon Steel Pipe.csv -> Tata Install Plus hot EN 10255/17-2 heavy plain ends 150mm tube (Per metre)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/30/NW-L14020_L14030_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Tata_Install_Plus_Tube_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PL14145,Tata Install Plus hot EN 10255/17-2 heavy screw/socketed 50mm Galvanised tube (Per metre),Tata,63.98,"Multi-certified, this Tata Install Plus 50mm hot-finished tube is especially designed to meet the needs of a wide range of building, engineering and industrial pipework applications. An ideal replacement for the withdrawn BS 1387 standard that doesn't allow for CE marking or satisfy construction products regulations (CPR), Install Plus is made of 4.5mm galvanised steel and supplied in a 64M length.","Pipe, Valves and Fittings/Metal Pipe/Carbon Steel Pipe/Carbon Steel Pipe.csv -> Tata Install Plus hot EN 10255/17-2 heavy screw/socketed 50mm Galvanised tube (Per metre)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/41/48/NW-L14140_L14148_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Tata_Install_Plus_Tube_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PL14004,Tata Install Plus hot EN 10255/17-2 medium plain ends 40mm tube (Per metre),Tata,25.44,"Multi-certified, this Tata Install Plus 40mm hot-finished tube is especially designed to meet the needs of a wide range of building, engineering and industrial pipework applications. An ideal replacement for the withdrawn BS 1387 standard that doesn't allow for CE marking or satisfy construction products regulations (CPR), Install Plus is made of 3.2mm galvanised steel and supplied in a 64M length.","Pipe, Valves and Fittings/Metal Pipe/Carbon Steel Pipe/Carbon Steel Pipe.csv -> Tata Install Plus hot EN 10255/17-2 medium plain ends 40mm tube (Per metre)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/10/NW-L14000_L14010_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Tata_Install_Plus_Tube_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PL15066,"Geldbach SCH40 HFS (ASTM/A106) seamless carbon steel pipe 3/4"" x 26.7mm (Per metre)",Geldbach,6.74,"This Geldbach SCH40 3/4"" seamless carbon steel pipe is designed with 26.7mm thick walls. It is suitable for use in industrial applications.","Pipe, Valves and Fittings/Metal Pipe/Carbon Steel Pipe/Carbon Steel Pipe.csv -> Geldbach SCH40 HFS (ASTM/A106) seamless carbon steel pipe 3/4"" x 26.7mm (Per metre)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/77/L15065_L15077_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Arcelormittal_LankwitzerUV_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PL14228,Tata Install Plus hot EN 10255/17-2 heavy plain ends 100mm half random tube (Per metre),Tata,114.19,"Multi-certified, this Tata Install Plus 100mm hot-finished tube is especially designed to meet the needs of a wide range of building, engineering and industrial pipework applications. An ideal replacement for the withdrawn BS 1387 standard that doesn't allow for CE marking or satisfy construction products regulations (CPR), Install Plus is made of 5.4mm galvanised steel and supplied in a 32M length.","Pipe, Valves and Fittings/Metal Pipe/Carbon Steel Pipe/Carbon Steel Pipe.csv -> Tata Install Plus hot EN 10255/17-2 heavy plain ends 100mm half random tube (Per metre)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/28/NW-L14220_L14228_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Tata_Install_Plus_Tube_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PL14365,Tata Hot Tube 10255/17-2 red medium TBE 32mm HR,Tata,26.0,"Threaded at both ends, Tata Install Plus 32mm HR medium hot tube is a versatile selection for a range of applications. This pipe is manufactured in high strength carbon steel for reliable robustness and painted for a professional finished appearance.","Pipe, Valves and Fittings/Metal Pipe/Carbon Steel Pipe/Carbon Steel Pipe.csv -> Tata Hot Tube 10255/17-2 red medium TBE 32mm HR",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/_t/be/TATA_RED_TBE_wm.jpg,,Red,N,EN10255/EN10217,Carbon Steel,32 MED,3.2,258340,N,"Suitable for welded, grooved, threaded or flanged connections",Full EPDs and tech subs available,Manufactured in UK,Carbon steel construction,Quality red paint finish suitable for end fit,Meets EN10255 and EN10217 standards,,,,,,,,,,,,
66,PL14369,Tata Hot Tube 10255/17-2 red medium TBE 50mm HR,Tata,42.71,"Threaded at both ends, Tata Install Plus 50mm HR medium hot tube is a versatile selection for a range of applications. This pipe is manufactured in high strength carbon steel for reliable robustness and painted for a professional finished appearance.","Pipe, Valves and Fittings/Metal Pipe/Carbon Steel Pipe/Carbon Steel Pipe.csv -> Tata Hot Tube 10255/17-2 red medium TBE 50mm HR",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/_t/be/TATA_RED_TBE_wm.jpg,,Red,N,EN10255/EN10217,Carbon Steel,50 MED,3.6,258355,N,"Suitable for welded, grooved, threaded or flanged connections",Full EPDs and tech subs available,Manufactured in UK,Carbon steel construction,Quality red paint finish suitable for end fit,Meets EN10255 and EN10217 standards,,,,,,,,,,,,
67,PL15068,"Geldbach SCH40 HFS (API/A106) seamless carbon steel pipe 1.1/4"" x 42.4mm (Per metre)",Geldbach,11.07,"This Geldbach SCH40 1 1/4"" seamless carbon steel pipe is designed with 42.4mm thick walls. It is suitable for use in industrial applications.","Pipe, Valves and Fittings/Metal Pipe/Carbon Steel Pipe/Carbon Steel Pipe.csv -> Geldbach SCH40 HFS (API/A106) seamless carbon steel pipe 1.1/4"" x 42.4mm (Per metre)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/77/L15065_L15077_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Arcelormittal_LankwitzerUV_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PL15073,"Geldbach SCH40 HFS (API/A106) seamless carbon steel pipe 4"" x 114.3mm (Per metre)",Geldbach,31.71,"This Geldbach SCH40 4"" seamless carbon steel pipe is designed with 114.3mm thick walls. It is suitable for use in industrial applications.","Pipe, Valves and Fittings/Metal Pipe/Carbon Steel Pipe/Carbon Steel Pipe.csv -> Geldbach SCH40 HFS (API/A106) seamless carbon steel pipe 4"" x 114.3mm (Per metre)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/77/L15065_L15077_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Arcelormittal_LankwitzerUV_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PL14368,Tata Hot Tube 10255/17-2 red heavy TBE 50mm HR,Tata,51.68,"Threaded at both ends, Tata Install Plus 50mm HR heavy hot tube is a versatile selection for a range of applications. This pipe is manufactured in high strength carbon steel for reliable robustness and painted for a professional finished appearance.","Pipe, Valves and Fittings/Metal Pipe/Carbon Steel Pipe/Carbon Steel Pipe.csv -> Tata Hot Tube 10255/17-2 red heavy TBE 50mm HR",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/_t/be/TATA_RED_TBE_wm.jpg,,Red,N,EN10255/EN10217,Carbon Steel,50 HVY,4.5,258351,N,"Suitable for welded, grooved, threaded or flanged connections",Full EPDs and tech subs available,Manufactured in UK,Carbon steel construction,Quality red paint finish suitable for end fit,Meets EN10255 and EN10217 standards,,,,,,,,,,,,
70,PL14020,Tata Install Plus hot EN 10255/17-2 heavy plain ends 15mm tube (Per metre),Tata,13.35,"Multi-certified, this Tata Install Plus 15mm hot-finished tube is especially designed to meet the needs of a wide range of building, engineering and industrial pipework applications. An ideal replacement for the withdrawn BS 1387 standard that doesn't allow for CE marking or satisfy construction products regulations (CPR), Install Plus is made of 3.2mm galvanised steel and supplied in a 64M length.","Pipe, Valves and Fittings/Metal Pipe/Carbon Steel Pipe/Carbon Steel Pipe.csv -> Tata Install Plus hot EN 10255/17-2 heavy plain ends 15mm tube (Per metre)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/30/NW-L14020_L14030_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Tata_Install_Plus_Tube_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
