,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Colour,Hazardous,Approvals,Material,Size,Wall Thickness (mm),Supplier Product Code,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Diameter,Type,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Weight,Pack Quantity,Connection Type 1,Range,Feature 7,Feature 8
99,PR41163,Pegler VSH XPress uncoated galvanised tube 6mtr x 28mm (Per Metre),Pegler,15.38,"This Pegler Yorkshire VSH Xpress 28mm heating tube is made of 1.5mm thick galvanised carbon steel material. Suitable for use with XPress and Tectite systems, this tube is supplied in 6M lengths.","Pipe, Valves and Fittings/Metal Pipe/Carbon Steel Pipe/Carbon Steel Pipe.csv -> Pegler VSH XPress uncoated galvanised tube 6mtr x 28mm (Per Metre)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/69/NW-R41160_R41169_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/PY_Xpress_Press-Fit_System_Guide.pdf,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Pegler_VSH_Fittings_BV_Certificate.pdf,,,,,,,,,
100,PL10143,Tata Install Plus hot EN 10255/17-2 heavy grooved ends 150mm half random tube (Per Meter),Tata,76.23,"Multi-certified, this Tata Install Plus 150mm hot-finished tube is especially designed to meet the needs of a wide range of building, engineering and industrial pipework applications. An ideal replacement for the withdrawn BS 1387 standard that doesn't allow for CE marking or satisfy construction products regulations (CPR), Install Plus is made of 5.4mm galvanised steel and supplied in a 32M length.","Pipe, Valves and Fittings/Metal Pipe/Carbon Steel Pipe/Carbon Steel Pipe.csv -> Tata Install Plus hot EN 10255/17-2 heavy grooved ends 150mm half random tube (Per Meter)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/43/NW-L10138_L10143_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Tata_Install_Plus_Tube_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PL15072,"Geldbach SCH40 HFS (API/A106) seamless carbon steel pipe 3"" x 88.9mm (Per metre)",Geldbach,25.99,"This Geldbach SCH40 3"" seamless carbon steel pipe is designed with 88.9mm thick walls. It is suitable for use in industrial applications.","Pipe, Valves and Fittings/Metal Pipe/Carbon Steel Pipe/Carbon Steel Pipe.csv -> Geldbach SCH40 HFS (API/A106) seamless carbon steel pipe 3"" x 88.9mm (Per metre)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/77/L15065_L15077_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Arcelormittal_LankwitzerUV_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PM20062,Geberit Mapress carbon steel zinc plated pipe 18mm (6 metre),Geberit,5.0,"Made of carbon steel, this Geberit Mapress 18mm system pipe is finished with a robust external zinc plating.  Fitted with press-fit x plain end connections and supplied in a 6M length, this pipe is suitable for use in technical building systems, industry and shipbuilding applications.","Pipe, Valves and Fittings/Metal Pipe/Carbon Steel Pipe/Carbon Steel Pipe.csv -> Geberit Mapress carbon steel zinc plated pipe 18mm (6 metre)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/M20062_Primary_Image_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Geberit_Mapress_CS_System_Pipe_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PL14226,Tata Install Plus hot EN 10255/17-2 heavy plain ends 65mm half random tube (Per metre),Tata,66.48,"Multi-certified, this Tata Install Plus 65mm hot-finished tube is especially designed to meet the needs of a wide range of building, engineering and industrial pipework applications. An ideal replacement for the withdrawn BS 1387 standard that doesn't allow for CE marking or satisfy construction products regulations (CPR), Install Plus is made of 4.5mm galvanised steel and supplied in a 32M length.","Pipe, Valves and Fittings/Metal Pipe/Carbon Steel Pipe/Carbon Steel Pipe.csv -> Tata Install Plus hot EN 10255/17-2 heavy plain ends 65mm half random tube (Per metre)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/28/NW-L14220_L14228_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Tata_Install_Plus_Tube_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PL10632,Borusan M Hot 10255/17-2 Red Hvy Ss 50mm HR (1),Borusan,15.55,"Suitable for high pressure applications, this robust Borusan hot 10255/172 50mm heavy tube is supplied in a 3.25M length. Made in a tough steel, this tube has a red/primer finish.","Pipe, Valves and Fittings/Metal Pipe/Carbon Steel Pipe/Carbon Steel Pipe.csv -> Borusan M Hot 10255/17-2 Red Hvy Ss 50mm HR (1)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/38/L10621_L10638_wm.jpg,,Red,N,EN10255/10217-2,C Steel,50,4.5,TF/HFRHSH050,N,Carbon steel construction,Red primer finish,Suitable for high temperatures and pressures,Meets EN 10255/10217-2 standards,,,,,,,,,,1,,,,
105,PL15070,"Geldbach SCH40 HFS (API/A106) seamless carbon steel pipe 2"" x 60.3mm (Per metre)",Geldbach,12.49,"This Geldbach SCH40 2"" seamless carbon steel pipe is designed with 60.3mm thick walls. It is suitable for use in industrial applications.","Pipe, Valves and Fittings/Metal Pipe/Carbon Steel Pipe/Carbon Steel Pipe.csv -> Geldbach SCH40 HFS (API/A106) seamless carbon steel pipe 2"" x 60.3mm (Per metre)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/77/L15065_L15077_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Arcelormittal_LankwitzerUV_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PL14349,Tata red heavy tube 32mm,Tata,27.59,"Threaded at both ends, Tata Install Plus 32mm heavy tube is a versatile selection for a range of applications. This pipe is manufactured in high strength carbon steel for reliable robustness and painted for a professional finished appearance.","Pipe, Valves and Fittings/Metal Pipe/Carbon Steel Pipe/Carbon Steel Pipe.csv -> Tata red heavy tube 32mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/_t/be/TATA_RED_TBE_wm.jpg,,Red,N,EN10255/EN10217,Carbon Steel,32 HVY,4,258339,N,"Suitable for welded, grooved, threaded or flanged connections",Full EPDs and tech subs available,Manufactured in UK,Carbon steel construction,Quality red paint finish suitable for end fit,Meets EN10255 and EN10217 standards,,,,,,,,,,,,
107,PM20064,Geberit Mapress carbon steel zinc plated pipe 28mm (6 metre),Geberit,9.08,"Made of carbon steel, this Geberit Mapress 28mm system pipe is finished with a robust external zinc plating.  Fitted with press-fit x plain end connections and supplied in a 6M length, this pipe is suitable for use in technical building systems, industry and shipbuilding applications.","Pipe, Valves and Fittings/Metal Pipe/Carbon Steel Pipe/Carbon Steel Pipe.csv -> Geberit Mapress carbon steel zinc plated pipe 28mm (6 metre)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/M20064_Primary_Image_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Geberit_Mapress_CS_System_Pipe_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PL15098,"Geldbach SCH80 HFS (API/A106) steel pipe 4"" x 114.3mm (Per metre)",Geldbach,74.36,"This Geldbach SCH80 4"" seamless carbon steel pipe is designed with 114.3mm thick walls. It is suitable for use in industrial applications.","Pipe, Valves and Fittings/Metal Pipe/Carbon Steel Pipe/Carbon Steel Pipe.csv -> Geldbach SCH80 HFS (API/A106) steel pipe 4"" x 114.3mm (Per metre)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/98/L15090_L15098_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Arcelormittal_LankwitzerUV_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PR41166,Pegler VSH XPress uncoated galvanised tube 6mtr x 54mm (Per Metre),Pegler,35.22,"This Pegler Yorkshire VSH Xpress 54mm heating tube is made of 1.5mm thick galvanised carbon steel material. Suitable for use with XPress and Tectite systems, this tube is supplied in 6M lengths.","Pipe, Valves and Fittings/Metal Pipe/Carbon Steel Pipe/Carbon Steel Pipe.csv -> Pegler VSH XPress uncoated galvanised tube 6mtr x 54mm (Per Metre)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/69/NW-R41160_R41169_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/PY_Xpress_Press-Fit_System_Guide.pdf,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Pegler_VSH_Fittings_BV_Certificate.pdf,,,,,,,,,
110,PL14345,Tata Install Plus hot EN 10255/17-2 heavy screw/socket 50mm half random Galvanised tube (Per metre),Tata,49.7,"Multi-certified, this Tata Install Plus 50mm hot-finished tube is especially designed to meet the needs of a wide range of building, engineering and industrial pipework applications. An ideal replacement for the withdrawn BS 1387 standard that doesn't allow for CE marking or satisfy construction products regulations (CPR), Install Plus is made of 4.5mm galvanised steel and supplied in a 32M length.","Pipe, Valves and Fittings/Metal Pipe/Carbon Steel Pipe/Carbon Steel Pipe.csv -> Tata Install Plus hot EN 10255/17-2 heavy screw/socket 50mm half random Galvanised tube (Per metre)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/43/48/NW-L14340_L14348_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Tata_Install_Plus_Tube_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PL14230,Tata Install Plus hot EN 10255/17-2 heavy plain ends 150mm half random tube (Per metre),Tata,166.96,"Multi-certified, this Tata Install Plus 150mm hot-finished tube is especially designed to meet the needs of a wide range of building, engineering and industrial pipework applications. An ideal replacement for the withdrawn BS 1387 standard that doesn't allow for CE marking or satisfy construction products regulations (CPR), Install Plus is made of 5.4mm galvanised steel and supplied in a 32M length.","Pipe, Valves and Fittings/Metal Pipe/Carbon Steel Pipe/Carbon Steel Pipe.csv -> Tata Install Plus hot EN 10255/17-2 heavy plain ends 150mm half random tube (Per metre)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/30/NW-L14230_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Tata_Install_Plus_Tube_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PL13261,Tubetrade M hot 10255/17-2 heavy PE 125mm Red (per Metre),Tubetrade,71.44,This Tubetrade M heavy PE 125mm tube is constructed in robust hot-formed carbon steel and supplied in a 6.4M length.,"Pipe, Valves and Fittings/Metal Pipe/Carbon Steel Pipe/Carbon Steel Pipe.csv -> Tubetrade M hot 10255/17-2 heavy PE 125mm Red (per Metre)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/61/L13261_wm.jpg,,Red,N,EN 10255/EN10217-2,Carbon Steel,139.7 mm,5.4,RHPE125-P2,N,Carbon steel construction,Red colour,Plain end connections,Hot-formed,Complies with EN 10217-2 standards,,,,,,,,,Per Metre,Plain Ended,,,
113,PL14045,Tata Install Plus hot EN 10255/17-2 medium screw/socketed 50mm tube (Per metre),Tata,38.64,"Multi-certified, this Tata Install Plus 50mm hot-finished tube is especially designed to meet the needs of a wide range of building, engineering and industrial pipework applications. An ideal replacement for the withdrawn BS 1387 standard that doesn't allow for CE marking or satisfy construction products regulations (CPR), Install Plus is made of 3.6mm galvanised steel and supplied in a 64M length.","Pipe, Valves and Fittings/Metal Pipe/Carbon Steel Pipe/Carbon Steel Pipe.csv -> Tata Install Plus hot EN 10255/17-2 medium screw/socketed 50mm tube (Per metre)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/48/NW-L14040_L14048_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Tata_Install_Plus_Tube_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PL14265,Tata Install Plus hot EN 10255/17-2 heavy screw/socket 50mm half random tube (Per metre),Tata,52.53,"Multi-certified, this Tata Install Plus 50mm hot-finished tube is especially designed to meet the needs of a wide range of building, engineering and industrial pipework applications. An ideal replacement for the withdrawn BS 1387 standard that doesn't allow for CE marking or satisfy construction products regulations (CPR), Install Plus is made of 4.5mm galvanised steel and supplied in a 32M length.","Pipe, Valves and Fittings/Metal Pipe/Carbon Steel Pipe/Carbon Steel Pipe.csv -> Tata Install Plus hot EN 10255/17-2 heavy screw/socket 50mm half random tube (Per metre)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/68/NW-L14260_L14268_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Tata_Install_Plus_Tube_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PL14264,Tata Install Plus hot EN 10255/17-2 heavy screw/socket 40mm half random tube (Per metre),Tata,37.71,"Multi-certified, this Tata Install Plus 40mm hot-finished tube is especially designed to meet the needs of a wide range of building, engineering and industrial pipework applications. An ideal replacement for the withdrawn BS 1387 standard that doesn't allow for CE marking or satisfy construction products regulations (CPR), Install Plus is made of 4mm galvanised steel and supplied in a 32M length.","Pipe, Valves and Fittings/Metal Pipe/Carbon Steel Pipe/Carbon Steel Pipe.csv -> Tata Install Plus hot EN 10255/17-2 heavy screw/socket 40mm half random tube (Per metre)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/68/NW-L14260_L14268_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Tata_Install_Plus_Tube_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PL14261,Tata Install Plus hot EN 10255/17-2 heavy screw/socket 20mm half random tube (Per metre),Tata,17.75,"Multi-certified, this Tata Install Plus 20mm hot-finished tube is especially designed to meet the needs of a wide range of building, engineering and industrial pipework applications. An ideal replacement for the withdrawn BS 1387 standard that doesn't allow for CE marking or satisfy construction products regulations (CPR), Install Plus is made of 3.2mm galvanised steel and supplied in a 32M length.","Pipe, Valves and Fittings/Metal Pipe/Carbon Steel Pipe/Carbon Steel Pipe.csv -> Tata Install Plus hot EN 10255/17-2 heavy screw/socket 20mm half random tube (Per metre)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/68/NW-L14260_L14268_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Tata_Install_Plus_Tube_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PL14245,Tata Install Plus hot EN 10255/17-2 medium screw/socket 50mm half random tube (Per metre),Tata,43.39,"Multi-certified, this Tata Install Plus 50mm hot-finished tube is especially designed to meet the needs of a wide range of building, engineering and industrial pipework applications. An ideal replacement for the withdrawn BS 1387 standard that doesn't allow for CE marking or satisfy construction products regulations (CPR), Install Plus is made of 3.6mm galvanised steel and supplied in a 32M length.","Pipe, Valves and Fittings/Metal Pipe/Carbon Steel Pipe/Carbon Steel Pipe.csv -> Tata Install Plus hot EN 10255/17-2 medium screw/socket 50mm half random tube (Per metre)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/48/NW-L14240_L14248_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Tata_Install_Plus_Tube_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PL14061,Tata Install Plus hot EN 10255/17-2 heavy screw/socketed 20mm tube (Per metre),Tata,15.83,"Multi-certified, this Tata Install Plus 20mm hot-finished tube is especially designed to meet the needs of a wide range of building, engineering and industrial pipework applications. An ideal replacement for the withdrawn BS 1387 standard that doesn't allow for CE marking or satisfy construction products regulations (CPR), Install Plus is made of 3.2mm galvanised steel and supplied in a 64M length.","Pipe, Valves and Fittings/Metal Pipe/Carbon Steel Pipe/Carbon Steel Pipe.csv -> Tata Install Plus hot EN 10255/17-2 heavy screw/socketed 20mm tube (Per metre)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/67/NW-L14060_L14067_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Tata_Install_Plus_Tube_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PL14262,Tata Install Plus hot EN 10255/17-2 heavy screw/socket 25mm half random tube (Per metre),Tata,25.99,"Multi-certified, this Tata Install Plus 25mm hot-finished tube is especially designed to meet the needs of a wide range of building, engineering and industrial pipework applications. An ideal replacement for the withdrawn BS 1387 standard that doesn't allow for CE marking or satisfy construction products regulations (CPR), Install Plus is made of 4mm galvanised steel and supplied in a 32M length.","Pipe, Valves and Fittings/Metal Pipe/Carbon Steel Pipe/Carbon Steel Pipe.csv -> Tata Install Plus hot EN 10255/17-2 heavy screw/socket 25mm half random tube (Per metre)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/68/NW-L14260_L14268_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Tata_Install_Plus_Tube_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PL14064,Tata Install Plus hot EN 10255/17-2 heavy screw/socketed 40mm tube (Per metre),Tata,33.57,"Multi-certified, this Tata Install Plus 40mm hot-finished tube is especially designed to meet the needs of a wide range of building, engineering and industrial pipework applications. An ideal replacement for the withdrawn BS 1387 standard that doesn't allow for CE marking or satisfy construction products regulations (CPR), Install Plus is made of 4mm galvanised steel and supplied in a 64M length.","Pipe, Valves and Fittings/Metal Pipe/Carbon Steel Pipe/Carbon Steel Pipe.csv -> Tata Install Plus hot EN 10255/17-2 heavy screw/socketed 40mm tube (Per metre)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/67/NW-L14060_L14067_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Tata_Install_Plus_Tube_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PL14063,Tata Install Plus hot EN 10255/17-2 heavy screw/socketed 32mm tube (Per metre),Tata,28.76,"Multi-certified, this Tata Install Plus 32mm hot-finished tube is especially designed to meet the needs of a wide range of building, engineering and industrial pipework applications. An ideal replacement for the withdrawn BS 1387 standard that doesn't allow for CE marking or satisfy construction products regulations (CPR), Install Plus is made of 4mm galvanised steel and supplied in a 64M length.","Pipe, Valves and Fittings/Metal Pipe/Carbon Steel Pipe/Carbon Steel Pipe.csv -> Tata Install Plus hot EN 10255/17-2 heavy screw/socketed 32mm tube (Per metre)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/67/NW-L14060_L14067_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Tata_Install_Plus_Tube_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PL14267,Tata Install Plus hot EN 10255/17-2 heavy screw/socket 80mm half random tube (Per metre),Tata,100.39,"Multi-certified, this Tata Install Plus 80mm hot-finished tube is especially designed to meet the needs of a wide range of building, engineering and industrial pipework applications. An ideal replacement for the withdrawn BS 1387 standard that doesn't allow for CE marking or satisfy construction products regulations (CPR), Install Plus is made of 5mm galvanised steel and supplied in a 32M length.","Pipe, Valves and Fittings/Metal Pipe/Carbon Steel Pipe/Carbon Steel Pipe.csv -> Tata Install Plus hot EN 10255/17-2 heavy screw/socket 80mm half random tube (Per metre)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/68/NW-L14260_L14268_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Tata_Install_Plus_Tube_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PL14266,Tata Install Plus hot EN 10255/17-2 heavy screw/socket 65mm half random tube (Per metre),Tata,78.5,"Multi-certified, this Tata Install Plus 65mm hot-finished tube is especially designed to meet the needs of a wide range of building, engineering and industrial pipework applications. An ideal replacement for the withdrawn BS 1387 standard that doesn't allow for CE marking or satisfy construction products regulations (CPR), Install Plus is made of 4.5mm galvanised steel and supplied in a 32M length.","Pipe, Valves and Fittings/Metal Pipe/Carbon Steel Pipe/Carbon Steel Pipe.csv -> Tata Install Plus hot EN 10255/17-2 heavy screw/socket 65mm half random tube (Per metre)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/68/NW-L14260_L14268_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Tata_Install_Plus_Tube_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PL14040,Tata Install Plus hot EN 10255/17-2 medium screw/socketed 15mm tube (Per metre),Tata,11.56,"Multi-certified, this Tata Install Plus 15mm hot-finished tube is especially designed to meet the needs of a wide range of building, engineering and industrial pipework applications. An ideal replacement for the withdrawn BS 1387 standard that doesn't allow for CE marking or satisfy construction products regulations (CPR), Install Plus is made of 2.6mm galvanised steel and supplied in a 64M length.","Pipe, Valves and Fittings/Metal Pipe/Carbon Steel Pipe/Carbon Steel Pipe.csv -> Tata Install Plus hot EN 10255/17-2 medium screw/socketed 15mm tube (Per metre)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/48/NW-L14040_L14048_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Tata_Install_Plus_Tube_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PL14263,Tata Install Plus hot EN 10255/17-2 heavy screw/socket 32mm half random tube (Per metre),Tata,32.32,"Multi-certified, this Tata Install Plus 32mm hot-finished tube is especially designed to meet the needs of a wide range of building, engineering and industrial pipework applications. An ideal replacement for the withdrawn BS 1387 standard that doesn't allow for CE marking or satisfy construction products regulations (CPR), Install Plus is made of 4mm galvanised steel and supplied in a 32M length.","Pipe, Valves and Fittings/Metal Pipe/Carbon Steel Pipe/Carbon Steel Pipe.csv -> Tata Install Plus hot EN 10255/17-2 heavy screw/socket 32mm half random tube (Per metre)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/68/NW-L14260_L14268_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Tata_Install_Plus_Tube_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PL10042,Tata Install Plus hot EN 10255/17-2 heavy grooved ends 125mm tube (Per Meter),Tata,62.55,"Multi-certified, this Tata Install Plus 125mm hot-finished tube is especially designed to meet the needs of a wide range of building, engineering and industrial pipework applications. An ideal replacement for the withdrawn BS 1387 standard that doesn't allow for CE marking or satisfy construction products regulations (CPR), Install Plus is made of 5.4mm galvanised steel and supplied in a 64M length.","Pipe, Valves and Fittings/Metal Pipe/Carbon Steel Pipe/Carbon Steel Pipe.csv -> Tata Install Plus hot EN 10255/17-2 heavy grooved ends 125mm tube (Per Meter)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/43/NW-L10040_L10043_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Tata_Install_Plus_Tube_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
