,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3
32,PK59086,Hattersley 970W fully lugged lever operated butterfly valve 80mm,Hattersley,338.58,"With an elastomer-lined ductile iron body, this compact Hattersley 970W fully-lugged wafer butterfly valve ensures a reliably bubble-tight shut-off. This lever-operated valve incorporates 80mm connections and offers a 16 bar pressure rating.  A butterfly valve is a quarter-turn type valve designed to regulate or isolate the flow of a fluid. While in use the valve is fully open, and closed when its integral disc is rotated a quarter turn. These valves are lighter in weight than other valves, generally requiring less support.","Pipe, Valves and Fittings/Metal Pipe Valves/Butterfly Valves/Butterfly Valves.csv -> Hattersley 970W fully lugged lever operated butterfly valve 80mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/86/NW-K59085_K59086_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Hattersley_BFV_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/5-/01/Hattersley_WRAS_Cert_2025-01.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Hattersley_970W_970WG_Tech.pdf
33,PK30309,Pegler Valve lugged butterfly valve 65mm,Pegler,205.86,"The Pegler Valve V905 lever-operated manual butterfly valve with 65mm connections has a slim, compact design and robust ductile iron body with stainless steel disc. Its lever is lightweight and easy to use. A butterfly valve is a quarter-turn type valve designed to regulate or isolate the flow of a fluid. While in use the valve is fully open or closed when its integral disc is rotated a quarter turn. These valves are lighter in weight than other valves, generally requiring less support.","Pipe, Valves and Fittings/Metal Pipe Valves/Butterfly Valves/Butterfly Valves.csv -> Pegler Valve lugged butterfly valve 65mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/14/NW-K30309_K30314_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Pegler_Yorkshire_V905_V906_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Pegler_Yorkshire_V905_Technical.pdf,
34,PK30313,Pegler Valve lugged butterfly valve 150mm,Pegler,543.19,"The Pegler Valve V905 lever-operated manual butterfly valve with 150mm connections has a slim, compact design and robust ductile iron body with stainless steel disc. Its lever is lightweight and easy to use. A butterfly valve is a quarter-turn type valve designed to regulate or isolate the flow of a fluid. While in use the valve is fully open or closed when its integral disc is rotated a quarter turn. These valves are lighter in weight than other valves, generally requiring less support.","Pipe, Valves and Fittings/Metal Pipe Valves/Butterfly Valves/Butterfly Valves.csv -> Pegler Valve lugged butterfly valve 150mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/14/NW-K30309_K30314_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Pegler_Yorkshire_V905_V906_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Pegler_Yorkshire_V905_Technical.pdf,
35,PK59054,"Crane Butterfly Valves F624 lever operated butterfly valve PN16 3""",Crane,495.45,"Suitable for applications requiring Level 3 C3 (medium) corrosion protection, this maintenance-free Crane F624 fully-lugged PN16 butterfly valve incorporates 3"" connections and a ductile iron body. This lever-operated valve has an aluminium bronze disc and aluminium alloy handle. It is suitable for a  temperature range of -10°C to 100°C.  A butterfly valve is a quarter-turn type valve designed to regulate or isolate the flow of a fluid. While in use the valve is fully open, and closed when its integral disc is rotated a quarter turn. These valves are lighter in weight than other valves, generally requiring less support.","Pipe, Valves and Fittings/Metal Pipe Valves/Butterfly Valves/Butterfly Valves.csv -> Crane Butterfly Valves F624 lever operated butterfly valve PN16 3""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/58/NW-K59052_K59058_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Crane_BFV_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Crane_F621_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/5-/01/Crane_BFV_WRAS_Cert_2025-01.pdf
36,PK28652,Crane F628 ductile iron fully lugged lever operated butterfly valve 65mm PN16,Crane,401.85,"This Crane F628 65mm connection manual butterfly valve has a lever-operated, epoxy-coated ductile iron body with a fully-lugged aluminium bronze disc. A butterfly valve is a quarter-turn type valve designed to regulate or isolate the flow of a fluid. While in use the valve is fully open or closed when its integral disc is rotated a quarter turn. These valves are lighter in weight than other valves, generally requiring less support.","Pipe, Valves and Fittings/Metal Pipe Valves/Butterfly Valves/Butterfly Valves.csv -> Crane F628 ductile iron fully lugged lever operated butterfly valve 65mm PN16",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/86/57/NW-K28651_K28657_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Crane_FS_Butterfly_Valves_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Crane_F614_628_Butterfly_Valve_Tech.pdf,
37,PK30310,Pegler Valve lugged butterfly valve 80mm,Pegler,236.1,"The Pegler Valve V905 lever-operated manual butterfly valve with 80mm connections has a slim, compact design and robust ductile iron body with stainless steel disc. Its lever is lightweight and easy to use. A butterfly valve is a quarter-turn type valve designed to regulate or isolate the flow of a fluid. While in use the valve is fully open or closed when its integral disc is rotated a quarter turn. These valves are lighter in weight than other valves, generally requiring less support.","Pipe, Valves and Fittings/Metal Pipe Valves/Butterfly Valves/Butterfly Valves.csv -> Pegler Valve lugged butterfly valve 80mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/14/NW-K30309_K30314_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Pegler_Yorkshire_V905_V906_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Pegler_Yorkshire_V905_Technical.pdf,
38,PK86310,JET Range 624 (WJ)PN16DJLME EPDM lever operated lugged butterfly valve 100mm,JET Range,572.38,"Suitable for use in a wide range of operations, this JET Range 621 fully-lugged wafer butterfly valve can be used with low temperature hot water, domestic hot water, potable water and chilled water. This lever-operated valve has a 100mm connection size, 16 bar pressure rating and EPDM lining.  A butterfly valve is a quarter-turn type valve designed to regulate or isolate the flow of a fluid. While in use the valve is fully open, and closed when its integral disc is rotated a quarter turn. These valves are lighter in weight than other valves, generally requiring less support.","Pipe, Valves and Fittings/Metal Pipe Valves/Butterfly Valves/Butterfly Valves.csv -> JET Range 624 (WJ)PN16DJLME EPDM lever operated lugged butterfly valve 100mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/63/13/NW-K86307_K86313_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Jet_Valve_Guide_2016.pdf,,
39,PK86307,JET Range 624 EPDM gear operated lugged butterfly valve 50mm,JET Range,392.99,"Suitable for use in a wide range of operations, this JET Range 621 fully-lugged wafer butterfly valve can be used with low temperature hot water, domestic hot water, potable water and chilled water. This lever-operated valve has a 50mm connection size, 16 bar pressure rating and EPDM lining.  A butterfly valve is a quarter-turn type valve designed to regulate or isolate the flow of a fluid. While in use the valve is fully open, and closed when its integral disc is rotated a quarter turn. These valves are lighter in weight than other valves, generally requiring less support.","Pipe, Valves and Fittings/Metal Pipe Valves/Butterfly Valves/Butterfly Valves.csv -> JET Range 624 EPDM gear operated lugged butterfly valve 50mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/63/13/NW-K86307_K86313_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Jet_Valve_Guide_2016.pdf,,
40,PK28623,Crane F614 ductile iron fully lugged lever operated butterfly valve 125mm PN16,Crane,1353.73,"This Crane F614 125mm connection manual butterfly valve has a lever-operated, epoxy-coated ductile iron body with a fully-lugged aluminium bronze disc. A butterfly valve is a quarter-turn type valve designed to regulate or isolate the flow of a fluid. While in use the valve is fully open or closed when its integral disc is rotated a quarter turn. These valves are lighter in weight than other valves, generally requiring less support.","Pipe, Valves and Fittings/Metal Pipe Valves/Butterfly Valves/Butterfly Valves.csv -> Crane F614 ductile iron fully lugged lever operated butterfly valve 125mm PN16",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/86/25/NW-K28620_K28625_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Crane_FS_Butterfly_Valves_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Crane_F614_628_Butterfly_Valve_Tech.pdf,
41,PK28624,Crane F614 ductile iron fully lugged lever operated butterfly valve 150mm PN16,Crane,1365.53,"This Crane F614 150mm connection manual butterfly valve has a lever-operated, epoxy-coated ductile iron body with a fully-lugged aluminium bronze disc. A butterfly valve is a quarter-turn type valve designed to regulate or isolate the flow of a fluid. While in use the valve is fully open or closed when its integral disc is rotated a quarter turn. These valves are lighter in weight than other valves, generally requiring less support.","Pipe, Valves and Fittings/Metal Pipe Valves/Butterfly Valves/Butterfly Valves.csv -> Crane F614 ductile iron fully lugged lever operated butterfly valve 150mm PN16",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/86/25/NW-K28620_K28625_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Crane_FS_Butterfly_Valves_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Crane_F614_628_Butterfly_Valve_Tech.pdf,
42,PK30311,Pegler Valve lugged butterfly valve 100mm,Pegler,340.65,"The Pegler Valve V905 lever-operated manual butterfly valve with 100mm connections has a slim, compact design and robust ductile iron body with stainless steel disc. Its lever is lightweight and easy to use. A butterfly valve is a quarter-turn type valve designed to regulate or isolate the flow of a fluid. While in use the valve is fully open or closed when its integral disc is rotated a quarter turn. These valves are lighter in weight than other valves, generally requiring less support.","Pipe, Valves and Fittings/Metal Pipe Valves/Butterfly Valves/Butterfly Valves.csv -> Pegler Valve lugged butterfly valve 100mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/14/NW-K30309_K30314_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Pegler_Yorkshire_V905_V906_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Pegler_Yorkshire_V905_Technical.pdf,
43,PK59053,"Crane Butterfly Valves F624 lever operated butterfly valve PN16 2 1/2""",Crane,420.6,"Suitable for applications requiring Level 3 C3 (medium) corrosion protection, this maintenance-free Crane F624 fully-lugged PN16 butterfly valve incorporates 2 1/2"" connections and a ductile iron body. This lever-operated valve has an aluminium bronze disc and aluminium alloy handle. It is suitable for a  temperature range of -10°C to 100°C.  A butterfly valve is a quarter-turn type valve designed to regulate or isolate the flow of a fluid. While in use the valve is fully open, and closed when its integral disc is rotated a quarter turn. These valves are lighter in weight than other valves, generally requiring less support.","Pipe, Valves and Fittings/Metal Pipe Valves/Butterfly Valves/Butterfly Valves.csv -> Crane Butterfly Valves F624 lever operated butterfly valve PN16 2 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/58/NW-K59052_K59058_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Crane_BFV_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Crane_F621_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/5-/01/Crane_BFV_WRAS_Cert_2025-01.pdf
44,PK59055,"Crane Butterfly Valves F624 lever operated butterfly valve PN16 4""",Crane,706.08,"Suitable for applications requiring Level 3 C3 (medium) corrosion protection, this maintenance-free Crane F624 fully-lugged PN16 butterfly valve incorporates 4"" connections and a ductile iron body. This lever-operated valve has an aluminium bronze disc and aluminium alloy handle. It is suitable for a  temperature range of -10°C to 100°C.  A butterfly valve is a quarter-turn type valve designed to regulate or isolate the flow of a fluid. While in use the valve is fully open, and closed when its integral disc is rotated a quarter turn. These valves are lighter in weight than other valves, generally requiring less support.","Pipe, Valves and Fittings/Metal Pipe Valves/Butterfly Valves/Butterfly Valves.csv -> Crane Butterfly Valves F624 lever operated butterfly valve PN16 4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/58/NW-K59052_K59058_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Crane_BFV_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Crane_F621_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/5-/01/Crane_BFV_WRAS_Cert_2025-01.pdf
45,PK28656,Crane F628 ductile iron fully lugged lever operated butterfly valve 150mm PN16,Crane,1161.15,"This Crane F628 150mm connection manual butterfly valve has a lever-operated, epoxy-coated ductile iron body with a fully-lugged aluminium bronze disc. A butterfly valve is a quarter-turn type valve designed to regulate or isolate the flow of a fluid. While in use the valve is fully open or closed when its integral disc is rotated a quarter turn. These valves are lighter in weight than other valves, generally requiring less support.","Pipe, Valves and Fittings/Metal Pipe Valves/Butterfly Valves/Butterfly Valves.csv -> Crane F628 ductile iron fully lugged lever operated butterfly valve 150mm PN16",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/86/57/NW-K28651_K28657_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Crane_FS_Butterfly_Valves_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Crane_F614_628_Butterfly_Valve_Tech.pdf,
46,PK59041,"Crane FS621 F621 lever operated butterfly valve PN16 6""",Crane,1902.75,"Suitable for potable water applications, this Crane FS621 lever-operated butterfly valve is supplied with 6"" connections.  A butterfly valve is a quarter-turn type valve designed to regulate or isolate the flow of a fluid. While in use the valve is fully open or closed when its integral disc is rotated a quarter turn. These valves are lighter in weight than other valves, generally requiring less support.","Pipe, Valves and Fittings/Metal Pipe Valves/Butterfly Valves/Butterfly Valves.csv -> Crane FS621 F621 lever operated butterfly valve PN16 6""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/41/NW-K59041_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Crane_FS_PN16_ButterflyValve_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Crane_F621_Technical.pdf,
47,PK28621,Crane F614 ductile iron fully lugged lever operated butterfly valve 80mm PN16,Crane,601.11,"This Crane F614 80mm connection manual butterfly valve has a lever-operated, epoxy-coated ductile iron body with a fully-lugged aluminium bronze disc. A butterfly valve is a quarter-turn type valve designed to regulate or isolate the flow of a fluid. While in use the valve is fully open or closed when its integral disc is rotated a quarter turn. These valves are lighter in weight than other valves, generally requiring less support.","Pipe, Valves and Fittings/Metal Pipe Valves/Butterfly Valves/Butterfly Valves.csv -> Crane F614 ductile iron fully lugged lever operated butterfly valve 80mm PN16",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/86/25/NW-K28620_K28625_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Crane_FS_Butterfly_Valves_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Crane_F614_628_Butterfly_Valve_Tech.pdf,
48,PK59087,Hattersley FIG. 970W fully lugged lever operated butterfly valve 100mm,Hattersley,483.16,"This Hattersley 970W 100mm connection compact butterfly valve has a lever-operated ductile iron, elastomer-lined body with an aluminium bronze disc. A butterfly valve is a quarter-turn type valve designed to regulate or isolate the flow of a fluid. While in use the valve is fully open or closed when its integral disc is rotated a quarter turn. These valves are lighter in weight than other valves, generally requiring less support.","Pipe, Valves and Fittings/Metal Pipe Valves/Butterfly Valves/Butterfly Valves.csv -> Hattersley FIG. 970W fully lugged lever operated butterfly valve 100mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/87/NW-K59087_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Hattersley_33286_WRAS_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Hattersley_Butterfly_Valve_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Hattersley_970W_970WG_Tech.pdf
49,PK30312,Pegler Valve lugged butterfly valve 125mm,Pegler,499.92,"The Pegler Valve V905 lever-operated manual butterfly valve with 125mm connections has a slim, compact design and robust ductile iron body with stainless steel disc. Its lever is lightweight and easy to use. A butterfly valve is a quarter-turn type valve designed to regulate or isolate the flow of a fluid. While in use the valve is fully open or closed when its integral disc is rotated a quarter turn. These valves are lighter in weight than other valves, generally requiring less support.","Pipe, Valves and Fittings/Metal Pipe Valves/Butterfly Valves/Butterfly Valves.csv -> Pegler Valve lugged butterfly valve 125mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/14/NW-K30309_K30314_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Pegler_Yorkshire_V905_V906_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Pegler_Yorkshire_V905_Technical.pdf,
50,PK30314,Pegler Valve V905 lugged butterfly valve 200mm,Pegler,1197.35,"The Pegler Valve V905 lever-operated manual butterfly valve with 200mm connections has a slim, compact design and robust ductile iron body with stainless steel disc. Its lever is lightweight and easy to use. A butterfly valve is a quarter-turn type valve designed to regulate or isolate the flow of a fluid. While in use the valve is fully open or closed when its integral disc is rotated a quarter turn. These valves are lighter in weight than other valves, generally requiring less support.","Pipe, Valves and Fittings/Metal Pipe Valves/Butterfly Valves/Butterfly Valves.csv -> Pegler Valve V905 lugged butterfly valve 200mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/14/NW-K30309_K30314_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Pegler_Yorkshire_V905_V906_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Pegler_Yorkshire_V905_Technical.pdf,
