,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Pack Quantity,Hazardous,Material,Size,Total Pack Quantity,Washer Type,Supplier Product Code,WEEE Compliant,Feature 1,Feature 2,Feature 3,Range,Material Type,Nut Types,Type,Feature 4,Feature 5,Diameter,Screw / Bolt Type,Set Type,Screw / Bolt Length,Screw / Bolt Sizes,Drive,Dimensions (L x W x D),Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Hole Depth,Operating Temperature,Size (oz),Washer-Exterior Dia,Washer-Internal Dia,Outer Diameter,Colour,Application,Dimensions mm (H x W x D),Pack Type,Bolt Type,Head Type,Feature 15,Feature 16,Feature 17,Feature 18,Weight,Warranty
196,PS18867,Fischer DuoLine DuoPower universal wall plug 12 x 60mm (25),Fischer,7.26,"Self-activating, these Fischer DuoLine DuoPower 12 x 60mm universal wall plugs and screws can expand, fold and knot, depending on the substrate they're used in, making them the ideal choice for a wide range of applications. With a shorter length these plugs and screws, supplied in a pack of twenty five, fix fast and need less drilling and they won't rotate during installation either. Clear feedback makes knowing that the DuoPower plug is installed correctly obvious while smooth running openings ensure safe and easy installation of the steel screw into the nylon plug.",Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> Fischer DuoLine DuoPower universal wall plug 12 x 60mm (25),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/67/S18867_wm.jpg,,,,,25,N,Nylon,,,,538253,N,,,,DuoLine,,,,,,12 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,P511704,Talon Wall Plugs uncarded pack of plugs Brown,Talon,12.26,"Supplied uncarded, this pack of Talon fixing plugs contains 1000 premium grade polymer plugs. Designed to expand in two directions, these plugs ensure rapid fixing and high pull-out value. The plugs are moulded with protruding side fins to restrict rotation and prevent fall-out when fixed overhead.",Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> Talon Wall Plugs uncarded pack of plugs Brown,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/17/04/NW-511704_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Talon_Fixing_Plugs_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,PS18880,Fischer DuoLine DuoPower universal wall plug and screw 6 x 30mm (50),Fischer,6.42,"Self-activating, these Fischer DuoLine DuoPower 6 x 30mm universal wall plugs and screws can expand, fold and knot, depending on the substrate they're used in, making them the ideal choice for a wide range of applications. With a shorter length these plugs and screws, supplied in a pack of fifty, fix fast and need less drilling and they won't rotate during installation either. Clear feedback makes knowing that the DuoPower plug is installed correctly obvious while smooth running openings ensure safe and easy installation of the steel screw into the nylon plug.",Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> Fischer DuoLine DuoPower universal wall plug and screw 6 x 30mm (50),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/80/S18880_wm.jpg,,,,,50,N,Nylon/Steel,,,,535459,N,,,,DuoLine,,,,,,6 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,PN57128,"Owlett Jaton mudguard washer zinc plated 1/4 x 1.1/4 """,Owlett Jaton,0.19,"These Owlett Jaton 30 x 1.5mm, M6 inside diameter mudguard or penny washers are made of steel with a bright zinc plate coating.","Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> Owlett Jaton mudguard washer zinc plated 1/4 x 1.1/4 """,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/28/NW-N57128_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Owlett_Jaton_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT83611,JET Range zinc plated penny washer 25mm (m10) (500),JET Range,0.16,Jet penny washer is made of steel material with bright zinc plate coating.,Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> JET Range zinc plated penny washer 25mm (m10) (500),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/36/14/NW-T83611_T83614_wm.jpg,,,,,500,N,Steel,25 mm,,Penny Washer,.10M25WMGOZ,N,Reliable,Easy to replace,,,BZP Steel,,Penny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT83605,JET Range zinc plated penny washer 25mm (m6) (500),JET Range,0.16,Jet penny washer is made of steel material with bright zinc plate coating.,Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> JET Range zinc plated penny washer 25mm (m6) (500),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/36/06/NW-T83605_T83606_wm.jpg,,,,,500,N,Steel,25 mm,,Penny Washer,.6M25WMGOZ,N,Reliable,Easy to replace,,,BZP Steel,,Penny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,P257463,"Center top hat washer 3/4"" (2)",Center,1.37,"Useful space seals, these Center 3/4"" top hat washers provide a pliable surface next to the sink on which to sit a plastic nut.","Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> Center top hat washer 3/4"" (2)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/63/257463_wm.jpg,,,,,2,N,Plastic,3/4,2,N/A,PPSCCS374428,N,Pack of 2,High quality HD polyethylene construction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PB01577,* NAB FRESH/SERENE PAN/SEMI PED FIX KIT,Nabis,48.75,"Designed for fitting a semi-pedestal, this fixing kit includes slightly larger white caps also suitable for fixing toilet pans to a floor. The Twyford Total Install® system enables bathrooms to be fitted through an array of ingenious factory-fitted professional fittings. A quick and easy high-quality finish, can be achieved using fewer tools. What’s Included: •2 x Fixing Brackets •2 x Plastic Plugs •2 x Hex Head Screws  •2 x Plastic Screw Housing •2 x Countersunk Screws - Pozi-Drive Head •2 x White Plastic Cover Caps",Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> * NAB FRESH/SERENE PAN/SEMI PED FIX KIT,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/B01577_Primary_Image_wm.jpg,,,,,,N,Metal,,,,SR8175XX,N,Large white caps,Suitable for toilets and bidets,,Fresh/Serene,,,Fixing Kit,,,8 mm18 mm,,,,,,,,,,,,,,,,,,,,,,Blue / Grey / Brown / White / Silver,,,,,,,,,,,
204,PT87123,JET Range XOX bright zinc plated nut and bolt (grade 8.8) 40mm (m10) (100 per bag),JET Range,1.53,Jet XOX nut and bolt is made of steel material with bright zinc plated finish.,Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> JET Range XOX bright zinc plated nut and bolt (grade 8.8) 40mm (m10) (100 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/23/NW-T87123_wm.jpg,,,,,100 per bag,N,Steel,M10 x 40 mm,,,HTBMET01000040Z,N,Reliable,Easy to replace,Made of grade 8.8 steel,XOX,BZP Steel,Hex Nut,Assortment Sets,Bright zinc plated,,,Hex Head Bolt,Nut and Bolt,40,M10,Hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PM92102,M Greenaway And Son square plate washer 5mm (m8),M Greenaway And Son,1.74,These M Greenaway And Son 41 x 41 x 5mm square plate washer with 9mm inside diameter is made of mild steel with a bright zinc plate coating.,Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> M Greenaway And Son square plate washer 5mm (m8),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/02/NW-M92102_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Greenaway_Channel_2015.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Greenaway_SZ0842_6_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT83606,JET Range zinc plated penny washer 30mm (m6) (250),JET Range,0.25,Jet penny washer is made of steel material with bright zinc plate coating.,Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> JET Range zinc plated penny washer 30mm (m6) (250),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/38/580738_wm.jpg,,,,,250,N,Steel,30mm,,Penny Washer,.6M30WMGOZ,N,Reliable,Easy to replace,,,BZP Steel,,Penny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PN62120,JCP shield anchor bolt (50),JCP,1.77,"Made of steel, this JCP loose bolt shield anchor has a zinc-plated (minimum 5µm), yellow passivated finish. A three-way expansion shield, this anchor is suitable for use in brick or concrete with thick walled expanders providing excellent grip and compensating for oversized holes caused by powerful drills in weak materials such as brick.",Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> JCP shield anchor bolt (50),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/20/NW-N62120_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/JCP_Catalogue_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/JCP_Shield_Anchor_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,P257476,Center oval diaphragm washers 130 mm (5),Center,2.26,"Designed for sealing the water housing on a toilet siphon, these Center 130mm oval diaphragm washers can be used on any lever-operated siphon, helping to ensure good levels of water efficiency.",Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> Center oval diaphragm washers 130 mm (5),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/76/257476_wm.jpg,,,,,5,N,EPDM,130 mm,5,N/A,PPSTAP374517,N,Pack of 5,EPDM construction,Clear colour,,,,,Oval shaped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT87155,JET Range XOX nut and bolt grade 8.8 M16 x 65mm BZP (25 per bag),JET Range,5.63,Jet XOX nut and bolt is made of steel material with bright zinc plated finish.,Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> JET Range XOX nut and bolt grade 8.8 M16 x 65mm BZP (25 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/65/NW-T87150_T87165_wm.jpg,,,,,25 per bag,N,Steel,M16 x 65mm,,,HTXOXM01600065Z,N,Reliable,Easy to replace,Made of grade 8.8 steel,XOX,BZP Steel,Hex Nut,Assortment Sets,Bright zinc plated,,,Hex Head Bolt,Nut and Bolt,65,M16,Hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT83612,JET Range zinc plated penny washer 30mm (m10) (250),JET Range,0.21,Jet penny washer is made of steel material with bright zinc plate coating.,Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> JET Range zinc plated penny washer 30mm (m10) (250),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/36/14/NW-T83611_T83614_wm.jpg,,,,,250,N,Steel,30mm,,Penny Washer,.10M30WMGOZ,N,Reliable,Easy to replace,,,BZP Steel,,Penny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT83608,JET Range zinc plated penny washer 25mm (m8) (500),JET Range,0.16,Jet penny washer is made of steel material with bright zinc plate coating.,Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> JET Range zinc plated penny washer 25mm (m8) (500),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/36/09/NW-T83608_T83609_wm.jpg,,,,,500,N,Steel,25 mm,,Penny Washer,.8M25WMGOZ,N,Reliable,Easy to replace,,,BZP Steel,,Penny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,P257493,Center mixed poly syphon washers (10),Center,3.57,"Containing a variety of sizes for convenience on every job, this pack of Center poly siphon washers seal the water housing on a toilet siphon. Suitable for use with lever-operated siphons, seals of this type help to ensure flushing efficiency.",Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> Center mixed poly syphon washers (10),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/93/257493_wm.jpg,,,,,10,N,EPDM,Various / Mixed,10,N/A,PPSTAP374518,N,Pack of 10,Mixed sizes,EPDM construction,,,,,Clear colour,Round shape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT83589,JET Range zinc plated b-washer (m16) (250),JET Range,0.4,Jet flat washer is of made of steel material with bright zinc plate coating. Plain edge form B manufactured to DIN125.,Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> JET Range zinc plated b-washer (m16) (250),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/90/NW-T83584_T83590_wm.jpg,,,,,250,N,Steel,M16,,Flat Washer,.16MWFBOZ,N,Reliable,Easy to replace,,,BZP Steel,,Form B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT87121,JET Range XOX bright zinc plated nut and bolt (grade 8.8) 30mm (m10) (100 per bag),JET Range,1.25,Jet XOX nut and bolt is made of steel material with bright zinc plated finish.,Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> JET Range XOX bright zinc plated nut and bolt (grade 8.8) 30mm (m10) (100 per bag),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/21/NW-T87121_wm.jpg,,,,,100 per bag,N,Steel,M10 x 30 mm,,,HTBMET01000030Z,N,Reliable,Easy to replace,Made of grade 8.8 steel,XOX,BZP Steel,Hex Nut,Assortment Sets,Bright zinc plated,,,Hex Head Bolt,Nut and Bolt,30,M10,Hexagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PM97927,JET Range Stud Bolt stud bolt BZP M10 60mm (500),JET Range,0.49,"Manufactured in 4.8 grade BZP-coated mild steel, this JET Range M10 x 60mm stud bolt offers fast, consistent and high quality installation. Pre-cut to the most commonly used sizes, these stud bolts save on time and waste and ensure unbeatable accuracy.",Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> JET Range Stud Bolt stud bolt BZP M10 60mm (500),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/32/NW-M97924_M97932_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Jet_M97924-32_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,P257469,"Center 1/2"" washer 5pk (for armitage)",Center,2.1,"An ideal replacement for Armitage or Pegler tap washers, these Center 1/2"" tap washers are supplied in a useful pack of five.","Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> Center 1/2"" washer 5pk (for armitage)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/69/257469_wm.jpg,,,,,,N,Rubber,12,5,N/A,PPSTAP374523,N,Pack of 5,Thermoplastic rubber/evoprene construction,Compatible with Pegler tap range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,P402282,Thomas Dudley Dudley diaphragm washer to suit turbo 88 syphon (1),Thomas Dudley,0.61,An easy to install Thomas Dudley diaphragm washer for a Turbo 88 siphon.,Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> Thomas Dudley Dudley diaphragm washer to suit turbo 88 syphon (1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/22/82/NW-402282_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Thomas_Dudley_Catalogue_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PS18875,Fischer DuoLine DuoTec nylon cavity fix 12mm (10),Fischer,19.85,"Suitable for use on high tensile and transverse loads, the Fischer DuoTec 12mm nylon cavity fix is strong enough for radiator and TV bracket fixing. Easy to use, even in narrow or insulated cavities, these plugs and screws offer small 10mm drill hole diameters and a short toggle element. With no cutting required for easier, safer fitting into gypsum, DuoTec plugs won't fall into the drill hole, even without a screw, making pre-install straightforward. Automatically folding behind the panel for added strength, the plug's toggle element works alongside a flexible stainless steel screw seat for reliable use with wood and chipboard screws or metric hooks and threaded rods with lock nuts.",Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> Fischer DuoLine DuoTec nylon cavity fix 12mm (10),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/75/S18875_wm.jpg,,,,,10,N,Nylonglass re-enforced plastic,,,,542590,N,Pack of 10,46mm length,Flexible screw mount,DuoLine,,,Cavity Wall Fixing,Suitable for screws and hooks with different thread shapes,Glass fibre-reinforced plastic,12 mm,,,,,,,Metal skeleton insert (Fischer DuoTec 12),Toggle handles heavy tensile and transverse loads in panel building materials,Soft grey nylon contact surface distributes load over surface,Minimises weakening of building material,Standard drill hole diameters and short tilting element,Easy install in narrow cavities,Suitable for insulated cavities,White flush sleeve with snap function,Plug can be securely pre-installed in drill hole,,,,,,,,,,,,,Scale on grip strap (Fischer DuoTec 12) determines required screw length,Choose scale value + 20 mm,Use with 6mm metric screw or 5/6mm wood and chipboard screw,Functions as expansion plug in solid materials where something is hit,,
219,PS18878,Fischer DuoLine DuoPower universal wall plug 10 x 50mm (50),Fischer,8.99,"Self-activating, these Fischer DuoLine DuoPower 10 x 50mm universal wall plugs and screws can expand, fold and knot, depending on the substrate they're used in, making them the ideal choice for a wide range of applications. With a shorter length these plugs and screws, supplied in a pack of fifty, fix fast and need less drilling and they won't rotate during installation either. Clear feedback makes knowing that the DuoPower plug is installed correctly obvious while smooth running openings ensure safe and easy installation of the steel screw into the nylon plug.",Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> Fischer DuoLine DuoPower universal wall plug 10 x 50mm (50),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/78/S18878_wm.jpg,,,,,50,N,Nylon,,,,535456,N,,,,DuoLine,,,,,,10 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PR03670,Rawlplug SinkFix premium basin fixing kit,Rawlplug,21.73,This Rawlplug SinkFix basin fixing kit features a universal wall bracket for mounting washbasins onto light or old porous walls. The wider design of this kit ensures improved attachment with fifteen attachment points and two reinforced M10 mounting bolts.,Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> Rawlplug SinkFix premium basin fixing kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/36/70/NW-R03670_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Rawlplug_SinkFix_Fixing_Plate_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PS18877,Fischer DuoLine DuoBlade selfdrilling plasterboard plug and screw (25),Fischer,11.11,"Featuring different components chosen for their high levels of performance, these Fischer DuoLine DuoBlade self-drilling plasterboard plugs and screws is part of the reliable DuoLine range. With a self-drilling tip, DuoBlade allows for effective drilling when a fixing is screwed into the installation pre-position with screwdriver setting tool flush to the surface of gypsum plasterboard. Universally suitable for fixing, this plug and screw system offers excellent performance with 4 - 5mm wood, metal and chipboard screws and hook and eye screws, making it suitable for a variety of fitting jobs, ranging from smoke detectors to curtain rods and shutters. Compatible with a conventional PZ2 drive, DuoBlade doesn't need a special setting device.",Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> Fischer DuoLine DuoBlade selfdrilling plasterboard plug and screw (25),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/77/S18877_wm.jpg,,,,,25,N,Nylonglass re-enforced plastic,,,,545676,N,Pack of 25,"With 44mm length, 29mm without drilling tip",Self-drilling for quick installation,DuoLine,,,Cavity Wall Fixing,Centering point for precise anchor positioning,Anti-rotation lock prevents spinning in drill hole,4.5mm Screw,,,,,,,Same PZ2 drive for plug and screw,Optimum hold with appropriate chipboard screw,,,,,,,,,,,,,,,,,,,,,,,,,
222,PIS5306,Owlett Jaton hexagon nut m10 Bright Zinc Plated (Pack of 10),Owlett Jaton,8.55,"Made of steel with a BZP finish, these Owlett Jaton M10 size hexagon full nuts are used with a bolt fixing to fasten objects together. The full nut should be applied to a matching male thread on a bolt, set screw or machine screw and tightened.",Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> Owlett Jaton hexagon nut m10 Bright Zinc Plated (Pack of 10),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/53/07/NW-IS5306_IS5307_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Owlett_Jaton_Product_Catalogue_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PS18869,Fischer DuoLine DuoPower universal wall plug and screw 6 x 50mm (50),Fischer,12.29,"Self-activating, these Fischer DuoLine DuoPower 6 x 50mm universal wall plugs and screws can expand, fold and knot, depending on the substrate they're used in, making them the ideal choice for a wide range of applications. With a shorter length these plugs and screws, supplied in a pack of fifty, fix fast and need less drilling and they won't rotate during installation either. Clear feedback makes knowing that the DuoPower plug is installed correctly obvious while smooth running openings ensure safe and easy installation of the steel screw into the nylon plug.",Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> Fischer DuoLine DuoPower universal wall plug and screw 6 x 50mm (50),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/69/S18869_wm.jpg,,,,,50,N,Nylon/Steel,,,,538255,N,,,,DuoLine,,,,,,6 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PM92044,M Greenaway And Son hex head screw set 20mm (M10) (1000),M Greenaway And Son,1.94,"Supplied in a pack of 1000, these M Greenaway Fixings M10 x 20mm hex head set screws are made of a high tensile grade 8.8 BZP.",Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> M Greenaway And Son hex head screw set 20mm (M10) (1000),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/44/NW-M92044_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/M92044_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/M_Greenaway_Fixings_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,P630322,Pump House FIXINGS socket bolt M8-M10 (Pack of 100),Pump House,117.03,"This Pump House box of socket bolts contains 100 bolts in M8, M9 and M10 sizes.",Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> Pump House FIXINGS socket bolt M8-M10 (Pack of 100),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/22/NW-630322_wm.jpg,,,,,Pack of 100,N,,M8M9M10,100,,X-SBL-810-B100,N,Pack of 100,,,Fixings,,,Socket Bolts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Socket Bolt,,,,,,,
226,P800588,Regin O ring kit imperial 382 pieces (382),Regin,24.9,This Regin O-ring kit contains a wide range of high quality nitrile (NBR 70) O-rings in 30 different imperial BS 1806 sizes.,Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> Regin O ring kit imperial 382 pieces (382),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/05/88/NW-800588_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Regin_Products_Brochure_2015-2016.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,P511712,Talon Snappit kit 15mm White,Talon,4.47,"Providing a neat, professional finish, the Talon Snappit 200mm tail kit, with pipe covers and chrome collars, conceals and protects a range of pipe installations. Fitting to copper or plastic pipe with minimal effort, Snappit requires no messy adhesive.",Trade Essentials/Fixings and Fasteners/Fixings and Fasteners.csv -> Talon Snappit kit 15mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/17/12/NW-511712_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Talon_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
